microsample	total_sequences	total_trimmed_sequences	percent_gc	percent_unique	reads_mapped_host_percent	reads_mapped_human_percent	reads_mapped_bacteria	reads_mapped_bacteria_percent	reads_mapped_other_percent	quality
M301252	6512540	5605068	50.5	16.216808752835085	80.91	41.2	2975	0.5015983706061669	99.49840162939384	1
M301253	1678570	76826	78	3.5470072740487444	0.1	15.17	419	0.6443774606299213	99.35562253937007	0
M301254	346574	21564	76	4.375977424734689	0.05	10.39	633	3.2835356364768127	96.71646436352319	0
M301255	2834520	2211234	60	14.057047341723717	63.07	8.4	2193	0.3181248476830415	99.68187515231696	0
M301256	70122736	67247180	43.5	51.73368534692354	97.18	0.44	562	0.04083922425820854	99.9591607757418	4
M301257	406622	192266	66	11.245579432495045	14.01	19.09	1016	0.7648644172425735	99.23513558275742	0
M301258	1519160	1070698	57	18.575094641904744	86.44	2.8	14350	11.012201672933774	88.98779832706623	2
M301259	3608056	3348008	51	13.970334241009272	12.11	58.25	10618	0.8775308144061171	99.12246918559389	1
M301260	193820	68940	68	13.488288102363015	0.12	15.55	939	1.6170696424881177	98.38293035751188	0
M301261	42182008	40521666	47	13.798057563066408	95.21	0.82	16188	1.049454268221529	98.95054573177848	3
M301262	14850188	14143816	50	13.602134979819756	93.69	0.82	4963	0.6513311407940912	99.34866885920592	3
M301263	529366	232658	66.5	11.346214150512122	44.16	5.68	2397	1.9778206841922867	98.02217931580772	0
M301264	456298	241806	61.5	23.718929296205552	60.52	7.36	3625	4.15092179090805	95.84907820909196	0
M301265	4119510	3767874	51	12.772032466711057	81.92	2.19	9115	1.4188625438967897	98.5811374561032	2
M301266	10484894	1243480	74	5.06881028887403	93.1	0.9	8330	11.03662091260798	88.96337908739201	2
M301267	772242	48826	76.5	3.220622550962004	50.61	8.65	124	0.5715339233038348	99.42846607669617	0
M301268	3335814	1840586	59	12.364788686664367	92.6	0.96	1507	1.248591502618148	98.75140849738185	2
M301269	1323382	28704	77.5	3.427581756439184	1.74	16.53	235	1.0010223206679163	98.99897767933209	0
M301270	61458290	55934330	45	20.889518746189488	97.24	0.4	480	0.04352730794482188	99.95647269205517	3
M301271	3875854	3044434	50.5	18.72157465249426	95.92	0.66	994	0.9853486389500188	99.01465136104999	2
M301272	585680	7472	76.5	3.801051768884032	0.06	13.88	199	3.1035558328134747	96.89644416718653	0
M301273	364470	141572	66	9.289927840425824	51.74	9.35	410	0.6686018068556147	99.33139819314438	0
M301274	1236534	125854	74.5	4.7411555201878794	2.77	17.87	551	0.5502186894609654	99.44978131053904	0
M301275	9840392	8158902	49.5	14.082262715277743	94.57	0.71	1834	0.5040621804949375	99.49593781950506	2
M301276	3606226	2847772	52.5	12.984359882022886	93.53	8.63	3938	2.719425454043229	97.28057454595677	1
M301277	849366	246102	69	9.308825641713938	82.12	5.62	488	1.26072129792291	98.73927870207709	0
M301278	5762046	2270700	64.5	10.576351342463743	92.58	0.97	513	0.38242485687022904	99.61757514312977	1
M301279	1468508	384298	69.5	6.85008185178426	75.33	5.71	291	0.3438090737240076	99.656190926276	0
M301280	44355432	41690960	45	18.65648666593215	96.94	0.45	654	0.0679542649094151	99.93204573509058	3
M301281	46591392	43746574	43	60.8396339963613	97.5	0.4	711	0.0904759723303862	99.90952402766962	4
M301282	23621430	18541414	55.5	18.379852492056312	0.03	0.08	15807830	85.36110435820427	14.638895641795727	4
M301283	18571602	14156098	56.5	15.70918356160238	0.14	0.07	11987742	84.86499252212037	15.135007477879626	4
M301284	5295806	47552	77	2.3312598686583303	0.3	11.2	2761	6.588869797632685	93.41113020236732	0
M301285	11151732	7330240	60	16.386634843454722	0.77	0.05	6267625	86.22583661124844	13.77416338875156	3
M301286	3237530	46408	78	2.133200310112956	0.08	10.73	279	0.6751851314069987	99.324814868593	0
M301287	16073384	13384312	55.5	20.207908456796964	0.01	0.02	11442372	85.52347379346087	14.476526206539134	4
M301288	1813606	34682	76	1.9736921911374354	0.04	16.69	217	0.7528970924987857	99.24710290750122	0
M301289	15702974	12739916	55	24.83106373757083	0.02	0.02	10895210	85.56580248573485	14.43419751426515	4
M301290	4012748	73284	77	2.35280162123313	0.27	18.84	372	0.6283571500962805	99.37164284990372	0
M301291	13642870	43698	78	1.2857794618938096	0.2	17.12	406	1.1264635702791188	98.87353642972089	1
M301292	23075338	16338258	58	24.456167663829618	0.02	0.03	13958725	85.48857508640279	14.51142491359721	4
M301293	2274650	4390	78.5	1.6129074802716903	0.13	10.21	111	2.8287461773700304	97.17125382262996	0
M301294	2123976	27328	77.5	2.280392998790947	0.04	11.33	315	1.3044558555573962	98.69554414444261	0
M301295	5227518	4456454	54.5	49.42892294792378	0.01	0.76	3829611	86.61217461159654	13.387825388403456	4
M301296	27402166	24911092	53.5	39.64242485051683	0.02	0.02	21403983	85.96064104745157	14.039358952548426	5
M301297	6609614	5748094	55	42.571945379692686	0.01	0.09	4830506	84.130709055278	15.869290944721996	4
M301298	11777280	10318504	57.5	19.529145668403984	0	0.1	8908618	86.43695643483738	13.563043565162616	4
M301299	517116	97456	73	6.180238089712946	0.65	16.08	2627	3.2433700429650845	96.75662995703492	0
M301300	6721280	43330	78	2.035190109325709	6.75	12.08	332	0.9500372002518171	99.04996279974819	0
M301301	8183878	6902802	55.5	17.838708922907472	0.01	0.06	5895594	85.4765661223298	14.5234338776702	3
M301302	22473166	16620262	56.5	23.30869997097544	0.03	0.06	14106646	84.95309125119586	15.046908748804142	4
M301303	15471546	8029080	63	25.2608212656749	0.22	0.03	6775640	84.62141395208495	15.37858604791505	3
M301304	2077188	934592	64	12.6460699994233	0.01	0.8	740286	79.86945310561352	20.130546894386484	2
M301305	26335090	24040008	54	23.70760071571601	0.03	0.06	20723280	86.28377556345588	13.716224436544124	4
M301306	3708420	2183888	62	42.08431583277797	0.05	0.14	1820594	83.52950244588182	16.470497554118182	3
M301307	2056794	42832	77	3.4957803260802978	0.09	13.18	1250	3.372180856803712	96.62781914319629	0
M301308	1745162	242716	74.5	5.0331144042788	0.03	4.1	159855	68.76666953454358	31.23333046545642	1
M301309	1814446	63948	77.5	2.5819451226434955	0.03	17.13	361	0.6838675456543154	99.31613245434569	0
M301310	22047172	15845020	57.5	18.771266976356998	0	0.08	13454245	84.99033247834979	15.009667521650215	4
M301311	21018634	18627832	53	24.01634660679838	0.67	0.49	15766726	85.64828737387477	14.351712626125234	4
M301312	29490128	25882220	54	25.789658189476796	0	0.04	22196889	85.7995489558123	14.200451044187702	4
M301313	35952390	33830966	51	32.164837199713816	0	0.03	28561740	84.45426530152417	15.545734698475826	4
M301314	56099234	51551458	53	24.945631122404265	0	0.36	44022634	85.72097463239352	14.27902536760648	4
M301315	48840902	42471450	54.5	32.67842412753805	0.01	0.02	36419806	85.78291173626245	14.217088263737551	4
M301316	49932770	46034770	53.5	28.290994555552942	0.08	0.05	39335027	85.56054965964826	14.43945034035174	4
M301317	38593026	35638864	53	24.749686281298754	0.01	0.03	30635306	85.99959643615168	14.000403563848323	4
M301318	23852646	19746716	55.5	21.95220672585007	0.01	0.04	16869141	85.47772930809171	14.52227069190829	4
M301319	5644404	32842	78	1.559243455996417	0.01	10.91	178	0.6090050636376078	99.39099493636239	0
M301320	2197420	8618	77.5	2.07739075825286	0.01	9.7	113	1.457312354913593	98.5426876450864	0
M301321	1738740	258170	73.5	6.380827495772801	0.04	84.81	240	0.6298551333193365	99.37014486668066	0
M301322	19823580	14560170	58.5	18.83924719773513	0.4	0.05	12350344	85.21986457664158	14.780135423358416	4
M301323	40042522	36198718	52.5	16.823823743640524	0.01	0.03	31205323	86.25007780530554	13.749922194694463	4
M301324	42902656	38868110	52	22.209219539370892	0.37	0.02	32877597	84.92848591819984	15.07151408180016	4
M301325	9834130	8360170	55.5	19.89140814239331	0.01	0.05	7170035	85.81750046080302	14.182499539196982	3
M301326	30101098	19521868	60	16.819956622151956	0.01	0.04	16570707	84.94829192011653	15.051708079883468	3
M301327	2355068	1684946	59	15.729552186689627	0.18	0.44	1417377	84.65105806581079	15.348941934189213	3
M301328	698222	99412	75.5	5.378518580050471	0.01	8.82	1413	1.5599125654103465	98.44008743458966	0
M301329	42626994	39599416	52	20.255301698163308	0.01	0.03	33831592	85.46901155179462	14.530988448205377	4
M301330	3839070	1750884	63.5	10.160592970821783	92.81	1.26	898	0.8439373719527095	99.1560626280473	1
M301331	7349502	47378	78	1.9588774515112197	8.69	6.73	4302	11.00931518067356	88.99068481932645	0
M301332	4322924	2915832	53	18.392835987269955	94.96	0.58	458	0.44986641521294984	99.55013358478705	2
M301333	1133302	72968	77	3.0843499790876576	41.83	12.65	854	2.3197696528494594	97.68023034715054	0
M301334	2712726	214298	75.5	3.667565393629877	57.94	6.77	983	1.1853084454733998	98.8146915545266	0
M301335	4649368	1356324	68	17.451248302493052	95.51	0.69	169	0.3328606318443237	99.66713936815567	1
M301336	6278524	2582372	64	12.784608636094095	94.7	0.65	715	0.6394776853590913	99.3605223146409	1
M301337	9821024	6717594	54.5	13.174789310961323	92.92	1.13	2843	0.6760002092438213	99.32399979075618	2
M301338	433906	111828	69	14.369471728899807	81.47	5.3	989	5.251699235344095	94.74830076465591	0
M301339	304268	89008	68	16.68298999566172	62.79	10	8142	27.720277815606696	72.27972218439331	0
M301340	508784	45606	75.5	6.083721186200823	5.92	34.21	174	0.6193934216146946	99.38060657838531	0
M301341	1877262	37242	80.5	5.007718688174586	9.09	3.97	540	1.7777192520410852	98.22228074795892	1
M301342	2437622	1645166	55.5	23.249914599720228	93.33	0.84	5275	5.489188120460364	94.51081187953963	2
M301343	507628	17432	77.5	4.150874262255037	5.04	15.57	291	2.0887166236003445	97.91128337639965	0
M301344	814018	335292	64.5	15.371158868722805	85.77	2.03	493	1.115687516972934	98.88431248302706	1
M301345	9517976	8862882	45	29.967839567512684	96.48	0.61	12577	4.924933626759184	95.07506637324082	2
M301346	5109330	252642	76	3.920217663379487	56.39	10.23	548	0.5640297247781964	99.4359702752218	0
M301347	11980100	6999820	58.5	15.6704994242838	96.35	0.63	1028	0.49679115441119615	99.5032088455888	3
M301348	2173140	804900	67.5	10.945522115333382	80.02	1.9	41893	27.549222048321127	72.45077795167887	1
M301349	826306	84126	75	4.177992172391342	2.42	29.93	487	0.8503876510442132	99.14961234895578	0
M301350	1150820	276286	70.5	7.815036235032412	2.18	51.98	680	0.5269112154601949	99.47308878453981	0
M301351	22266604	17037216	52	18.622866641206414	96.37	0.49	32790	6.596709491294919	93.40329050870508	3
M301352	7569978	4717644	57.5	15.326167306297663	92.34	0.84	52910	16.377154318541997	83.622845681458	2
M301353	2858320	508190	72	5.860583030750753	80.29	5.06	1030	1.1172093628652624	98.88279063713473	0
M301354	63640770	60498132	43.5	41.85130277082594	97.28	0.4	7034	0.5796523404472733	99.42034765955273	4
M301355	586478	19114	77.5	3.615821906363069	0.01	12.05	513	3.059763807706072	96.94023619229392	0
M301356	2849960	1158558	65	9.348454171233278	84.13	2.58	21006	12.300899465942097	87.6991005340579	1
M301357	2443402	1365062	60.5	10.679650664520683	91.3	1.47	2010	1.858976730420628	98.14102326957938	1
M301358	15223312	14291834	47	15.227539484043684	95.09	0.7	17622	2.978349417749759	97.02165058225025	3
M301359	19184664	13939364	52.5	13.706083857637946	96.28	0.59	10318	2.4526256738896866	97.54737432611032	3
M301360	24518518	22492072	45	14.036522603309901	96.85	0.54	1017	0.1766821285245218	99.82331787147548	3
M301361	8426948	2277884	69	5.6745927151248345	90.19	1.87	1513	0.7408822031574411	99.25911779684256	1
M301362	3544754	34540	76.5	2.057632208046031	0.45	29.97	1002	4.181271907861793	95.8187280921382	0
M301363	971518	48198	77	3.6849548850355833	18.93	13.3	346	1.0319117208470028	98.968088279153	0
M301364	10375210	7968774	67	27.166845036255744	0.1	0.13	8779	0.11042906200077988	99.88957093799922	2
M301365	5955002	3267870	58	13.441952719215681	96.34	0.55	1269	1.270702741673843	98.72929725832616	2
M301366	2169718	37662	77.5	2.7561185370633416	15.82	10.78	496	1.760613374982252	98.23938662501774	0
M301367	7167532	278082	77	3.3006701880625013	90	1.83	486	1.926125554850983	98.07387444514902	1
M301368	5341400	1590762	67	13.405444959575366	92.22	0.73	307	0.27003254463893045	99.72996745536106	1
M301369	2051022	48168	77.5	2.9858285284116897	0.13	22.2	79	0.2115353719273818	99.78846462807262	0
M301370	3746572	2925552	50.5	15.976453603830645	91.99	1.63	2169	1.0288104882699478	98.97118951173005	2
M301371	838182	211268	71	7.377753280313822	40.28	12.01	5139	4.719528322680185	95.28047167731981	0
M301372	606072	120294	73	6.625615438429756	15.83	18.51	868	1.0553704739440215	98.94462952605598	0
M301373	1388302	1044762	50.5	14.94110465928933	90.08	2.9	784	0.8268123431271224	99.17318765687288	2
M301374	17880140	16975122	44	16.674297087857568	96.79	0.65	11958	2.72876637305463	97.27123362694537	3
M301375	5106808	4514690	47.5	15.276421787260642	89.27	7.53	70306	16.68581138810306	83.31418861189694	1
M301376	379080	122474	70	8.109897646934684	3.08	17.94	1827	1.879900397176548	98.12009960282346	0
M301377	63393566	61397952	43	49.19749495547471	97.42	0.43	448	0.03720003321431537	99.96279996678568	4
M301474	35364310	101717536	51	73.87436608566153	1.3444222264387782	0.15412699374694416	28859053	85.63546179355028	14.364538206449723	5
M301475	579316	1288266	50	31.348866594397528	0.06800763778085847	51.053175244767814	16776	7.6752038211315154	92.32479617886848	1
M301476	31675684	92491084	52	81.29202252424315	0.01482119838530629	0.09687403690202316	26466718	85.91947084443116	14.08052915556884	5
M301477	30564614	88734808	51.5	75.93454878466557	0.01741979178789542	0.22157112584498023	25261680	85.56146979545666	14.43853020454334	5
M301478	34471734	100671034	52.5	81.40411008638475	0.00842311787248007	0.09931405495866294	28971883	86.4082871882823	13.591712811717699	5
M301479	353866	706972	49	36.59238242724648	0.06509860136641307	59.92030822932789	4073	4.10907770222554	95.89092229777447	2
M301480	29819320	86378978	51	75.76405631332923	0.4136017802082847	0.13247139428663135	24664326	85.88286656672666	14.117133433273338	5
M301481	30031620	86587364	50.5	32.133123919458335	0.02352867750882118	0.8841894161285561	23604756	82.35061398852235	17.649386011477645	4
M301482	32480158	93847762	50.5	58.11378835474146	0.00903785545677928	0.1804742042144471	26780550	85.74510776254562	14.254892237454385	5
M301483	13233384	37437968	51.5	24.66346499363093	0.0302128438434749	5.701666004638951	8358872	70.12155315704499	29.878446842955015	2
M301484	32838348	95125718	50.5	53.55916646593765	0.00472682064841643	0.15645614537649333	27156739	85.76302158057996	14.23697841942004	5
M301485	29581048	85026680	50.5	53.827250141313925	0.02036738965261901	0.2408152305285257	24249764	85.74040156032785	14.259598439672146	5
M301486	30209502	87464166	50.5	58.18616085803601	0.00157551954983433	0.3147592960919786	24866456	85.51820205008814	14.481797949911865	5
M301487	33080790	91789466	52	34.874107430509035	0.01011410418022903	0.4674837024928548	25695799	84.3276123173098	15.6723876826902	4
M301488	645518	1527142	50	28.253898419563825	0.04214713300713208	42.78937600337563	77960	24.914352917114076	75.08564708288593	1
M301489	34816070	100656016	50.5	53.22431949863127	0.07689405623824158	0.22529238589307665	28609078	85.45062574812776	14.549374251872237	5
M301490	38355604	110499436	50.5	38.65796975337799	0.06304438810170808	0.5040107585327219	31440414	85.72558086905072	14.274419130949283	5
M301491	34954500	99644228	51.5	15.223292052101726	0.00916163640407796	2.8996844747588746	27582037	84.85200540502427	15.147994594975728	4
M301492	4374094	10089168	50.5	8.990473529036684	0.30687703888921775	50.17405716617528	168048	9.357074210471806	90.64292578952819	1
M301493	39544690	113642892	50.5	19.02132568858136	0.00252794788285941	1.085693274379626	32144268	85.61926391806189	14.38073608193811	4
M301494	37402080	107969136	50.5	21.632726312517306	0.0749024283492228	1.0875541806632802	30362290	85.14175341207323	14.858246587926772	4
M301495	3051696	6918490	50	10.390055664389429	0.09712685694541302	50.12377665877611	53998	4.397926056722317	95.60207394327769	1
M301496	51636884	149431586	50.5	19.989364950256192	0.0239825454177215	0.5380922864621829	42119259	84.92225424404013	15.077745755959867	4
M301497	39311146	112648732	50.5	20.164399922675145	0.21172317744150423	1.6194173467198738	31454084	84.89326563985692	15.10673436014308	4
M301498	36202504	69838398	43	9.204971312871983	0.05559691395628523	74.43938777998027	120370	6.177528106033623	93.82247189396638	2
M301499	38832506	109762144	50.5	14.609600408100496	2.1217031578333287	1.935445199429774	30539957	85.41917997248011	14.580820027519891	4
M301500	4863138	11479450	50	8.650677790093997	0.06958779919837965	46.21540553892047	565558	25.425513358377103	74.5744866416229	1
M301501	21412116	59364560	51.5	8.074099592592265	0.535987585512501	9.741797115182164	14185544	77.78300880666194	22.21699119333806	3
M301502	17913370	45851362	58.5	9.710637453285386	0.06865323601880553	21.867332014480724	67628	0.5450955585689976	99.454904441431	2
M301503	39266912	111366756	50.5	17.041229409211418	0.0841875658931741	3.9394570236135062	30336540	84.54913282940689	15.450867170593114	4
M301504	36422922	104239186	50.5	12.969176900555269	0.01918855007929386	2.3775416878298716	28311935	83.05511331950447	16.94488668049553	4
M301505	38237764	109707674	50.5	18.533416072172738	0.02738712825629177	1.5108811663088149	30388446	84.07483158858761	15.925168411412386	4
M301506	44458654	126587876	50.5	16.9762804742604	0.00798126016944397	3.4863903218652967	34051166	82.94821022648934	17.051789773510663	4
M301507	20368596	46825220	49.5	5.027279589315926	0.04527553528920094	53.5949019676625	572677	7.3392239154249594	92.66077608457505	2
M301508	38341118	104207304	49.5	13.136024894055053	0.01257045552908009	14.86057494778358	25621244	83.75140208141876	16.24859791858124	3
M301509	38474848	109270772	51.5	17.9638586689625	0.00855057134329148	1.9175666451719031	30376888	84.64791997806397	15.352080021936032	4
M301510	39550274	111343518	50.5	12.271634076343602	0.22662302902860285	5.167893615609572	28998972	81.52189570202455	18.47810429797545	3
M301511	28016840	69970406	51.5	5.1370193739704355	0.10371727564529926	36.28980862304652	4842160	29.84876263645248	70.15123736354752	2
M301512	9514254	21746712	49.5	5.545438200789803	0.03291938381779033	54.8997892549548	30350	0.8480581563914246	99.15194184360857	1
M301513	36932030	105187028	50.5	10.914876608999922	0.20308509167421623	4.537364332389152	27736399	82.09916700262431	17.900832997375687	4
M301514	42344320	118076148	51.5	8.181007169566708	0.0128220433247319	10.1954377655431	27895971	77.05510368225774	22.944896317742263	3
M301515	36272466	98093108	50.5	7.007714698678283	0.01740030967023649	15.55744230149564	20345229	71.0360695767862	28.963930423213796	2
M301516	37314644	97000786	51.5	6.146765182471886	0.03119341549070712	26.068538638546624	14667245	57.66749853995583	42.33250146004417	2
M301517	16356646	38019952	50.5	5.142436401768114	0.04942912686173553	51.267027004861745	91385	1.3470499480843692	98.65295005191562	2
M301518	21027030	49888654	50	5.432190643344203	0.03825083458178423	46.16246913915298	2014462	20.61047021406032	79.38952978593969	2
M301519	41147404	104637996	53	7.362794544278305	0.13399796542868891	27.691438845805465	8269555	31.00252412366106	68.99747587633894	2
M301520	27412384	71025866	56.5	7.146257861863813	0.08639366696392943	25.440885823152776	303951	1.618196874097936	98.38180312590207	2
M301521	38255956	108157976	50.5	10.219578143944023	0.01436908272813456	5.655501024485107	26774031	77.63702728068145	22.36297271931855	3
M301522	28554328	83522346	52	84.33981322793922	0.1620389580646103	0.08533177966019484	23959869	86.16968615864874	13.830313841351256	5
M301523	27824138	80951936	51	84.37598846035789	0.04805593417470098	0.08605138922856868	23220854	86.1365597818785	13.863440218121497	5
M301524	29783814	86489802	51	82.57631525598698	0.03631976027849216	0.1117708624493598	24740627	85.91359991710277	14.086400082897228	5
M301525	1659328	4039420	51.5	24.847181214006664	1.280940289640088	38.92782571314521	216902	24.36121200685567	75.63878799314433	1
M301526	52571864	152734096	51	70.32173164814552	0.00399234067282834	0.13601022866658338	43744960	86.02697621224597	13.97302378775403	5
M301527	32675656	95074538	50.5	71.96239725902433	0.00250293874640596	0.2297027824954209	27116746	85.72067940905316	14.279320590946838	5
M301528	26153824	76020038	50.5	83.97432774656033	0.11031254827898238	0.1001989771400462	21684522	85.6831975990948	14.316802400905203	5
M301529	900600	2017928	48.5	24.341594425583448	0.04563946214936382	58.354247171413064	3172	1.085231005036129	98.91476899496386	1
M301530	39301632	114750050	51	77.5569325596482	0.04715670706078048	0.12630505289213584	32841443	85.96440204046023	14.035597959539771	5
M301531	46006914	133864538	50.5	69.40837809994221	0.00557828272096732	0.4416951762764847	38291806	86.13508700808083	13.86491299191917	5
M301532	41985962	121437276	51.5	64.97781435351675	0.00172237080343613	0.2544398248728134	34455903	85.29795201159754	14.702047988402455	5
M301533	1583022	3909164	50.5	24.449242086193976	0.08921638060049589	39.06554527186279	382189	44.079742572430334	55.920257427569666	1
M301534	2536124	6609130	49.5	24.02065990942081	0.04341978803988115	28.55860548009863	1147464	67.83121291334002	32.168787086659975	1
M301535	39036630	111252714	51.5	54.86933408103789	0.00915602030647237	0.6772824094426617	31357239	85.04673751408846	14.953262485911537	5
M301536	46231592	134711716	50.5	62.192038526075876	0.40361255892163866	0.2078464995301257	38749826	86.56272421242423	13.437275787575771	5
M301537	36987622	107491150	50	73.04937489521987	0.12021363046277654	0.36812747893126263	30460052	85.30604963369713	14.693950366302872	5
M301538	33483028	96391858	50.5	37.923295933428555	0.01245792889785981	0.7907386838153211	27109826	84.90146074668041	15.098539253319586	5
M301539	5491792	12513700	49.5	7.738838969958374	0.03030140584075756	57.23965331516423	15015	0.7514488474281081	99.24855115257189	1
M301540	41547562	118865736	50.5	20.19445303983275	0.00443370137709567	3.1373294251524677	32606542	84.31260357574033	15.687396424259674	4
M301541	37192494	107202816	50.5	34.97864865713134	0.00337367166557445	0.9469125873895738	30304846	85.41738916907074	14.582610830929255	4
M301542	36883754	106163230	50.5	28.40158596381377	0.00622756138813017	1.4204307936513827	29710111	84.88024987098022	15.119750129019778	4
M301543	14367870	32964070	50.5	8.645082818329083	0.4083669202813048	54.41755644410736	149480	2.666536324867895	97.33346367513211	2
M301544	36826172	105680854	50.5	20.43608104237105	0.2744138746550159	2.1965380222425654	29376895	84.88034333884988	15.119656661150117	4
M301545	51558288	149314488	50.5	55.03934697389167	0.0379260107853472	0.3629999572936505	42645006	85.93873255410723	14.061267445892767	5
M301546	7262342	16491204	48	7.637210457462998	0.0413839748427019	54.33228480728561	45635	1.7221911509527807	98.27780884904722	1
M301547	40353760	116610286	50.5	24.240352774362655	0.00189827172107677	0.7159200399261519	33017331	85.419964388741	14.580035611259007	4
M301548	40763394	114488296	51	21.78461515479131	0.00475724913161986	1.6464169239193112	31742423	84.29368215825916	15.706317841740841	4
M301549	53683458	154363624	51	9.95783890771355	0.00307195058058135	2.8556068568376567	42276768	83.98855173158576	16.01144826841424	4
M301550	4495614	10777182	50.5	8.224386634791884	0.0376690520636463	44.54905658447407	616792	28.435309293321765	71.56469070667823	1
M301551	42507072	120786856	51	19.961319844491932	0.0331661484014306	1.8388592749586152	33330574	83.98814822400506	16.01185177599494	4
M301552	6302824	15164100	52.5	7.384136734207946	0.12661274427428118	44.98946154464544	23865	0.779954467522977	99.22004553247702	1
M301553	29818102	85854524	50.5	17.425081156530368	0.00351088440080062	1.866864036127273	23817660	84.42468213394672	15.575317866053283	4
M301554	44521726	124426432	49.5	8.927463128332366	0.671954397248048	6.846275893061295	31818812	81.29978839803083	18.700211601969173	3
M301555	37740440	106327454	51.5	12.192038674929707	0.07174288594310034	5.443084521708547	27072636	79.95255645483005	20.047443545169955	3
M301556	48035452	137369572	50.5	9.283534518066284	0.00401769335310744	3.7855191519279257	37056967	83.29096594410822	16.709034055891777	4
M301557	38651282	109819968	52.5	10.362152198454778	0.01137048120005282	4.606396444148642	28891665	81.78976435034645	18.210235649653555	4
M301558	15851712	36278718	49.5	5.269881086847189	0.05093460668974441	54.93423678177394	47645	0.8159186769941587	99.18408132300584	2
M301559	33827172	76784646	49.5	5.586845276331201	0.04634825759228157	53.82773366733269	129171	1.0436780361002989	98.9563219638997	2
M301560	36495078	104528352	51	10.359606776868278	0.00284349921916608	4.579550495513358	27657055	82.22450727232207	17.77549272767793	4
M301561	41879734	116225276	50.5	7.122255960767108	0.02330276086135217	11.846421945535708	27267632	77.447437962822	22.552562037178006	3
M301562	42762428	114579268	50.5	6.125431310386095	0.22277253129283017	20.162119668373624	21906580	68.30675876017379	31.693241239826207	2
M301563	29463980	66951770	49.5	5.938552619577923	0.04114380487541663	57.01065874874174	75675	0.7112348126578838	99.28876518734212	2
M301564	46789848	133429730	51	9.249628331070927	0.03574690135068408	5.042073414004319	34715237	81.14061634753368	18.85938365246632	3
M301565	46450690	128720066	50.5	8.561787291492298	0.01728902534372452	10.77692797178685	30342277	77.12265185629748	22.87734814370252	3
M301566	40327470	114746896	50.5	9.403995764943014	0.01599041866000394	5.433227766286162	29894982	81.4824233353372	18.517576664662798	3
M301567	41600068	117926956	51	8.447513898159801	0.01118116877449838	7.505033326937172	29226597	78.80046762724737	21.19953237275263	3
M301568	12961372	29031714	48.5	5.084574804282492	0.0524311456164998	59.88632801099216	37332	0.8792233668235194	99.12077663317648	2
M301569	39205194	106864732	50.5	7.480476608509418	0.7887624988006908	15.7062988969595	22948886	73.58519738976948	26.414802610230524	2
M301570	43862910	42561828	50.5	49.07833823943585	0.03	1.22	35771468	85.13883081502198	14.861169184978024	5
M301571	37778018	36808806	50.5	67.70269410562761	0.02	0.77	30694563	84.07031045735613	15.929689542643871	5
M301572	48519284	46781100	50.5	39.71120154027555	0.02	1.46	39196387	85.07496685351748	14.92503314648252	5
M301573	45676734	44480162	50.5	47.38163273961406	0.01	1.34	37146168	84.67781225218071	15.322187747819285	5
M301574	3411756	3287028	57.5	29.434385033598005	0.04	30.79	42868	1.890513562763392	98.10948643723661	1
M301575	3968226	3797548	53	23.774841827267025	0.08	44.04	74388	3.520805447905446	96.47919455209455	1
M301576	48076216	47079266	51	40.20145939248182	0.16	1.62	38157437	82.53397043917381	17.466029560826186	5
M301577	46353568	45148352	51.5	65.3861590855472	0.11	0.57	38257637	85.34017521558425	14.659824784415747	5
M301578	50340662	48879096	50.5	44.730953677720194	0.42	1.67	38539258	80.55322107891392	19.44677892108608	5
M301579	48934136	48002242	50	35.091942880592	0.13	1.06	39826044	83.97941277313944	16.020587226860556	5
M301580	49507664	48021550	50.5	26.054071418887986	0.01	1.87	40123342	85.1853742186241	14.814625781375895	4
M301581	2861104	2730346	53.5	32.400520389219686	0.09	37.37	102440	6.021100890469333	93.97889910953067	1
M301582	48787524	47517210	50.5	33.50614514744687	0.02	1.24	39772058	84.786390708387	15.213609291612997	4
M301583	38901612	37385284	50.5	30.561772772619616	0.02	2.29	30558222	83.70657058112614	16.293429418873856	4
M301584	47520868	46327706	50	41.64249015063431	0.03	1.03	38949320	84.99455676190529	15.005443238094713	5
M301585	3974858	3833598	58	33.24051840289516	0.05	28.2	9312	0.3394479159603948	99.66055208403961	1
M301586	1365986	1315378	49.5	35.102516693392616	0.13	56.98	32358	5.780609109488217	94.21939089051179	2
M301587	45633478	44677910	50	35.441140947531565	0.09	1.37	37437409	85.04588388507034	14.954116114929661	5
M301588	53111318	51865678	50.5	30.75007426526904	0.01	1.42	43480647	85.06650564007191	14.93349435992809	4
M301589	53299414	51804392	50.5	54.73618106473318	0.01	0.59	44109864	85.67968518882901	14.320314811170988	5
M301590	2120054	2005162	47	26.048962041081545	0.08	63.68	168929	23.50728614685844	76.49271385314157	1
M301591	50491772	49032364	48.5	18.40595613315808	0.02	4.34	39399729	84.06701296539893	15.93298703460107	4
M301592	9162502	8851422	48.5	18.47766775773062	0.22	70.48	47985	1.872947895475573	98.12705210452442	1
M301593	45166770	44116850	50.5	51.320623611910044	0.07	1.02	37326737	85.55509205024468	14.444907949755319	5
M301594	59037774	57848020	52	43.703054871811595	0.03	1.82	48983488	86.2961074770552	13.703892522944798	5
