microsample	total_sequences	total_trimmed_sequences	percent_gc	percent_unique	reads_mapped_host_percent	reads_mapped_human_percent	reads_mapped_bacteria	reads_mapped_bacteria_percent	reads_mapped_other_percent	quality
M300791	41962482	3534564	72.78571428571429	19.658933938362072	1.7485714285714284	0.06285714285714286	2971696	73.84341951145319	26.15658048854681	2
M300792	33761158	15407182	63.42857142857143	49.14675452726977	0.027142857142857142	1.0314285714285714	12831922	72.78797019575694	27.21202980424306	3
M300793	37889704	204046	74.71428571428571	13.003314687782467	0.12857142857142856	9.224285714285715	7415	3.590827626185877	96.40917237381413	1
M300794	45052674	17228764	65.85714285714286	42.080010462285045	0.015714285714285715	0.017142857142857144	14694078	73.42890962470815	26.571090375291845	3
M300795	55127454	72228	74.71428571428571	13.739502415842074	0.20142857142857143	6.251428571428572	35609	48.16262547338682	51.83737452661318	1
M300796	6539488	101382	74.78571428571429	20.73644626672382	0.1457142857142857	10.56	432	0.41484626396176505	99.58515373603824	0
M300797	38076740	13594956	66.14285714285714	40.71879108365078	0.011428571428571429	0.025714285714285714	11609323	73.42783918677927	26.572160813220734	3
M300798	42306872	27142792	58.92857142857143	58.672478820869884	7.67	0.09	21299270	74.56002955028707	25.43997044971293	4
M300799	52840468	81840	75	13.265148802832785	0.54	8.035714285714285	5643	7.013196236704677	92.98680376329533	1
M300800	295602	246568	53.5	21.971772856746572	1.09	2.99	184285	77.92902511015824	22.070974889841764	3
M300801	16827366	16505788	54	59.90223246615586	0.01	0.01	14348172	86.96137986442722	13.038620135572785	5
M300803	15244658	15025750	53	52.208435924419234	0.01	0.01	13012416	86.62237075692431	13.377629243075688	5
M300804	2666732	2564890	50.5	85.88152564202272	0.01	0.02	2192726	85.52046858436383	14.479531415636174	4
M300805	473940	420892	54	20.831750854538548	0.12	3.57	316459	78.13532371720484	21.86467628279516	3
M300806	14945338	14739038	52.5	49.60080242930114	0.04	0.02	12720518	86.36334812720693	13.636651872793067	5
M300807	13117706	12886452	54	16.937637154106568	0.05	0.23	10899415	84.82955271567981	15.17044728432019	4
M300808	8851282	8679362	51.5	81.93526436757423	3.61	0.03	7174224	85.82184591835002	14.178154081649978	4
M300809	21378020	20996648	52.5	65.98219147987486	0.46	0.06	18012150	86.25293313557066	13.747066864429343	5
M300810	12684186	12457932	53	45.27028376593657	0.02	0.03	10858170	87.21351635729833	12.786483642701668	5
M300811	16651596	16431726	53	48.85919550410358	0.02	0.17	14042158	85.62276844893192	14.377231551068078	5
M300812	49642	4374	56.5	24.080415776963058	0.33	24.44	54	1.6433353621424225	98.35666463785758	1
M300813	2769448	2679032	52	10.872088331059746	0.05	76.45	6164	1.0022666445530612	98.99773335544694	1
M300814	14886520	14635288	53	62.40675588030227	0	0.11	12721947	87.03191078459984	12.968089215400155	5
M300815	12561032	12302408	53.5	56.773038201744974	0.03	0.04	10662898	86.74365609256563	13.25634390743437	5
M300816	19305004	19012366	53	64.97454089468555	4.09	0.07	15788194	86.69405391965644	13.30594608034356	5
M300817	1297542	1222386	49	14.927160142983496	0.11	15.57	473117	45.93252985846959	54.06747014153041	1
M300818	18514262	18251496	53	48.90622048958713	0.01	0.08	15716466	86.20212361597204	13.797876384027958	5
M300819	12152502	11819108	52.5	53.93997376057736	0.01	0.09	10209394	86.4757164993433	13.524283500656693	5
M300820	12141262	11959106	54	50.83747856772406	0	0.18	10376302	86.93013034951161	13.069869650488386	5
M300821	14822176	14596290	54	15.729788940715224	0.04	0.46	12457733	85.79177700766908	14.208222992330917	4
M300822	14800098	14593264	54	47.40910421006449	0	0.08	12640352	86.69326923696822	13.30673076303178	5
M300823	2691800	2578856	49.5	15.7975273722699	11.73	3.66	1909761	87.39868949629172	12.601310503708277	3
M300824	11358542	11162774	54	74.1798316163607	0.67	0.1	9538904	86.1383341930096	13.861665806990402	5
M300825	10790296	10649548	53	81.24248408990942	0	0.05	9201131	86.4514771801792	13.548522819820803	5
M300826	331716	270992	51	20.82805773613573	0.27	48.81	28509	20.711224119142756	79.28877588085724	1
M300827	5120852	4989400	52.5	52.37128037073849	0.02	0.53	4274053	86.14589959471215	13.854100405287852	4
M300828	9752822	9488038	53.5	71.5589062934636	0.01	0.09	8175522	86.26752939239881	13.732470607601186	4
M300829	11682368	11465930	53.5	59.9255451003385	0.05	0.11	9858885	86.12255804888855	13.87744195111145	5
M300830	601702	543718	55	15.89740436295708	9.48	22.54	61291	16.13668435907157	83.86331564092843	1
M300831	14715688	14505568	54	58.24883260148356	0	0.07	12431744	85.76942039182364	14.230579608176356	5
M300832	871272	800062	47.5	22.602713315565747	65.69	17.08	87251	39.164998339153776	60.835001660846224	1
M300833	9078276	8898822	52	82.69386516334605	12.7	0.09	6674311	86.14770920242864	13.852290797571357	4
M300834	11910012	11689550	53	63.043528370248204	0.07	0.06	10096928	86.498822744084	13.501177255916005	5
M300835	12551438	12317394	52.5	65.0538895115829	0.7	0.03	10558684	86.37014021518662	13.629859784813377	5
M300836	17943698	17699156	53	61.65944621141254	0.04	0.14	15110549	85.54064136733247	14.45935863266753	5
M300837	9492276	9342198	53	72.99687601503416	0.3	0.09	7986833	85.83615752054168	14.163842479458324	4
M300838	45726	770	48	15.1489305865372	0	63.64	30	10.79136690647482	89.20863309352518	1
M300839	12464010	12165784	51.5	22.458309408039867	30.25	0.84	6770741	80.81938545792242	19.180614542077578	4
M300840	9443774	9261550	54	50.91675368388318	1.8	0.27	7787871	85.88546870554295	14.114531294457052	4
M300841	676626	619858	54	14.274650988877163	4.47	26.61	86328	19.905370631692534	80.09462936830747	1
M300886	10335490	10163860	53.5	67.25923163720029	0.19	0.16	8733154	86.2405964548462	13.759403545153802	5
M301037	9145950	8945504	54	74.27467610179755	0.04	0.09	7740382	86.65242383079296	13.347576169207045	4
M301038	30623512	30076888	54.5	59.72744259231192	0.01	0.05	26012488	86.5507075750279	13.4492924249721	5
M301039	13867498	13637706	54	55.74174238578866	0.01	0.12	11738263	86.19534432205114	13.804655677948858	5
M301040	725508	664976	57	14.175860224835562	0.85	21.98	53093	10.338952025611269	89.66104797438874	1
M301041	18516834	18306972	53	61.46084849232692	0.05	0.11	15638281	85.56081816075888	14.439181839241115	5
M301042	18026856	17768120	51.5	28.668350001351037	1.34	0.67	15746944	90.46420995170745	9.535790048292554	4
M301043	760088	701878	52	13.963646314637252	1.72	38.82	49334	11.75867707136626	88.24132292863374	1
M301044	11485756	11225982	50	39.42694692086455	0.14	0.12	10331109	92.30571910587608	7.694280894123921	5
M301045	16464278	16178724	51.5	43.48128762122882	0.36	0.14	14942524	92.83825970216505	7.161740297834953	5
M301046	17264318	16907744	52	35.147857580356565	0.07	0.11	15746671	93.31078586661974	6.689214133380261	5
M301047	1580388	1506760	55	12.366909508990688	1.93	11.54	741875	56.809741066273375	43.190258933726625	1
M301048	8612128	8400212	52	40.43726363458943	0.13	0.21	7789689	93.06844208677576	6.931557913224239	4
M301049	14031948	13568374	51.5	62.5668428055597	0.32	0.1	12604132	93.31559634956528	6.684403650434717	5
M301050	14702428	14420432	51.5	57.57297523520774	0.02	0.12	13372182	92.87195887020007	7.128041129799925	5
M301051	13791066	13474326	51.5	54.85889702858316	2.25	0.2	12196877	92.82710983832683	7.172890161673166	5
M301052	12502372	12208858	52	52.69391473682053	0.01	0.18	11341956	93.09483496492062	6.905165035079378	5
M301053	315080	262782	52.5	24.166243493715882	0.06	37.9	14899	9.168841079165023	90.83115892083498	1
M301054	13405084	13047978	52	57.57263872379211	0.04	0.48	12062735	92.99778305313887	7.002216946861125	5
M301055	8263168	295910	84	3.89994957203099	1.82	0.49	200100	71.7662164391619	28.233783560838106	1
M301056	497778	442072	53	17.992759824660794	0.25	21.46	234402	67.76739560325188	32.232604396748116	1
M301057	14061964	13727088	52.5	33.81404248534966	0.02	0.16	12792066	93.37966961637449	6.6203303836255145	4
M301058	17056696	16720304	50	54.211858699004026	1.08	0.09	15283325	92.50685025200816	7.493149747991836	5
M301059	12807010	12549164	51	42.69830628672861	1.1	0.11	11511557	92.876212350688	7.123787649312007	5
M301060	12658670	12392934	51	41.406519211783255	0.02	0.2	11455036	92.64942554301452	7.350574456985484	5
M301061	56352	9028	54.5	22.90424474730267	0.02	50.4	87	1.948051948051948	98.05194805194805	1
M301062	869728	805518	57	16.34177581956658	0.1	13.26	178039	25.536361263227946	74.46363873677205	1
M301063	18698300	18451118	51	54.39771224053597	0.04	0.09	16949409	91.98764055468908	8.01235944531092	5
M301064	6433960	6278982	51	63.8574233346758	0.06	0.2	5788671	92.52085633566536	7.479143664334643	4
M301065	15412268	15080552	49.5	54.78878915593269	0.13	0.07	13899964	92.3651561579876	7.634843842012401	5
M301066	8376994	8208340	50	84.45433579416492	0.04	0.05	7586168	92.5133864612962	7.486613538703807	4
M301067	440104	386916	48	14.330930870885062	0.12	50.87	5931	3.1424514406213904	96.85754855937861	1
M301068	14332112	13998208	50	71.11981194944563	0.42	0.3	12837819	92.41581425469604	7.584185745303955	5
M301069	13212062	12966144	50.5	68.54518623308857	0.01	0.05	12013217	92.72116140708246	7.278838592917538	5
M301070	13441368	13133240	51	61.87424842254998	0.02	0.09	12180500	92.86465798542282	7.135342014577176	5
M301071	481546	425302	51.5	16.500188974677393	0.02	30.53	145245	49.42188861062718	50.57811138937282	1
M301072	9423008	9283642	51	86.50725398898074	0.01	0.02	8620130	92.88516807867234	7.114831921327664	4
M301073	13978436	13633602	50.5	42.068368722703426	0.04	0.17	12578375	92.47393559630164	7.526064403698356	5
M301074	154814	101290	51	39.460901468859404	4.31	53.89	10040	22.658542089821708	77.34145791017829	2
M301075	13295852	12988916	50.5	71.12715618159066	0.02	0.07	12039746	92.7944513296708	7.205548670329193	5
M301076	9625334	9447846	51	89.62205187767913	0.07	0.03	8786618	93.10361196686144	6.896388033138564	4
M301077	11640602	11421124	50.5	67.05088662792801	0.05	0.12	10559229	92.6162203542864	7.383779645713602	5
M301078	292072	242080	50	18.11368429702265	0.55	46.17	6727	5.213354619712634	94.78664538028737	1
M301079	12575848	12311088	50	82.190330199642	0.06	0.04	11388668	92.60993613476867	7.390063865231326	5
M301080	15243316	14922650	50	81.90659007735894	1.07	0.04	13641995	92.46683745676928	7.533162543230716	5
M301081	18150054	17843682	50	71.05155815811428	0.01	0.03	16520245	92.63764280396752	7.362357196032477	5
M301082	12426016	12226514	49	42.443268761845374	0.01	0.1	11295292	92.49948858399924	7.500511416000762	5
M301083	145164	88850	52	23.033947810751975	0.06	53.69	341	0.832356961530951	99.16764303846905	1
M301084	12496592	12150092	49.5	41.85027302582662	0.03	0.16	11207834	92.4378789778238	7.5621210221762	5
M301085	17817294	17478242	50	36.923062844460745	0.02	3.17	15589627	92.158583000987	7.841416999013006	5
M301086	2044878	1955606	51	14.591943870700025	0.06	4.53	1652626	88.59051840130027	11.409481598699728	3
M301087	14652218	14359900	49.5	32.17437528089214	0.02	0.26	12989873	90.72634306682625	9.273656933173754	4
M301089	14963378	14632482	49.5	73.88118180349844	0.16	0.03	13508791	92.5154975615088	7.484502438491205	5
M301090	3020236	2340046	57.5	19.21333703078679	0.1	1.79	1882412	82.70150675350328	17.29849324649672	3
M301091	1882806	1035816	62	12.144229889256884	0.06	5.47	783790	80.13934075911472	19.860659240885283	1
M301092	25935006	23502158	54	45.325446872493686	0.02	0.07	20284305	86.38883163034109	13.611168369658913	5
M301093	23526258	21997730	53	37.531355756072315	0.02	0.08	19016331	86.54352996431098	13.456470035689023	5
M301094	24415912	23124564	55	20.642817025174416	0.02	0.13	19959653	86.45133701309423	13.548662986905768	4
M301095	19351222	17869738	54	28.745207336550706	0.02	0.1	15447028	86.56009451827408	13.439905481725916	4
M301096	703498	134402	71.5	6.481610466554276	4.08	33.02	4722	5.48788991678676	94.51211008321324	0
M301097	19488462	17744408	54.5	29.462244896029226	0.04	0.11	15171259	85.6431776954673	14.356822304532699	4
M301098	3181214	2688014	55	15.288167510867096	0.11	7.06	1874840	75.18408640130635	24.815913598693655	2
M301099	26271718	25041724	54	38.270048236475496	0.03	0.33	21348321	85.57896982556873	14.421030174431266	5
M301100	4419166	2672444	60.5	11.760983764518262	0.24	58.38	162662	14.82456987767556	85.17543012232444	0
M301101	28387512	9144436	69	7.4607010483559595	0.02	0.93	7859776	86.79826955098395	13.201730449016054	3
M301102	33159840	31001222	53	52.51072015042932	0.02	0.09	26904807	86.88832665930606	13.11167334069394	5
M301103	33167906	29746688	54	44.14715613220617	0.06	0.11	25409097	85.57757180351527	14.42242819648473	5
M301104	26165836	25221092	52.5	55.544588153185245	0.03	0.06	21706697	86.14942607655345	13.850573923446547	5
M301105	1941502	1578682	62.5	16.328066784787907	0.21	10.19	11430	0.80938805164788	99.19061194835211	0
M301106	3501552	238812	75	5.241402655619618	15.12	19.79	96757	60.38481221213975	39.61518778786025	0
M301107	25019926	23186784	54	54.03413550159221	0.76	0.07	19926532	86.67793980485239	13.322060195147614	5
M301108	588604	8652	77	4.146081236281099	0.41	63.41	53	1.691129546904914	98.30887045309508	0
M301109	23741204	20662690	54.5	57.46819046130469	0.07	0.05	17759281	86.06132447150101	13.93867552849899	5
M301110	19829154	18239884	54	38.35726271431033	0.34	0.08	15548792	85.62237434146873	14.377625658531272	5
M301111	25471646	24179996	54	48.29454162119161	0.04	0.04	20883221	86.44451507222385	13.555484927776149	5
M301112	19722182	17511628	54	59.21748488529016	0.22	0.06	15060838	86.26173331990795	13.738266680092053	5
M301113	11105356	9868588	56	60.66176420297461	0.02	0.06	8501081	86.23962111331946	13.760378886680542	5
M301114	2222978	1993444	53	13.969318549165218	6.25	8.18	1365733	79.68661749947488	20.313382500525123	2
M301115	33925248	33014852	53	53.05000890827684	0.01	0.06	28488897	86.36813421782092	13.631865782179077	5
M301116	26333916	25448012	52.5	55.99446857866168	0.03	0.13	21800179	85.82141481818174	14.178585181818264	5
M301117	3161358	2808386	55	19.35102548452684	1.03	42.37	520141	32.64641714828	67.35358285172	1
M301118	22147196	19710160	55	57.881420789026365	0.01	0.03	17141503	87.02065670975013	12.979343290249872	5
M301119	23442376	22361214	53	54.12861295210905	0.02	0.06	19231692	86.08837557335723	13.911624426642774	5
M301120	880874	745930	50	18.625705833070338	54.05	11.81	125426	41.91541124730981	58.08458875269019	1
M301121	19154916	18176344	54	53.575200224490054	0.02	0.1	15602539	85.96470533009042	14.035294669909575	5
M301122	24380678	23608440	53	62.29704178117784	0.16	0.06	20306523	86.21790889974669	13.78209110025331	5
M301123	1488128	1043918	59	23.34093184131789	0.93	9.11	766526	81.63685664564309	18.363143354356907	2
M301124	23046826	22477854	52	72.2344584202275	0.01	0.06	19397595	86.36783993075468	13.632160069245316	5
M301125	68674990	64872632	55	32.87646228682286	0.02	0.24	57165768	88.37419088420371	11.625809115796287	4
M301126	17958320	17351986	54	77.19054748961997	0.01	0.05	15096366	87.07336756967142	12.926632430328581	5
M301127	507654	372596	56.5	33.719817040740345	3.7	18.14	178859	61.02070198422446	38.97929801577554	1
M301128	25184944	24525326	52.5	64.46038603922032	0.09	0.07	21117885	86.26234630938279	13.737653690617208	5
M301129	9254928	8186208	53	38.18131543778981	0.02	0.58	6032232	74.1511543631949	25.848845636805095	3
M301130	23165096	22363008	52	74.53720891696757	0.53	1.01	18399716	83.58682792995207	16.413172070047935	5
M301131	31504436	17024	77.5	3.0134610842637324	3.2	0.61	84	0.5441119315973572	99.45588806840264	2
M301132	4046298	3477396	55	11.850550747078081	8.91	82.14	72245	13.327909559493634	86.67209044050637	1
M301133	26403146	25291646	53	49.024657110175944	0.02	0.05	21952436	86.86218870483182	13.137811295168177	5
M301134	6469754	6071172	54	11.940310214590623	0.01	3.67	4920329	84.16821363885492	15.831786361145078	3
M301135	798362	48168	75	6.210215416064392	0.72	56.61	394	1.9353571077709009	98.0646428922291	0
M301136	21594088	20605770	54.5	60.53376079967139	0.01	0.04	17581970	85.38309110821633	14.616908891783666	5
M301137	22259000	21492876	54	53.70559950517145	0.01	0.05	18518236	86.21745144126291	13.78254855873709	5
M301138	3863706	3632442	53	14.134764494084775	0.2	7.42	2517588	75.07152045601335	24.928479543986654	2
M301139	23044788	21747666	52.5	45.68422676774422	0.03	0.14	19827121	91.35073214674708	8.649267853252923	5
M301140	8199558	7832106	52	10.26212091835352	1.83	1.14	6934250	91.27224499777948	8.727755002220519	3
M301141	25554856	24465516	52.5	39.80733309231567	0.06	0.25	22694095	93.0695237176604	6.930476282339598	5
M301142	10003650	9633596	53	10.989579934069699	0.95	3.08	8077042	87.4012183084311	12.598781691568902	4
M301143	25415352	24644642	52	59.67416016345534	0.35	0.11	22871052	93.25646125011406	6.743538749885943	5
M301144	22040448	21367132	51	50.348827023305546	0.02	0.1	19828355	92.93228156946071	7.067718430539287	5
M301145	807632	695458	53	19.78401053945361	38.32	25.47	113570	35.918276985356904	64.0817230146431	1
M301146	20869540	19534282	54	15.433776282098055	0.16	20.47	10240734	66.18015246969341	33.81984753030659	2
M301147	5427462	23316	76.5	2.4528504568966487	0.44	63.62	257	3.094894026974952	96.90510597302504	0
M301148	6720474	5757198	53.5	18.460514763322827	0.03	0.63	4495698	78.63386863693654	21.36613136306346	3
M301149	2345602	1766584	57.5	23.560020427162854	0.53	2.18	1490091	86.74263460295838	13.257365397041625	3
M301150	547422	286698	63.5	27.199674108822812	0.6	35.63	30863	16.94335562216586	83.05664437783415	0
M301151	5460564	4691078	55	17.96237185982517	0.11	3.3	3798129	83.86016097601257	16.139839023987435	3
M301152	21371268	19688404	52.5	33.762778056211936	0.03	0.23	18165650	92.53781204732468	7.462187952675322	4
M301153	19468704	18672218	54.5	58.93783010675246	0.02	0.11	13922450	74.66728492312339	25.33271507687661	4
M301154	21823800	20083004	51.5	39.78687731662567	0.08	0.14	18498169	92.334504217459	7.665495782541001	5
M301155	1959662	1524852	55	13.196865817770167	0.11	3.36	1330081	90.40949608951765	9.590503910482354	3
M301156	618230	404672	59.5	17.86212251103958	0.77	24.4	99426	32.88005555739277	67.11994444260722	1
M301157	20858918	19254730	51.5	41.017475835944495	0.02	0.14	17741636	92.31261850203028	7.687381497969724	5
M301158	18547654	12667430	58.5	25.698582667192426	0.04	0.37	11614686	92.10313419222456	7.896865807775441	4
M301159	21692644	19430698	52.5	31.670814492820416	0.05	0.16	17691202	91.27138540859046	8.728614591409539	4
M301160	618120	380610	61.5	15.420144955672038	9.8	27.12	32043	13.06981335247667	86.93018664752333	0
M301161	16131838	15092886	50.5	47.02020486482377	0.04	0.16	13929469	92.5213404986858	7.478659501314198	5
M301162	33272242	31893034	51	44.15071308070607	0.33	0.08	29307531	92.29680049853918	7.703199501460816	5
M301163	20155448	18431340	52	70.46935569647039	4.38	0.05	16328108	92.7460967431726	7.2539032568274	5
M301164	25701672	24610210	50.5	47.8214730756204	0.07	0.08	22705157	92.41686691200282	7.583133087997183	5
M301165	1650666	982582	61.5	10.640674733713542	0.21	7.01	684865	75.16407656174546	24.83592343825454	1
M301166	18168272	16471762	51.5	52.966953614806485	3.23	0.14	14692324	92.36368107798334	7.636318922016656	5
M301167	368180	261990	55.5	14.632245097506653	0.68	38.21	21756	13.585782262798338	86.41421773720167	1
M301168	24598418	23221920	50.5	19.33799747931269	0.3	0.16	21314565	92.2368323230421	7.763167676957906	4
M301169	17945292	17093738	50.5	32.95469786037441	0.21	0.12	15794437	92.7365629941209	7.263437005879098	4
M301170	479886	373412	54	12.979749357138987	0.17	23.34	191655	67.17335987718795	32.82664012281205	1
M301171	6981916	6248182	55.5	26.93954917301295	0.19	0.19	5827601	93.63205417534684	6.367945824653162	3
M301172	19966204	18399186	51	33.55919687062945	0.03	0.12	16973646	92.40260940742854	7.5973905925714575	4
M301173	21020644	19368836	51.5	23.437776917240996	0.05	0.19	17790783	92.10193138413015	7.898068615869846	4
M301174	1955468	645676	69.5	8.138767803922129	0.52	37.06	30888	7.675600992003339	92.32439900799666	0
M301175	1723954	1368268	54.5	13.62189586549125	0.09	7.42	1006056	79.57755057164508	20.422449428354923	2
M301176	3192602	22582	77	3.097567438722396	0.24	56.31	848	8.742268041237114	91.25773195876289	0
M301177	22119696	20615772	51.5	33.4502336294927	0.34	0.13	18939356	92.3213966255236	7.6786033744763955	4
M301178	16964248	15977260	51	24.663775929934772	0.16	0.31	14541396	91.46725176604798	8.53274823395202	4
M301179	22637930	21945718	50	63.27582525176098	0.02	0.03	20264910	92.39505739643845	7.604942603561554	5
M301180	809598	230450	69	9.715809574628395	0.2	37.12	36510	25.32497260102937	74.67502739897063	0
M301181	27461194	26188474	50	45.85090218575205	0.03	0.08	23759932	90.84220755148658	9.157792448513419	5
M301182	23728920	21139854	52	36.351244585739636	0.02	0.11	19549827	92.61359975714652	7.386400242853483	5
M301183	2137902	310164	72	6.251034893086775	0.05	26.44	134071	58.88675134840739	41.11324865159261	0
M301184	26828348	26058968	50	41.79125236065394	0.02	0.07	24077280	92.49199035669756	7.508009643302444	5
M301185	18507820	17279754	51	23.370468191115584	0.03	0.25	15857287	92.06273575517945	7.937264244820554	4
M301186	422514	18072	76	5.2672810841770925	0.04	16.07	476	3.141914191419142	96.85808580858085	0
M301187	4110364	2909606	58.5	49.15448633058289	0.13	0.03	2491077	85.75838571283981	14.24161428716019	4
M301188	10786036	9977952	53	44.42222893552358	0.01	0.02	8552118	85.7399024912552	14.260097508744806	5
M301189	1486672	923966	60.5	31.845343274256102	0.03	0.23	773417	83.93331929772775	16.06668070227225	2
M301190	525722	137144	68	18.82496832926908	88.52	3.04	668	4.786471768415019	95.21352823158497	1
M301191	11528762	10835558	52	35.54995627237163	0.01	0.04	9288163	85.76177333915656	14.238226660843438	5
M301192	24762894	23081856	52	36.38221845708594	0.01	0.02	19944640	86.44098134930111	13.559018650698889	5
M301193	45115206	44005262	51	36.372542884584675	0	0.02	37705819	85.70649668637536	14.29350331362464	5
M301194	7814294	7513574	50	42.071780168780315	0	0.15	6413541	85.49135587743815	14.508644122561847	4
M301195	16705750	16015774	52	41.93537144847295	0.01	0.03	13703771	85.60345572883091	14.396544271169091	5
M301196	135022	21546	71.5	14.68723615410822	12.16	18.01	683	4.4172810761867805	95.58271892381322	0
M301197	246402	9650	77	6.522674328942135	0.45	24.24	401	5.518854940820258	94.48114505917974	0
M301198	17688822	16481386	52	39.65277038258832	0.35	0.03	13973340	85.11454519982213	14.885454800177868	5
M301199	12961030	12609236	51	54.30440157141564	0.02	0.54	10808105	86.2029072940127	13.797092705987296	5
M301200	14787112	13830720	52	45.719228397284375	0.07	0.03	11896166	86.10222629341168	13.897773706588325	5
M301201	8845368	8436574	52	43.58238508936549	0.03	0.06	7186647	85.26262701041995	14.737372989580052	4
M301202	18297112	16511564	53	33.578801032962545	0.01	0.03	14073249	85.27517709146805	14.724822908531948	4
M301203	20877078	18252802	53.5	35.22310585745034	0.01	0.06	15668189	85.90781722098691	14.092182779013086	5
M301204	1707226	1340246	56	73.94963273959652	0.02	0.03	1159863	86.59649033737796	13.403509662622042	4
M301205	996738	453530	65.5	25.046732825805414	0.06	0.6	372588	82.70911028236547	17.290889717634528	2
M301206	3557858	2790384	55.5	36.47241107957246	0.01	0.11	2305873	82.74962803680229	17.250371963197708	4
M301207	1935000	5608	77.5	2.6595348837209305	0.19	23.09	133	3.1031264582361175	96.89687354176388	0
M301208	8241348	7415316	52	27.67979782491343	0.11	0.06	6383865	86.25159191866022	13.748408081339775	3
M301209	1679660	492762	67.5	10.059000035721514	91.25	2.38	1823	4.709864103756523	95.29013589624347	1
M301210	18899910	17134670	52	53.163388230983685	0.01	0.06	14689518	85.80666755455239	14.19333244544761	5
M301211	34808450	33837436	50	30.05731073269093	0.01	0.02	29192767	86.30542032993867	13.69457967006133	4
M301212	64154840	62239988	51	31.189457269287487	0	0.01	53418317	85.84425016156165	14.155749838438354	4
M301213	728336	126984	72.5	13.375282836493048	0.32	4.55	86560	71.67698983140671	28.323010168593285	1
M301214	6399700	5840818	52	53.511484617656116	0.02	0.06	4967511	85.13160708924069	14.868392910759312	4
M301215	2430908	352180	73.5	12.042382280749871	0.02	0.56	293997	83.98138679250673	16.018613207493274	2
M301216	37691894	35241972	53	35.49595208932533	0.01	0.01	30329797	86.08280864001307	13.91719135998693	5
M301217	681984	36696	75	4.621516047297297	0.34	16.98	154	0.5082172793874992	99.4917827206125	0
M301218	828890	55862	75	5.739000349865483	39.74	9.59	3113	10.269860121404063	89.73013987859593	0
M301219	26703822	24316784	53	28.034318543497115	0.03	0.03	21051584	86.6263220013232	13.373677998676797	4
M301220	125968	67254	52.5	51.744887590499175	0.02	0.33	55653	83.09394409937887	16.906055900621126	4
M301221	799018	62922	76	4.570234963417596	0.03	8.31	29397	51.00458047053925	48.99541952946075	0
M301222	3567672	2804914	55.5	50.88366531572274	0.06	0.06	2396091	85.5328896453447	14.467110354655304	4
M301223	36858972	30573108	55.5	19.283268072839384	0.01	0.02	26305854	86.08016514289596	13.919834857104036	4
M301224	13456704	11739972	53	29.219494586677783	0.02	0.04	10027191	85.47387014595321	14.526129854046786	4
M301225	7281544	5935714	53.5	25.473733329810457	0.02	0.08	4994074	84.2261328533718	15.773867146628206	3
M301226	4745660	1292636	71	9.745667907525576	0.01	0.01	1120382	86.7042566561522	13.295743343847803	2
M301227	986246	493060	65	18.28874337639899	0.01	0.01	427346	86.69823416755932	13.30176583244068	2
M301228	1675814	3346	76.5	2.1915319957942825	0.24	12.4	160	5.4945054945054945	94.50549450549451	0
M301229	17231078	16234562	50	29.059011946482883	14.63	0.08	11744887	85.07450048220213	14.925499517797874	4
M301230	1224694	80866	75.5	5.0574265898257025	0.02	0.09	66482	82.31841707733835	17.681582922661647	2
M301231	1112550	55610	76.5	4.646712507303043	0.03	0.02	48807	87.84557235421167	12.154427645788331	2
M301232	393782	346	78	3.1997399576415377	0	0.58	228	66.27906976744185	33.720930232558146	1
M301233	35412012	33727764	52	28.578549509869656	0.02	0.03	29346449	87.05773620123658	12.94226379876342	4
M301234	897042	211446	70.5	10.392044073744596	89.95	1.22	1569	8.516990554771468	91.48300944522853	1
M301235	4688402	3750968	53	24.12964848359416	95	0.54	548	0.36104412907986455	99.63895587092014	2
M301236	1192412	909906	52.5	31.01739614275936	94.81	0.62	293	0.7572233421202254	99.24277665787977	2
M301237	1795928	1012160	58.5	37.52367961651274	95.03	0.49	1207	3.047671952328048	96.95232804767195	3
M301238	1402656	482118	66.5	20.667189967836944	92.94	0.86	79	0.2666576655640316	99.73334233443597	1
M301239	1661694	108628	76	3.896987050564063	12.47	21.24	342	0.4592823377739579	99.54071766222604	0
M301240	3546094	2476810	57.5	18.21889473502869	38.32	0.42	4630	0.30693555016374313	99.69306444983626	2
M301241	2133642	29202	77.5	2.56041079056374	0.87	16.74	204	0.8482328482328482	99.15176715176715	0
M301242	10458364	9729228	45.5	27.193921615059544	96.13	0.68	2574	0.86818086764120594	99.1318191323588	3
M301243	1318528	1004374	54	25.248098110046477	92.47	1.54	341	0.5077124650110179	99.49228753498898	2
M301244	1478784	869510	58.5	12.653639747251795	66.24	1.36	4141	1.4577803437277776	98.54221965627222	2
M301245	971326	536256	61	16.32047324996963	61.34	19.29	843	0.5135609328167263	99.48643906718327	0
M301246	411500	55198	75.5	7.431348724179831	1.91	12.8	1732	3.674785708223712	96.32521429177629	0
M301247	1589058	1089430	58.5	15.893621952106583	87.45	1.2	812	0.6460955775871673	99.35390442241284	2
M301248	2581266	2215104	50.5	23.415962093639223	94.61	0.83	823	0.8285012482886366	99.17149875171137	2
M301249	543690	244096	64.5	10.153764093509169	53.61	6.65	697	0.6653683868873742	99.33463161311262	0
M301250	2598990	1442822	60.5	19.591021606983432	91.16	1.97	2702	2.3322860200946036	97.6677139799054	1
M301251	7243132	6488384	48	16.830563839260954	93.28	7.33	4204	1.188262096021979	98.81173790397803	1
