first	second	richness	neutral	phylogenetic
M300801	M301169	0.4285714285714286	0.5407264850990909	0.12220071098578666
M300801	M301171	0.6701030927835052	0.6115164627365741	0.1628949853222028
M300801	M301172	0.4426229508196722	0.5328943944760163	0.11338739098308526
M300801	M301173	0.4406779661016951	0.5430459544064677	0.12496067178670023
M300801	M301175	0.9499999999999997	0.9121060032708908	0.3091976558335001
M300801	M301177	0.4045801526717556	0.5250359870726486	0.11250002292851724
M300801	M301178	0.4700854700854702	0.5490478704405455	0.12203084999497826
M300801	M301179	0.3880597014925373	0.5181231123187195	0.11181725509109552
M300801	M301181	0.3880597014925373	0.522468256461724	0.11518318993452625
M300801	M301182	0.4045801526717556	0.5287203202965638	0.11377144292632557
M300801	M301184	0.3880597014925373	0.5229393031876921	0.11359039877746835
M300801	M301185	0.4358974358974359	0.5324709083661813	0.11623528645173709
M300803	M300804	0.3653846153846154	0.09398269291641337	0.028919959689145625
M300803	M300806	0.04285714285714293	0.010854215914086529	0.0027862654081902694
M300803	M300807	0.43999999999999995	0.1223772030671596	0.027161059713442737
M300803	M300808	0.0714285714285714	0.02248356595202239	0.005279079751833393
M300803	M300809	0.14110429447852768	0.025013290803735266	0.004738628572316106
M300803	M300810	0.05797101449275366	0.01972258005498284	0.004351001285993972
M300803	M300811	0.041095890410958846	0.012494460692869414	0.002901877030643707
M300803	M300814	0.07042253521126751	0.025898730396216263	0.005410714267420458
M300803	M300815	0.06569343065693434	0.025391977650126463	0.008149457500582269
M300803	M300816	0.11538461538461542	0.039766970779179456	0.007432276865870335
M300803	M300818	0.049645390070921946	0.013884039677004134	0.0026169006279753715
M300803	M300819	0.06666666666666665	0.018391296685817515	0.0038547362343001046
M300803	M300820	0.05882352941176472	0.02462287877971847	0.009553285641210163
M300803	M300821	0.43434343434343425	0.11192532745188533	0.02518653653381442
M300803	M300822	0.06569343065693434	0.021555770348645198	0.006989572446071679
M300803	M300824	0.08029197080291972	0.06038986553245829	0.014368977416506445
M300803	M300825	0.034965034965035	0.009742266917165066	0.002788189385481643
M300803	M300827	0.3271028037383177	0.0809219668811777	0.017719906454366052
M300803	M300828	0.06382978723404253	0.0226218059307709	0.005699386782307969
M300803	M300829	0.07246376811594213	0.024662955233104578	0.007743176988536105
M300803	M300831	0.06293706293706292	0.022327579637278605	0.008184430576973933
M300803	M300833	0.06666666666666665	0.015340357224075674	0.00283755256908369
M300803	M300834	0.044117647058823595	0.014905403812359275	0.004950662658430582
M300803	M300835	0.034965034965035	0.00945130907860181	0.0020602631806294625
M300803	M300836	0.09210526315789469	0.029190968196070477	0.005961052499072417
M300803	M300837	0.04285714285714293	0.0187432842629236	0.006437592138562875
M300803	M300839	0.4545454545454546	0.14631706189987792	0.03373724933302813
M300803	M300840	0.12698412698412698	0.040044672843464135	0.014507833093615585
M300803	M300886	0.03597122302158273	0.016075173356264294	0.0053612290333109325
M300803	M301037	0.04347826086956519	0.01319322996047445	0.004124118682495181
M300803	M301038	0.15662650602409633	0.03533006932091465	0.011498098652026001
M300803	M301039	0.05882352941176472	0.0210953106232602	0.009045171759670678
M300803	M301041	0.061224489795918435	0.06683153947565768	0.014142329303746481
M300803	M301044	0.4545454545454546	0.5341762390607403	0.1251834264562368
M300803	M301045	0.4576271186440679	0.5312315059644965	0.1362313666379159
M300803	M301046	0.4736842105263157	0.5422452021694035	0.1416650798979493
M300803	M301048	0.49532710280373826	0.5592346372974423	0.15524280611676622
M300803	M301049	0.459016393442623	0.5338133960360032	0.13732047232869837
M300803	M301050	0.4426229508196722	0.533118541994914	0.13632485540460149
M300803	M301051	0.47899159663865554	0.5438406191742566	0.14630080900080122
M300803	M301052	0.47457627118644075	0.5465659205141246	0.14452824449373958
M300803	M301054	0.47540983606557385	0.5439859300738763	0.1419452787119858
M300803	M301055	0.945945945945946	0.9000691919383086	0.25540561137093976
M300803	M301057	0.5	0.5511935494355262	0.14233388624647836
M300803	M301058	0.4426229508196722	0.5248204561273744	0.12753626712730848
M300803	M301059	0.4464285714285716	0.5365439689326987	0.13037854026405205
M300803	M301060	0.4642857142857142	0.5411031300821363	0.1381740496911874
M300803	M301063	0.4444444444444444	0.5250534720091318	0.129869713940705
M300803	M301064	0.49532710280373826	0.5491343956011105	0.14960302354870103
M300803	M301065	0.4285714285714286	0.5229913242533433	0.1307800781048032
M300803	M301068	0.43999999999999995	0.5222322796538754	0.12522302752129455
M300803	M301069	0.44715447154471555	0.5255439061859242	0.12913320672025108
M300803	M301070	0.4545454545454546	0.5360977420263373	0.133468709834191
M300803	M301072	0.4453781512605042	0.5341308436398308	0.13700967952078325
M300803	M301073	0.4513274336283186	0.539542024005646	0.13815809246827448
M300803	M301075	0.44715447154471555	0.5368789870044675	0.1371020060847361
M300803	M301076	0.4576271186440679	0.5346758942975283	0.13264777441543474
M300803	M301077	0.4482758620689655	0.5311417177948256	0.13335315971750517
M300803	M301079	0.4444444444444444	0.526111417981111	0.127590582806569
M300803	M301080	0.4444444444444444	0.526790659167517	0.1247906060970092
M300803	M301081	0.44881889763779537	0.527528632275431	0.12886648535753042
M300803	M301082	0.45945945945945943	0.5399874721592942	0.13058538191794622
M300803	M301084	0.45945945945945943	0.5348916389112761	0.13227698689572143
M300803	M301085	0.45299145299145294	0.5298715122155839	0.12311168668379235
M300803	M301086	0.945945945945946	0.9032017578825038	0.2542176928204676
M300803	M301087	0.4862385321100917	0.5491711501023635	0.13559519678729648
M300803	M301089	0.4444444444444444	0.5259987362115225	0.12652759272096492
M300803	M301090	0.7317073170731707	0.27006965181565123	0.061864482326747905
M300803	M301092	0.09210526315789469	0.017220871721077002	0.002989504489886774
M300803	M301093	0.08965517241379306	0.024974522629279794	0.005338731056429458
M300803	M301094	0.1707317073170731	0.08155013938030209	0.02783223851881811
M300803	M301095	0.07462686567164178	0.0201320976283893	0.0050744391715272785
M300803	M301097	0.08955223880597019	0.04917085282448708	0.009167100537000206
M300803	M301098	0.8205128205128203	0.48929072723229805	0.16764552038602165
M300803	M301101	0.41999999999999993	0.12186392077909014	0.031156837962683093
M300803	M301102	0.1234567901234569	0.024095809589440242	0.004327675223648297
M300803	M301103	0.12658227848101267	0.026304540325072234	0.006060054681202964
M300803	M301104	0.13375796178343946	0.02966854286230558	0.005516272259618815
M300803	M301107	0.14102564102564097	0.04176939355158782	0.007770012723743003
M300803	M301109	0.11250000000000004	0.020769966255494876	0.0036979070983352846
M300803	M301110	0.07042253521126751	0.025105402738186622	0.004422289033332083
M300803	M301111	0.1282051282051282	0.03337014383046222	0.010731226482609046
M300803	M301112	0.09210526315789469	0.021862657860662993	0.0042968515441689226
M300803	M301113	0.051094890510948954	0.021854353941357818	0.009138093199719033
M300803	M301114	0.9452054794520548	0.8397295032595024	0.30455174175995203
M300803	M301115	0.16363636363636358	0.029080038059487112	0.006215302926735999
M300803	M301118	0.11949685534591192	0.04008142830574468	0.010076486695325793
M300803	M301119	0.13207547169811318	0.029900607967406012	0.005797941445910837
M300803	M301121	0.08609271523178808	0.022662999098249204	0.00744053657790511
M300803	M301122	0.14110429447852768	0.028296728473690802	0.005111640230280101
M300803	M301124	0.11250000000000004	0.02587611100951237	0.0050912747736830966
M300803	M301126	0.1518987341772151	0.0613675234131138	0.020741541621292825
M300803	M301128	0.15337423312883436	0.03119831431296627	0.006481432296443934
M300803	M301129	0.3090909090909091	0.1421088542618294	0.04464808130615017
M300803	M301130	0.15662650602409633	0.02839720295013204	0.005552678868874006
M300803	M301133	0.11250000000000004	0.021638294751236242	0.00426536859974358
M300803	M301134	0.7108433734939759	0.24774160704100545	0.05508884487941934
M300803	M301136	0.11538461538461542	0.03473447373598748	0.0129604434439754
M300803	M301137	0.11111111111111116	0.030460191605086395	0.009301096938129971
M300803	M301140	0.7560975609756098	0.6565866978479381	0.20945311094131713
M300803	M301141	0.4444444444444444	0.528205973510236	0.13409817011032366
M300803	M301142	0.6941176470588235	0.6217671776525472	0.1875899523852652
M300803	M301143	0.4444444444444444	0.5389879223898416	0.14030958247691916
M300803	M301146	0.583333333333333	0.5619521767375817	0.15133703322943848
M300803	M301148	0.6976744186046511	0.6273496929051943	0.20285590653080754
M300803	M301149	0.7999999999999998	0.6903071106177827	0.21665061484660186
M300803	M301151	0.7209302325581393	0.6337861503904829	0.21258784400279107
M300803	M301152	0.459016393442623	0.5419390825184526	0.13868803961592635
M300803	M301153	0.435483870967742	0.5259208048802607	0.13327541418491617
M300803	M301154	0.44881889763779537	0.5206302959473081	0.12649450902487036
M300803	M301155	0.9189189189189191	0.8961496411183631	0.24672178919908783
M300803	M301157	0.4444444444444444	0.5212293634046768	0.12419357858093116
M300803	M301158	0.47272727272727266	0.538763251110892	0.13386640228309976
M300803	M301159	0.44999999999999996	0.5311002987858571	0.132842973860421
M300803	M301161	0.43801652892561993	0.529794576829277	0.12956333096818673
M300803	M301162	0.44881889763779537	0.529420385029398	0.13159888388635788
M300803	M301163	0.44881889763779537	0.5329942321114894	0.13540532271668437
M300803	M301164	0.44881889763779537	0.5247214084566034	0.12569422705065392
M300803	M301166	0.45599999999999996	0.5355213083710868	0.13059264792742387
M300803	M301168	0.4642857142857142	0.5270640670400617	0.12239947808563367
M300803	M301169	0.4464285714285716	0.5398437226092112	0.13596628831207958
M300803	M301171	0.6444444444444444	0.6023177770658784	0.18109928461341163
M300803	M301172	0.4608695652173913	0.5260286799100462	0.12103583339280011
M300803	M301173	0.45945945945945943	0.540790630168829	0.1381236460350176
M300803	M301175	0.9452054794520548	0.8948378047837344	0.3092179758014566
M300803	M301177	0.4516129032258065	0.5279691311368462	0.12471330007438419
M300803	M301178	0.49090909090909096	0.5480758121474779	0.13618435925334826
M300803	M301179	0.44881889763779537	0.5204554616385764	0.12216404201599163
M300803	M301181	0.44881889763779537	0.5277521365465097	0.12789943337766796
M300803	M301182	0.4516129032258065	0.5298823955330161	0.12471674439736735
M300803	M301184	0.44881889763779537	0.524899269361647	0.12420017635587177
M300803	M301185	0.4545454545454546	0.5258293070424572	0.12547712963036228
M300804	M300806	0.3529411764705883	0.09192018605663832	0.029146227875653796
M300804	M300807	0.16129032258064524	0.061244689347768055	0.017340928736949146
M300804	M300808	0.3529411764705883	0.08579863681986788	0.023748075200229146
M300804	M300809	0.472	0.11015063811276016	0.033546468693029685
M300804	M300810	0.3400000000000001	0.09202041707274966	0.028746557311564613
M300804	M300811	0.38888888888888884	0.09920255959224467	0.030183543467756202
M300804	M300814	0.3653846153846154	0.10863005088270283	0.0377791809336262
M300804	M300815	0.33333333333333326	0.10330921191812403	0.04056636572490435
M300804	M300816	0.4406779661016951	0.1270958935198262	0.04042083635167282
M300804	M300818	0.35922330097087385	0.09747971865414184	0.029165872561537243
M300804	M300819	0.31958762886597936	0.0824865906390927	0.02420288376287738
M300804	M300820	0.346938775510204	0.10980184050666097	0.039224128242605794
M300804	M300821	0.11475409836065564	0.04985754133424791	0.01589892185213837
M300804	M300822	0.33333333333333326	0.09913326597721406	0.03381364526249875
M300804	M300824	0.33333333333333326	0.13149433080870543	0.046000704293574723
M300804	M300825	0.37142857142857144	0.09047913475362235	0.025967551826343804
M300804	M300827	0.10144927536231885	0.03811885069940901	0.014314467930009567
M300804	M300828	0.35922330097087385	0.10776681198922677	0.035327686933449454
M300804	M300829	0.3400000000000001	0.09939189388567793	0.034885842633369024
M300804	M300831	0.37142857142857144	0.11430551576554182	0.038104270308730204
M300804	M300833	0.31958762886597936	0.08762878898488702	0.029320933086342316
M300804	M300834	0.3265306122448979	0.08536690317101459	0.026635863245649483
M300804	M300835	0.37142857142857144	0.09414926559105519	0.02627469465136545
M300804	M300836	0.42105263157894735	0.11754619667608446	0.03627493854095443
M300804	M300837	0.3529411764705883	0.08935414909671924	0.027865206250913377
M300804	M300839	0.11475409836065564	0.06811556399136198	0.017521525367278912
M300804	M300840	0.2727272727272727	0.09820469386352149	0.039094816530771626
M300804	M300886	0.3465346534653466	0.09651584607398245	0.02975601495541702
M300804	M301037	0.3400000000000001	0.09838572648004729	0.034593225420451845
M300804	M301038	0.484375	0.13759649964218734	0.052201276588980994
M300804	M301039	0.3265306122448979	0.10639267223411875	0.040988847881221147
M300804	M301041	0.3944954128440368	0.14313587596677213	0.04624486104816572
M300804	M301044	0.5	0.5652033841039675	0.1589870305818395
M300804	M301045	0.5750000000000002	0.566131650290535	0.17244101456421146
M300804	M301046	0.5789473684210527	0.579545090439756	0.18326521598407297
M300804	M301048	0.5652173913043479	0.5902833727871369	0.1942610476465877
M300804	M301049	0.5714285714285714	0.5714018812204038	0.17619568988428858
M300804	M301050	0.5714285714285714	0.5729180265808105	0.17446767413280506
M300804	M301051	0.6049382716049383	0.5811697982850377	0.18616647699601352
M300804	M301052	0.5750000000000002	0.5767784280729191	0.17983893116896787
M300804	M301054	0.5952380952380953	0.5838574244591945	0.18345513682469583
M300804	M301055	0.8888888888888888	0.8883483014570115	0.26319326055318704
M300804	M301057	0.5675675675675675	0.583389003260679	0.18210298185772122
M300804	M301058	0.5714285714285714	0.5644779479216737	0.16464941587879656
M300804	M301059	0.5405405405405406	0.5730014636392962	0.16692643531491314
M300804	M301060	0.5405405405405406	0.5709074488483776	0.17411385067260587
M300804	M301063	0.5681818181818181	0.5635681888846324	0.1674029903308455
M300804	M301064	0.5362318840579707	0.5663041557090057	0.18061881725404616
M300804	M301065	0.5555555555555558	0.5560852556123288	0.16303258845998303
M300804	M301068	0.5632183908045978	0.5595305050261061	0.16060641849856994
M300804	M301069	0.5529411764705883	0.5627701797407327	0.1671514919659376
M300804	M301070	0.5662650602409638	0.572358714913946	0.17102804769162083
M300804	M301072	0.5555555555555558	0.5712897949675959	0.1746837012886726
M300804	M301073	0.5199999999999998	0.5654078392059434	0.1707779934308803
M300804	M301075	0.5764705882352941	0.5742599027167247	0.1736672646622579
M300804	M301076	0.55	0.5693254846284648	0.17135309958664768
M300804	M301077	0.5384615384615388	0.5620021677925608	0.16762700234484906
M300804	M301079	0.5681818181818181	0.5651561928427823	0.16505366477845818
M300804	M301080	0.5681818181818181	0.5681201858935199	0.16260042971658006
M300804	M301081	0.5730337078651686	0.565159120773592	0.16460484694163846
M300804	M301082	0.5068493150684932	0.5661517937497522	0.16316833232966488
M300804	M301084	0.5068493150684932	0.5580001995644324	0.16379683734434514
M300804	M301085	0.5443037974683547	0.5640666918493062	0.1581610241406851
M300804	M301086	0.8888888888888888	0.8911535202518852	0.2597151222115789
M300804	M301087	0.5211267605633803	0.57118688140306	0.16812786431198268
M300804	M301089	0.5681818181818181	0.5665503024314512	0.16378496641086426
M300804	M301090	0.5	0.18936001693914972	0.03500320717019789
M300804	M301092	0.42105263157894735	0.09982599166247164	0.03122492196428517
M300804	M301093	0.3831775700934579	0.10202837673274157	0.035131431319110895
M300804	M301094	0.2705882352941176	0.1557098347862632	0.06271048999503204
M300804	M301095	0.3125	0.09508513286539655	0.03453799484289899
M300804	M301097	0.3125	0.12110500880143371	0.04274837284521826
M300804	M301098	0.6499999999999999	0.4471987865439986	0.13548486184715125
M300804	M301101	0.19354838709677424	0.08616558151047904	0.028634988091615243
M300804	M301102	0.467741935483871	0.10748854516104522	0.03209580871554574
M300804	M301103	0.44999999999999996	0.11542803094078136	0.036793665050480207
M300804	M301104	0.4453781512605042	0.09890335229260794	0.027691424267423326
M300804	M301107	0.4406779661016951	0.11745504480822344	0.03425132350785487
M300804	M301109	0.459016393442623	0.1012932703702123	0.0300284384153382
M300804	M301110	0.3653846153846154	0.10278261587377635	0.03152823637561897
M300804	M301111	0.4406779661016951	0.1285897968570403	0.0467532533073719
M300804	M301112	0.42105263157894735	0.10307999177511562	0.02942596988122914
M300804	M301113	0.33333333333333326	0.11168857893885953	0.04352427707253226
M300804	M301114	0.8857142857142859	0.813367544096991	0.29646305996627886
M300804	M301115	0.4803149606299213	0.11622657729911956	0.038729790051286184
M300804	M301118	0.4545454545454546	0.13020115763041962	0.04507235417726185
M300804	M301119	0.4545454545454546	0.10323813271377902	0.029975317293406967
M300804	M301121	0.415929203539823	0.11982850496752584	0.04266196653173526
M300804	M301122	0.472	0.1182044993130904	0.035507936953151575
M300804	M301124	0.459016393442623	0.10529710106986445	0.030114903031163265
M300804	M301126	0.44999999999999996	0.15795326534610077	0.06171774686385567
M300804	M301128	0.472	0.12221463851837022	0.0396859801766668
M300804	M301129	0.19444444444444442	0.12322459077110326	0.04682801677126203
M300804	M301130	0.484375	0.11343321982745058	0.03301174780085636
M300804	M301133	0.459016393442623	0.11872002431927797	0.03687414278458734
M300804	M301134	0.46666666666666656	0.17661124046873866	0.034681877975820785
M300804	M301136	0.4406779661016951	0.13823853015956422	0.051584956443470165
M300804	M301137	0.4260869565217391	0.1250866240663241	0.044859694462167976
M300804	M301140	0.5454545454545454	0.6145611603239366	0.2096422530292268
M300804	M301141	0.5681818181818181	0.5684325624749496	0.1729364255826954
M300804	M301142	0.4893617021276595	0.5868693224942949	0.19636603577119194
M300804	M301143	0.5681818181818181	0.5782618860009524	0.17859016291246
M300804	M301146	0.48275862068965525	0.5509314243475603	0.16744536684366418
M300804	M301148	0.45833333333333326	0.5814639092552157	0.2029054785777452
M300804	M301149	0.6190476190476191	0.6539681993513764	0.2171075315835016
M300804	M301151	0.5	0.5882006600013494	0.21071853220473347
M300804	M301152	0.5714285714285714	0.5800006889671063	0.17837182864962398
M300804	M301153	0.558139534883721	0.5647658724367318	0.17167936173578835
M300804	M301154	0.5730337078651686	0.5585914983948792	0.16338066305297094
M300804	M301155	0.8888888888888888	0.8936662096076977	0.2492907345489217
M300804	M301157	0.5681818181818181	0.5607493414367644	0.1608573050092278
M300804	M301158	0.5277777777777777	0.5666881996436826	0.16922110690631842
M300804	M301159	0.5853658536585367	0.5690932052142055	0.16924405464412517
M300804	M301161	0.5662650602409638	0.563410536788684	0.16331170643829174
M300804	M301162	0.5730337078651686	0.566866208867322	0.1689507941833891
M300804	M301163	0.5730337078651686	0.5698171264966306	0.17223160920897485
M300804	M301164	0.5730337078651686	0.5644857489031921	0.16250388199898613
M300804	M301166	0.586206896551724	0.5728598395619618	0.16718936318128275
M300804	M301168	0.5135135135135136	0.5519954968706048	0.15471821733877023
M300804	M301169	0.5135135135135136	0.5681150447161057	0.16866438841231002
M300804	M301171	0.46153846153846145	0.572999851675638	0.19413758891329014
M300804	M301172	0.5324675324675325	0.5565426836159213	0.1553874686430864
M300804	M301173	0.5342465753424657	0.5653982651284697	0.17003309515795062
M300804	M301175	0.8857142857142859	0.8728808390405127	0.3017114336043448
M300804	M301177	0.581395348837209	0.5678338557232802	0.16226988426734568
M300804	M301178	0.5277777777777777	0.5707523027921146	0.1716489000433784
M300804	M301179	0.5730337078651686	0.5584297725028577	0.15759615164767993
M300804	M301181	0.5730337078651686	0.5650346920430853	0.16370609871835995
M300804	M301182	0.581395348837209	0.5678403679667627	0.16141819820720904
M300804	M301184	0.5730337078651686	0.5642285811160227	0.16047201878618322
M300804	M301185	0.5	0.5517912682508042	0.15812650434898667
M300806	M300807	0.44897959183673475	0.12878965023843836	0.030384348266496053
M300806	M300808	0.07246376811594213	0.02196172987746703	0.005196657858854925
M300806	M300809	0.1428571428571428	0.02646889142420361	0.004742191101696269
M300806	M300810	0.044117647058823595	0.01929247951239521	0.004849737139693833
