sequence_id	M301474.lib1	M301475.lib1	M301476.lib1	M301477.lib1	M301478.lib1	M301479.lib1	M301480.lib1	M301481.lib1	M301482.lib1	M301483.lib1	M301484.lib1	M301485.lib1	M301486.lib1	M301487.lib1	M301488.lib1	M301489.lib1	M301490.lib1	M301491.lib1	M301492.lib1	M301493.lib1	M301494.lib1	M301495.lib1	M301496.lib1	M301497.lib1	M301498.lib1	M301499.lib1	M301500.lib1	M301501.lib1	M301502.lib1	M301503.lib1	M301504.lib1	M301505.lib1	M301506.lib1	M301507.lib1	M301508.lib1	M301509.lib1	M301510.lib1	M301511.lib1	M301512.lib1	M301513.lib1	M301514.lib1	M301515.lib1	M301516.lib1	M301517.lib1	M301518.lib1	M301519.lib1	M301520.lib1	M301521.lib1	M301522.lib1	M301523.lib1	M301524.lib1	M301525.lib1	M301526.lib1	M301527.lib1	M301528.lib1	M301529.lib1	M301530.lib1	M301531.lib1	M301532.lib1	M301533.lib1	M301534.lib1	M301535.lib1	M301536.lib1	M301537.lib1	M301538.lib1	M301539.lib1	M301540.lib1	M301541.lib1	M301542.lib1	M301543.lib1	M301544.lib1	M301545.lib1	M301546.lib1	M301547.lib1	M301548.lib1	M301549.lib1	M301550.lib1	M301551.lib1	M301552.lib1	M301553.lib1	M301554.lib1	M301555.lib1	M301556.lib1	M301557.lib1	M301558.lib1	M301559.lib1	M301560.lib1	M301561.lib1	M301562.lib1	M301563.lib1	M301564.lib1	M301565.lib1	M301566.lib1	M301567.lib1	M301568.lib1	M301569.lib1
D300472:bin_000003	72164	287	72105	67515	78425	0	68460	37513	65484	24340	70674	64405	67679	69549	300	69792	63246	37411	473	50486	49684	449	54890	51318	723	43941	912	12632	150	41214	40005	47836	47671	2452	31232	53095	28104	1403	0	26513	16906	10981	4354	885	494	6018	703	28258	70077	73350	70457	1129	80465	72713	62828	0	75828	78562	72962	2196	5446	77106	77620	71179	60498	0	46517	61692	56677	518	48602	88649	291	58735	55376	29293	1354	63291	278	46235	17609	33261	26895	14948	150	1803	24490	13198	6496	937	29550	21475	24363	22779	153	11591
D300474:bin_000002	14958	0	13871	14000	15166	0	14102	7436	14282	3639	11701	12071	12253	13288	0	13320	13677	6191	0	8071	9440	0	9892	9059	307	5867	0	2341	150	7295	7216	9198	8906	0	6645	8044	5113	0	150	3982	2956	1503	1725	444	301	1266	0	4157	14147	14260	13287	0	15593	13416	11822	0	15827	15047	14087	450	488	13942	14092	15242	10880	0	9843	11515	10307	0	9350	16072	0	10648	9102	6356	118	10841	0	7477	2431	6011	5381	3138	0	0	3880	2844	1220	0	3984	2836	3994	3626	300	1965
D300474:bin_000012	99742	0	102504	98727	106931	331	90814	74191	95836	47182	96697	91550	93363	84863	1763	92092	86672	58189	1283	67436	70366	150	82488	70771	6085	57477	2855	25349	3050	64807	54575	69832	64068	2818	48148	62573	52085	4046	2096	47422	39223	21001	11896	2241	2802	10632	1899	42637	97311	100286	100262	3793	112643	98628	97309	0	105937	109141	100268	3366	10368	97949	111327	105761	84279	599	75183	85476	75446	2190	67197	103116	1326	79615	76759	53532	1068	76432	623	59048	42397	51332	48631	42753	1218	3282	45904	24147	17812	2553	38414	34645	40479	36271	974	23038
D300479:bin_000001	1740549	3888	1631524	1646397	1645565	1994	1662269	1621085	1630359	699641	1661557	1615628	1576998	1476004	13045	1672818	1651655	910533	13497	1180368	1234062	8232	1472219	1227285	67697	847361	10853	147987	28556	1103401	937906	1205106	1103786	22710	849761	1090414	717766	65003	10400	408753	132920	299893	111708	29503	31700	197637	30179	780541	1602161	1643571	1672833	22211	1840285	1731290	1737121	1415	1720737	1746699	1781684	18740	76816	1654949	1705151	1646608	1630112	7431	1383721	1446336	1379623	26091	1227934	1765209	8722	1357021	1310688	820959	15148	1428601	8367	905991	574681	921181	658896	378726	15996	44921	544305	235601	337506	36583	606824	344705	502772	719715	16284	368990
D300479:bin_000012	2255137	8962	2249368	2251057	2261027	2984	2249976	1615671	2232444	1103508	2239718	2207823	2229821	2214635	22418	2238513	2209890	1364232	16466	1857069	1975643	14941	2059125	1830785	89088	1558941	28773	452247	38237	1849835	1393289	1817710	1690037	38895	1858908	1852642	1510386	58833	15296	927277	480764	227405	168749	40204	34414	212413	43473	793683	2254142	2250974	2257436	27792	2276025	2251720	2237385	2298	2267668	2269066	2261084	61223	233277	2258284	2270379	2254464	2178148	11243	1926322	2186284	2138948	36609	1943324	2259742	12621	2105339	1971422	1538601	28779	1935537	9809	1651913	717886	1044045	1137220	615913	23465	58474	885553	366266	415092	43939	951979	425961	695678	846374	21759	545969
D300482:bin_000009	144423	733	140817	140872	139527	273	138551	127035	139096	89276	141093	133436	134601	125635	3681	136618	128902	95810	4265	108908	114172	2859	131254	120103	13432	98423	7065	50255	5235	106866	87206	107793	102048	6493	86728	95723	88285	11894	2113	78008	67281	37964	22536	7999	14080	27135	5187	78250	140876	137989	145707	10482	155182	142091	142732	197	148965	151942	144482	16169	25042	144497	151991	156234	129431	2199	109946	126130	119488	3676	114210	149932	1398	113455	121770	93601	3890	111579	2843	96696	81011	85148	82605	72144	5697	10277	81960	53362	45391	8207	76080	66666	73162	71388	1920	48258
D300491:bin_000007	32132	0	32661	33036	35026	0	31117	21104	30483	9932	31592	27013	27233	26077	597	31831	28288	19090	0	20167	19165	0	23553	17988	814	13476	111	3920	386	16746	13323	18157	21292	374	16119	16869	12439	849	300	13561	9174	4708	2558	138	432	1098	630	9679	35638	34170	32979	897	42124	31235	31325	0	33571	39988	32900	433	2868	35011	33436	34589	26425	0	18916	30570	22644	300	22258	32443	0	23688	24344	14609	435	25032	150	17329	10788	10939	9762	9250	0	817	10235	6627	4502	450	9337	7706	12029	10228	0	6847
D300492:bin_000001	31892	208	34732	20112	24184	0	32350	49535	28308	1796	31235	25063	25371	37925	0	19904	798	1077	0	784	2188	0	16020	794	447	525	508	862	0	1007	333	1170	988	170	25009	62439	21089	179	0	22500	22057	1319	1025	488	0	150	0	1026	24118	18267	38565	137	50493	754	29682	0	57867	24672	104042	0	316	81118	40882	1563	84102	0	712	31737	43321	383	797	5079	188	683	62922	1058	0	991	0	3377	493	484	478	783	166	899	349	155	890	0	807	334	489	654	150	354
D300492:bin_000003	2714404	2136	2855039	2830199	2916191	1959	2496445	978854	2552656	344733	2196257	1984625	2305160	1959591	8541	2653635	2255974	937507	8994	1208028	1306015	6318	1707816	1173957	39591	799567	6989	169266	18889	811309	800143	1538707	1206196	15695	458568	763481	816407	20597	5880	326422	299789	159998	154062	17857	14408	95063	15700	552325	2770525	2740089	2805246	12018	3070207	2720997	2636806	300	2936503	2963908	2871270	85549	128426	2406793	2939201	2738569	1976935	4302	1814372	1981991	1989198	13842	1355992	2904842	4813	1494588	1208078	727997	24684	1766967	5168	1000039	219380	930208	520763	292343	12494	21465	400214	156611	82773	21049	305794	140767	275079	465175	7756	282212
D300494:bin_000016	138408	450	137070	132131	140727	300	133948	115963	135368	83589	131510	127394	126510	121741	5083	130120	126916	95664	3032	106990	111644	778	121681	109607	14453	94975	5030	52939	7325	103653	90869	107265	101728	5008	87422	104681	89052	11169	2276	79871	67581	44199	21933	6386	11041	26501	8752	80498	135101	135808	140111	12013	150970	134129	133531	252	143090	148908	136849	16124	26462	134832	147083	139993	123385	774	114597	124670	116659	7223	107544	147971	2778	117861	110990	91871	3786	119443	1091	95154	82358	87837	87228	77135	5750	6745	82209	56340	47862	7241	77530	68735	76801	70818	3186	50012
D300495:bin_000001	42175	0	39330	36334	40984	0	37757	29620	36557	19523	33960	36005	36710	31662	0	37612	33044	23250	741	26507	26820	0	29431	26471	1212	22756	1925	15619	367	23603	21619	25346	23695	1937	17975	23675	23664	4642	139	21709	17541	11130	7874	631	3111	7737	817	21159	38033	40544	41600	0	46038	41010	39374	0	44663	45571	41702	2097	6910	42267	39404	44305	33637	325	26483	30413	31218	600	25994	44718	0	28609	26568	20156	1192	24561	450	21833	22653	20984	19739	17195	150	1024	18102	15317	12721	511	19809	15824	18685	18151	582	16433
D300497:bin_000007	2620395	4578	2631886	2586190	2676564	1134	2568885	1509633	2456055	587579	2400277	2304268	2347991	1869608	8329	2460314	2185839	812645	7209	1297824	1439540	4459	1718112	1323699	45746	870431	8044	304000	17883	1139468	724819	1403897	1470805	14934	891236	1201710	622693	33125	5180	615528	211009	184353	133085	23259	28937	101895	19363	516601	2646739	2602990	2629894	10863	2707842	2596597	2526630	1728	2681514	2679017	2633631	12672	99962	2585229	2656848	2565835	2038797	4262	1451379	2113406	1895709	15870	1488881	2636237	5025	1790245	1669138	927290	16299	1393828	4749	967219	338270	773749	606305	398303	9913	32054	460097	152398	134563	20142	555655	419318	448688	436428	9687	266820
D300499:bin_000015	4056598	30876	4053561	4052840	4056843	15864	4055063	4015113	4052776	3332937	4052379	4049925	4053279	4041278	120774	4053420	4049525	3931114	127802	4014196	4020213	106966	4039411	4022749	602725	3977833	103192	1811999	285707	3984369	3791500	4014766	3990189	258426	3726466	3986372	3798447	424042	107703	3558461	2803209	1708445	939183	274153	241058	1124234	302085	3417352	4052771	4054021	4055536	288011	4059725	4055813	4052726	15777	4057670	4058938	4056971	409121	1356804	4054895	4057097	4056929	4043350	67010	4026011	4044330	4037748	259864	4024841	4057206	94614	4040034	4032584	3783556	204310	4029128	68764	3954006	2696745	3660741	3510316	3038264	186158	403469	3447889	2265735	810690	339797	3481323	2919108	3707229	3174503	136254	2480181
D300503:bin_000003	2095307	20220	2094863	2094378	2095035	12376	2094401	2089619	2093412	1949814	2093355	2094086	2093300	2091685	117299	2094361	2092979	2055379	89255	2085310	2088080	66881	2090291	2087831	361191	2072182	99177	1124800	168291	2079518	2038735	2083174	2085655	165565	2012669	2083287	2019662	277768	72313	1949869	1493717	1148594	659652	191580	279164	715504	195334	1879980	2094036	2094309	2094570	235292	2095025	2094085	2094418	12291	2095407	2094637	2093919	384903	697083	2094316	2095174	2093991	2091616	45604	2087631	2093145	2091393	154845	2089661	2094880	65131	2089186	2088753	1999076	135521	2087648	43400	2073625	1679102	2041062	1930771	1757106	104876	242059	1867007	1271841	741291	205479	1965801	1724195	1825387	1749356	98831	1482368
D300509:bin_000001	2006577	2665	1869124	1795635	1768581	1632	1883367	1528263	1920099	522967	1748609	1835441	1841982	1561136	13401	1950460	1805808	802259	7471	1154454	1346313	10582	1559304	1396965	49644	972636	13558	272387	20494	1181327	843274	1246167	1216621	27970	798636	1125985	863743	47991	8712	670871	339065	220331	85217	23958	81295	108166	30265	474525	1850727	1846722	1860949	32135	1963016	1909031	1920079	2301	1941765	1938442	1876509	34024	133603	1854099	1945672	2009452	1829810	7193	1423504	1644006	1664312	18641	1299662	1995816	4662	1506310	1462462	684530	11899	1289211	5865	1138557	574507	655123	488082	316341	21030	38369	403451	184380	166587	33546	534692	469453	554636	444556	10662	297877
D300513:bin_000002	2964325	15620	2964546	2963929	2966047	9711	2964334	2918932	2962461	2296534	2960484	2957868	2962119	2953522	78245	2962728	2962670	2835138	78541	2932358	2940802	67873	2947888	2944637	385720	2874078	87133	1447219	167927	2903408	2802396	2929496	2930868	167386	2772475	2921238	2654757	301548	61850	2631936	1932366	951318	715402	174033	158529	771577	185661	2412679	2963318	2965281	2965294	248486	2969035	2964599	2963977	8483	2966011	2967862	2965916	325412	731557	2964990	2967816	2966443	2957254	48027	2944154	2956911	2956011	155608	2940700	2966885	61293	2949585	2948229	2738173	114146	2942211	42763	2888819	2168572	2720271	2451751	2260912	108249	248443	2432640	1526280	860949	196959	2359281	1978649	2425208	2124655	84007	1561394
D300514:bin_000001	3501355	31470	3501843	3500321	3501996	25031	3500698	3489857	3500347	3247740	3497982	3496008	3500342	3495274	165337	3499969	3497933	3472349	176770	3490223	3491887	128840	3492567	3488689	744115	3480163	204203	2322180	336406	3486669	3453866	3490230	3485985	334912	3394054	3485425	3444978	449482	140127	3423247	2855854	1576527	1308578	353835	304978	1326293	381198	3234839	3499567	3501281	3501828	430280	3504434	3497935	3498327	16908	3503335	3504907	3503717	529378	1415475	3499033	3502312	3501467	3494653	80448	3493280	3495258	3493567	301023	3490158	3503975	122638	3493871	3489431	3431182	255240	3489789	88330	3478020	3023177	3351905	3300603	3037105	227332	462857	3281913	2496933	1797789	405153	3126934	2920957	3285583	3109530	179703	2747793
D300514:bin_000003	4379	0	3231	3708	3403	0	4969	2505	4053	1136	4898	4025	3695	3291	0	4329	3509	1399	0	1771	2678	0	4423	3593	0	1197	0	261	0	1515	1270	781	1142	0	1092	2555	1650	300	0	1493	1163	1061	0	0	450	397	183	1129	2622	4115	4304	0	5084	4930	4433	0	4508	4493	2494	0	233	2808	5293	5568	3175	0	3445	3236	2101	0	2212	5460	150	3016	1670	957	0	3575	0	2324	3339	402	639	991	0	0	298	224	508	0	1108	3265	226	300	0	436
D300519:bin_000004	83413	141	82276	83686	82019	0	82452	53599	77569	33292	74978	74860	75632	77193	2355	72175	67906	47616	941	57868	57355	768	60330	69185	4499	49739	2547	17457	2342	55071	49301	53890	58038	1699	43914	54153	41884	2749	769	42956	24111	13702	11756	1447	1584	8913	1095	36331	78873	78302	81815	3788	96985	73864	72618	245	87067	85880	94215	2300	8675	98576	80055	80859	72777	0	55303	68308	66838	1546	57931	83867	936	66662	70088	43048	1703	60504	416	44694	28283	40952	35796	23505	747	1557	38327	18576	11560	1583	32690	25524	31899	30491	1847	23185
D300521:bin_000006	47053	0	48570	48223	47187	0	45140	33075	42901	16287	43805	41658	40329	40490	786	43847	41110	24689	0	29798	31077	0	36070	32318	562	23714	0	9017	534	29130	20676	29644	33393	0	20156	28735	21363	723	0	18066	13929	6381	3916	1152	715	4872	425	16210	45244	45059	51095	828	52042	49085	43869	0	49843	49762	48634	299	3576	46575	47621	46057	40177	0	32373	39927	37180	441	32353	47345	0	35456	35532	24740	300	33546	0	30096	14693	19582	19068	16280	404	476	16783	8221	5261	680	16100	11902	15706	14749	0	9399
D300526:bin_000014	174417	317	173666	169430	173050	114	169064	132193	179289	61512	164533	155241	161166	134616	2316	157214	148517	94408	300	117794	119485	1333	131597	117578	8461	92575	2251	27657	2983	108238	83692	118434	107639	2665	78340	101347	80999	3842	945	63669	43983	15209	14590	3317	2815	13053	4354	66419	176669	168096	183637	3425	215753	172434	175268	0	186089	195695	170069	5675	14570	179725	186906	181225	133532	865	115602	156009	136239	3827	110146	184769	793	124431	133321	83505	2339	159930	300	93317	58149	84637	62885	56412	1587	5165	71164	39787	24025	3637	58230	48592	59299	51092	719	36361
GPB:bin_000001	2963291	2558	2969137	2844903	3223748	1314	2743720	1241311	2693552	480148	2552604	2510197	2565753	1688923	8390	2517152	2251808	1098057	9134	1313421	1551879	7991	1586265	1262633	44395	1045852	10169	180128	21219	1436446	641657	1024804	1261476	14416	851751	1020779	522558	34517	8422	764062	341472	167270	209948	15411	21652	110538	22131	435744	2916614	2908172	2974619	25046	3389866	2985587	2751134	1853	3065352	3293419	2682776	120310	93940	2852468	3312351	3324081	2135504	4559	1407810	1655833	1540611	16096	1107462	2926116	7167	1793900	1616046	838821	13923	1340714	6371	800587	421309	778069	493942	533443	13817	31280	706255	290339	136542	21586	670078	260351	752044	426617	9454	207328
GPB:bin_000002	1055	86	7046	2317	569	0	12739	1848	4808	1454	13519	1154	686	13194	1635	63692	25941	861	1229	597	4534	2945	2169	19059	2127	834	1351	736	4356	25136	2334	900	4267	5806	1969	3230	1090	4409	1361	1846	4698	3222	4569	4205	2734	3089	4298	4488	37895	532	511	1221	7208	962	13495	823	50990	20545	1586	2273	300	100118	19864	1607	1526	3817	1566	1038	2855	4800	2545	1794	2158	1762	2408	3085	1934	3941	1201	911	3666	3346	2981	2104	888	3690	2642	4230	3465	5171	3702	4374	2401	2642	3771	3992
GPB:bin_000003	207348	0	209144	203398	210328	300	200163	177751	204590	110546	201435	186829	193777	176224	2718	195529	188812	129507	2576	153420	159701	1637	184079	162436	8314	131014	5780	54553	2941	147415	117629	154406	147618	4818	117482	141979	119191	10137	1856	101668	79918	50262	25739	4309	10305	32049	4043	103561	201102	202111	208008	5334	230704	201111	198904	0	220744	222965	211849	9221	27343	207120	214247	219455	182369	1012	164368	179842	174563	4999	150805	214556	1804	165527	173017	120533	4979	163218	441	129907	98019	114567	103761	93163	2348	5636	102743	65499	51467	4611	103440	93101	97783	91472	1261	57217
GPB:bin_000004	832386	962	775807	814330	820053	739	771561	701672	715563	281394	700421	688105	713243	620921	3732	749920	669669	329837	1706	516578	512166	2646	527420	501540	12074	325225	5496	86472	4399	434364	311449	439735	530994	3310	333092	481925	286385	8510	2180	241357	152317	68842	47082	5418	9514	43430	6438	164523	795328	754544	777724	4541	956295	777917	714580	338	871773	892299	788210	11318	27208	804612	876580	809179	643161	450	518706	698489	561363	5972	432866	873780	1137	560444	607913	279080	4366	510751	1319	346966	174892	231695	231942	163655	4774	7326	208205	136440	53490	6403	208054	154060	178048	153006	2143	92662
GPB:bin_000005	795982	1674	777756	745204	752956	919	753092	643003	803862	361012	736190	683853	706583	665537	8816	669832	677394	446190	5530	578362	564239	4895	575679	567847	23420	457571	15489	164568	12521	521501	463889	623972	539817	14058	412690	511506	409312	23737	3427	364687	261178	113788	83321	15050	18950	86577	14041	390433	791803	717594	814604	17589	983235	793528	785526	300	862760	914236	745135	23237	87729	782212	833819	809134	586111	2760	546440	737754	638081	11897	519288	802806	3977	557373	587718	436580	11383	750763	1349	461411	326323	456130	344724	309852	6097	14935	380458	235865	163599	12881	339670	277222	357131	299314	4814	187641
GPB:bin_000006	27417	0	26460	22857	29026	0	24660	10998	21663	7241	26400	24685	23823	22536	0	25606	25516	13092	0	17527	18527	0	19513	16395	0	12547	0	4679	150	13841	13990	18675	17278	0	8613	20653	8565	150	0	8838	4589	4522	1028	979	0	1181	150	9694	22557	26593	25243	450	29718	24065	23520	0	30449	30673	29551	300	1366	29862	23149	27044	21652	0	13233	22289	20088	0	16147	38751	244	19963	20167	9448	300	23879	279	16247	7636	12426	7194	4242	300	600	7360	3989	3426	0	7977	5997	7944	6801	0	2742
GPB:bin_000007	397258	1050	391330	386987	403369	428	378914	321869	387881	211658	383000	370840	377165	357361	5770	386048	366591	285564	4028	318828	335183	2031	347958	328645	14693	285867	6752	137994	8943	307304	265822	313676	310623	6807	264599	308095	269150	21601	2787	239449	180809	104360	72240	6199	18817	61517	9708	223911	382377	390767	394503	13093	430092	390678	387976	402	411948	423177	410265	19688	49273	396413	408846	406652	356539	1846	329594	364766	343804	6107	319778	417090	4008	344924	342298	264341	9134	343860	859	288602	210204	252631	242526	219044	2963	9841	226401	144482	105880	7089	235881	195384	227705	211995	3219	132893
GPB:bin_000008	1184116	7220	1145655	1161636	1164046	2844	1159944	904569	1146535	779775	1145403	1137144	1145382	1200213	25058	1164517	1141386	892295	23459	1030578	1061674	17632	1085958	1045665	91941	1037633	29677	513697	43554	996256	932559	1033872	1035157	75152	852807	1067750	871644	66042	18773	781804	533659	482434	232839	48201	38018	251769	39864	719944	1133692	1147738	1170190	47938	1220049	1118962	1130379	2510	1175387	1207817	1163667	98287	257986	1186474	1137053	1131819	1129891	7351	1027097	1142375	1087569	37244	1014276	1207911	15422	1081214	1093425	828176	32882	1092572	11563	959802	513312	901425	805773	483087	27383	58615	719367	408539	211841	47947	789114	646055	632057	690725	23755	458543
GPB:bin_000009	10954	235	8126	9864	30587	426	11538	4314	8722	4891	8470	8711	9834	8399	1490	9328	10048	4242	3738	6871	5506	1013	8016	8562	2967	5217	1026	3937	5877	6691	7569	73184	9981	4690	5099	7223	6623	5871	1200	5459	6483	5118	6376	4993	4490	6109	3541	4318	10145	8238	9060	1543	15696	9995	8960	300	11789	10703	12303	3720	1546	12772	419069	10829	66916	2318	8163	8347	11018	1848	6442	11730	2813	9240	5273	95719	2449	7672	2090	7518	3780	5128	4332	2679	2851	7450	5275	3644	3543	3826	6857	4042	3568	5637	1800	4644
GPB:bin_000010	4138568	6467	4102035	3942900	4181815	3922	4117762	1730957	3829437	551409	3749466	3658161	3838515	3103796	16026	3783356	3186634	1272867	22064	2240149	2352867	9979	2470246	2558732	72761	1435153	52959	425682	42889	1665123	1671580	1996524	1695168	34584	1039150	2041441	1078856	37369	16587	1065026	582233	229587	198785	41465	34452	117517	44256	458710	3988386	4079780	4101587	130196	4410266	4157411	4126748	2147	4244797	4270431	4237723	98955	125788	4192670	4212100	4164329	3309143	14276	2565227	3090455	3143991	34233	2155144	4191681	13222	2883097	2083698	863297	45166	2470537	13607	1663893	876201	1002031	696672	353639	24952	54262	1201094	560514	200338	50480	1109679	736398	936291	919412	18004	675251
