sequence_id	M301186.lib1	M301187.lib1	M301188.lib1	M301189.lib1	M301190.lib1	M301191.lib1	M301192.lib1	M301193.lib1	M301194.lib1	M301195.lib1	M301196.lib1	M301197.lib1	M301198.lib1	M301199.lib1	M301200.lib1	M301201.lib1	M301202.lib1	M301203.lib1	M301204.lib1	M301205.lib1	M301206.lib1	M301207.lib1	M301208.lib1	M301209.lib1	M301210.lib1	M301211.lib1	M301212.lib1	M301213.lib1	M301214.lib1	M301215.lib1	M301216.lib1	M301217.lib1	M301218.lib1	M301219.lib1	M301220.lib1	M301221.lib1	M301222.lib1	M301223.lib1	M301224.lib1	M301225.lib1	M301226.lib1	M301227.lib1	M301228.lib1	M301229.lib1	M301230.lib1	M301231.lib1	M301232.lib1	M301233.lib1	M301234.lib1	M301235.lib1	M301236.lib1	M301237.lib1	M301238.lib1	M301239.lib1	M301240.lib1	M301241.lib1	M301242.lib1	M301243.lib1	M301244.lib1	M301245.lib1	M301246.lib1	M301247.lib1	M301248.lib1	M301249.lib1	M301250.lib1	M301251.lib1	M301252.lib1	M301253.lib1	M301254.lib1	M301255.lib1	M301256.lib1	M301257.lib1	M301258.lib1	M301259.lib1	M301260.lib1	M301261.lib1	M301262.lib1	M301263.lib1	M301264.lib1	M301265.lib1	M301266.lib1	M301267.lib1	M301268.lib1	M301269.lib1	M301270.lib1	M301271.lib1	M301272.lib1	M301273.lib1	M301274.lib1	M301275.lib1	M301276.lib1	M301277.lib1	M301278.lib1	M301279.lib1	M301280.lib1	M301281.lib1	M301282.lib1	M301283.lib1	M301284.lib1	M301285.lib1	M301286.lib1	M301287.lib1	M301288.lib1	M301289.lib1	M301290.lib1	M301291.lib1	M301292.lib1	M301293.lib1	M301294.lib1	M301295.lib1	M301296.lib1	M301297.lib1	M301298.lib1	M301299.lib1	M301300.lib1	M301301.lib1	M301302.lib1	M301303.lib1	M301304.lib1	M301305.lib1	M301306.lib1	M301307.lib1	M301308.lib1	M301309.lib1	M301310.lib1	M301311.lib1	M301312.lib1	M301313.lib1	M301314.lib1	M301315.lib1	M301316.lib1	M301317.lib1	M301318.lib1	M301319.lib1	M301320.lib1	M301321.lib1	M301322.lib1	M301323.lib1	M301324.lib1	M301325.lib1	M301326.lib1	M301327.lib1	M301328.lib1	M301329.lib1	M301330.lib1	M301331.lib1	M301332.lib1	M301333.lib1	M301334.lib1	M301335.lib1	M301336.lib1	M301337.lib1	M301338.lib1	M301339.lib1	M301340.lib1	M301341.lib1	M301342.lib1	M301343.lib1	M301344.lib1	M301345.lib1	M301346.lib1	M301347.lib1	M301348.lib1	M301349.lib1	M301350.lib1	M301351.lib1	M301352.lib1	M301353.lib1	M301354.lib1	M301355.lib1	M301356.lib1	M301357.lib1	M301358.lib1	M301359.lib1	M301360.lib1	M301361.lib1	M301362.lib1	M301363.lib1	M301364.lib1	M301365.lib1	M301366.lib1	M301367.lib1	M301368.lib1	M301369.lib1	M301370.lib1	M301371.lib1	M301372.lib1	M301373.lib1	M301374.lib1	M301375.lib1	M301376.lib1	M301377.lib1
D300418:bin_000013	0	2207	2003	150	0	1761	2952	4646	1770	3062	0	0	2769	3259	3610	1283	2521	2182	0	0	595	0	2620	0	2832	3867	4315	0	1717	0	4466	0	0	4804	0	0	1629	4386	2077	1310	0	143	0	2296	0	0	0	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1961	279	0	1040	0	1465	0	2698	0	0	2538	0	0	1740	2771	1281	936	0	0	815	3926	3208	0	1746	688	0	0	0	2203	2251	2904	3506	3451	5209	5513	2722	3797	0	0	0	1818	1347	3669	1846	1640	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300429:bin_000001	0	24431	34087	8033	0	48485	65683	106683	43120	52766	300	0	53225	55608	53482	37394	61938	58897	15045	2979	15660	0	19673	0	74364	72954	87532	624	41100	4102	74638	0	0	66784	793	259	28986	68660	40666	25158	4990	1827	0	42377	419	450	0	79172	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42071	36426	0	27775	0	39339	0	44601	0	0	61854	0	0	39333	72857	35386	24980	0	0	26577	52999	40325	2154	54319	16937	0	110	0	52056	53950	51088	79957	75291	105729	99719	61341	62037	0	0	0	42634	57210	72790	32045	53653	14168	0	67492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	902	0	0
D300432:bin_000001	0	6232	8888	2242	0	8817	11384	12611	7999	9201	0	0	10320	9949	11002	8537	9831	12153	4962	117	4726	0	5990	0	11366	11290	13817	562	7840	606	11340	0	0	10948	300	0	5173	10695	9605	6038	3631	286	0	9120	300	0	0	10439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8416	8301	0	6648	0	8317	0	10342	0	0	9560	0	0	6900	9610	7001	3439	0	0	4704	10757	9393	0	9810	4620	0	0	0	8416	8853	10460	12447	11150	10359	10886	9988	9427	0	0	0	8856	9285	10246	7102	9184	1617	0	10570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
D300440:bin_000012	0	54347	73567	19673	0	74233	90648	116522	64544	86989	0	0	82722	85647	84013	71641	80712	81850	38184	14304	47374	0	61657	0	86769	95488	99002	1872	68900	12837	101970	0	0	85570	5834	300	55479	84556	72689	57279	25748	9165	0	73531	1813	223	0	91303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	77494	66000	0	53758	0	68246	0	75374	0	0	83165	0	0	59300	92970	61363	42816	0	0	49864	81077	76457	14906	82169	42608	0	5137	0	73313	74718	88370	95149	94512	133252	106106	88838	80279	0	0	0	71980	81234	88047	57246	79088	12528	0	85914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	164	0	0
D300442:bin_000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	558	0	0
D300443:bin_000002	0	12915	30411	4848	0	45628	57905	62536	8506	78294	0	0	76639	50780	140725	9534	109219	17324	21100	450	12813	0	6237	0	53115	77477	102816	843	8827	1270	139424	0	0	16980	0	0	7641	57853	14938	12792	750	300	0	22150	0	0	0	72091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41795	12843	0	13099	0	16835	0	22699	0	0	17180	0	0	34045	38106	3946	1953	0	0	2806	14666	37542	1730	22294	2557	0	0	0	29257	37360	15605	15412	13341	15171	28137	10315	10665	0	0	0	10609	19776	83138	4126	6360	572	0	17937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0
D300444:bin_000010	300	652320	1524225	138054	199	992755	1949055	2559874	875600	2075610	0	0	1722101	1811584	1922223	1094389	1627617	1423310	528174	79987	243517	0	762471	300	1930691	1993443	2560756	34965	1077583	71857	2333080	0	723	1649880	30201	9309	876926	1419129	1329505	653671	233871	67793	0	1082175	10425	2700	0	2080135	0	0	762	0	0	0	0	0	161	0	0	0	0	183	0	0	1599	0	0	0	0	0	300	0	719	0	0	393	0	230	0	0	0	0	150	0	0	0	0	0	0	472	263	0	0	0	0	0	1251525	440626	271	621999	0	804383	0	1032781	0	0	1806397	0	0	981942	2303934	714065	485203	0	0	314232	1560159	1351354	12510	1307772	500714	0	1479	0	1104307	1137982	1553992	2221798	2533207	2564024	2583297	2077291	1224795	0	0	0	937147	1984295	1972853	647538	1691414	148185	0	1702123	0	977	0	0	0	0	0	0	0	0	0	150	0	0	0	399	0	0	2793	0	0	300	271	0	3256	0	0	141	627	0	0	300	0	0	1871	0	0	0	0	0	0	381	0	0	0	7408	478	0
D300459:bin_000001	0	629	2745	0	0	2506	2679	3825	300	2349	0	0	1733	1941	810	2085	1422	2656	300	122	0	0	1248	0	3312	1661	4594	0	252	259	4371	0	0	1996	0	0	957	2173	670	1397	169	153	0	2129	0	0	0	1340	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	149	0	0	0	185	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	676	0	556	0	853	0	1944	0	0	1661	0	0	186	1808	1079	904	0	0	179	1102	1674	0	1816	439	0	0	0	2016	1905	2040	3327	4797	5228	5812	3404	1162	0	0	0	1534	3282	2957	521	1666	0	0	3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	133
D300463:bin_000012	0	84514	143412	22283	0	114050	201550	293146	89315	181285	0	0	147720	168352	182419	120061	162226	189051	48981	13233	61453	0	89628	274	218427	205106	286082	2993	115249	17595	254258	0	197	204865	2942	1289	88260	190641	103573	97274	36302	10513	0	124602	1982	599	0	179892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	116971	94390	0	74040	0	98480	0	130180	0	0	158229	0	0	85239	220913	125410	93615	0	0	66213	145731	159665	9444	145062	55715	0	2650	0	160077	168983	170480	240274	245854	301681	284302	205568	186191	0	0	0	112429	169203	225930	94071	144727	21792	0	183499	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	0
D300464:bin_000017	4053	1891338	2370916	929857	0	2324327	2432208	2459653	2274668	2432364	0	323	2428478	2423101	2416555	2310720	2411648	2421044	1710748	365519	1548329	0	1961707	111	2443002	2441695	2466825	133199	2281246	469181	2455188	0	317	2428980	60568	21964	2070923	2419479	2301140	1721097	892410	494254	0	2285006	70674	121009	1129	2445348	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	148	300	0	0	0	225	395	0	0	2566	0	1241	549	978	300	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	2283649	2038329	1912	1869509	0	2208499	0	2326468	0	0	2398858	0	274	2198892	2446535	2247888	2285170	690	0	1533924	2401546	2365969	83246	2408766	1764511	520	4368	0	2306778	2368309	2430620	2448800	2455753	2465216	2459716	2442193	2408695	0	0	0	2330678	2396216	2438301	1957009	2367756	604868	454	2424891	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	574	0	0	2799	0	0	174	300	0	0	125	886	0	295	0	0	0	0	0	0	113	0	0	0	1028	0	0
D300472:bin_000003	0	11562	19747	5698	0	35721	50106	69224	30639	34518	150	0	40181	41717	38916	25339	47286	48370	13727	2632	13521	0	10236	0	54542	53417	60370	1521	33823	3150	53333	0	0	43475	600	385	22218	48565	32697	16132	1052	854	0	27828	259	174	0	62526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31260	26694	0	17491	0	28114	0	29217	0	0	37765	0	0	26624	57000	26487	12694	0	0	16006	37547	29133	635	40774	12072	0	170	0	31895	34732	41461	59262	56338	71766	69963	50517	41100	0	0	0	33505	42378	52758	21531	36285	8799	0	47076	0	191	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	85	0
D300474:bin_000002	0	1515	3672	1128	0	5397	8456	12565	3636	8120	0	0	7511	8315	6049	3059	6935	7813	1506	184	2865	0	2482	0	9800	8511	11233	300	5560	532	10710	0	0	6381	0	0	4655	9411	4616	3307	0	450	0	3680	0	269	0	10516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6814	4571	0	1390	0	3565	0	5602	0	0	6001	0	0	3227	8921	3306	3712	0	0	2448	6908	5253	198	5743	1181	0	0	0	5325	5550	8411	11262	13001	13083	10898	9079	8035	0	0	0	4459	6649	7986	2685	5649	1172	0	8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300474:bin_000012	0	39247	61854	9791	0	64267	74474	95352	50670	74745	0	0	66902	70140	69805	60434	67746	71036	25762	6632	29327	0	40590	0	81818	78679	93028	1709	54295	6386	90895	0	117	71730	1677	432	39268	71833	54674	39069	12951	9681	0	53862	751	332	0	78083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	60753	45176	0	36340	0	52031	0	58821	0	0	64457	0	0	46263	93399	46284	30892	0	0	32710	65611	65931	6779	70366	33597	0	2160	0	60428	66460	78061	87822	90936	99315	89352	80475	63571	0	0	0	56372	64655	82335	39032	63995	12114	0	70573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	263	0	0	0	542	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	1299	0	0
D300479:bin_000001	0	627614	1048969	378242	106	1219470	1577231	1587429	1481673	1227930	0	0	1376929	1259449	1453233	797134	1541647	1188728	481526	67016	641504	0	1532550	0	1611384	1519138	1678243	2994	1186150	119250	1388623	0	0	1742103	27964	3626	972346	1093019	1100889	1482272	48833	95166	0	1492085	94776	516	0	1214072	0	0	91	0	0	0	0	0	782	0	0	0	0	0	0	150	167	185	180	0	0	2691	0	0	801	661	0	872	111	300	650	119	300	0	0	0	0	300	0	300	300	300	0	300	0	168	0	0	670150	1066761	0	993242	300	1123149	0	1333376	0	0	1362031	0	0	827549	1383434	633574	402689	0	0	440444	1367861	1013466	49945	1190320	1038173	0	22074	0	1471727	937646	1380560	1561318	1496012	1316287	1419286	1143264	816942	0	0	0	612788	1430375	1504391	557318	1239839	74792	0	1455176	170	0	0	0	752	900	0	6351	22821	0	0	0	0	750	0	2992	483	0	0	0	300	5277	8926	147	0	0	1364	0	0	750	0	339	177	0	0	0	0	0	0	0	1537	0	0	300	299	13546	0	0
D300479:bin_000012	0	838438	1647004	352972	0	1406298	2008753	2217491	1444438	1998911	0	0	1971975	1926851	1959116	1475297	1855009	1939591	798378	87066	543616	0	1059243	143	2038198	2071713	2212322	55742	1265392	121777	2168499	0	540	1950893	17850	2462	996023	1966670	1649665	631795	387994	151899	0	1472316	23821	23475	0	2163052	0	0	0	0	0	0	0	0	100	0	0	0	0	0	212	0	309	1946	135	0	0	0	0	0	693	450	0	591	272	290	120	0	0	0	112	0	0	0	0	0	0	0	158	0	0	0	172	0	1580715	1110455	443	940260	204	1305766	0	1482192	0	300	1975845	0	0	1120803	2141996	1247671	1162997	80	0	767626	1789546	1673015	26533	1822092	936185	0	55041	0	1056969	1622388	1946366	2175307	2201096	2221431	2163233	2028856	1575304	0	0	0	1650600	1910574	2001581	947724	1367706	168073	600	2018218	433	2134	0	0	137	0	505	0	0	136	0	96	21859	0	118	422	0	288	1535	0	300	545	139	0	2671	0	0	0	666	211	0	268	411	135	2507	0	0	0	0	0	254	17715	0	0	0	16167	347	0
D300482:bin_000009	0	76551	99406	32190	0	98720	112140	138827	87863	112318	0	0	107973	109348	110527	94970	105450	112821	61242	21615	67242	0	88348	164	127259	121825	137066	4660	96413	17434	129237	0	0	105462	5948	300	70803	107280	98759	72342	29912	14616	0	99574	2243	450	0	114430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	128	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	101162	83668	0	73546	0	85775	0	95170	0	0	106211	0	0	79528	121965	84368	53048	0	0	68406	103520	96984	26843	102170	61879	0	7302	0	92384	106551	115706	127077	131235	129904	130576	122792	97677	0	0	0	94296	105609	120266	76622	101777	21836	0	111917	0	427	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0
D300491:bin_000007	0	8741	16148	2820	140	13503	20683	28612	11586	20138	0	0	19384	19067	16210	14364	17112	17556	4392	437	4310	0	8005	0	22410	20973	30492	573	10696	1150	28007	0	0	19918	150	248	8749	20855	15364	8174	3194	1241	0	13997	322	150	0	28251	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14797	10016	0	7773	0	10856	0	11668	0	0	17629	0	0	9095	23554	12400	12741	0	0	6554	13870	11433	601	18031	5548	0	0	0	14963	17911	18182	28440	26431	29489	34629	24866	17004	0	0	0	14070	17621	21856	9846	16232	1793	0	20092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300492:bin_000001	0	3570	16758	97	0	22399	47517	38883	1709	491	0	0	9270	499	660	545	552	42736	152	0	377	0	544	0	70915	47164	38152	0	23560	0	53323	0	0	53754	0	0	330	526	52676	344	0	844	0	1661	0	0	0	1671	0	0	0	0	0	0	0	0	0	0	150	763	0	0	0	0	0	0	0	284	0	0	0	207	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	300	0	0	0	684	571	0	464	0	330	0	2177	0	0	31953	0	0	50205	13928	446	321	0	171	480	1378	493	313	496	2197	0	0	0	491	497	727	507	970	686	964	825	473	0	0	0	490	511	40187	415	667	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	937	0	0	213	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	146	123	0	0	0	0	0
D300492:bin_000003	0	547579	1031421	135430	716	645914	1586380	2218553	328085	1216772	0	300	1279518	1392416	859669	793439	1086677	1969254	306693	83445	358959	0	499949	12782	1567454	1074452	2730808	17928	990621	63362	2271090	0	649	1177714	10703	2224	656569	941674	650488	465824	148717	22397	0	655889	6860	1049	0	1637201	0	0	0	0	0	0	0	0	0	0	219	0	19028	0	0	0	222	0	127	0	0	0	0	0	122	0	0	134	0	300	169	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	676247	447558	0	545338	0	750455	0	900362	0	0	1044993	0	0	497752	1603707	602741	882534	410	183	327604	1212766	1227646	8756	905634	566558	0	1685	0	784026	1338229	919853	2486218	1592139	2975608	1630978	1374922	1001831	0	0	0	796936	960431	2108262	548253	915990	129858	300	1021803	0	224	0	0	0	0	452	0	0	0	0	0	0	0	133	0	0	0	723	0	0	466	0	0	1662	0	0	0	535	0	224	0	102	0	754	0	0	0	0	234	291	0	0	0	0	3266	0	0
D300494:bin_000016	0	67923	95488	28813	0	94868	111997	133869	84002	105395	0	0	107418	105810	104718	88938	101681	109900	50879	14790	61456	0	77443	0	112081	117510	131681	4829	92998	22609	128415	0	250	104673	6550	300	68340	109341	88348	74905	30774	16206	0	96031	3549	0	0	117560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96278	80355	0	75045	0	84942	0	96763	0	0	101316	0	0	82177	123399	78860	56837	0	0	68488	103628	96959	23393	103761	59958	0	6380	0	100420	101146	113275	123820	130209	131911	131665	115708	102464	0	0	0	93534	106859	118459	75873	100498	23345	0	110701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	566	0	0
D300495:bin_000001	0	15287	23598	5925	0	23266	27150	37830	20405	27035	0	0	23203	23948	24440	21815	23117	26591	10452	3665	12535	0	17697	0	31369	28310	34225	1005	20549	3100	33703	0	0	25731	1087	300	14190	23646	24097	16226	9717	3158	0	20996	0	150	0	28497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22984	19297	0	17314	0	22302	0	24074	0	0	24484	0	0	16308	31078	19420	17287	0	0	18167	22725	22209	5373	25762	13633	0	3463	0	20149	21422	23967	30345	39293	31742	36555	30628	22148	0	0	0	20222	24123	24757	18532	23325	5314	0	25086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300497:bin_000007	0	560981	1092025	134943	0	797064	1565435	2063089	847814	1343396	0	142	1802544	1478967	1326797	1027895	1450470	1639780	405255	85362	348810	0	517963	0	1811823	1940251	2398561	45452	801833	62840	2167113	0	258	1719977	18665	942	679742	1303166	736723	367816	178539	84051	0	1104015	5627	17282	287	2124380	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	182	0	0	1143	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	875375	497574	715	430764	0	679791	0	811192	0	0	1316960	0	0	609934	1743168	740610	920131	345	0	265822	1187097	1028767	10423	1045858	384761	0	3051	0	858391	1080247	1526517	1761347	1852245	2158407	2182914	1751386	1176263	0	0	0	930419	1416088	1606083	474042	980474	125465	300	1329150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	211	0	132	0	0	0	0	0	0	0	0	0	0	215	0	0
D300499:bin_000015	1755	3474961	3960656	1624556	570	3940327	4037187	4052248	3905376	4025168	191	749	4024345	4019558	4023033	3936098	4009908	4020116	3298719	1030358	3177634	0	3267273	0	4045484	4039407	4051582	390885	3888590	1292002	4050130	0	89	4023177	248772	25334	3721412	4011615	3914912	3559625	1693934	645418	0	3928879	158993	24335	0	4027242	0	0	300	300	0	0	0	0	0	0	0	138	0	164	0	0	727	228	0	0	344	0	0	0	235	2112	0	2138	0	1413	300	450	287	0	0	0	0	0	0	0	0	801	0	300	0	0	0	133	3870457	3869076	4168	3390384	0	3780661	0	3966522	0	282	3991381	423	121	3804734	4042272	3780941	3308174	1899	0	2446086	4013716	4001157	112677	4011275	3281041	0	277261	0	3984759	3974822	4022037	4041216	4043585	4049184	4045139	4028346	3987204	0	0	276	3882120	4005094	4041484	3510261	3986832	770677	1800	4020612	0	1263	0	0	299	0	0	0	0	0	0	0	109	0	0	0	0	300	131	0	230	174	0	150	1138	0	0	0	186	0	0	168	1482	0	406	0	0	0	0	0	0	0	300	0	300	2551	158	0
D300503:bin_000003	620	2016480	2076531	958576	105	2071836	2088836	2092482	2026974	2087536	0	1743	2085950	2085587	2084322	2055541	2084458	2082727	1906421	536296	1748294	0	1936725	0	2090753	2090784	2092538	214821	2066596	778419	2092974	0	595	2085482	132890	24406	1979061	2084121	2059227	1932639	1203417	534795	0	2049707	95445	89010	3417	2090005	0	0	0	0	0	0	0	0	549	0	0	150	0	0	0	0	195	675	0	0	0	0	0	0	0	2604	0	272	300	300	154	300	170	0	96	0	0	583	0	0	0	0	0	0	0	0	186	0	2025210	1931171	2099	1946045	0	2044946	0	2065458	299	199	2084156	0	0	2026614	2089772	2039457	1940915	723	0	1447974	2074108	2065688	809285	2078057	1819891	600	181848	0	2077953	2078365	2088031	2091316	2088686	2093494	2091529	2088952	2083364	0	0	0	2068000	2080543	2088892	1943956	2064506	767994	460	2086447	187	84	0	278	0	0	0	0	0	0	0	0	0	0	0	533	0	0	200	0	0	131	480	300	4456	0	0	0	257	0	225	184	1392	0	150	0	0	0	222	0	0	0	0	0	0	397	0	0
D300509:bin_000001	0	243601	574389	147056	0	508202	870939	1661270	483704	920189	0	227	1349925	999681	977252	528673	815418	903208	196009	46684	432513	0	327229	0	1537744	1326871	1443074	16820	512939	48421	1310986	0	248	1085786	6310	945	506873	900831	828752	364981	6697	10048	0	582988	3031	122	0	993044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803206	378508	0	201634	0	451978	0	539941	0	191	968980	0	0	572769	1027097	227506	66474	0	0	117574	937071	1074817	69785	409697	163947	0	221	0	585082	517851	714492	952773	716928	1197982	1033702	756481	617703	0	0	0	342840	645740	1317630	149612	510189	30729	300	878575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300513:bin_000002	0	2245061	2746404	972462	543	2816552	2935243	2959403	2678645	2938509	0	388	2932524	2932018	2926090	2751647	2913108	2938584	2104692	352469	1891082	0	2229926	0	2948634	2950226	2961933	151068	2817210	476316	2958081	0	1869	2940105	100192	24901	2497730	2928331	2815407	2139703	1077398	369898	0	2844556	69817	12145	0	2946112	1535	0	214	0	0	0	0	0	346	0	0	0	268	164	0	0	857	376	0	0	0	0	439	0	2199	2620	0	1513	281	1251	0	3562	403	0	8494	0	688	830	0	0	0	300	199	0	0	0	0	226	2836535	2656185	2571	2251495	0	2701820	0	2831468	292	405	2894510	199	0	2602473	2950444	2608209	2136620	1233	0	1901845	2876766	2867275	55245	2893939	2277573	937	48619	0	2775705	2885828	2934515	2952049	2947554	2960395	2956614	2940154	2879547	0	0	0	2836223	2909896	2951910	2417405	2865511	638564	255	2936815	85	8632	619	233	354	0	1036	433	300	457	0	300	0	195	212	744	0	0	4320	0	0	2040	1850	134	21570	0	0	0	645	357	0	157	860	103	11190	0	0	0	0	300	0	2220	0	0	300	40710	1379	185
