sequence_id	M300704.lib1	M300704.lib2	M300704.lib3	M300704.lib4	M300704.lib5	M300704.lib6	M300704.lib7	M300705.lib1	M300705.lib2	M300705.lib3	M300705.lib4	M300705.lib5	M300705.lib6	M300705.lib7	M300706.lib1	M300706.lib2	M300706.lib3	M300706.lib4	M300706.lib5	M300706.lib6	M300706.lib7	M300707.lib1	M300707.lib2	M300707.lib3	M300707.lib4	M300707.lib5	M300707.lib6	M300707.lib7	M300708.lib1	M300708.lib2	M300708.lib3	M300708.lib4	M300708.lib5	M300708.lib6	M300708.lib7	M300709.lib1	M300709.lib2	M300709.lib3	M300709.lib4	M300709.lib5	M300709.lib6	M300709.lib7	M300710.lib1	M300710.lib2	M300710.lib3	M300710.lib4	M300710.lib5	M300710.lib6	M300710.lib7	M300711.lib1	M300711.lib2	M300711.lib3	M300711.lib4	M300711.lib5	M300711.lib6	M300711.lib7	M300712.lib1	M300712.lib2	M300712.lib3	M300712.lib4	M300712.lib5	M300712.lib6	M300712.lib7	M300713.lib1	M300713.lib2	M300713.lib3	M300713.lib4	M300713.lib5	M300713.lib6	M300713.lib7	M300714.lib1	M300714.lib2	M300714.lib3	M300714.lib4	M300714.lib5	M300714.lib6	M300714.lib7	M300715.lib1	M300715.lib2	M300715.lib3	M300715.lib4	M300715.lib5	M300715.lib6	M300715.lib7	M300716.lib1	M300716.lib2	M300716.lib3	M300716.lib4	M300716.lib5	M300716.lib6	M300716.lib7	M300717.lib1	M300717.lib2	M300717.lib3	M300717.lib4	M300717.lib5	M300717.lib6	M300717.lib7	M300718.lib1	M300718.lib2	M300718.lib3	M300718.lib4	M300718.lib5	M300718.lib6	M300718.lib7	M300719.lib1	M300719.lib2	M300719.lib3	M300719.lib4	M300719.lib5	M300719.lib6	M300719.lib7	M300720.lib1	M300720.lib2	M300720.lib3	M300720.lib4	M300720.lib5	M300720.lib6	M300720.lib7	M300721.lib1	M300721.lib2	M300721.lib3	M300721.lib4	M300721.lib5	M300721.lib6	M300721.lib7	M300722.lib1	M300722.lib2	M300722.lib3	M300722.lib4	M300722.lib5	M300722.lib6	M300722.lib7	M300724.lib1	M300724.lib2	M300724.lib3	M300724.lib4	M300724.lib5	M300724.lib6	M300724.lib7	M300725.lib1	M300725.lib2	M300725.lib3	M300725.lib4	M300725.lib5	M300725.lib6	M300725.lib7	M300726.lib1	M300726.lib2	M300726.lib3	M300726.lib4	M300726.lib5	M300726.lib6	M300726.lib7	M300727.lib1	M300727.lib2	M300727.lib3	M300727.lib4	M300727.lib5	M300727.lib6	M300727.lib7	M300728.lib1	M300728.lib2	M300728.lib3	M300728.lib4	M300728.lib5	M300728.lib6	M300728.lib7	M300729.lib1	M300729.lib2	M300729.lib3	M300729.lib4	M300729.lib5	M300729.lib6	M300729.lib7	M300730.lib1	M300730.lib2	M300730.lib3	M300730.lib4	M300730.lib5	M300730.lib6	M300730.lib7	M300731.lib1	M300731.lib2	M300731.lib3	M300731.lib4	M300731.lib5	M300731.lib6	M300731.lib7	M300732.lib1	M300732.lib2	M300732.lib3	M300732.lib4	M300732.lib5	M300732.lib6	M300732.lib7	M300733.lib1	M300733.lib2	M300733.lib3	M300733.lib4	M300733.lib5	M300733.lib6	M300733.lib7	M300734.lib1	M300734.lib2	M300734.lib3	M300734.lib4	M300734.lib5	M300734.lib6	M300734.lib7	M300735.lib1	M300735.lib2	M300735.lib3	M300735.lib4	M300735.lib5	M300735.lib6	M300735.lib7	M300736.lib1	M300736.lib2	M300736.lib3	M300736.lib4	M300736.lib5	M300736.lib6	M300736.lib7	M300737.lib1	M300737.lib2	M300737.lib3	M300737.lib4	M300737.lib5	M300737.lib6	M300737.lib7	M300738.lib1	M300738.lib2	M300738.lib3	M300738.lib4	M300738.lib5	M300738.lib6	M300738.lib7	M300739.lib1	M300739.lib2	M300739.lib3	M300739.lib4	M300739.lib5	M300739.lib6	M300739.lib7	M300740.lib1	M300740.lib2	M300740.lib3	M300740.lib4	M300740.lib5	M300740.lib6	M300740.lib7	M300741.lib1	M300741.lib2	M300741.lib3	M300741.lib4	M300741.lib5	M300741.lib6	M300741.lib7	M300742.lib1	M300742.lib2	M300742.lib3	M300742.lib4	M300742.lib5	M300742.lib6	M300742.lib7	M300743.lib1	M300743.lib2	M300743.lib3	M300743.lib4	M300743.lib5	M300743.lib6	M300743.lib7	M300744.lib1	M300744.lib2	M300744.lib3	M300744.lib4	M300744.lib5	M300744.lib6	M300744.lib7	M300745.lib1	M300745.lib2	M300745.lib3	M300745.lib4	M300745.lib5	M300745.lib6	M300745.lib7	M300746.lib1	M300746.lib2	M300746.lib3	M300746.lib4	M300746.lib5	M300746.lib6	M300746.lib7	M300747.lib1	M300747.lib2	M300747.lib3	M300747.lib4	M300747.lib5	M300747.lib6	M300747.lib7	M300748.lib1	M300748.lib2	M300748.lib3	M300748.lib4	M300748.lib5	M300748.lib6	M300748.lib7	M300749.lib1	M300749.lib2	M300749.lib3	M300749.lib4	M300749.lib5	M300749.lib6	M300749.lib7	M300750.lib1	M300750.lib2	M300750.lib3	M300750.lib4	M300750.lib5	M300750.lib6	M300750.lib7	M300751.lib1	M300751.lib2	M300751.lib3	M300751.lib4	M300751.lib5	M300751.lib6	M300751.lib7	M300752.lib1	M300752.lib2	M300752.lib3	M300752.lib4	M300752.lib5	M300752.lib6	M300752.lib7	M300753.lib1	M300753.lib2	M300753.lib3	M300753.lib4	M300753.lib5	M300753.lib6	M300753.lib7	M300754.lib1	M300754.lib2	M300754.lib3	M300754.lib4	M300754.lib5	M300754.lib6	M300754.lib7	M300755.lib1	M300755.lib2	M300755.lib3	M300755.lib4	M300755.lib5	M300755.lib6	M300755.lib7	M300756.lib1	M300756.lib2	M300756.lib3	M300756.lib4	M300756.lib5	M300756.lib6	M300756.lib7	M300757.lib1	M300757.lib2	M300757.lib3	M300757.lib4	M300757.lib5	M300757.lib6	M300757.lib7	M300758.lib1	M300758.lib2	M300758.lib3	M300758.lib4	M300758.lib5	M300758.lib6	M300758.lib7	M300759.lib1	M300759.lib2	M300759.lib3	M300759.lib4	M300759.lib5	M300759.lib6	M300759.lib7	M300760.lib1	M300760.lib2	M300760.lib3	M300760.lib4	M300760.lib5	M300760.lib6	M300760.lib7	M300761.lib1	M300761.lib2	M300761.lib3	M300761.lib4	M300761.lib5	M300761.lib6	M300761.lib7	M300762.lib1	M300762.lib2	M300762.lib3	M300762.lib4	M300762.lib5	M300762.lib6	M300762.lib7	M300763.lib1	M300763.lib2	M300763.lib3	M300763.lib4	M300763.lib5	M300763.lib6	M300763.lib7	M300764.lib1	M300764.lib2	M300764.lib3	M300764.lib4	M300764.lib5	M300764.lib6	M300764.lib7	M300765.lib1	M300765.lib2	M300765.lib3	M300765.lib4	M300765.lib5	M300765.lib6	M300765.lib7	M300766.lib1	M300766.lib2	M300766.lib3	M300766.lib4	M300766.lib5	M300766.lib6	M300767.lib1	M300767.lib2	M300767.lib3	M300767.lib4	M300767.lib5	M300767.lib6	M300767.lib7	M300768.lib1	M300768.lib2	M300768.lib3	M300768.lib4	M300768.lib5	M300768.lib6	M300768.lib7	M300769.lib1	M300769.lib2	M300769.lib3	M300769.lib4	M300769.lib5	M300769.lib6	M300769.lib7	M300770.lib1	M300770.lib2	M300770.lib3	M300770.lib4	M300770.lib5	M300770.lib6	M300770.lib7	M300771.lib1	M300771.lib2	M300771.lib3	M300771.lib4	M300771.lib5	M300771.lib6	M300771.lib7	M300772.lib1	M300772.lib2	M300772.lib3	M300772.lib4	M300772.lib5	M300772.lib6	M300772.lib7	M300773.lib1	M300773.lib2	M300773.lib3	M300773.lib4	M300773.lib5	M300773.lib6	M300773.lib7	M300774.lib1	M300774.lib2	M300774.lib3	M300774.lib4	M300774.lib5	M300774.lib6	M300774.lib7	M300775.lib1	M300775.lib2	M300775.lib3	M300775.lib4	M300775.lib5	M300775.lib6	M300775.lib7	M300776.lib1	M300776.lib2	M300776.lib3	M300776.lib4	M300776.lib5	M300776.lib6	M300776.lib7	M300777.lib1	M300777.lib2	M300777.lib3	M300777.lib4	M300777.lib5	M300777.lib6	M300777.lib7	M300778.lib1	M300778.lib2	M300778.lib3	M300778.lib4	M300778.lib5	M300778.lib6	M300778.lib7	M300779.lib1	M300779.lib2	M300779.lib3	M300779.lib4	M300779.lib5	M300779.lib6	M300779.lib7	M300780.lib1	M300780.lib2	M300780.lib3	M300780.lib4	M300780.lib5	M300780.lib6	M300780.lib7	M300781.lib1	M300781.lib2	M300781.lib3	M300781.lib4	M300781.lib5	M300781.lib6	M300781.lib7	M300782.lib1	M300782.lib2	M300782.lib3	M300782.lib4	M300782.lib5	M300782.lib6	M300782.lib7	M300783.lib1	M300783.lib2	M300783.lib3	M300783.lib4	M300783.lib5	M300783.lib6	M300783.lib7	M300784.lib1	M300784.lib2	M300784.lib3	M300784.lib4	M300784.lib5	M300784.lib6	M300784.lib7	M300785.lib1	M300785.lib2	M300785.lib3	M300785.lib4	M300785.lib5	M300785.lib6	M300785.lib7	M300786.lib1	M300786.lib2	M300786.lib3	M300786.lib4	M300786.lib5	M300786.lib6	M300786.lib7	M300787.lib1	M300787.lib2	M300787.lib3	M300787.lib4	M300787.lib5	M300787.lib6	M300787.lib7	M300788.lib1	M300788.lib2	M300788.lib3	M300788.lib4	M300788.lib5	M300788.lib6	M300788.lib7	M300789.lib1	M300789.lib2	M300789.lib3	M300789.lib4	M300789.lib5	M300789.lib6	M300789.lib7	M300790.lib1	M300790.lib2	M300790.lib3	M300790.lib4	M300790.lib5	M300790.lib6	M300790.lib7	M300791.lib1	M300791.lib2	M300791.lib3	M300791.lib4	M300791.lib5	M300791.lib6	M300791.lib7	M300792.lib1	M300792.lib2	M300792.lib3	M300792.lib4	M300792.lib5	M300792.lib6	M300792.lib7	M300793.lib1	M300793.lib2	M300793.lib3	M300793.lib4	M300793.lib5	M300793.lib6	M300793.lib7	M300794.lib1	M300794.lib2	M300794.lib3	M300794.lib4	M300794.lib5	M300794.lib6	M300794.lib7	M300795.lib1	M300795.lib2	M300795.lib3	M300795.lib4	M300795.lib5	M300795.lib6	M300795.lib7	M300796.lib1	M300796.lib2	M300796.lib3	M300796.lib4	M300796.lib5	M300796.lib6	M300796.lib7	M300797.lib1	M300797.lib2	M300797.lib3	M300797.lib4	M300797.lib5	M300797.lib6	M300797.lib7	M300798.lib1	M300798.lib2	M300798.lib3	M300798.lib4	M300798.lib5	M300798.lib6	M300798.lib7	M300799.lib1	M300799.lib2	M300799.lib3	M300799.lib4	M300799.lib5	M300799.lib6	M300799.lib7
D300418:bin_000013	0	0	294	0	0	0	0	144	470	674	150	0	197	0	355	726	507	289	317	299	0	548	985	665	708	0	755	0	1352	1929	590	1508	432	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	150	167	534	150	644	0	1551	1038	853	310	300	174	0	0	0	0	0	0	0	0	1122	676	1112	1110	298	0	0	1328	1323	1268	1370	974	883	0	349	300	789	372	986	331	0	1065	561	636	729	339	168	0	1502	700	1254	1039	1007	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1794	2058	2211	1532	1551	1651	0	341	0	377	300	0	0	0	906	552	929	1861	166	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	986	904	509	734	708	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	450	150	0	92	0	0	764	422	709	516	150	0	0	0	0	105	0	0	0	0	150	0	491	131	0	265	0	0	0	0	0	0	0	0	724	0	510	280	378	401	0	1067	1236	1813	988	1059	370	0	0	135	0	0	0	0	0	451	1129	975	150	663	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	300	93	586	205	1105	0	788	935	1398	300	602	736	0	1250	1454	819	248	343	300	0	300	232	147	701	0	0	0	508	786	392	0	0	0	0	0	0	0	0	0	0	0	1183	857	769	862	354	463	0	589	437	581	176	445	0	0	0	0	0	0	0	0	0	486	914	1146	1433	559	300	0	1239	1771	710	943	933	1161	0	0	0	0	0	0	0	0	738	150	1153	679	613	427	0	0	0	0	0	0	0	0	150	1179	814	149	498	421	0	1377	2017	1850	1942	908	1555	0	584	917	814	434	300	462	0	1881	1482	1959	1130	1685	681	0	2436	1942	1807	2234	1250	1253	0	1395	1400	1324	1017	856	1406	0	1159	1652	522	1152	451	1273	0	0	0	0	0	0	0	0	2307	1596	1966	1152	1353	1221	0	2275	1609	1425	1495	2006	1732	0	0	0	0	0	0	150	0	2263	1551	1598	1837	2012	1700	1833	2250	1778	1937	1405	1583	0	822	373	927	1476	163	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	450	299	281	150	756	0	1292	909	1091	681	268	567	0	1118	833	1736	993	1336	945	0	1433	1253	820	1003	1018	588	0	1184	600	1016	876	1629	549	0	745	1226	377	647	533	986	0	0	0	0	249	0	0	0	1053	1043	843	1343	300	333	0	0	0	0	0	0	0	0	1438	1544	1124	1110	417	935	0	0	0	0	0	0	0	0	292	1239	450	539	487	779	0	242	604	427	220	300	430	0	387	279	600	713	428	273	0	0	0	0	0	0	0	0	692	259	285	378	300	0	0	2475	2459	980	2191	687	1317	0	169	516	619	124	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	150	450	0	0	428	0	1377	1160	1435	532	749	717	0	0	0	0	0	0	0	0	917	1024	747	992	1010	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	1372	746	779	361	907	0	1911	2097	1256	734	621	901	0	0	0	0	0	0	0	0
D300429:bin_000001	3883	2852	3124	2245	1924	2411	0	7335	6918	6294	5311	5651	5666	0	10578	11463	12652	11437	10130	10486	0	24360	24433	23978	17930	16084	16019	0	20069	23433	16680	14917	14486	17059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19904	18811	16677	16236	10913	14254	0	20539	19991	19688	14389	11809	14462	0	0	0	0	0	0	0	0	13631	13570	13010	8239	11252	11205	0	21081	27190	23590	19449	17514	17250	0	9606	10569	13543	10893	7385	8602	0	11166	10571	8457	8433	6123	7357	0	24543	22348	20993	18077	15787	19134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21813	22063	17615	13985	11488	18277	0	7662	7509	7863	5599	4096	5966	0	15672	15930	11927	12929	11367	12256	0	1802	3055	757	2218	694	1739	0	0	0	0	0	0	0	0	16325	18240	16080	11669	10720	11461	0	0	0	0	0	0	0	0	430	776	519	788	269	195	0	848	930	902	143	260	281	0	13107	13271	10547	9462	7971	11697	0	130	600	189	150	599	138	0	3894	4102	2737	2916	1099	1630	0	300	0	300	0	300	0	0	13610	12428	7883	8192	5872	7412	0	26528	25453	19580	18154	15702	15120	0	420	0	0	0	286	158	0	17904	19828	14732	9885	10911	11409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16611	17016	12297	10967	10809	12460	0	21734	20703	17378	12283	13454	15530	0	14069	16500	13617	9337	10479	11403	0	4524	6694	5172	3686	1918	5565	0	4143	5681	6076	5854	2673	5844	0	0	0	0	0	0	0	0	19111	18824	15338	11387	11197	12165	0	12994	13991	8955	7586	4609	6868	0	0	0	0	0	0	0	0	15720	14656	17178	9752	8912	12182	0	24474	27950	22912	16491	14831	14704	0	0	0	0	0	0	0	0	9321	12749	9084	9071	6874	7764	0	0	0	0	0	0	0	0	15238	14161	14496	8974	8896	9126	0	27730	31547	23306	19549	19067	22800	0	14765	12833	12165	11094	9753	8741	0	34210	28695	28807	21520	20670	24015	0	31653	33342	33086	26611	25108	29410	0	19086	15183	14115	13569	12619	13981	0	35865	38633	33294	25034	27736	25919	0	0	0	0	0	0	0	0	40680	46045	39516	34740	30410	33383	0	32637	31233	33236	26861	23215	29955	0	0	0	0	0	0	0	0	28436	26560	24350	20738	17632	18289	30655	26923	24676	23801	21698	21806	0	16728	17740	16126	11435	10823	9260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7132	8973	5366	4332	3229	3805	0	28077	28466	25960	23851	19481	20362	0	30988	27396	23390	19397	17441	17392	0	37570	35790	32844	27839	28070	26005	0	21267	25601	24896	17356	15651	22061	0	14522	17193	14223	10507	9254	11632	0	220	0	0	98	0	156	0	18434	22593	17961	13102	14851	13508	0	0	0	0	0	0	0	0	28917	26231	24610	17698	18031	16308	0	0	0	0	0	0	0	0	20978	21800	17463	15713	12919	15566	0	12047	12460	10366	9198	7339	9016	0	12271	10228	10118	7455	6441	8746	0	0	0	0	0	0	0	0	9702	8542	7288	5162	4509	4940	0	31441	33966	29558	23602	21110	22257	0	11439	12501	12259	8816	9494	11897	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	8663	7658	8374	5797	4199	4394	0	29471	29512	28266	17070	20341	19005	0	0	0	0	0	0	0	0	34385	32310	30214	24057	25632	21982	0	257	0	0	0	0	77	0	0	0	0	0	0	0	0	24863	25539	22366	16377	17743	19118	0	42878	43559	35493	28847	27013	33167	0	0	0	0	0	0	0	0
D300432:bin_000001	2207	2752	1078	1334	1016	1089	0	2783	2613	1620	1524	2069	2254	0	2161	2690	2678	3058	1143	2425	0	4265	4916	5909	2670	3576	3643	0	6894	7269	5908	4991	4919	3749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4967	4893	5108	3248	4477	4428	0	4376	4507	4215	2137	3495	3446	0	0	0	0	0	0	0	0	4022	5353	3306	2844	2914	4126	0	6057	5792	5367	4229	3753	5015	0	2537	1857	2952	3094	1631	3650	0	3132	1821	2474	1945	2275	2434	0	6806	6621	6982	4091	4877	5284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	5766	5238	4241	3632	5075	0	3806	2274	2337	901	1580	450	0	3684	3423	4070	3192	3176	2298	0	632	648	150	150	147	270	0	0	0	0	0	0	0	0	5242	5585	5124	4065	3838	3744	0	0	0	0	0	0	0	0	150	277	0	0	300	247	0	600	450	446	437	0	547	0	4097	4174	2761	2348	3143	2513	0	119	150	0	300	0	0	0	1830	2383	1157	1598	1235	969	0	0	0	0	0	0	0	0	2045	2129	1124	2392	1813	1429	0	6056	6329	5763	2719	2991	4639	0	503	0	0	0	300	446	0	3579	3450	3397	2861	2868	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	4628	4497	2920	3548	3092	0	4283	4289	3431	2631	3788	3884	0	3806	4426	3523	3001	1844	2641	0	756	1159	1394	1825	1165	419	0	1585	2621	1907	1402	1862	2107	0	0	0	0	0	0	0	0	3047	4156	2649	3050	3718	2574	0	3001	2081	1751	1761	732	2330	0	0	0	0	0	0	0	0	6122	5110	3504	2304	1956	2127	0	5221	5381	3770	2445	3377	4188	0	0	0	0	0	0	0	0	4290	3894	3499	2170	3807	3831	0	0	0	0	0	0	0	0	2337	3375	3233	2407	2385	2566	0	5807	5604	5060	5220	4429	4274	0	3748	4589	4806	2552	3626	3442	0	6269	6356	5007	3876	4157	3819	0	6238	5154	4936	4754	5163	5285	0	5127	5614	4435	3940	3889	4247	0	7473	7762	6246	7243	4785	5689	0	0	0	0	0	0	0	0	7930	7780	6515	6898	6054	5524	0	7418	7917	5956	5972	6569	7204	0	0	0	0	0	0	0	0	5772	6096	5987	4735	4781	3573	7295	7443	6073	4422	5925	5262	0	3931	5241	3032	3209	2794	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717	3618	3353	1726	1225	2036	0	5567	6125	4728	5136	4656	4574	0	5612	6002	5372	3623	5133	5000	0	7052	7174	7319	5093	5889	6426	0	5101	6365	4482	4091	4475	5117	0	3572	4959	4199	4162	2312	2238	0	0	0	0	0	0	0	0	2577	3802	3593	3748	4689	4864	0	0	0	0	0	0	0	0	4938	6466	5715	3075	3740	3350	0	0	0	0	0	0	0	0	5453	5086	4676	3379	2745	3269	0	3432	3335	3902	2682	2025	1983	0	1971	3364	2722	2201	1456	2315	0	0	0	0	0	0	0	0	2905	2173	2491	1322	210	921	0	5782	7301	6354	5596	4820	5481	0	2803	3174	2955	2355	2627	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2672	3071	1315	2720	1356	1932	0	7731	8047	7294	6291	5866	5409	0	0	0	0	0	0	0	0	6160	5575	6136	5242	4312	5204	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	6288	6993	5399	5059	5625	5305	0	8456	7398	7397	6612	6057	6584	0	0	0	0	0	0	0	0
D300440:bin_000012	28243	27460	25819	19258	19038	22010	0	37256	36144	32958	24328	21048	25673	0	25834	26463	27658	20711	18644	20275	0	38677	40318	36363	27733	25609	28751	0	52578	52863	53410	43972	37952	45823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53362	57073	53280	45694	39936	44701	0	53365	49730	55187	40803	42367	43464	0	0	0	0	0	0	0	0	42656	48479	42611	38482	32837	38088	0	55409	49668	49225	40119	40461	40040	0	34009	24809	31158	32543	25514	28273	0	34361	42249	33262	29841	27192	28110	0	62355	58887	57168	49145	45278	50870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59960	60634	57123	49776	45741	50450	0	30950	31031	31438	22423	20449	21360	0	41553	41716	42592	30201	28114	32736	0	10015	11756	9036	7328	5583	7029	0	0	0	0	0	0	0	0	48325	51466	51121	36932	37288	44917	0	0	0	150	0	0	0	0	2507	3876	1921	2291	2876	2863	0	7356	8314	7948	5177	5027	5633	0	41282	35438	33601	28691	25729	29387	0	1517	1474	1757	1200	570	634	0	15421	17074	12794	10056	7349	11138	0	0	0	0	0	0	0	0	36539	33467	30831	28139	20528	26778	0	53388	53891	49165	43871	42199	39162	0	300	1477	150	125	582	0	0	44552	47275	40727	39301	32179	33043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41135	39374	38749	33501	29249	33321	0	48215	51940	49348	41706	37373	42862	0	44139	44936	40607	30541	32022	33470	0	17210	17761	18227	10135	11410	11847	0	23614	24486	21901	18991	17233	20281	0	0	0	0	0	0	0	0	48651	46461	41439	38717	34433	33271	0	36578	37962	33870	30174	23453	26162	0	0	0	0	0	0	0	0	44345	45729	40125	32222	31569	34914	0	54399	53004	50155	39758	39329	40144	0	0	0	0	0	0	0	0	38659	38839	34181	31936	30098	27881	0	0	0	0	0	0	0	0	43277	43495	41747	36384	32842	35203	0	70155	65176	59598	58661	58398	59770	0	48475	45642	44525	39232	34513	37204	0	57651	57950	55465	45800	43381	47482	0	61689	62537	61566	52985	50052	55284	0	42103	42658	42562	37132	32483	32221	0	68520	70025	65490	53872	54871	55944	0	0	0	0	0	0	0	0	68553	73404	66778	57087	56570	57357	0	59595	63721	61708	60077	55248	57367	0	283	283	583	283	238	283	0	59431	57155	55370	48410	49499	51226	58664	56992	58331	53449	50044	50378	0	46778	47195	40403	31302	34055	36557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24871	25543	22367	17767	20295	19200	0	58224	59070	50837	49013	42300	45625	0	59248	59856	55203	49966	49365	50613	0	64839	68238	62976	58392	55126	54317	0	63616	62635	57241	48946	48023	51349	0	40424	44659	35406	29979	29471	30110	0	639	225	481	300	393	174	0	47487	50859	45217	38215	34727	42902	0	0	0	0	0	0	0	0	58393	60086	53246	44865	43093	44915	0	0	0	0	0	0	0	0	49995	51487	47387	40042	41059	39410	0	36537	34873	33303	25242	24554	26133	0	34705	36425	33801	28007	23308	24200	0	0	0	0	0	0	0	0	25467	21592	20135	14983	15358	16350	0	63543	66939	66340	56094	54381	53703	0	32296	31899	26967	24130	23393	20506	0	0	0	0	0	0	0	0	0	0	196	300	0	0	0	25837	25441	21877	15556	15541	17260	0	62510	64785	61207	51130	48276	53658	0	300	0	146	0	146	0	0	70148	68636	65439	61193	60584	60513	0	600	129	1056	356	0	755	0	0	0	0	0	0	0	0	65086	65443	61196	57458	55195	55096	0	67958	71114	63597	61012	60043	60020	0	0	0	0	0	0	0	0
D300442:bin_000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
