sequence_id	M301474.lib1	M301475.lib1	M301476.lib1	M301477.lib1	M301478.lib1	M301479.lib1	M301480.lib1	M301481.lib1	M301482.lib1	M301483.lib1	M301484.lib1	M301485.lib1	M301486.lib1	M301487.lib1	M301488.lib1	M301489.lib1	M301490.lib1	M301491.lib1	M301492.lib1	M301493.lib1	M301494.lib1	M301495.lib1	M301496.lib1	M301497.lib1	M301498.lib1	M301499.lib1	M301500.lib1	M301501.lib1	M301502.lib1	M301503.lib1	M301504.lib1	M301505.lib1	M301506.lib1	M301507.lib1	M301508.lib1	M301509.lib1	M301510.lib1	M301511.lib1	M301512.lib1	M301513.lib1	M301514.lib1	M301515.lib1	M301516.lib1	M301517.lib1	M301518.lib1	M301519.lib1	M301520.lib1	M301521.lib1	M301522.lib1	M301523.lib1	M301524.lib1	M301525.lib1	M301526.lib1	M301527.lib1	M301528.lib1	M301529.lib1	M301530.lib1	M301531.lib1	M301532.lib1	M301533.lib1	M301534.lib1	M301535.lib1	M301536.lib1	M301537.lib1	M301538.lib1	M301539.lib1	M301540.lib1	M301541.lib1	M301542.lib1	M301543.lib1	M301544.lib1	M301545.lib1	M301546.lib1	M301547.lib1	M301548.lib1	M301549.lib1	M301550.lib1	M301551.lib1	M301552.lib1	M301553.lib1	M301554.lib1	M301555.lib1	M301556.lib1	M301557.lib1	M301558.lib1	M301559.lib1	M301560.lib1	M301561.lib1	M301562.lib1	M301563.lib1	M301564.lib1	M301565.lib1	M301566.lib1	M301567.lib1	M301568.lib1	M301569.lib1
GPB:bin_000052	114591	43	98768	92918	113994	43	90368	65236	99555	24727	103049	85254	94008	97654	611	113571	115699	87669	436	113104	107928	256	177364	116115	396	98594	1209	83999	279	127538	103961	113962	123688	1280	86986	115948	108146	17116	71	103550	114151	38949	32945	216	7053	24785	489	69398	91335	90410	103938	1285	170514	97274	83414	10	120385	144427	135267	941	5657	106205	173971	119186	85184	35	145857	127194	108966	347	109030	148017	271	127434	105255	163253	2787	144554	56	81899	147342	123753	153495	75344	146	422	105065	103126	56347	217	97358	70242	107983	127768	107	71064
GPB:bin_000053	7746	4	7249	7004	7808	4	6582	6655	7604	2434	7660	6664	6513	6890	60	7901	8779	7383	124	8688	8505	19	11002	8862	30	7507	123	3409	308	8523	6855	8265	9253	14	7131	8237	8296	1657	15	6866	8509	5118	5265	18	616	3147	128	6929	6436	6446	6908	47	12364	7651	6061	3	9156	10856	9271	79	289	8998	11062	8469	6884	2	9065	8417	7932	26	8689	11550	2	9016	9130	12764	284	8881	145	6172	8242	7998	11170	8436	10	23	7419	6582	8267	22	8781	9275	8643	7943	8	5857
GPB:bin_000054	67672	30	60856	59460	67485	28	55091	67266	56373	12293	56459	60282	52009	38169	68	65191	63049	55022	82	63718	58769	39	70632	68495	270	55748	314	55504	100	56237	48508	97020	61817	82	75711	66346	101869	4150	38	49388	42285	74509	2853	516	56996	24129	199	101200	60075	52340	60413	676	98735	60215	47436	6	77000	89039	56975	856	662	70095	65622	61358	84742	26	47150	59689	74693	231	71097	102762	22	64117	73177	89855	1400	102975	28	59221	57868	65396	120499	29375	117	187	76768	17918	48710	179	73976	56080	41704	9713	61	70439
GPB:bin_000055	27112	17	24808	23309	27169	2	23224	20547	24290	7012	25169	22381	23177	23943	104	28038	31254	23190	131	29463	26406	37	39345	29687	217	28620	257	13812	91	28668	25938	29293	31496	417	24316	26463	26512	2592	8	28095	29835	16832	15664	63	767	7629	209	25112	21981	22426	23786	228	42279	26229	20298	2	31618	37173	31877	271	1002	29791	38479	29209	25245	8	29776	28784	27379	47	30503	39805	16	31857	29503	45568	768	32162	17	22054	32832	25490	33773	22570	29	300	26264	23669	23740	72	26353	27754	25316	26832	37	19915
GPB:bin_000056	6643	0	6255	6721	6090	0	8174	11393	7368	2901	7621	6733	4501	5775	5	5578	5928	4703	11	9671	6131	10	10313	28291	37	6088	90	2758	11	6028	4255	6166	6646	736	3695	5647	6156	188	4	4225	4082	2031	2546	18	289	2043	11	5057	5180	7417	6119	33	12916	6632	5931	0	11426	13093	7256	59	167	8769	8564	6729	9698	2	5818	5167	5587	55	4968	7670	2	5748	6447	8926	197	22656	2	36124	7272	6035	7267	4313	11	247	5116	4651	3237	14	16387	4258	6767	5118	6	4103
GPB:bin_000057	104884	28	104202	90605	113102	9	85404	46638	79838	22678	84051	82555	82539	88758	158	92333	121060	104621	1591	91272	89455	59	136815	115237	333	93381	853	62411	151	96621	92585	113994	80791	868	129635	93532	92748	5344	63	60876	107773	48949	38027	214	1524	29317	467	104714	90953	78720	83141	364	157844	96193	69717	19	114592	123442	112910	890	8050	125467	119876	101276	85108	42	91145	93247	85241	409	108474	145480	136	130259	95368	158821	1783	105791	41	69897	150712	74279	144283	63963	102	281	64939	70636	318537	198	146217	109750	72975	92607	102	97349
GPB:bin_000058	160029	48	143564	131025	151946	19	134924	107725	125967	44933	138850	116084	117883	142672	651	160743	183072	118995	102	172115	151938	225	223249	172166	579	139418	7750	65361	255	157347	162156	164875	134013	239	141058	177772	159264	22594	113	226649	134922	86977	77010	305	39441	41884	546	185108	125935	111798	117605	322	220002	153037	132401	4	159552	205387	160991	2955	6195	178902	162139	163672	154684	56	201648	168341	129788	348	132618	211941	171	171983	167499	197432	3924	172741	65	176687	145668	141697	189478	82779	179	382	143989	89136	81255	333	190833	151153	219390	257876	118	201632
GPB:bin_000059	18205	15	15652	14957	15789	37	15478	13764	16883	3563	15571	17118	15231	15557	14	17233	18215	13042	7	18865	17165	28	25241	19497	65	22450	5041	8164	31	18614	19150	14777	30544	156	18205	33459	25662	1135	16	17999	20296	6063	12857	47	2403	3920	126	27660	12838	14887	16042	50	28313	17907	12253	1	20071	21839	19178	168	281	22562	20564	19961	18062	4	21538	19033	23293	351	15989	27671	20	23613	19717	27344	180	28083	12	11444	12749	20588	24441	12282	19	39	10654	7910	12087	53	21076	44213	16236	21826	15	14503
GPB:bin_000060	131748	77	127142	122250	139477	6	113766	88015	104669	32516	110268	94005	97771	110132	371	118744	119097	100248	551	131839	119106	204	157102	126103	417	129742	2315	70172	196	132059	115622	130944	144927	880	128040	143696	134719	23297	64	129706	123767	92870	71979	285	6324	43288	751	107869	119492	105725	108695	627	184943	114322	87926	22	138693	157205	128943	1708	4604	134216	147059	115565	112392	47	133104	125203	129858	526	118056	177361	92	134865	135220	177881	2641	135519	69	105116	108557	114354	160902	96721	110	794	118731	101600	88810	227	137937	132972	130706	134911	78	102366
GPB:bin_000061	97504	12	91119	81815	111095	0	74042	40376	80042	18628	67849	62083	69219	83475	763	75752	72999	97394	278	90864	78929	723	126785	100385	291	63495	3133	60598	143	77413	112192	70937	71868	4326	43517	68348	84420	10465	49	89236	131501	57761	42854	122	726	32422	2278	59463	85995	70219	78359	480	124806	84124	61139	9	100965	112809	94214	3421	1329	92122	100781	78265	86604	37	98659	122880	45274	270	68999	109964	75	97258	90077	163329	2130	102934	397	58912	123408	68098	104176	54723	98	170	121282	44550	20483	157	78103	89986	89111	117205	58	28301
GPB:bin_000062	44794	62	41944	42249	48066	6	41687	24367	38590	11740	41776	34785	37815	47207	115	43348	45201	36291	245	47981	44174	127	59919	44675	168	46630	1045	25591	153	50552	42616	47070	47558	1565	65822	49237	50375	5928	42	36896	36080	24450	17993	102	568	12667	62	35212	39445	37187	40331	168	73605	40381	31703	6	52992	56284	52412	343	1851	52460	67311	43662	40759	18	46747	46420	47977	174	46054	61309	55	52440	45422	78312	1072	45907	14	34796	34292	36835	60874	37696	48	144	36832	34201	41366	102	51336	31658	33891	43688	53	35421
GPB:bin_000063	77066	18	98891	81419	109126	8	68290	36138	80156	18979	73032	59540	58344	68900	91	69293	61523	87213	250	82192	78044	224	141251	86382	268	104660	288	34825	112	102443	93769	104703	48799	1778	45060	116557	45795	4745	60	108523	31797	50684	31718	138	550	13037	140	77251	75128	72830	71698	199	129860	85917	58909	8	88324	115278	100100	361	3781	85226	84611	90980	65744	38	118195	81776	87305	1068	70102	111420	45	145026	81288	98558	2118	74774	390	61104	30965	124050	157203	58056	69	224	101098	80821	30748	142	82706	62602	53502	73495	55	18495
GPB:bin_000064	17925	26	16161	15599	17355	4	15820	17345	16967	6033	17256	15388	15422	16824	65	16846	20218	14711	75	20376	19541	7	27651	20405	102	17202	711	7752	42	20223	16231	19707	19333	1160	15139	16525	17019	3087	17	13880	19027	13053	7085	36	3150	4385	437	16144	14664	14599	15528	252	27879	17427	14126	2	20718	24722	20781	296	593	19080	29981	21083	15834	4	19516	17890	19644	93	19681	26792	10	20860	20314	27431	235	19731	2	14297	21652	17400	24622	20111	20	60	17856	14705	15849	25	20523	19539	17375	17654	15	11091
GPB:bin_000065	104025	110	91198	107631	122894	2	87375	63816	99012	25883	93944	90321	91728	76855	118	116082	121219	68219	205	124426	124623	110	136407	74750	404	311807	843	51040	195	177036	96234	117831	131485	2372	73335	110603	76550	5671	78	64424	256527	153281	136844	271	750	27336	991	52662	97833	93629	88974	1286	165625	92986	91303	9	136938	140695	140535	593	1479	90712	219116	90033	106126	36	106300	88134	113579	692	103121	160671	75	120773	140879	174252	2432	129456	53	73967	140933	73684	110051	52830	103	759	132686	73157	84585	265	86566	62253	185960	136676	91	172886
GPB:bin_000066	20849	2	18742	18448	20225	3	17811	18654	19824	5997	20018	18502	18675	18540	37	20814	22496	17576	69	22839	22203	18	32896	23821	92	18821	345	9587	32	20665	19092	21548	20752	471	18947	19425	20498	5433	35	17578	26295	11881	6794	42	1474	5121	113	18492	16739	16713	18170	92	31748	19661	15606	6	24047	28660	30296	287	716	21292	28577	24321	22484	12	20648	20674	20758	177	22698	30641	27	23527	24421	30903	486	22273	11	16887	29704	17406	23678	32798	13	72	20320	18752	19259	51	20197	22531	19179	17881	21	12921
GPB:bin_000067	820836	530	749413	663841	885902	69	640362	243582	636557	193337	735539	609634	627427	1033990	1568	751582	818318	546160	3923	780281	777902	1030	1031224	761013	2442	1145196	13991	478100	1288	713287	781682	795822	844638	106872	564548	1065018	694115	92454	450	626043	596202	906353	389479	1495	5237	241190	4524	599763	664275	654281	695151	4308	1135157	620285	524235	85	821123	1001290	746448	11221	34808	777220	778446	595379	811184	271	724532	965467	802279	4442	691665	1170135	950	888223	801376	908277	16034	1003200	604	619995	379569	872777	992210	268991	804	1998	565402	509201	293171	1416	927444	759860	521132	769208	533	451475
GPB:bin_000068	16340	12	15113	14188	16394	3	14096	14110	14971	4856	15691	14043	14370	14893	29	17127	18390	15537	73	17778	16584	12	25356	17808	64	17437	253	7625	342	17395	16400	17318	19797	241	14224	16754	16934	2324	10	15676	16795	10928	7949	54	1119	5151	298	14254	13742	13524	14802	117	25407	15692	12474	2	19276	22658	19980	261	571	18422	23407	18217	15474	4	18354	17219	17130	69	17130	24237	10	18834	18585	26359	333	18510	11	13401	20560	16004	23839	16363	6	46	16353	15856	14107	19	18469	18760	16425	16822	11	10982
GPB:bin_000069	37879	25	38698	35881	44356	5	32026	18765	30592	9503	29599	27687	28887	34388	149	31750	33471	30602	291	32247	36560	94	46105	42165	129	35214	566	15071	118	35560	33283	35349	40431	601	32798	35958	36438	5879	15	38855	29715	30394	18093	57	323	11576	353	32847	33958	29071	30643	315	55765	30584	24018	4	39990	45254	38817	304	2179	41390	44486	31410	30523	11	38774	37626	34675	93	35950	49743	23	36563	40532	46762	752	36636	13	29576	28393	34150	42839	28627	34	72	35403	33695	35615	61	28445	35503	35756	35467	28	36313
GPB:bin_000070	43	0	21	35	15	0	29	40	36	6	17	24	23	37	0	55	21	30	0	76	5	0	67	29	0	1	0	1	0	28	45	6	33	0	18	29	10	1	0	35	0	0	0	0	2	82	96	56	21	20	28	0	57	26	27	0	37	42	20	0	0	16	51	49	40	0	115	24	69	0	1	47	0	22	16	136	0	26	0	55	10	27	8	20	0	2	91	17	4	0	19	9	71	0	0	5
GPB:bin_000071	429078	141	424688	418234	489046	51	387821	612597	374427	175648	402995	353777	353416	451717	751	456437	470164	465096	1612	530519	512314	1076	590207	483958	1545	425574	3270	198808	699	466594	399906	444941	457752	2069	420379	491406	420087	79066	296	416404	440100	394345	285955	902	103500	103816	5444	363460	399172	375771	398349	3094	669514	421564	328397	41	518245	599032	453611	5064	12534	493991	506366	420785	412998	140	478256	468147	504820	2326	423942	676574	7212	472796	452824	571769	9086	480678	427	364518	405765	361221	565099	354974	496	926	402827	374584	439840	853	633639	365544	425416	469191	313	305941
GPB:bin_000072	155505	88	152217	138677	168674	17	123994	142194	137285	26777	155783	146302	118806	112221	274	125282	165823	186034	920	185640	164336	111	214085	166598	615	179099	1106	64177	294	179772	121200	108062	106298	521	170836	161120	144331	25290	130	170171	77524	55679	113845	305	2947	32150	2319	135880	136867	113978	128780	1435	232401	151099	117815	2	174537	221701	159980	3104	6890	203310	157460	155191	137276	45	187602	132908	139211	803	173560	207290	92	168008	190852	145602	1213	179912	65	122838	130216	187606	213469	114179	184	451	191473	298555	96939	352	197816	176517	159092	115638	152	80207
GPB:bin_000073	18136	14	16825	16200	18715	2	16077	14808	16478	4683	17442	14939	15242	15844	69	18185	19009	17540	67	19556	19266	25	26481	18785	55	17194	380	9563	105	19228	16840	18684	21148	395	15387	20359	19633	3618	6	19223	18818	11526	9633	33	2775	4054	206	16197	15260	14549	15408	152	26987	16201	13744	3	20444	24117	21436	235	722	20443	25097	19096	17203	5	21566	19581	17654	37	17657	24585	31	20727	19636	22994	567	20173	11	13726	17046	18157	21994	17181	15	91	17356	19288	12940	33	22481	18972	20035	20158	14	14532
GPB:bin_000074	59719	31	58370	54377	68333	2	50636	31320	50585	14200	49639	45375	46345	54750	106	53423	56422	50997	286	53103	58602	82	75924	67182	192	54912	1598	28972	137	60908	52597	57471	62975	381	53558	56679	58143	7895	46	58235	51083	39912	30872	113	1046	16183	1307	50633	51728	47528	48222	495	88315	50128	39994	7	64832	75451	62626	559	2934	65653	73493	53340	49152	14	60153	56187	57296	238	61528	81176	145	60089	63458	76667	1557	61680	14	46475	54289	51492	66191	46997	67	156	57492	55104	54815	95	52347	55856	58291	54068	35	47346
GPB:bin_000075	22211	2	22861	17922	18499	3	19664	26895	21011	16780	19382	15682	16074	21551	84	19467	25082	17828	19	20476	29099	57	21254	25928	97	26074	329	9892	566	19954	18789	22266	30225	25	22830	19869	18082	2894	11	27257	12712	11336	2012	44	787	5088	601	26451	25641	16557	13980	101	32124	20194	16887	4	24453	27052	19993	114	955	22953	20980	19092	18521	8	16610	20838	16705	240	18227	33399	14	29125	23342	18124	152	21745	71	12014	19054	13553	13442	12903	9	204	22107	27637	24100	36	22397	51459	16193	11603	16	32919
GPB:bin_000076	12762	8	11376	13505	14764	0	10664	7321	11265	4479	9456	9839	7855	9801	38	13034	12497	7691	112	11022	11571	3	14959	7706	43	11274	1227	8428	22	18354	6765	7606	9103	11	3649	9126	10460	548	4	20337	2840	2110	4269	14	489	8309	31	20248	12223	8670	12088	43	14460	10803	7561	0	10998	17787	9863	38	117	12190	10330	10105	8039	8	11828	8035	8663	81	10585	16988	7	8737	7560	9906	84	12704	41	8097	1820	17299	7138	2652	21	20	5206	7123	2202	17	9667	6994	13326	9296	13	13291
GPB:bin_000077	123049	93	119069	113834	131574	8	105551	80962	97937	29961	104784	88318	91188	102806	251	111374	112218	95505	656	123497	111731	111	150944	119028	459	119175	2072	67373	168	123822	108574	124790	134889	640	122516	133602	125500	19505	89	118105	119459	87777	65892	331	5533	33731	934	101892	111850	99192	101126	591	174562	106895	82158	4	131760	148248	120645	1594	4547	127024	140505	107430	103150	35	121825	116515	122061	513	111355	167033	93	126079	127890	168893	2709	127037	46	95505	107638	106989	149198	85959	142	280	110216	100391	89216	215	128787	121937	119881	123381	81	90800
GPB:bin_000078	7856	12	7168	6752	7602	0	6036	5889	6297	1727	7064	5987	5822	7584	27	7394	7195	6384	0	8352	8137	8	12408	7455	38	7967	396	3500	47	7729	6374	7148	8530	398	6303	7395	7610	800	4	6527	5644	4035	3186	11	1070	2810	23	6060	6254	6077	6838	61	11248	6899	5568	0	9023	10183	8356	149	310	8813	9824	6942	6895	0	8100	8173	7641	10	7828	9990	67	10813	8559	19049	67	7687	1	5373	5530	6032	8012	6153	14	21	5940	7487	4273	13	9011	8474	8068	7707	161	4853
GPB:bin_000079	33	0	25	21	42	0	26	48	34	0	16	13	20	17	0	46	29	73	0	114	49	0	99	49	0	35	0	1	0	37	1	19	4	0	15	46	84	0	0	25	5	0	1	0	0	120	0	17	15	22	24	0	49	51	37	0	41	27	30	2	0	27	36	26	32	0	80	28	72	0	16	35	0	11	34	38	0	26	0	21	64	6	56	0	0	0	20	57	73	0	2	85	13	0	0	0
GPB:bin_000080	14199	4	12398	12353	12761	0	11588	13572	14005	4836	14365	12894	12163	13265	17	12797	16763	12319	364	13659	13258	17	23401	17188	70	14635	168	5977	34	14500	14505	17732	15347	252	12332	13171	13663	1485	6	11646	14566	8481	2702	35	771	2674	20	12866	10940	11132	12270	71	20756	13078	10191	0	15114	19209	15117	165	432	15611	26679	18289	12440	5	14846	11768	15151	20	18632	19901	8	16857	15673	21840	132	16010	48	9107	19604	10980	22467	15708	32	54	13881	16192	14635	19	16022	13448	11248	12099	14	6591
GPB:bin_000081	140577	83	137899	132028	150696	7	122708	93182	109213	34406	118100	100305	104118	116244	353	124062	123821	103520	857	141769	126070	103	167695	132918	516	139470	1782	78620	197	141130	121507	144181	156813	1808	144239	156105	143229	20909	83	143291	129713	103609	68153	294	8621	42728	613	117788	130315	114277	115256	699	197826	121122	92098	19	147208	168237	136841	1784	4983	144071	154848	120910	117462	46	141317	133931	139673	555	124656	188138	87	142296	147529	187739	3230	145310	187	111313	111720	126353	170761	96446	108	363	127803	112915	94979	228	143875	138270	135147	144174	95	111620
GPB:bin_000082	52162	142	41933	37599	35804	2	26609	29091	22798	8311	42492	35194	28429	42250	87	35218	26195	21794	82	40623	38019	34	84573	38824	159	39025	334	13375	57	25217	18348	26076	41280	333	21058	25931	18796	2741	30	61121	20167	22996	11342	75	1440	6603	284	15738	44450	37500	41836	153	59139	40415	29869	6	55283	52083	40577	210	1013	60202	49650	26394	21101	11	38870	46273	43319	301	38356	36681	129	107993	42062	225870	448	25859	17	27767	20245	21282	35637	17724	40	121	23800	104802	11204	91	37437	59702	57202	21148	26	13258
GPB:bin_000083	126252	316	119187	113165	113599	7	98041	189737	105680	75310	109140	92569	91764	111805	356	106160	118486	102250	571	159161	142752	187	174415	115747	380	123863	364	44207	364	138157	120770	117587	147445	3118	129117	128287	113875	11898	93	69079	122024	145258	48495	217	2892	33744	2662	121001	128162	96933	94398	2167	180033	112005	92692	13	131294	157874	115825	1758	6981	114702	129702	117765	90255	42	143161	126702	120173	943	115845	170637	1544	142191	106468	201591	1792	140202	52	90907	125090	109458	147325	86931	117	759	169897	113959	87230	232	173484	105350	137271	107627	84	137296
GPB:bin_000084	104236	60	93303	127999	190272	17	102698	71251	359096	68073	185239	137090	612672	67186	145	84011	62454	68007	688	93318	53268	233	79243	50448	1100	46374	1930	24251	354	63177	90007	62259	57563	1038	194584	50132	52748	6810	156	119512	52216	33434	31088	340	2622	33289	502	45966	69777	99275	88259	435	81978	58556	52584	14	172454	87204	3099776	725	1664	55862	88006	532758	44271	85	53755	197603	53564	437	53046	120105	186	54451	646583	70675	1255	55077	125	39044	48052	48272	196730	7051389	301	557	112410	640468	43025	575	52716	176911	56182	58072	255	42896
GPB:bin_000085	59553	42	53762	51995	57531	3	50915	54916	56236	18675	58639	52541	52155	54220	112	60093	66918	54124	364	66044	63757	157	91112	68127	228	60817	1366	32053	144	65061	57376	61660	67014	1459	51687	60078	59440	10018	57	55060	59461	39415	30061	162	6929	16157	737	57121	48545	48293	52342	470	93152	57099	46209	2	68522	80963	67800	746	2271	65639	92065	66459	55796	50	69200	60495	64168	344	63874	89888	36	68344	65635	85614	1137	69420	33	47356	104023	56223	76651	50744	71	611	61439	51251	54282	109	64512	64577	56526	59446	31	42020
GPB:bin_000086	217355	62	205204	198359	223143	18	185817	118627	197074	45257	200123	179308	181688	207974	302	213688	219241	178171	898	219899	217856	275	285228	230824	891	227073	3647	112527	443	211985	218619	231484	283059	4758	196637	250511	189716	61013	128	213610	219961	129183	107737	466	3387	61480	1355	188224	178396	180449	193503	1818	326216	207374	160860	17	242813	282823	250234	2874	8127	243340	305000	206371	211341	86	242207	242237	218707	930	208868	312945	343	248781	254420	316940	3950	249725	85	168085	202239	211674	250029	152291	252	565	189655	187716	127377	463	231864	209585	218523	203968	208	157391
GPB:bin_000087	61312	16	55071	51036	57879	6	50345	42363	52123	11761	49284	49588	46472	78928	48	55672	50959	42285	323	59125	79968	1529	87840	65776	246	48070	582	37899	100	55291	46282	83566	35559	665	51078	75517	57112	2460	41	52146	26351	33043	34780	150	825	36026	459	41623	49280	43509	44364	253	81040	54109	44601	8	63661	69313	58102	613	550	74725	62471	55320	55012	9	44065	55230	61695	82	66314	90738	36	53809	65985	72765	1534	80518	20	54613	89715	29381	62016	46693	64	159	81331	82738	88777	141	51246	43007	41994	82213	76	79879
GPB:bin_000088	32192	7	29525	28461	33570	3	27887	24322	30748	7728	31075	28324	28499	28892	86	33179	36292	28507	84	35435	34080	33	47344	34909	170	34589	600	19336	48	34043	30935	35839	37759	302	30779	32700	31342	4671	32	34422	31976	23811	17095	88	1488	7905	73	29603	26451	27415	28739	163	51225	31937	24379	4	38253	45131	40110	523	1257	37002	49473	35477	30832	19	37378	34101	34656	215	35745	48157	27	38111	38213	51428	383	38171	8	26194	39605	33096	39888	31692	28	120	32702	27265	30236	86	34215	37494	31130	31780	32	23448
GPB:bin_000089	1193	0	1331	1027	1456	0	1141	361	1201	262	1250	910	1069	1534	0	1418	1440	1336	124	1277	1159	56	1639	1737	4	1189	0	765	1	1146	1168	1291	1990	2	2266	1245	898	4	0	1065	1146	952	990	5	0	537	1	714	963	1123	1235	30	1865	1100	904	0	1577	1568	1446	0	60	1480	1328	1170	1213	0	1407	1295	901	0	1611	1990	0	1865	1643	2070	0	1814	0	1002	1011	1185	1819	823	0	3	1427	900	1450	2	1714	1124	630	1185	2	997
GPB:bin_000090	55591	4	45532	41104	47835	2	45379	36674	43997	12322	50289	47825	46083	45453	85	56247	57168	46966	205	62627	65008	114	67578	52973	219	69575	740	23989	99	72487	58424	67222	60536	1241	58441	55325	49330	3090	29	50126	42561	32308	9805	125	2368	19053	193	44376	38598	44156	45518	142	80645	46772	38920	8	60005	70885	53388	1094	2047	58267	81039	57140	47715	24	60332	48845	55037	455	41492	74715	48	58658	51193	84750	888	54502	109	32901	55320	50794	59822	24873	70	141	54304	51570	45545	112	53846	68824	79657	51183	59	16538
GPB:bin_000091	14367	0	11504	11083	14900	0	11258	7425	11168	2864	13090	10602	11420	8623	36	13250	13057	15820	145	11502	12275	17	17805	8243	48	36210	98	10852	21	12662	30361	14982	20418	26	17810	17659	9886	541	8	12520	10349	13806	1624	29	584	1325	30	16092	13499	11458	10608	22	20351	12590	10094	4	15655	20261	13284	33	245	12982	15941	10301	6712	3	9197	19536	13417	150	6605	19408	2	28437	25497	10797	310	16707	10	3878	3549	6772	26881	7727	35	40	12678	5363	1663	22	26592	2741	20715	26559	6	35419
GPB:bin_000092	231288	146	218805	221921	224770	33	183450	340547	194137	100347	197391	191441	190398	186844	454	216733	222007	184300	710	288454	259980	293	288892	263706	900	207827	2035	128083	607	262398	221357	224069	344208	528	260528	285571	242193	6214	128	203145	216911	202537	146772	399	18324	60797	719	117570	226712	177385	189357	854	349658	220935	162306	29	269168	304836	224670	2891	7833	249671	345677	219095	212485	81	258874	258616	216757	1029	198697	337070	386	260932	281418	299590	4134	260816	68	160939	190144	185876	298052	148601	268	605	209727	348891	110262	427	263463	256682	168360	211505	193	199609
GPB:bin_000093	36	0	42	21	34	0	22	15	50	1	31	18	33	22	0	32	64	33	0	9	18	0	48	25	0	5	0	2	0	97	15	6	10	0	33	15	72	66	0	2	57	0	0	0	0	0	0	1	17	16	13	0	29	22	19	0	18	25	21	0	0	52	19	49	43	0	29	5	32	0	11	54	0	10	63	107	0	40	0	49	49	25	36	0	0	0	0	1	0	0	1	50	77	0	0	0
GPB:bin_000094	5435	1	4695	4418	5561	0	4541	3392	4608	1462	5331	4376	4374	6083	16	5417	5449	4587	47	5581	5451	13	7502	5691	22	6591	178	2808	14	5509	5588	5856	6260	329	4072	6280	4979	1351	4	4723	4413	5079	2562	16	238	1825	17	4479	4382	4423	4515	40	8082	4725	3823	0	5846	7075	5712	73	170	5626	6232	4702	5088	0	5467	6140	5395	26	5000	8189	2	6126	6049	7256	81	7088	0	4032	4696	5365	6507	3845	7	6	4601	4306	2878	16	5618	5175	4677	4882	2	4095
GPB:bin_000095	170126	74	175188	173151	211248	21	150484	89173	161870	43489	176803	142261	146873	188227	716	166057	153166	121303	472	175628	160467	245	215904	260394	714	184785	24356	106779	326	141726	215737	171571	213109	496	137926	201339	131465	39347	116	250174	224345	108717	61795	294	4687	60760	1079	196303	139514	154525	147083	4002	280346	152567	128335	26	190568	216086	282642	3745	3125	242972	195759	164687	175576	71	163346	178736	172514	475	188037	259076	3018	240381	233163	327046	3395	197707	91	119715	180370	216078	206037	112500	200	448	150018	143369	186406	406	141570	242773	131944	192506	132	138896
GPB:bin_000096	335561	288	307501	264009	335887	34	322593	219781	309170	59946	321178	334606	334960	268885	309	360035	537817	259430	2577	245467	215430	416	595984	331165	1495	244243	8490	198734	763	336613	208952	431867	220844	3867	404416	159930	430192	13408	267	247732	507985	164150	243863	753	1835	58097	1180	397831	256967	301208	299190	1014	567747	316703	248584	38	470918	553960	410864	4350	7799	387566	343412	539847	286765	142	297078	257345	325544	1613	626406	546148	230	430682	302292	752792	7594	437258	169	387780	1007304	190522	455169	225302	362	2815	221301	145950	859786	818	261169	358166	209751	355349	347	126587
GPB:bin_000097	426087	192	359521	350444	393359	30	369333	353759	404404	103940	417296	371852	371787	360953	1295	438087	506115	378939	1591	493844	427679	693	645694	494000	1688	437188	9367	179456	1817	448201	494174	463015	585482	4425	423742	447621	439151	52723	278	390537	405487	167680	186051	1822	27072	146880	10107	330760	326290	347728	373360	2753	704779	415768	335711	49	503088	593276	471110	3522	18329	462859	778538	471062	400687	182	533051	445407	495542	3915	444508	678120	417	486876	482203	576601	7593	516104	406	369377	429256	425117	479741	330710	571	1573	363625	465024	365240	917	466182	430687	502611	409447	387	297409
GPB:bin_000098	963094	380	938473	848979	1040119	80	800077	768947	921335	193222	842773	876720	796692	794997	2782	909651	1055551	1075820	6889	1091985	1125818	1216	1239565	1152963	3920	1216220	18070	574976	2537	1019594	962734	977008	1081567	21097	737560	884719	877016	128380	649	930586	833183	1020516	703045	2931	10926	206394	22775	1005749	815035	766448	822634	7670	1532237	966540	706436	65	1046373	1340382	1013079	12431	37940	1136397	1356386	931528	839499	365	1190415	1006501	981025	5184	833595	1337514	643	1118972	1074003	1350293	21065	1055150	394	692091	803592	1161498	1220441	521456	1138	4402	1111659	1147576	509611	1965	1017469	960124	924077	913732	794	601306
GPB:bin_000099	153814	83	134608	126538	151764	19	122275	99913	134485	35763	137706	115519	126730	132252	780	153320	154860	123182	456	158788	150029	213	230501	154828	598	138637	1677	104875	238	170479	141322	154671	170311	2257	118779	165636	153044	24638	92	141035	152678	72207	53326	307	9397	33537	962	105516	123098	120433	138256	1596	229950	133169	112653	8	164211	195662	182923	1417	6657	147318	221378	155215	122160	51	188847	169576	148107	897	144057	205801	204	173388	149380	226569	4379	188326	63	110385	170984	171673	207276	114461	150	427	141538	141793	77945	274	141432	108265	147678	163406	121	107847
