sequence_id	M300800.lib1	M300801.lib1	M300803.lib1	M300804.lib1	M300805.lib1	M300806.lib1	M300807.lib1	M300808.lib1	M300809.lib1	M300810.lib1	M300811.lib1	M300812.lib1	M300813.lib1	M300814.lib1	M300815.lib1	M300816.lib1	M300817.lib1	M300818.lib1	M300819.lib1	M300820.lib1	M300821.lib1	M300822.lib1	M300823.lib1	M300824.lib1	M300825.lib1	M300826.lib1	M300827.lib1	M300828.lib1	M300829.lib1	M300830.lib1	M300831.lib1	M300832.lib1	M300833.lib1	M300834.lib1	M300835.lib1	M300836.lib1	M300837.lib1	M300838.lib1	M300839.lib1	M300840.lib1	M300841.lib1	M300886.lib1	M301037.lib1	M301038.lib1	M301039.lib1	M301040.lib1	M301041.lib1	M301042.lib1	M301043.lib1	M301044.lib1	M301045.lib1	M301046.lib1	M301047.lib1	M301048.lib1	M301049.lib1	M301050.lib1	M301051.lib1	M301052.lib1	M301053.lib1	M301054.lib1	M301055.lib1	M301056.lib1	M301057.lib1	M301058.lib1	M301059.lib1	M301060.lib1	M301061.lib1	M301062.lib1	M301063.lib1	M301064.lib1	M301065.lib1	M301066.lib1	M301067.lib1	M301068.lib1	M301069.lib1	M301070.lib1	M301071.lib1	M301072.lib1	M301073.lib1	M301074.lib1	M301075.lib1	M301076.lib1	M301077.lib1	M301078.lib1	M301079.lib1	M301080.lib1	M301081.lib1	M301082.lib1	M301083.lib1	M301084.lib1	M301085.lib1	M301086.lib1	M301087.lib1	M301089.lib1	M301090.lib1	M301091.lib1	M301092.lib1	M301093.lib1	M301094.lib1	M301095.lib1	M301096.lib1	M301097.lib1	M301098.lib1	M301099.lib1	M301100.lib1	M301101.lib1	M301102.lib1	M301103.lib1	M301104.lib1	M301105.lib1	M301106.lib1	M301107.lib1	M301108.lib1	M301109.lib1	M301110.lib1	M301111.lib1	M301112.lib1	M301113.lib1	M301114.lib1	M301115.lib1	M301116.lib1	M301117.lib1	M301118.lib1	M301119.lib1	M301120.lib1	M301121.lib1	M301122.lib1	M301123.lib1	M301124.lib1	M301125.lib1	M301126.lib1	M301127.lib1	M301128.lib1	M301129.lib1	M301130.lib1	M301131.lib1	M301132.lib1	M301133.lib1	M301134.lib1	M301135.lib1	M301136.lib1	M301137.lib1	M301138.lib1	M301139.lib1	M301140.lib1	M301141.lib1	M301142.lib1	M301143.lib1	M301144.lib1	M301145.lib1	M301146.lib1	M301147.lib1	M301148.lib1	M301149.lib1	M301150.lib1	M301151.lib1	M301152.lib1	M301153.lib1	M301154.lib1	M301155.lib1	M301156.lib1	M301157.lib1	M301158.lib1	M301159.lib1	M301160.lib1	M301161.lib1	M301162.lib1	M301163.lib1	M301164.lib1	M301165.lib1	M301166.lib1	M301167.lib1	M301168.lib1	M301169.lib1	M301170.lib1	M301171.lib1	M301172.lib1	M301173.lib1	M301174.lib1	M301175.lib1	M301176.lib1	M301177.lib1	M301178.lib1	M301179.lib1	M301180.lib1	M301181.lib1	M301182.lib1	M301183.lib1	M301184.lib1	M301185.lib1
GPB:bin_000029	1085	133093	125348	60852	3004	124273	51703	112128	164067	102366	119636	0	0	118658	105714	139748	4720	136325	110345	97448	47708	99647	14015	102597	114258	0	67474	107184	105344	1992	105006	504	106789	103047	131791	134779	108221	0	52167	89602	300	92285	97783	163194	114170	450	129450	52949	463	51075	56878	56696	1557	46529	59076	60020	55692	53923	597	53008	7201	2298	51195	64391	53959	55401	0	1684	62411	46577	60771	55808	0	61325	58353	58722	231	54431	53850	600	60009	53262	54885	0	62494	66588	64047	54373	0	55640	57937	10856	52553	63595	22714	5029	150295	141440	93002	109222	0	113836	17879	127524	300	47625	175419	163484	180257	0	2650	154979	0	168528	127998	143069	148286	104476	9081	176634	174447	4288	144466	151248	1080	132000	167641	13335	187077	177056	147220	3082	166882	91112	179731	0	419	151455	32616	0	149814	142772	13016	59206	29032	62462	28459	68809	64293	1755	40461	0	29099	17764	347	28452	58608	61600	63159	12969	3370	64545	59775	64412	300	59444	69220	66237	70700	4610	67079	0	62360	59743	1165	29566	59720	60511	300	15185	0	66754	54879	72415	450	70638	65353	1748	69120	56261
GPB:bin_000030	11426	327304	310184	177228	14304	296097	193549	288627	367365	279811	307731	0	0	316299	281306	353428	26495	323013	285992	276288	188090	282972	58082	293076	296384	838	196704	278480	289176	2765	301194	3939	274181	287785	319421	331693	283785	0	182077	259435	3904	272557	269604	379490	295430	3121	324866	206120	2536	190562	211199	204197	16248	172767	205810	210031	202704	199809	146	210017	25531	12812	194941	221924	198742	197805	0	12852	222934	170719	212463	194755	150	217546	213065	206746	5640	197659	207326	754	213842	198094	204788	169	211740	218005	221487	198045	0	202443	208921	49488	198593	224473	91434	31506	351178	325826	281569	284622	155	297613	86345	340031	6486	191462	390781	371683	383851	0	10303	370042	0	369170	311237	344874	343262	279730	43559	378420	406557	26474	346004	350583	6880	333881	375543	44256	373019	401049	345546	17622	371391	247139	379127	0	4129	358656	109664	0	361742	370831	71664	228249	120551	224700	130329	236263	222407	7493	155266	0	124497	74659	2253	118664	215140	214223	222687	52100	5200	220137	198933	217159	1258	214686	246329	227108	240851	28393	223210	600	214514	213381	6373	123106	205686	210931	1555	57752	0	224235	201097	236732	3079	234288	225200	5780	233076	202879
GPB:bin_000031	3659	334292	303073	145117	8993	304429	176682	291674	417767	288954	340734	0	0	331627	294266	363929	10087	352781	290747	293214	179770	314477	25811	301219	301261	233	171995	321173	288249	850	364246	2220	268452	314308	305896	388686	314423	0	160613	259772	2192	290564	274785	423016	306464	1175	337745	239416	1038	233341	249673	217232	8504	174940	246091	285654	256217	226676	554	266421	21019	5945	221889	235901	227820	197862	0	5370	267266	171532	254401	234172	187	258321	258987	232896	1344	248841	239889	0	267171	240675	259883	436	260667	287626	293274	221226	0	222116	252768	32688	215823	264255	57269	22341	379174	338205	271344	287839	161	297328	42811	350579	3309	174756	456495	437181	401363	194	6325	391601	0	406402	339792	397511	356644	328749	33246	426935	395380	12195	388419	415785	3830	380866	429704	39014	421954	452621	424316	10021	426936	162628	438506	0	2106	411076	83039	0	398396	378709	45300	286186	66702	300359	92326	313609	292152	3064	144390	0	93889	59190	1946	71436	278213	240304	255455	39891	3249	287023	219606	254835	321	253954	296531	300408	302429	13147	277682	748	209465	261918	2790	110640	253910	212600	899	13984	0	265061	208587	294038	520	290358	234531	6020	286883	201765
GPB:bin_000032	4917	883104	781040	222304	2259	506627	244460	1188604	1114836	425766	798012	0	150	828987	483323	1113548	2244	805308	569501	416810	166738	712399	316733	631056	891658	0	286829	770043	570416	2115	801169	15862	465019	765524	743180	950090	518276	0	410813	661059	2660	619278	830000	1180488	649264	1767	673502	992545	1420	722432	1198635	955087	8391	422390	1510307	1539371	1422994	1241351	130	1992538	80998	1956	1047759	1016998	666751	614938	0	2409	1427436	731148	966721	1082287	0	1352800	1404772	1440072	156	1368555	1185378	783	1673719	1887115	938283	5599	1535598	1429559	1739935	809390	0	701364	1116444	54198	740667	1851225	20101	10447	910020	855043	519872	499236	127	369174	55968	877259	656	251114	1663640	950648	462679	570	3078	877425	0	1047463	482551	1017970	1137838	530174	29624	1319468	994116	8562	1063958	1084505	2191	784859	1152310	57778	1076647	2966784	1843712	7415	1292771	227260	1597279	0	2578	1526982	24114	0	1456514	1247319	55178	2074333	91092	1894137	203143	2277590	1690751	8125	976664	0	127426	169292	1241	140930	1006579	1523140	2424898	100132	202	1531483	977394	1200080	2429	1342558	2282821	2162588	1489761	19150	1372389	150	794222	934764	3257	247874	931594	943227	846	16198	0	1509660	1058872	1831035	455	1611528	1198811	10983	1416114	640826
GPB:bin_000033	11314	1078623	863736	278890	16733	874668	434916	712664	1232609	784791	899114	0	0	1031007	891529	1141477	15018	902595	732313	846869	468858	860102	112597	800624	880210	900	393688	897220	838841	4783	947516	15214	766414	895160	909103	1167628	802230	0	442237	673364	1936	834611	815080	1553789	925730	2338	925517	1017826	4774	980698	1216801	1249600	37904	910872	1308543	1285008	1290663	1196587	645	1307471	112317	18647	1180158	1281583	1098331	1064649	0	9709	1294474	901808	1205287	1056648	524	1231250	1243892	1190296	10813	1196896	1098609	3649	1273071	1190754	1158561	261	1309317	1312491	1413992	1012187	0	1032682	1183891	152268	915441	1319647	135064	47065	1194889	1039559	812128	841887	300	789283	85578	1171067	4387	452671	1473392	1328795	1321594	940	11757	1204817	0	1308027	991889	1341956	1122684	821279	98010	1533520	1301229	50849	1208228	1203182	9852	1196545	1309938	97811	1357662	1811623	1423283	28703	1386188	377445	1286459	0	6247	1342088	234119	0	1358895	1267738	196274	1459954	339789	1445207	468187	1594442	1367902	10503	616859	0	388023	177398	6400	308459	1304892	1317985	1367010	98115	11359	1363914	1055905	1281817	1389	1201090	1577674	1465201	1481556	59157	1337978	557	1069727	1116145	18966	485962	1177003	1063676	1782	31717	0	1279934	1066853	1459838	7681	1471176	1294668	12552	1434776	962640
GPB:bin_000034	2463	101970	112433	43228	3603	79768	44978	234471	221971	85246	107755	0	0	96668	81959	167650	5870	88337	105733	72187	57639	154209	13293	94547	192240	616	149029	175034	109374	0	229514	675	91509	102170	128347	177844	117416	0	47859	168569	770	94515	111457	130062	141411	300	106759	62422	0	64097	68116	64343	5218	54013	69327	70808	66633	61907	503	74171	9542	1734	64535	76106	62874	56519	0	246	72779	48140	73766	68855	0	78579	70785	66660	1198	64086	66008	0	77849	68683	68167	0	72646	81313	78432	64033	0	66424	68829	14837	58042	73136	19036	10236	109215	338356	213691	150359	0	139644	12883	129255	1250	46143	258980	105970	156586	0	2149	218932	0	124638	240086	189360	105732	80862	11988	255289	127727	5761	129159	270210	1130	243104	202317	10440	314881	185946	156187	6354	149327	97925	841597	0	600	255743	26769	0	230379	191352	16179	73290	27422	84786	24928	89244	76062	1622	35113	0	27570	17557	919	27126	71176	75087	83226	12597	2347	80756	68109	72354	147	74845	85732	83842	90290	5220	77178	150	68287	75340	977	35010	72391	66253	314	6404	0	79223	64449	91647	386	88286	70692	2515	86874	66209
GPB:bin_000035	64679	2655208	2655622	2266192	189878	2634428	2037272	2595687	2741975	2566850	2688701	0	433	2685458	2614660	2716407	239602	2655165	2609132	2535521	1821208	2577374	1005707	2629709	2606101	9006	2263482	2572644	2577969	39654	2559078	39859	2585500	2613102	2649949	2681386	2593421	0	2118840	2482794	26448	2558540	2567730	2768354	2607773	18501	2698456	2553254	23906	2549253	2584931	2584002	187455	2476152	2592615	2610738	2593572	2567955	13533	2589907	925880	284409	2525324	2631652	2559263	2578882	0	183547	2628905	2501252	2615755	2568615	722	2623589	2607346	2589721	74026	2563862	2583829	10816	2603676	2565865	2585835	3809	2612279	2633828	2643588	2570830	0	2579942	2590875	843652	2559979	2633704	1067736	329034	2722457	2713588	2260904	2632728	4821	2677596	1477123	2711930	45051	1951609	2763842	2775003	2763853	2722	125503	2745952	0	2751213	2678263	2722589	2716494	2588554	502256	2774928	2768825	263338	2733716	2714334	24256	2712703	2744978	620021	2742178	2787204	2656111	319561	2756038	2570467	2750435	180	27050	2750685	1062265	0	2711273	2721017	1229856	2627959	1996602	2635494	2109995	2646964	2631661	120497	2349200	150	2154475	1585799	36802	2048602	2613158	2615517	2624549	954328	89974	2628606	2571552	2626020	11357	2617375	2667713	2644566	2660306	520079	2638483	12223	2597203	2604552	109165	2063588	2610290	2582590	25718	1267540	1696	2623088	2558280	2667052	28302	2666658	2633167	122251	2660683	2575328
GPB:bin_000036	3499	627033	480389	138741	12753	499111	209932	454267	689523	445755	507867	0	0	520335	538572	650697	7573	538884	393826	420391	255332	475232	60089	485322	542840	3035	261697	509143	521224	3391	558325	5794	419295	532872	515342	558101	477617	0	243398	432592	1833	472018	484369	992553	516419	1281	592116	780915	901	690046	939845	921846	20270	690463	1024899	941329	987823	939113	450	1015245	59773	19313	857952	1009803	766212	778992	0	5579	1029291	643988	977782	771385	768	1034746	1061755	1026837	1351	906103	910200	2141	1006853	966984	912427	382	1015296	1063113	1148625	753792	0	792825	873387	108353	694754	1044786	64191	20402	673949	592252	348680	363988	403	423773	41123	659230	2668	199791	776129	769954	805305	0	8279	1047691	0	676287	456790	689320	656691	474566	49382	863208	672026	11917	668837	719001	5848	771623	818533	37900	813612	1164380	818289	9678	770373	224734	709411	0	1250	757862	59077	0	763400	784112	106954	1126494	210216	1226518	435536	1266069	1088514	5004	446564	0	254749	143137	7067	202382	1107040	1019067	1071599	47564	3411	1089411	857947	842178	237	972727	1296087	1157715	1217367	41710	1101141	300	721380	899440	3568	388321	878387	789691	135	22856	0	1045980	679660	1167264	2559	1208253	1080551	4891	1107225	790787
GPB:bin_000037	8368	417581	406572	197210	16481	396729	221964	367252	483906	354482	397901	0	0	425948	382524	461903	13556	410576	359787	350731	236162	361627	96717	375968	381551	327	242293	378432	368321	3685	397544	8194	364743	380976	410141	441199	360325	0	239747	307106	4409	360994	358894	519376	402943	2537	429483	357178	2978	355998	389543	377323	26636	320283	396375	401514	387518	381548	2038	397427	48946	14004	365822	410691	369063	374076	0	13583	412112	322294	400582	355907	641	412377	400089	396722	16068	373866	391883	1385	409551	367476	400098	806	406547	414961	431745	362099	0	376005	386620	83917	358697	416334	79315	38709	464742	414027	378897	365927	769	389632	51163	445742	5634	250975	513580	495784	489810	232	9356	485770	0	497573	440867	493808	453825	366464	53061	521771	479180	31635	466214	463239	760	448122	522254	61549	494444	567577	479409	18874	516502	257068	536317	0	5240	532573	129948	0	479780	454438	116210	430425	185146	438187	195819	469338	426212	9876	269270	0	210109	123411	6370	196797	417782	413717	435045	88842	8510	420019	374850	428586	2899	413306	467965	440974	458050	41081	428706	1076	390201	417119	9111	245146	401650	389864	2947	49942	379	417796	366184	444264	1585	460053	419333	11275	435645	383974
GPB:bin_000038	4806	99392	159067	65035	8869	271279	22359	131365	215023	26725	183550	0	10044	109543	212087	185953	6147	71365	141638	22220	43321	51517	6573	89405	155212	1892	98331	97924	127999	262	177817	1024	62102	107727	132657	143094	83021	0	20587	51188	1478	41708	80970	139377	25173	1496	41096	159731	2029	36463	173774	70437	3706	56019	54154	285854	76734	22887	1081	34322	1012	0	38390	106783	52500	112980	0	772	120357	62265	75809	75879	450	119662	188204	61041	750	117631	19763	0	148386	63130	74170	0	161350	169419	220402	57701	0	75815	68195	17939	82539	179292	141608	9541	283166	281319	381246	44948	678	29839	17846	80354	4025	195535	567998	139420	238534	1447	3086	283505	0	99321	42477	172555	214140	77461	5505	201307	464162	10403	190234	92022	4304	49576	228541	13752	483730	44200	48749	6774	148294	84511	87801	0	1351	210859	19393	0	110082	143344	5909	86102	41849	67676	12323	38704	257304	897	20370	0	26958	34767	2078	10337	66416	51290	36767	2164	3915	127002	81267	172966	2434	163496	105751	153462	89217	4194	109351	1199	85807	81718	478	20094	83976	40547	3636	6168	300	61738	90172	277680	876	222985	131792	281	37364	54623
GPB:bin_000039	2060	30074	30183	17747	1195	28912	17997	26887	33342	29233	30601	0	0	30479	28649	31500	647	30141	29024	26245	18549	28127	1142	28393	27165	0	18362	28366	28836	0	29430	511	24552	27183	26670	30466	28467	0	13174	24833	0	27594	28123	34766	28235	0	32187	12359	0	9914	11010	10215	109	8703	11973	11472	10899	11354	241	11691	635	675	9382	11815	10208	9514	0	0	12684	9207	11653	10070	0	12059	10451	11118	150	9573	10619	0	12112	10805	10769	0	11987	13708	13258	9328	0	9729	10752	563	9703	11380	9467	2334	33521	31136	20417	26930	0	26876	3419	32423	714	18222	35281	35046	32490	191	0	32529	0	33723	29219	32001	31906	29013	999	34433	32458	2803	31080	32780	210	33015	33740	2377	33716	36221	33180	741	34196	16710	33372	0	0	32809	8233	0	32102	31315	1151	12261	4001	12331	5668	14127	11476	0	4807	0	3721	2023	0	1752	10210	11691	12214	1573	1030	11936	8678	10813	0	10760	14033	11102	12665	998	12676	0	9869	11875	300	4275	10882	9993	0	1822	0	10353	9375	12360	150	11887	11619	0	12309	8273
GPB:bin_000040	0	5219	4322	2470	0	5044	3099	3071	5524	4246	4590	0	0	4111	4000	5974	400	4473	3900	4173	3741	4299	0	4278	3833	0	3911	4689	3927	0	4754	0	3779	4702	3869	4176	3786	0	2341	4089	0	3798	4048	5913	4086	0	4396	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	204	5771	5086	2299	3910	0	4834	150	4764	0	3933	5944	5584	5382	0	0	5546	0	5263	5518	5349	4463	4819	0	6126	5899	278	4747	5522	0	5559	5911	533	6205	5908	4287	0	6093	1465	5194	0	0	5659	1557	0	5941	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	145	0	0	0	0	0	0	0
GPB:bin_000041	1652	418643	359633	133194	173	284637	51360	479948	556063	220468	81686	0	0	118952	130474	239919	577	141464	83162	214273	73836	243944	0	268408	362474	0	121606	237414	313502	0	189581	0	350319	264827	234898	245918	380927	0	33512	274360	0	397856	147637	551850	175358	0	388155	282	300	399	147	150	150	0	0	0	0	146	0	0	0	0	856	400	0	150	0	0	125	0	150	255	0	379	150	150	0	0	110	0	237	150	0	0	0	0	150	0	0	136	0	0	150	150	17589	865	467034	426606	78868	165398	0	185074	577	214834	0	45256	626789	572276	466273	0	0	587862	0	479899	361274	264607	414861	247150	0	458514	376325	0	564519	460340	0	471332	623760	0	389688	591465	372773	0	463921	45052	4210	0	0	542274	14425	0	457600	414412	0	0	150	204	0	829	99	0	0	0	592	0	0	150	150	314	388	0	0	300	300	0	0	150	780	300	0	0	300	0	252	0	0	196	0	347	0	0	0	92	0	448	0	297	450	0	297	300
GPB:bin_000042	0	449	770	300	0	0	750	799	449	930	150	0	444	150	0	322	0	546	150	0	524	130	0	329	304	0	840	598	338	0	309	0	0	300	455	312	449	0	0	0	0	178	512	467	448	0	600	0	0	0	449	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	149	300	0	0	0	0	0	0	0	0	149	0	0	0	0	0	150	0	0	149	0	0	607	738	150	643	0	148	0	927	0	214	903	827	806	0	0	298	0	1199	150	335	1133	278	0	1062	1287	150	639	1572	0	427	153	0	1252	1205	814	0	597	0	90	0	0	1156	0	0	428	700	0	128	0	0	0	0	0	0	468	0	0	0	0	0	0	136	0	0	0	0	0	390	0	0	150	0	150	0	0	0	0	0	0	0	149	150	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000043	33362	2806662	2189572	713728	57182	2062611	1110434	2273148	3178414	2307763	2380587	0	0	2814606	2458782	3017750	29668	2372161	2164528	2202386	1087879	2162415	170687	2409381	2372115	423	1002552	2407404	2729755	3905	2606391	20786	2272311	2567855	2529824	2992223	2259790	0	862433	1922291	4834	2414306	2273915	3528814	2524685	1520	2350424	1633585	8502	1394636	1910454	1896885	65759	1359221	2157418	2088193	1976632	1939413	1987	2027614	178186	26807	1564089	1998047	1765784	1546930	0	14033	2021945	1223921	1958511	1824763	0	2008801	1886083	1931403	34378	1907636	1669942	6930	2127560	1993168	1702120	584	2179259	2205653	2087396	1612374	0	1534086	1727850	207081	1396830	2085316	306994	123608	2912287	2575143	1871459	1908431	690	2042865	207515	3116515	23832	1517043	3331753	3159922	3217075	2133	22426	3094503	0	3448319	2747717	3356096	2814627	2460565	146997	3487206	3378112	68671	2952882	3206044	99963	3158420	3407578	171967	3411879	3784762	3652854	40562	3605485	838777	3423493	102	5607	3394208	562544	0	3452629	3374866	236753	2661577	549610	2268515	662591	2672419	2355239	18005	749735	0	507316	309683	6208	393408	1725303	1875544	2023267	125669	7428	2317437	1580976	1781544	1792	1836479	2261465	2480963	2394530	91688	2104815	1881	1594614	1624684	39316	659868	1672653	1631472	2492	41619	235	1901517	1549099	2541608	9512	2443955	2196712	14550	2193201	1455794
GPB:bin_000044	1294	62973	61537	24076	962	58566	26485	56711	77351	48466	64608	0	0	64194	55337	72464	1183	62096	58286	56976	29368	57275	5101	55319	59103	0	32584	61865	58800	0	68439	0	48574	62153	54807	72389	53318	0	19689	55731	0	55699	54755	90131	63691	425	69341	28966	256	23873	28717	26293	2612	23410	27947	31556	26261	27170	142	28534	2654	780	25419	31942	26194	24814	0	591	30784	24036	29381	26040	0	32727	29948	28506	0	27635	28251	0	32372	26064	26386	0	30428	34156	34077	26570	0	24577	28092	2579	25802	31118	8480	2743	71303	58615	51817	49458	0	51754	5040	68798	645	26284	84889	84858	79338	147	1320	78275	0	75183	67071	86014	71188	51302	4243	85139	78980	2626	69300	85296	1360	68067	78263	5367	84120	94952	79150	0	81784	27395	85282	0	744	83447	13518	0	82844	76570	4852	31980	10555	31137	9470	37208	31442	852	16281	0	10725	4712	0	9096	27160	29473	32293	2512	521	33433	25552	29891	0	28452	37848	33600	36504	1193	31934	0	28483	30155	431	13027	28915	28330	0	3019	0	31567	22525	32991	104	34582	32305	0	35309	27264
GPB:bin_000045	15928	2679744	2256995	754091	46976	2117971	923093	2152371	3063893	1571434	2028734	0	118	2666320	2373284	2601564	20731	2212152	1825453	1902949	897182	2005650	126269	2192048	2392392	0	903033	2279260	1955088	2717	2565664	14452	2206045	2572124	2540513	2785236	2205542	0	607683	1628328	3016	1857799	2265039	3381547	2242579	6787	2244260	1049459	7804	991188	1243501	1272621	39450	940721	1313912	1289881	1314943	1227073	1336	1318240	117474	22052	1197917	1298024	1150763	1058932	0	13017	1334748	947079	1219320	1076206	206	1248221	1273513	1205543	12180	1216828	1110575	4460	1294880	1204826	1180264	308	1336028	1369336	1425375	1026279	0	1058208	1208313	158173	926583	1358604	235109	126117	2972103	2394915	1643031	1670159	681	1827728	197099	2797742	5359	1192874	3486876	2876985	3052971	765	17043	2730085	0	3055217	2204329	3154596	2893388	1970934	199887	3526927	3134718	53949	2890263	3016962	19003	3151916	3012201	98701	3287323	3934748	3485782	47038	3154995	992289	3301906	0	4546	3243543	440170	0	3171395	3011604	202419	1471023	359704	1464328	493317	1620246	1401612	12354	623019	0	424006	175972	6203	325318	1325036	1343591	1377211	101460	7480	1364140	1074173	1307730	2374	1237353	1591940	1485079	1488906	58028	1356290	1838	1092624	1146831	14553	503372	1187983	1083135	1769	41145	0	1294471	1096492	1474530	6847	1491164	1331260	13284	1449030	993578
GPB:bin_000046	14489	840432	644515	214510	18433	611008	348554	548292	858503	555208	689666	0	0	691186	586279	798143	11520	718143	626056	607589	305270	687855	13343	623889	680172	0	368164	629088	690041	431	778423	849	526919	631667	624322	739663	555391	0	287776	585337	576	608570	623030	1047101	678628	575	761502	104116	150	83483	103696	90116	7247	75220	97897	104364	93959	95113	0	96847	5753	2209	84140	101112	81027	86389	0	1645	105523	70239	99381	83796	0	101360	98337	94155	990	84836	98380	262	99305	88787	91121	0	98280	105108	106010	78413	0	82541	95578	14755	82939	98389	93903	30425	867489	745148	779234	594563	0	578595	40693	849213	4254	370201	978310	946757	839187	300	4416	869792	0	819598	706288	903653	762086	597395	89033	1038777	884546	52469	830052	851008	5543	800149	903202	26588	870118	1311241	1020906	8361	903252	401826	914217	0	1481	902569	133065	0	936740	912864	18005	109479	34623	111484	39121	124857	110639	1222	57249	0	40054	21237	601	33166	100833	96596	103515	11506	1773	104839	88209	101290	360	106106	119440	111030	116631	5270	104309	129	94791	107512	1399	45549	92527	88372	245	13582	0	106286	80613	112339	564	116973	110272	1299	112462	84037
GPB:bin_000047	5783	159780	152698	89858	7494	150343	98363	143037	173390	138581	159918	0	0	157588	141748	161693	7932	158798	143299	128483	101536	143427	35780	136430	142486	928	94094	135022	139892	1676	141262	1363	140164	146367	154380	158865	138931	0	93298	124083	4336	140759	130231	182182	142051	1273	163642	111479	1584	113287	117035	114880	11713	100353	116982	121301	115924	112801	470	118486	12132	5658	112242	127980	118660	111145	0	3959	128116	94524	121811	112870	206	123061	121317	120160	3459	113053	111344	0	122061	114369	117403	612	120508	129593	131279	116941	0	116254	121369	34321	114634	126287	40238	20386	176062	166488	139403	149288	0	149203	36999	166092	2155	96237	192369	187543	180165	269	8948	173718	0	179979	161804	172553	170740	136776	34753	190589	185206	12254	171308	171902	3378	165451	180651	23376	182511	199690	163693	7069	183404	127868	182540	0	1736	180654	62446	0	164719	169841	41229	122829	68800	127617	69414	139128	129715	3879	83491	0	66259	35408	929	71694	122976	120152	132945	35223	3899	129000	116211	126823	1143	123761	139650	133609	142438	13527	130365	398	122135	123110	2810	63451	125855	118119	568	22206	0	130377	113785	139954	2402	137139	129432	2996	137485	117625
GPB:bin_000048	13592	1127742	863997	323648	15851	791557	192956	616584	1587013	581263	1046982	1847	7054	901208	945843	1822639	17798	809058	848241	601359	260243	695815	333935	1113741	1325329	8324	232962	748426	913438	8550	857481	20040	861440	907955	1083425	1226640	745740	1937	546227	602144	6910	1226133	913301	1721697	1330035	4109	952081	2580392	14223	2283317	3379131	2968111	95683	2144155	3385525	3677834	3420960	3072740	11488	3534614	205796	10128	2861808	3581895	3049307	2763194	3843	21814	3542404	2369393	3431586	3130427	4756	3384273	3468741	3553636	22636	3396072	2872880	11998	3427069	3435198	3288499	8715	3610483	3813954	3889664	2433496	4240	2620501	2807094	128485	2318578	3803646	81427	31099	1090817	886659	1017248	670072	2369	561484	64402	890458	7877	381233	1393505	1253030	978816	5039	13796	1133376	2008	1650822	983030	1490329	1335840	721177	77076	1469497	1458353	28759	1395990	1873859	12171	1036823	1564860	29258	1393846	2156173	2364584	70842	1701624	190907	1848255	0	29696	1105049	288334	5963	1167851	1356155	298471	3751678	514192	3546789	544987	4222769	3728596	15810	1543705	7758	645006	583256	60830	641727	3227537	3341398	3721490	178028	11437	3435365	2655109	3366597	10801	3289697	4041693	4028099	3767847	63277	3423499	9268	2483914	2846170	19074	1208474	3059327	2164209	2473	25882	3836	3124636	2393572	4078323	7954	3854140	3044533	25291	3754054	2085333
GPB:bin_000049	0	9724	7535	1714	122	7546	2504	3462	10426	4712	5794	0	729	8382	4474	9009	709	5241	8099	4052	3449	3721	2358	7287	4421	0	1920	6600	10188	202	9028	150	5555	7756	6767	6774	4210	0	2142	5645	147	7710	6203	15128	9092	0	7118	29537	443	12862	14392	16537	763	11488	20264	31516	19459	13390	599	20472	212	900	18208	19019	13502	16176	0	472	20304	12142	19801	15245	79	25444	19541	20592	0	19564	18473	587	21533	17519	19051	740	21194	21771	29481	9858	0	14442	22734	0	10461	25399	516	534	9003	8166	7630	4018	97	5334	510	8565	394	4284	11813	8800	7508	297	129	7009	0	14372	7092	9852	10089	5697	540	15024	7171	1080	10050	12607	542	9084	9043	914	11085	15262	13884	429	13269	1577	20259	0	5851	10804	2822	300	12828	11366	1622	24333	4167	25876	2843	32350	30411	481	10007	0	2446	5037	450	5372	20806	21346	24050	150	732	18031	14813	22779	148	18444	32915	25767	27845	150	20825	404	12787	14589	114	11175	14920	12502	0	994	163	18225	8509	26410	309	29109	21591	996	35051	11622
GPB:bin_000050	0	1771	2119	300	0	1602	712	615	1127	1292	475	0	0	150	1193	1180	0	743	855	483	1100	600	0	853	470	0	514	539	1508	0	1233	0	150	1725	693	994	540	0	0	0	0	457	1025	2158	857	0	1920	409	0	150	0	0	0	150	266	150	0	150	0	0	0	0	150	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	125	150	108	0	0	0	0	0	0	300	0	0	282	0	0	0	1849	1736	1346	1612	0	1126	0	421	0	488	1661	2754	2490	0	150	1157	0	1663	1986	1086	1678	300	0	1657	1651	0	1482	2085	0	1212	1449	0	2271	538	2104	0	2696	462	1917	0	0	1686	150	0	774	2087	0	268	0	0	0	124	124	0	0	0	0	0	0	0	654	300	150	0	0	0	0	300	0	0	300	0	149	0	88	0	150	111	0	0	0	0	0	206	0	0	0	0	0	150	0	0	0	0
