sequence_id	M301186.lib1	M301187.lib1	M301188.lib1	M301189.lib1	M301190.lib1	M301191.lib1	M301192.lib1	M301193.lib1	M301194.lib1	M301195.lib1	M301196.lib1	M301197.lib1	M301198.lib1	M301199.lib1	M301200.lib1	M301201.lib1	M301202.lib1	M301203.lib1	M301204.lib1	M301205.lib1	M301206.lib1	M301207.lib1	M301208.lib1	M301209.lib1	M301210.lib1	M301211.lib1	M301212.lib1	M301213.lib1	M301214.lib1	M301215.lib1	M301216.lib1	M301217.lib1	M301218.lib1	M301219.lib1	M301220.lib1	M301221.lib1	M301222.lib1	M301223.lib1	M301224.lib1	M301225.lib1	M301226.lib1	M301227.lib1	M301228.lib1	M301229.lib1	M301230.lib1	M301231.lib1	M301232.lib1	M301233.lib1	M301234.lib1	M301235.lib1	M301236.lib1	M301237.lib1	M301238.lib1	M301239.lib1	M301240.lib1	M301241.lib1	M301242.lib1	M301243.lib1	M301244.lib1	M301245.lib1	M301246.lib1	M301247.lib1	M301248.lib1	M301249.lib1	M301250.lib1	M301251.lib1	M301252.lib1	M301253.lib1	M301254.lib1	M301255.lib1	M301256.lib1	M301257.lib1	M301258.lib1	M301259.lib1	M301260.lib1	M301261.lib1	M301262.lib1	M301263.lib1	M301264.lib1	M301265.lib1	M301266.lib1	M301267.lib1	M301268.lib1	M301269.lib1	M301270.lib1	M301271.lib1	M301272.lib1	M301273.lib1	M301274.lib1	M301275.lib1	M301276.lib1	M301277.lib1	M301278.lib1	M301279.lib1	M301280.lib1	M301281.lib1	M301282.lib1	M301283.lib1	M301284.lib1	M301285.lib1	M301286.lib1	M301287.lib1	M301288.lib1	M301289.lib1	M301290.lib1	M301291.lib1	M301292.lib1	M301293.lib1	M301294.lib1	M301295.lib1	M301296.lib1	M301297.lib1	M301298.lib1	M301299.lib1	M301300.lib1	M301301.lib1	M301302.lib1	M301303.lib1	M301304.lib1	M301305.lib1	M301306.lib1	M301307.lib1	M301308.lib1	M301309.lib1	M301310.lib1	M301311.lib1	M301312.lib1	M301313.lib1	M301314.lib1	M301315.lib1	M301316.lib1	M301317.lib1	M301318.lib1	M301319.lib1	M301320.lib1	M301321.lib1	M301322.lib1	M301323.lib1	M301324.lib1	M301325.lib1	M301326.lib1	M301327.lib1	M301328.lib1	M301329.lib1	M301330.lib1	M301331.lib1	M301332.lib1	M301333.lib1	M301334.lib1	M301335.lib1	M301336.lib1	M301337.lib1	M301338.lib1	M301339.lib1	M301340.lib1	M301341.lib1	M301342.lib1	M301343.lib1	M301344.lib1	M301345.lib1	M301346.lib1	M301347.lib1	M301348.lib1	M301349.lib1	M301350.lib1	M301351.lib1	M301352.lib1	M301353.lib1	M301354.lib1	M301355.lib1	M301356.lib1	M301357.lib1	M301358.lib1	M301359.lib1	M301360.lib1	M301361.lib1	M301362.lib1	M301363.lib1	M301364.lib1	M301365.lib1	M301366.lib1	M301367.lib1	M301368.lib1	M301369.lib1	M301370.lib1	M301371.lib1	M301372.lib1	M301373.lib1	M301374.lib1	M301375.lib1	M301376.lib1	M301377.lib1
GPB:bin_000094	0	319	1176	126	0	1755	3336	6507	985	2276	4	0	2385	1703	1952	1093	2418	3106	202	70	347	0	835	0	2642	4927	8887	11	962	47	5455	0	0	3558	7	4	499	4922	1694	741	143	50	0	1846	13	0	0	5265	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2450	2099	0	1095	0	2036	0	1701	0	0	2141	0	0	701	4033	775	1198	0	0	884	2432	1167	52	3394	303	0	12	0	2437	2454	3767	5161	6530	7770	6921	5494	3594	0	0	0	2116	4746	5974	1206	2693	542	0	5738	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0
GPB:bin_000095	0	17679	50038	3606	8	45703	117898	240136	28733	92130	0	0	71395	56838	96840	41586	85565	114156	6756	1735	14501	0	30812	77	90705	150727	328355	475	27702	2511	221132	0	12	149659	273	818	13300	152332	42627	27835	5759	2471	0	48662	294	158	0	147400	52	14	0	2	0	0	0	0	0	0	0	12	18	0	0	0	24	2	0	0	0	0	0	0	18	46	0	62	0	28	0	31	1112	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	79777	74137	22	31481	0	60064	0	61949	0	0	82523	0	0	22274	145736	30110	89251	2	10	35179	77653	49945	1642	92332	7418	0	220	0	134598	95673	104008	179241	209481	317726	251218	169448	139605	0	0	0	60742	205159	204807	36167	66133	16348	0	212689	0	80	0	24	16	0	16	12	0	2	0	2	2	0	8	38	0	0	126	0	0	2	82	0	69	0	0	0	78	0	0	0	1	2	258	0	0	0	0	6	4	158	0	0	0	3086	32	0
GPB:bin_000096	0	33935	87668	7858	2	85513	285739	691864	58279	289808	0	4	136408	143029	126450	131018	208272	112102	10068	5339	26665	0	128621	1	297947	308582	724336	626	67263	3096	515893	0	87	232884	1404	192	9310	405555	279765	75794	15667	6108	0	153778	599	234	0	205506	22	16	8	0	0	0	0	0	0	0	0	0	23	0	42	0	130	140	18	0	0	0	6	0	60	160	0	202	0	46	6	194	34	0	0	0	0	0	0	0	0	0	68	0	0	10	0	0	263084	131989	30	62194	0	134797	0	183039	10	2	287293	0	0	28165	234995	60849	87427	25	0	80569	207365	158089	5221	236704	14433	0	445	2	94102	238695	296508	348051	844333	323166	437462	273035	163287	0	0	0	82620	1036960	470526	72743	528924	14528	28	252619	0	124	0	0	14	0	8	28	6	8	10	2	0	6	8	24	18	0	63	0	0	30	92	2	65	0	0	10	171	0	0	22	36	12	311	0	0	2	0	0	0	38	56	0	0	2457	10	12
GPB:bin_000097	2	31137	117028	9299	70	118185	298276	554142	81995	169147	0	4	184142	136590	158596	95456	193835	216847	16122	4075	33891	0	111131	24	243957	511822	713520	1289	66372	3832	371852	6	102	297309	1169	490	39591	354562	149954	49944	7254	3442	14	150065	690	39	0	726581	347	10	0	8	0	2	0	2	178	0	2	0	40	4	72	0	140	100	90	0	9	0	0	0	307	304	0	212	36	0	6	933	4	0	23	0	0	0	0	0	0	54	64	8	10	0	6	0	249959	157583	18	81044	0	167403	0	158410	0	0	209345	4	2	53718	348090	72480	64685	21	4	70776	228650	115440	28925	261462	19808	8	2525	0	170813	245360	325012	335605	640087	495555	483998	422397	257994	0	0	0	169750	482079	445075	100799	229324	21812	1	466140	8	512	32	20	72	0	2	26	10	54	0	4	20	0	48	26	6	40	373	0	6	217	235	20	350	0	0	14	290	14	0	64	13	2	522	30	0	0	2	0	144	180	0	0	0	4570	164	46
GPB:bin_000098	2	87883	320444	23264	80	440541	626691	1222787	253057	492947	16	6	459902	397056	408776	271263	483898	697177	31561	11289	89242	0	236778	346	535083	1062669	1763021	3424	183843	9569	1108524	0	396	812483	2648	923	77731	1127297	327405	111286	43114	15328	0	358319	2165	501	0	1023446	55	0	0	52	0	0	0	4	42	0	18	10	46	22	20	0	324	32	56	0	0	8	8	0	81	233	0	429	173	18	8	92	12	22	39	0	0	0	0	0	0	34	82	58	0	0	20	10	501839	436204	160	197871	0	443669	0	398089	2	14	480488	2	2	133556	712169	137378	305360	106	22	302238	521425	229215	7740	777881	79683	0	1831	0	426030	575158	906344	1149242	1471701	1447914	1206751	916847	610378	0	0	0	723108	799586	1305031	258019	479717	75809	26	1516071	12	436	0	36	94	0	37	80	2	10	0	10	36	16	24	128	0	12	686	0	0	160	121	36	372	0	4	102	9542	4	80	54	36	41	863	0	0	0	0	0	18	414	0	0	0	8569	184	2
GPB:bin_000099	0	13346	47738	3717	0	58045	107143	211921	27085	72416	2	0	71149	58357	72706	44150	78690	96070	6831	1711	14287	0	27441	9	80649	152871	290730	629	30761	1695	198536	0	12	108989	491	229	15320	158359	45839	31427	7941	2463	0	59285	370	52	0	138558	14	2	2	0	0	0	0	0	0	0	0	0	44	0	0	0	2	2	36	0	26	0	0	0	20	90	0	42	12	0	8	13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	94188	58395	14	33569	0	57801	0	57598	0	0	60212	0	0	25949	146828	25742	45350	0	0	31998	73212	45295	2418	133076	8697	2	527	0	89739	93573	142306	176250	285973	254446	221998	178435	120901	0	0	0	64817	150801	177314	43815	81554	9421	0	164083	0	19	0	0	0	0	2	2	0	0	0	0	4	0	6	0	0	16	32	0	0	23	6	0	54	0	0	12	8	0	0	0	0	0	20	0	0	0	0	0	2	6	0	0	0	134	2	0
GPB:bin_000100	0	34609	145037	8073	22	110119	301844	546497	76509	171777	0	0	193141	135692	224331	156624	175497	206671	14332	5406	28806	0	76667	12	217846	412806	689269	1378	65750	3139	512960	0	0	246572	1189	1087	21813	400009	127272	50979	17035	9908	0	114919	975	10855	2	616828	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	21	0	0	0	0	0	0	0	24	16	0	56	0	22	0	12	16	0	4	0	0	0	0	0	0	0	0	6	12	0	0	6	496032	134902	22	77933	0	156135	0	122944	0	4	137880	0	0	75954	230051	59461	159060	34	0	142003	166467	110644	63722	321667	25991	0	3493	0	124999	363453	267916	329713	733359	683633	2545941	260482	204528	0	0	0	156385	294964	316542	76370	174475	17045	2	543259	0	2	0	4	0	0	0	0	0	0	0	2	12	0	0	0	0	0	6	0	0	106	27	0	90	0	0	0	38	1	16	0	0	0	20	0	0	0	0	0	46	0	0	0	0	117	2	0
GPB:bin_000101	0	14988	48102	6333	0	58877	102716	262609	46235	101905	0	4	112295	70591	57109	48340	117296	96996	10246	2213	16046	0	25837	0	124608	187004	252798	873	43153	3146	240990	0	0	132149	151	71	16414	216975	71739	26943	7785	1849	0	87257	456	551	0	272085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	84	0	0	0	3	0	0	70	0	92	0	0	0	24	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	92400	80506	22	47954	0	104500	0	78241	0	0	119120	0	8	30311	172582	41327	107992	24	0	49594	99331	37195	1266	140315	13379	4	116	0	91749	129909	197057	187193	354790	240951	287067	251568	155342	0	0	0	100052	144675	202490	54176	99134	14128	0	286835	0	20	0	0	0	0	0	4	12	2	0	0	0	0	0	0	0	0	0	0	0	12	6	0	3	0	2	0	0	0	0	0	36	0	2	0	0	0	0	0	0	0	0	0	0	122	0	0
GPB:bin_000102	2	161	682	48	2	752	1595	3106	544	1014	0	0	1131	923	845	506	1361	1333	115	32	186	0	339	0	1227	2407	3968	7	417	16	2370	0	0	1673	7	0	207	2043	780	377	104	20	0	689	1	0	0	2663	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	898	0	517	0	985	0	831	0	0	1110	0	0	367	1748	447	694	0	0	436	1048	516	17	1572	109	0	24	0	1191	1287	1767	2189	3073	3784	3669	2580	1528	0	0	0	903	2189	2773	560	1217	197	0	2427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	8	6	2
GPB:bin_000103	0	2182	7223	548	0	7773	16685	30924	4497	10697	0	0	11742	9015	10401	5829	10882	13454	976	307	1752	0	4910	0	11295	22110	45047	54	4147	225	25160	0	0	16063	26	0	1984	20799	8136	3499	1131	504	0	8183	35	0	4	24184	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	0	42	22	16	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12299	8168	0	5991	0	9776	0	8296	0	0	11726	0	2	3141	17813	4281	7146	0	0	4606	11551	5445	742	16668	1556	0	228	0	13088	12888	17566	22853	33506	32947	31639	24761	14957	0	0	0	11034	22283	28672	6081	12761	1039	6	27571	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	20	0	0
GPB:bin_000104	0	3179	8606	754	0	10063	28745	49293	7176	17640	0	8	19455	11661	14550	12402	12456	20482	1519	391	1048	0	6257	0	17575	48320	49199	8	7969	282	35591	0	0	27299	38	14	2859	44706	15317	1163	1131	638	0	6838	24	8	0	28113	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14847	7237	0	9073	0	14204	0	11275	0	0	16600	0	0	1925	14119	3404	5471	0	0	12319	20291	12865	1522	19954	2158	4	50	0	6531	36973	49951	20732	52032	46005	42634	29859	11189	0	0	0	9962	48002	23268	10738	28742	290	0	50397	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	8	0	0	0	78	0	0
GPB:bin_000105	0	2989	10367	822	0	13335	23094	54040	7482	17236	0	4	18596	14403	14035	9504	16911	17418	1248	430	2989	0	7715	0	20816	37770	65567	71	7159	320	40421	0	14	24109	115	20	3104	33703	15148	6428	1408	554	0	17039	78	4	0	36870	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22768	15571	6	7284	0	14902	0	15267	0	0	20770	0	0	4282	30237	5624	6853	0	0	7691	18574	8970	1243	26128	2074	0	274	0	17799	21101	30735	38524	57379	42967	46315	35975	19532	0	0	0	15673	48267	45834	10224	27555	1280	5	41982	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	23	0	2
GPB:bin_000106	0	7660	25696	3173	0	37460	59866	108557	19252	47084	0	0	48284	37232	34434	23671	45778	53445	3490	1253	7571	0	18016	0	48569	84012	160786	331	18028	1145	108801	0	4	63815	90	128	6673	91032	28645	10821	3878	1705	0	32568	165	308	0	118401	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	2	0	25	44	0	142	0	0	0	7	0	0	30	0	0	0	0	0	0	0	42	14	0	0	0	2	50867	37551	4	19518	0	41563	0	34962	0	0	46649	0	0	11377	73599	20008	47857	0	2	22880	45222	22526	1303	70169	5905	6	868	0	43768	47841	72510	95715	133260	125647	136547	114578	56958	0	0	0	41164	87578	106147	25491	41736	4722	2	109253	0	26	0	2	0	0	0	0	2	10	0	6	0	4	0	0	14	0	87	0	0	4	24	0	40	0	0	0	2	0	2	26	8	0	62	0	0	0	0	0	0	10	0	0	0	820	8	0
GPB:bin_000107	0	305	898	118	0	1204	2705	5000	814	1657	2	0	1933	1321	1397	720	1964	2541	164	43	253	0	622	0	2091	3839	5635	4	934	16	4233	0	0	2693	20	20	391	3784	1171	451	36	14	0	1165	12	1	0	4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1844	1565	0	571	0	1580	0	1285	0	0	1744	0	0	539	2998	774	974	0	0	502	1913	947	12	2595	186	0	0	0	1399	1677	3030	3867	4961	5818	5452	4459	2951	0	0	0	1594	3224	4022	1127	1891	407	0	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	0	0
GPB:bin_000108	0	178	561	66	0	780	1457	2591	413	1071	0	0	961	745	867	513	1212	1376	78	21	195	0	369	0	1098	1993	3688	2	334	16	2508	0	0	1632	6	2	175	1997	797	280	87	16	0	744	0	0	0	2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	1004	0	480	0	844	0	834	0	0	1051	0	0	275	1869	400	582	0	0	475	888	458	2	1452	166	0	10	0	1024	1118	1693	2289	3048	3274	2826	2326	1455	0	0	0	834	1899	2141	665	1130	167	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000109	0	269	1889	70	0	1011	2335	7419	666	1151	0	0	3127	427	2127	356	1016	2832	148	57	105	0	903	0	1985	2486	8072	0	370	2	5415	0	0	1331	0	0	171	2718	2230	697	42	4	0	796	0	0	0	2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238	431	0	253	0	437	0	805	0	0	1340	0	0	427	1472	163	150	0	0	184	689	585	267	1197	362	0	0	0	1177	641	963	2000	2220	4800	261	1258	761	0	0	0	149	2608	3512	17	881	6	0	3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000110	0	29447	150557	10350	4	117166	305381	516001	60403	155198	0	2	169656	87251	125020	83525	187710	127514	14383	3702	38536	0	72501	0	117840	245753	634188	345	41014	3946	380305	0	0	280113	160	272	30986	165411	78526	68229	14477	6412	0	75884	611	839	0	214503	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	43	0	0	0	2	0	0	51	0	22	64	0	2	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	101943	68042	38	122972	0	120238	0	120838	0	0	109669	0	0	43639	231875	68103	98704	36	0	87805	132613	74251	1184	295674	21796	0	2803	0	183281	158853	333552	273879	808179	435661	531736	420211	203393	0	0	0	119581	245567	332000	106327	165662	15178	10	411416	0	4	0	0	0	0	0	2	0	0	0	0	4	0	0	6	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	2	6	0	0	42	0	0
GPB:bin_000111	0	11487	46985	4937	12	64477	112868	213111	31072	88787	0	6	91664	60298	68217	62149	70941	83549	6905	4439	10170	0	28096	11	91504	193172	224291	1586	27781	1371	222230	0	6	109189	404	140	15484	167406	49905	27500	8092	3532	0	62821	287	121	0	258397	0	0	8	0	0	0	0	0	14	0	0	4	3	0	0	0	23	0	26	0	0	6	0	0	22	13	0	4	0	6	0	24	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	61470	102915	2	42420	0	71631	0	73110	0	0	72707	0	6	20847	107701	29421	31734	6	0	35134	72929	31302	980	114677	9130	0	184	0	79136	88339	139365	161117	169040	185929	241703	180988	88156	0	0	0	87841	163866	187958	43926	138787	11597	2	149487	26	15	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	32	0	0	20	212	34	37	0	0	0	66	0	0	5	0	0	79	0	0	0	0	0	0	70	0	0	0	631	40	0
GPB:bin_000112	0	591	1994	134	0	2462	5049	9102	1217	3405	0	0	3088	2448	3086	1701	3356	3791	280	72	514	0	1513	0	3427	7015	11889	3	1190	61	8028	0	0	4862	10	1	579	6568	2196	1215	291	62	0	2618	24	2	0	7160	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4859	2299	8	1687	0	2726	0	2553	0	0	3135	0	0	937	6006	1207	1559	0	0	1551	3231	1817	152	5375	395	0	15	0	3553	4546	6172	6726	11957	9919	9557	7489	4574	0	0	0	3339	7369	8447	1849	3693	354	0	8093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000113	0	4390	13917	1225	0	13110	32517	57976	8300	23607	0	0	20000	17117	22775	15178	24646	28078	1808	532	3647	0	11427	0	24175	42215	101784	69	13462	617	63520	2	22	40806	57	7	4949	45526	15560	8567	2707	529	0	37153	117	44	0	37044	93	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	4	2	23	0	0	32	0	0	44	32	0	14	0	0	0	122	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	20242	18620	2	8429	0	20043	0	16772	0	0	23091	0	0	6836	46015	8215	20340	0	0	9825	20406	10345	444	49317	4654	0	144	0	19943	30339	49247	44642	101048	93306	73355	52646	43105	0	0	0	23424	52561	48910	13804	21894	1843	0	62072	4	44	0	0	12	0	0	6	0	0	0	4	0	0	0	0	0	0	90	0	0	0	52	38	57	0	0	0	0	4	0	0	0	0	70	0	0	0	0	0	0	62	0	0	0	1515	4	0
GPB:bin_000114	0	1316	4684	421	0	4774	11190	20894	3225	7825	0	0	7546	5776	5922	3870	7727	9197	625	162	1488	0	3478	0	8018	15483	29053	49	2927	119	16827	0	0	11652	25	6	1363	14366	5604	2210	685	168	0	6250	36	4	0	16543	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	40	0	14	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8902	6216	0	3270	0	6365	0	5938	0	0	7859	0	0	2123	11320	2753	5117	0	0	3589	7665	4066	356	11048	1019	0	95	0	7530	9489	12258	17894	25629	21046	22719	15806	9414	0	0	0	7011	16830	19102	4163	9636	769	0	19116	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	18	2	0	0	53	0	0
GPB:bin_000115	0	4926	19404	1825	0	18833	39277	75785	12941	31713	0	2	30859	22290	26209	14995	29880	31723	2663	734	4217	0	14816	0	27934	52615	109029	214	9336	514	63175	0	8	46387	63	28	5433	63282	21709	7162	3128	1088	0	22674	82	65	0	68129	2	8	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	2	24	0	20	0	0	0	66	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35299	24221	0	13225	6	24533	0	21177	0	0	33729	4	2	7463	42723	11288	22410	4	0	14114	30534	14571	787	44934	4206	0	640	0	21350	32344	46299	62382	97346	76437	75349	60694	34297	0	0	0	31011	64526	61198	16602	27683	2710	0	72990	18	5	0	0	0	0	4	0	0	0	0	0	131	0	0	2	0	0	26	0	0	2	2	0	20	0	0	6	22	0	0	0	7	2	26	0	0	0	0	0	0	115	7	0	0	444	12	0
GPB:bin_000116	0	0	10	0	0	13	32	25	4	5	0	0	44	5	10	6	19	11	0	0	2	0	3	0	10	21	67	0	4	0	27	0	0	5	0	0	2	16	18	1	2	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	0	1	0	10	0	3	0	0	33	0	0	1	11	0	1	0	0	0	8	4	0	0	0	0	0	0	0	2	10	48	34	9	17	5	6	0	0	0	21	50	37	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000117	0	3206	13035	1415	0	12745	28952	52752	9247	23571	0	0	22169	15824	19029	10116	22204	22514	2022	484	3100	0	11455	0	20124	36521	74674	185	6318	401	44413	0	4	31604	54	3	3797	47505	16490	4621	2354	810	0	15864	86	77	0	50513	2	0	0	2	0	0	0	0	24	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	14	0	0	24	2	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26100	17159	0	9453	0	17562	0	15025	0	2	25603	0	0	5204	30086	7375	15379	0	0	9801	23719	10381	291	31665	3225	0	431	0	13200	22577	33962	42422	71157	52968	49958	42245	22918	0	0	0	22688	47774	43780	11455	19360	2033	0	53656	0	28	0	0	0	0	2	0	0	2	0	0	82	0	2	4	0	0	8	0	0	3	12	0	9	0	0	0	8	0	0	0	8	0	30	0	0	0	0	0	0	102	0	0	0	376	2	0
GPB:bin_000118	0	3717	9075	1797	6	22377	41290	106525	13935	20827	0	0	21247	17151	20734	13564	35855	31339	2297	860	4121	0	6367	4	31120	47157	97169	25	9661	895	45962	2	12	41225	8	84	3983	54741	11608	6591	1165	684	0	13422	103	113	0	77754	0	0	8	0	0	0	0	0	0	0	0	4	2	0	0	0	44	0	18	0	0	0	0	0	42	78	0	22	0	24	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31537	18182	0	12024	0	20670	0	15387	0	0	26729	0	6	10862	45317	13748	19150	0	2	22710	12772	3626	281	26791	1695	0	42	0	18991	24517	15325	61573	65913	111620	96431	39678	32553	0	0	0	19448	48783	64392	9079	27908	3770	30	65034	0	146	0	0	10	0	22	12	0	12	0	0	0	6	0	16	0	2	118	0	6	8	20	4	158	0	0	0	0	0	0	0	0	4	456	0	0	0	0	0	0	48	0	0	0	2700	48	0
GPB:bin_000119	0	636	1660	119	0	2198	4945	9833	1172	3233	0	0	3179	2574	3544	1547	3754	4067	302	72	640	0	1335	0	3205	6411	12543	12	1490	81	7190	0	0	4193	26	1	604	5596	2556	1146	187	127	0	2323	16	2	0	5649	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535	2696	0	1697	0	2905	0	2709	0	0	4055	0	0	840	5185	1008	1091	0	0	1343	3255	1831	502	3714	363	18	87	0	4236	3770	5502	7211	9265	10043	8968	7164	4668	0	0	0	3352	7288	9946	1789	3829	426	0	8451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0
GPB:bin_000120	0	129	454	41	0	515	1174	2720	289	782	0	0	818	670	582	465	978	842	83	42	148	0	279	0	958	1304	3160	0	255	23	1907	0	0	1058	3	0	105	1311	616	262	108	34	0	724	0	0	0	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	5	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063	623	0	286	0	686	0	730	0	0	1352	0	0	246	1334	289	441	0	0	464	809	432	71	1023	71	0	10	0	922	1065	1298	1962	3056	2331	2404	1829	1081	0	0	0	597	2445	2091	434	1425	60	0	2038	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0	10	0
