sequence_id	M301186.lib1	M301187.lib1	M301188.lib1	M301189.lib1	M301190.lib1	M301191.lib1	M301192.lib1	M301193.lib1	M301194.lib1	M301195.lib1	M301196.lib1	M301197.lib1	M301198.lib1	M301199.lib1	M301200.lib1	M301201.lib1	M301202.lib1	M301203.lib1	M301204.lib1	M301205.lib1	M301206.lib1	M301207.lib1	M301208.lib1	M301209.lib1	M301210.lib1	M301211.lib1	M301212.lib1	M301213.lib1	M301214.lib1	M301215.lib1	M301216.lib1	M301217.lib1	M301218.lib1	M301219.lib1	M301220.lib1	M301221.lib1	M301222.lib1	M301223.lib1	M301224.lib1	M301225.lib1	M301226.lib1	M301227.lib1	M301228.lib1	M301229.lib1	M301230.lib1	M301231.lib1	M301232.lib1	M301233.lib1	M301234.lib1	M301235.lib1	M301236.lib1	M301237.lib1	M301238.lib1	M301239.lib1	M301240.lib1	M301241.lib1	M301242.lib1	M301243.lib1	M301244.lib1	M301245.lib1	M301246.lib1	M301247.lib1	M301248.lib1	M301249.lib1	M301250.lib1	M301251.lib1	M301252.lib1	M301253.lib1	M301254.lib1	M301255.lib1	M301256.lib1	M301257.lib1	M301258.lib1	M301259.lib1	M301260.lib1	M301261.lib1	M301262.lib1	M301263.lib1	M301264.lib1	M301265.lib1	M301266.lib1	M301267.lib1	M301268.lib1	M301269.lib1	M301270.lib1	M301271.lib1	M301272.lib1	M301273.lib1	M301274.lib1	M301275.lib1	M301276.lib1	M301277.lib1	M301278.lib1	M301279.lib1	M301280.lib1	M301281.lib1	M301282.lib1	M301283.lib1	M301284.lib1	M301285.lib1	M301286.lib1	M301287.lib1	M301288.lib1	M301289.lib1	M301290.lib1	M301291.lib1	M301292.lib1	M301293.lib1	M301294.lib1	M301295.lib1	M301296.lib1	M301297.lib1	M301298.lib1	M301299.lib1	M301300.lib1	M301301.lib1	M301302.lib1	M301303.lib1	M301304.lib1	M301305.lib1	M301306.lib1	M301307.lib1	M301308.lib1	M301309.lib1	M301310.lib1	M301311.lib1	M301312.lib1	M301313.lib1	M301314.lib1	M301315.lib1	M301316.lib1	M301317.lib1	M301318.lib1	M301319.lib1	M301320.lib1	M301321.lib1	M301322.lib1	M301323.lib1	M301324.lib1	M301325.lib1	M301326.lib1	M301327.lib1	M301328.lib1	M301329.lib1	M301330.lib1	M301331.lib1	M301332.lib1	M301333.lib1	M301334.lib1	M301335.lib1	M301336.lib1	M301337.lib1	M301338.lib1	M301339.lib1	M301340.lib1	M301341.lib1	M301342.lib1	M301343.lib1	M301344.lib1	M301345.lib1	M301346.lib1	M301347.lib1	M301348.lib1	M301349.lib1	M301350.lib1	M301351.lib1	M301352.lib1	M301353.lib1	M301354.lib1	M301355.lib1	M301356.lib1	M301357.lib1	M301358.lib1	M301359.lib1	M301360.lib1	M301361.lib1	M301362.lib1	M301363.lib1	M301364.lib1	M301365.lib1	M301366.lib1	M301367.lib1	M301368.lib1	M301369.lib1	M301370.lib1	M301371.lib1	M301372.lib1	M301373.lib1	M301374.lib1	M301375.lib1	M301376.lib1	M301377.lib1
GPB:bin_000121	14	25862	83506	8522	0	114579	202660	407945	61661	153240	0	12	207349	104276	138620	78762	167972	157443	13599	2292	25172	0	81126	22	200813	411333	564489	428	48322	2341	331247	0	15	298014	349	579	22257	305261	151052	31681	13108	4815	0	148926	1028	75	0	344222	0	2	0	6	0	0	0	0	26	0	0	0	7	0	0	0	6	52	8	0	0	0	0	0	26	50	0	200	2	10	0	10	0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	183916	127324	0	86498	0	126443	0	108026	0	0	197827	0	16	47376	241649	55346	105772	0	0	53280	191728	87006	1658	230608	21306	6	353	0	135000	155926	289455	300411	462091	403815	414899	333666	197493	0	0	0	152059	327521	409597	70596	156568	27658	0	407326	0	43	0	0	0	0	4	0	0	12	0	0	0	0	46	4	0	0	10	0	0	12	2	2	22	0	0	0	10	0	0	0	4	0	34	0	0	0	0	0	0	6	0	0	0	212	20	0
GPB:bin_000122	0	1641	5607	493	0	6978	12396	26008	4018	8723	0	0	8154	7241	7863	4362	8990	10901	646	241	1459	0	4113	0	9521	18500	35680	51	3589	136	20003	0	17	13717	35	0	1407	17098	6687	2700	807	206	0	7640	34	9	2	19550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	4	0	26	2	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10827	7941	0	3864	0	7733	0	7419	0	0	9428	0	0	2465	14054	3138	3941	0	0	3902	9158	4686	558	12416	1100	0	206	0	8477	10601	14735	21061	29437	24025	24731	19290	10632	0	0	0	10197	19828	23532	4743	10799	893	0	22010	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	16	0	0	7	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	52	0	0
GPB:bin_000123	0	960	2887	310	0	5587	7511	11509	1650	8068	0	0	5439	4912	4378	3068	5414	5692	415	324	1004	0	1821	0	4722	8967	19678	24	1817	114	13388	0	4	6554	6	0	1005	15018	2789	1321	510	106	0	4537	34	52	0	9574	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4617	4012	0	3300	0	3629	0	3226	0	0	7263	0	0	1250	12649	2648	3483	0	0	2181	4007	2679	162	8335	594	0	45	0	7296	8359	6963	11606	26281	18591	16968	20951	6832	0	0	0	4018	12761	15182	2264	4435	1176	0	15308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	52	0	0
GPB:bin_000124	4	585	2477	292	0	2287	4668	13010	1385	3536	0	0	5325	4119	3611	1942	3763	4382	245	113	1020	0	1519	0	5679	8896	17107	36	1335	75	9345	0	0	7063	18	4	841	7099	3887	1156	172	73	0	3565	28	0	0	7035	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5968	2791	0	1768	0	3359	0	2871	0	0	4844	0	0	1201	6014	1100	1130	0	0	1052	5127	2957	388	4134	402	8	12	0	3864	3880	4811	14209	9552	8780	8878	7175	4472	0	0	0	2995	5812	11658	1895	4107	263	0	9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000125	0	6578	31934	2107	0	20111	53336	112360	13812	50241	0	0	61425	40732	28062	23872	47011	45042	3480	867	8624	0	9329	0	41418	73204	176146	36	10204	897	68477	0	7	63194	10	76	6189	63788	18050	8123	5281	2380	0	21152	140	405	0	150300	10	0	0	0	0	8	0	0	0	0	0	2	4	0	0	26	8	2	4	0	0	0	2	0	22	96	0	66	32	0	656	26	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	36743	45120	0	32834	0	51583	0	30864	0	0	47763	0	0	13352	65953	12883	91130	48	0	13501	38635	15957	666	59451	7144	0	35	0	19442	29273	60014	101206	124526	88454	83702	131076	60467	0	0	0	22648	84272	79233	17341	41038	7257	0	101095	0	146	0	0	4	0	0	0	0	0	0	2	0	0	0	0	8	0	92	0	0	0	26	32	46	0	0	0	12	198	10	0	0	8	176	0	0	0	0	0	0	48	0	0	0	2004	18	0
GPB:bin_000126	0	1493	5033	525	0	5779	11661	22196	3307	9458	0	0	8786	6422	6674	4474	8727	8843	693	277	1806	0	3322	0	8951	14883	32409	39	3114	150	20408	0	0	12927	10	8	1319	17520	5925	2535	752	350	0	6561	35	49	0	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9125	7190	0	3796	0	7406	0	6773	0	0	8865	0	0	2149	13221	3458	8124	0	0	3712	8195	4141	201	12616	1086	0	55	0	7738	9166	13133	17668	28488	23375	23582	20052	11683	0	0	0	7706	18408	17926	4312	9941	785	0	19150	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	5	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	26	0	0
GPB:bin_000127	0	231	796	84	0	928	1915	3310	558	1224	0	0	1367	1093	1291	652	1291	1817	115	38	235	0	557	0	1335	2274	5848	4	511	40	3325	0	0	1768	6	0	247	2589	868	351	154	27	0	1040	11	0	0	1953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1299	1073	0	631	0	1179	0	994	0	4	1481	0	0	360	2583	614	913	0	0	700	1405	882	23	1967	168	0	1	0	1514	1416	2007	2769	4274	4472	3776	3031	1812	0	0	0	1191	2789	2936	734	1562	240	0	3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	22	0	0
GPB:bin_000128	26	120338	479183	37312	20	449742	1211029	2188849	327025	665296	0	14	739616	539251	627959	379998	774027	858984	66048	15433	134846	0	466480	16	921912	2032533	2863778	5053	248689	15199	1450769	10	22	1168043	4114	2015	154978	1371131	531971	164250	32437	13787	10	558171	2886	316	0	2916554	48	12	0	2	0	6	3	0	10	10	7	0	2	4	8	0	22	25	44	0	0	0	6	0	93	499	0	248	68	182	2	236	2	0	41	0	2	2	0	0	0	36	110	12	2	0	8	2	972280	610906	87	334917	0	677593	0	631665	0	8	808759	4	10	215270	1403831	298254	324117	80	0	280002	918606	455152	117258	1082104	80906	4	11672	0	705340	944618	1349678	1353526	2446703	1930332	2027754	1647294	1030537	0	0	16	678541	1961477	1775888	416657	852902	93847	62	1942175	14	108	8	58	46	0	0	14	14	12	0	4	0	0	2	6	12	0	83	0	0	113	70	30	386	0	0	5	60	24	0	56	41	0	183	0	0	2	12	0	34	56	0	0	0	1135	12	10
GPB:bin_000129	0	35	74	9	4	80	204	368	107	179	4	0	166	97	102	93	209	112	7	6	49	0	76	0	158	232	694	0	34	8	254	0	0	157	2	0	33	285	77	135	2	19	0	111	8	0	0	126	0	0	0	0	0	0	12	2	0	0	28	0	0	0	0	0	0	0	10	0	0	8	0	0	0	3	0	7	10	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	228	0	61	0	196	0	152	0	0	108	0	0	33	201	67	83	0	0	56	149	54	20	209	28	0	0	0	162	137	298	473	442	392	462	418	167	0	0	0	164	267	301	127	210	13	0	590	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	14	0	2	0	11	0	0	2	0	0	0	0	22	0
GPB:bin_000130	0	2392	11449	993	2	13046	23593	34718	12123	18667	0	0	8659	8290	10452	8364	12106	21655	932	194	1704	0	9022	0	20158	49561	61315	64	6143	171	38520	0	6	15440	42	14	3483	36640	13753	5901	2632	289	0	16441	144	5	0	42606	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	22	0	0	34	0	0	52	0	0	0	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19936	9440	4	5230	0	14352	0	15832	0	0	27974	0	0	3950	34254	3581	3630	0	0	3928	19076	9904	327	17139	1148	0	74	0	17719	25624	24701	27019	103852	25882	39481	37036	17125	0	0	0	12254	33425	61233	8000	20910	1436	0	21780	0	24	0	0	6	0	0	0	0	10	0	0	0	0	0	2	0	0	81	0	0	8	12	18	152	0	0	0	2890	13	0	20	0	0	190	0	0	0	0	0	0	124	0	0	0	1268	26	0
GPB:bin_000131	8	143035	437808	41886	0	494964	1108670	2444451	351706	947281	0	20	938570	676794	664569	496952	886791	716783	55153	26068	146410	0	425766	20	1249754	1892316	3026064	3007	371202	18305	2191869	0	49	1180954	5738	1166	123931	2022963	1027226	334436	83375	26722	0	820537	3548	639	0	1585219	0	0	4	0	0	0	0	0	32	0	6	10	5	0	14	0	22	28	6	0	2	0	12	0	2	443	0	402	34	144	10	68	0	0	4	0	4	2	0	0	0	14	0	2	2	0	0	16	1127347	705898	180	352180	0	750209	0	761312	0	66	1154003	12	16	192198	1332744	263436	459972	215	0	429731	913699	537842	53411	1112751	93156	22	13286	0	600049	1007697	1606526	1623946	3209079	1786472	2279715	1827722	995014	0	0	0	668829	3255939	2284409	491967	1661372	67512	15	1856078	7	26	0	48	24	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	6	4	30	251	0	0	0	38	0	0	32	54	0	10	0	0	0	0	0	0	8	0	0	0	102	0	6
GPB:bin_000132	0	398	1196	177	0	2097	3634	7604	1526	2212	2	0	2620	2026	2485	1230	3316	3931	268	50	456	0	724	0	2873	6435	9160	24	1456	41	6492	0	0	3885	9	2	525	5836	1870	760	127	45	0	1742	16	0	0	6204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3080	2645	0	1136	0	2925	0	2177	0	0	2398	0	0	1056	5240	984	1246	0	0	933	2696	1265	38	3761	328	0	6	0	3097	2581	4384	6190	7470	10609	7815	6993	5095	0	0	0	2373	5159	6961	1589	3322	713	0	6230	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	14	2	0
GPB:bin_000133	0	798	2678	266	0	2865	6498	10934	1734	4462	0	0	3964	3478	3578	1950	4081	5330	350	175	679	0	1724	0	4161	9053	16595	34	1555	87	9048	0	0	6927	31	0	782	9009	3153	1259	441	181	0	3514	20	1	0	10600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5257	3843	0	2021	0	3772	0	2871	0	0	4205	0	0	1147	6405	1435	3058	0	0	2465	4030	1926	66	7405	484	0	18	0	3593	4388	6907	8681	15313	13073	12002	8569	5375	0	0	0	4210	8204	11214	2562	4708	324	0	10367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000134	0	1247	4223	291	0	4236	9002	17307	2800	7116	0	0	6723	4895	5831	3521	6597	7566	522	176	1213	0	2503	0	6262	11259	27457	26	2335	157	17270	0	0	8946	13	6	1219	12200	4799	2183	587	180	0	5120	21	44	0	12581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7106	5240	0	2691	0	5323	0	5759	0	0	7028	0	0	1631	12235	2708	5933	0	0	2884	6392	3597	143	10852	951	1	0	0	6385	6512	10935	14482	21338	19418	19875	14389	9915	0	0	0	5885	14316	14042	2981	8435	919	0	15576	0	12	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0	14	0	0
GPB:bin_000135	0	2213	7617	581	0	7869	15594	34320	5207	11189	0	0	11209	10189	10325	6301	11644	12792	857	320	1917	0	4980	4	13882	24741	47939	68	5149	216	27239	0	0	17165	67	20	1806	23246	9763	3656	932	285	0	10475	66	8	0	21573	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	8	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13466	10460	0	5112	0	10205	0	9597	0	0	13736	0	0	3141	17144	3740	4948	0	0	4786	13797	6248	798	15598	1378	0	199	0	10477	14172	20760	34029	37494	26796	31981	24485	14144	0	0	0	10627	29347	30770	5555	15259	1222	0	27552	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	4	0	2	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0	12	0	0
GPB:bin_000136	0	2654	9391	687	0	11194	21028	43981	6472	15003	0	2	15134	11483	12764	7624	15085	17612	1225	430	2600	0	6629	0	16927	32198	56409	109	5691	273	33926	0	14	22919	64	15	2427	28600	11597	5020	1410	488	0	12561	101	0	0	33796	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	6	2	0	0	0	0	0	0	4	0	0	46	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18366	13525	0	6848	0	12679	0	12325	0	0	16012	0	0	4186	22711	5067	7720	0	0	6230	17048	8397	1110	22335	2038	0	228	0	14515	17603	26650	33908	50425	39834	41809	32433	17675	0	0	0	15993	33700	40009	8339	18922	1512	0	37937	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	2	0	0	0	0	0	10	0	0	0	1	0	0	2	0	0	0	30	0	0
GPB:bin_000137	0	41	90	13	0	34	138	236	16	113	0	0	92	136	149	58	123	160	9	8	17	0	35	0	172	287	694	1	32	0	229	0	0	199	0	0	6	203	189	15	3	0	0	192	1	0	0	111	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	47	0	28	0	55	0	60	0	0	141	0	0	18	141	8	38	0	0	45	121	81	6	83	11	0	0	0	100	157	102	693	262	194	194	202	54	0	0	0	46	140	197	10	111	5	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000138	0	692	2402	170	0	2910	5173	11143	1479	3729	0	0	3625	2949	2796	1890	3702	3878	313	83	526	0	1761	0	3950	6894	13719	26	1382	66	7861	0	0	5240	8	1	613	7249	2731	1031	324	97	0	2829	3	7	0	7436	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4343	2752	0	1536	0	3203	0	2563	0	0	3733	0	0	956	5399	1227	2220	4	0	1562	3367	1783	269	5279	528	0	35	0	3409	4062	5972	7454	13344	9498	9780	8288	4499	0	0	0	3794	8879	8998	1929	5278	457	0	7947	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	4	0	0	57	0	0	0	0	0	0	0	0	0	0	2	0	0
GPB:bin_000139	0	572	2421	230	0	2120	5190	10498	1507	4092	0	0	3186	2628	3193	1859	3717	3654	292	60	601	0	1446	0	3197	7522	14533	46	1228	87	7659	0	0	5374	17	2	501	6554	2599	1249	364	92	0	2699	5	30	0	8681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3980	3458	8	1380	0	3147	0	2538	0	0	3899	0	0	862	5774	1481	3047	0	0	1546	3386	1603	167	6076	480	0	91	0	3393	3725	5761	6886	12147	8807	9479	7977	5269	0	0	0	3459	8460	8145	1744	4596	549	0	7765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0
GPB:bin_000140	0	3801	12591	584	4	17566	23036	40673	9308	18523	0	0	18110	12429	9811	8204	13773	25567	1948	502	3203	0	4535	0	13994	42756	50637	23	4793	359	34598	0	0	22516	30	9	2879	22411	12065	3855	1115	333	0	15407	40	25	0	26074	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	72	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	17559	13568	8	7868	0	15585	0	13593	0	0	14182	0	0	4882	29365	6046	8072	0	0	7342	16147	5376	1443	23273	3985	0	36	0	9612	11799	37086	47582	67014	50781	41880	28423	12606	0	0	0	15613	21120	43895	11912	14773	1837	0	44019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0
GPB:bin_000141	0	705	2429	222	0	3284	5310	13217	1610	3637	0	0	4047	3147	3621	1969	3592	4648	309	104	754	0	1469	0	4431	10071	15790	25	1478	40	9306	0	0	5960	27	16	525	8429	2986	1308	420	113	0	3203	20	4	0	8394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5537	3077	0	1576	0	3426	0	3077	0	0	4180	0	10	1086	5795	1105	2057	0	0	1942	3973	1567	247	5649	437	0	74	0	4441	4856	6154	7745	12377	9756	10162	8110	5057	0	0	0	4287	8015	10238	2134	4793	430	0	9496	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	12	0	0
GPB:bin_000142	0	2379	7104	935	4	9026	14027	30808	5668	13553	0	0	14933	12098	9786	6616	14028	15783	955	313	2563	0	4396	0	12597	25834	44795	114	6194	447	28035	0	4	23017	28	7	2343	30833	6948	4155	1015	615	0	9874	41	98	2	39450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	50	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12498	10174	10	3695	0	9285	0	9712	0	0	16262	0	0	3226	18212	4470	10076	0	0	10908	13830	5717	327	19897	1564	0	33	0	17026	12452	28227	24768	38055	36926	37886	33661	19196	0	0	0	12573	27145	25933	7365	10278	1630	0	33158	0	26	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	4	0	0	0	8	0	6	4	0	0	6	0	0	0	0	0	0	8	0	0	0	127	0	0
GPB:bin_000143	0	18	31	2	0	32	61	137	12	46	0	0	76	54	81	25	33	50	2	0	13	0	16	0	80	66	352	1	20	1	94	0	0	110	0	0	5	149	97	23	0	0	0	51	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	17	0	15	0	25	0	35	0	0	79	0	0	15	48	12	1	0	0	4	56	56	5	39	0	0	0	0	18	57	40	362	182	87	93	71	15	0	0	0	26	58	142	1	38	2	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000144	0	40	70	7	0	150	261	609	145	160	0	0	297	163	169	124	318	286	25	16	64	0	47	0	246	430	656	2	108	2	525	0	0	316	0	0	48	438	108	59	0	0	0	167	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	245	0	63	0	207	0	166	0	0	223	0	0	73	455	73	28	0	0	142	234	129	6	454	15	0	0	0	247	132	401	575	602	1016	748	614	457	0	0	0	213	320	681	114	332	59	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000145	0	7214	25929	5351	0	26840	69118	120494	62625	42110	0	4	52153	32258	49534	21060	79876	41353	4173	786	10963	0	73492	0	57899	121319	174875	34	18927	1123	55282	0	0	181070	234	38	14170	54460	40822	78827	2180	1816	0	88882	1405	11	0	57736	0	0	4	0	1	0	5	2	50	0	29	0	0	34	0	12	2	0	32	4	0	151	3	40	4	74	0	142	34	54	26	12	4	0	0	0	0	8	0	12	54	0	0	0	0	0	13	4	31321	70019	2	32561	30	54241	0	59827	0	3	51444	0	6	12593	55213	14096	22874	8	0	20811	65119	21304	897	65196	16688	0	672	0	85372	44528	64773	105022	108543	71261	106524	76088	38146	6	0	0	25839	137022	133756	25056	61052	3412	10	118436	20	0	0	0	1	10	6	406	91	0	12	0	0	22	0	56	7	0	7	10	30	219	377	12	0	10	96	4	0	46	8	46	3	0	20	0	0	8	0	0	69	0	12	0	0	944	0	0
GPB:bin_000146	0	34922	113404	7073	0	90296	268956	559193	43697	220644	2	2	129927	110318	103115	137193	183507	98399	9597	5587	23780	0	106913	24	186864	260653	701420	403	51885	2189	378877	0	370	187308	597	135	9751	249388	188225	50419	12932	9093	0	132170	648	2729	0	256934	42	2	0	0	0	0	0	0	12	2	0	0	0	0	21	0	26	0	8	0	0	0	6	0	32	70	0	176	14	5	0	100	8	0	24	0	0	0	0	0	0	0	4	22	0	0	0	0	204298	97336	10	56023	0	138581	0	134712	0	6	297014	0	0	31945	227138	46784	109166	14	14	111467	137160	89924	20092	218527	12407	8	226	0	91736	257901	244397	273434	756481	306462	393274	283770	126035	0	0	0	116675	792327	359521	71187	404197	16562	16	211721	0	11	0	0	0	0	8	6	5	0	0	0	0	0	20	0	0	2	162	0	0	4	14	0	46	0	0	0	6	0	0	0	16	0	116	0	0	0	0	0	0	36	5	0	0	750	25	0
GPB:bin_000147	0	1336	4436	556	0	4729	10365	17334	2898	7007	0	0	7666	5255	5842	3280	7590	7768	542	133	1258	0	2848	0	7293	12918	26632	26	2261	149	17531	0	0	11354	11	30	1346	14087	4886	2290	579	78	0	4832	36	10	0	15457	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6478	5493	20	3066	0	5571	0	5785	0	0	7259	0	0	2186	12396	2942	6025	0	0	3474	7530	3538	268	11276	954	0	0	0	7134	7829	11238	14538	23082	22112	21586	15737	10580	0	0	0	6253	12615	15676	3027	7549	751	0	16210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0
