sequence_id	M301570.lib1	M301571.lib1	M301572.lib1	M301573.lib1	M301574.lib1	M301575.lib1	M301576.lib1	M301577.lib1	M301578.lib1	M301579.lib1	M301580.lib1	M301581.lib1	M301582.lib1	M301583.lib1	M301584.lib1	M301585.lib1	M301586.lib1	M301587.lib1	M301588.lib1	M301589.lib1	M301590.lib1	M301591.lib1	M301592.lib1	M301593.lib1	M301594.lib1	M301595.lib1	M301596.lib1	M301597.lib1	M301598.lib1	M301599.lib1	M301600.lib1	M301601.lib1	M301602.lib1	M301603.lib1	M301604.lib1	M301605.lib1	M301606.lib1	M301607.lib1	M301608.lib1	M301609.lib1	M301610.lib1	M301611.lib1	M301612.lib1	M301613.lib1	M301614.lib1	M301615.lib1	M301616.lib1	M301617.lib1	M301618.lib1	M301619.lib1	M301620.lib1	M301621.lib1	M301622.lib1	M301623.lib1	M301624.lib1	M301625.lib1	M301626.lib1	M301627.lib1	M301628.lib1	M301629.lib1	M301630.lib1	M301631.lib1	M301632.lib1	M301633.lib1	M301634.lib1	M301635.lib1	M301636.lib1	M301637.lib1	M301638.lib1	M301639.lib1	M301640.lib1	M301641.lib1	M301642.lib1	M301643.lib1	M301644.lib1	M301645.lib1	M301646.lib1	M301647.lib1	M301648.lib1	M301649.lib1	M301650.lib1	M301651.lib1	M301652.lib1	M301653.lib1	M301654.lib1	M301655.lib1	M301656.lib1	M301657.lib1	M301658.lib1	M301659.lib1	M301660.lib1	M301661.lib1	M301663.lib1	M301664.lib1
GPB:bin_000186	2518099	2174351	2083892	2298812	10072	11714	2309962	2880254	2769048	2093214	1607810	24922	1969057	1584239	2052816	1157	5272	1461989	1704592	2848375	24149	987898	4648	2519658	2885651	2446076	25070	810243	1619628	1167081	2204	4779	2267156	2768836	2106955	22094	2467973	8948	2757465	2996211	19547	5753	22782	20785	41049	3496	19185	5801	2965254	12686	2431376	2507378	1758407	46218	568415	2696518	50174	1172335	13265	2623577	14935	2281914	2694863	80718	2053791	39788	1834128	24900	1839954	2392197	1976711	2818279	2083609	2233668	4467	2111749	2050738	1727376	2910635	8169	9463	5546	1404	1912	466	2115	615	1483	1296	3366	1961	1882	1605	1026
GPB:bin_000187	727231	606850	485544	924415	2899	4147	819682	977065	701772	771042	474876	4773	652719	390067	678438	591	1916	543002	454642	740363	6545	168928	1603	364532	937068	601186	6340	216409	550659	533299	300	450	710368	653387	804455	5810	700837	5544	779946	924339	2704	1311	6395	5571	11096	671	4335	1112	638766	4304	616805	808745	347668	11326	100153	922223	18802	296309	5987	809101	5444	603709	703292	35011	562329	10573	567141	9501	652208	831288	731226	701301	714844	649599	892	600014	376518	771828	1015988	3309	1198	2838	299	265	300	286	152	830	0	1859	300	782	366	0
TG1_21:bin_000001	8791	7076	7019	6796	0	0	6903	6801	6688	6820	6409	150	7517	6743	6684	0	150	6483	7023	6930	0	4242	0	6730	7256	6898	0	5508	6497	5533	0	157	7144	7556	6546	300	6445	0	7459	7291	0	300	0	216	300	0	0	0	7447	565	6977	6646	6658	204	1891	7177	328	6316	0	7285	300	6970	6700	765	7617	679	6710	150	7486	7175	6902	7330	6577	6909	0	6894	6942	6640	7540	0	0	300	157	0	0	0	0	0	0	0	0	0	0	0
TG1_21:bin_000012	10264	9811	9746	9382	300	0	9666	10525	9961	7717	6681	260	7236	5902	10481	0	0	8409	8007	11264	0	4046	0	10183	10476	8050	150	6172	8663	4807	0	0	8831	12821	7976	0	8401	0	10288	13634	0	330	509	300	300	0	157	0	9719	128	10248	10603	7160	298	1985	9081	705	5419	150	10566	150	9245	10879	159	9502	450	8829	977	9168	8889	8789	11882	8255	8184	0	9724	10910	9243	11968	0	0	300	0	0	170	0	0	0	0	0	0	0	0	0
TG1_21:bin_000022	2123480	1835458	1994474	1952039	8005	12648	1942006	2159950	1745434	1416560	752054	26607	1791479	1116271	1726200	1818	8667	1439833	1880422	2136025	21503	1227362	9457	1965476	1967881	1688123	39141	251938	1176554	672556	994	3897	1919760	2210542	1990149	17934	2106846	9524	2138895	2127753	21396	5734	26899	29503	47197	1595	24847	5512	2087366	14245	1906220	1971416	1381575	50498	340649	2007695	57007	915298	29560	2074816	21338	1763580	2042104	94105	2194356	35812	1789306	35402	1851419	1677154	1536299	1963968	1728457	1552846	5414	1764345	1558880	1699666	2134258	10480	7795	11120	1591	1107	1074	1384	1187	1796	2016	3896	2661	2799	634	1162
TG1_21:bin_000035	221341	234771	231940	228563	1859	1737	212487	258422	223375	209144	169193	2148	223557	191855	227750	300	1174	218185	222430	252062	4350	129300	1534	254438	266068	224566	2441	133542	200341	133729	300	883	226013	258357	209961	4105	239577	1522	276515	277376	1623	994	4957	3635	6965	300	2373	1240	251327	2653	237006	238685	208320	9353	60436	265982	11607	166176	5200	237958	2102	233051	263552	17454	252769	5645	252132	3035	255160	220373	197470	280602	213458	219980	641	216442	220300	239017	271340	1058	1003	1950	237	300	0	472	0	225	814	750	150	600	485	150
TG1_28:bin_000007	5316	4921	4790	4937	256	0	3802	3187	5143	3709	2830	0	3339	2714	4519	0	0	2821	2701	5649	150	2439	331	3939	2384	3703	144	3083	3059	3181	0	0	4103	3164	3661	0	4764	148	4339	5635	0	0	249	0	0	0	0	0	5258	0	4748	3768	3164	0	1594	5097	1045	3408	223	6803	0	3201	3571	300	6470	0	4439	0	3723	4593	3834	4467	4486	4398	300	3910	3431	4223	4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275
TG1:bin_000020	3563	4181	3203	3154	0	288	2679	3562	3945	8238	2642	150	2368	2489	3859	0	0	2805	2957	3641	0	2771	0	4095	2998	3908	0	944	2552	1145	0	0	3434	3821	3223	0	4913	0	4172	4445	92	0	150	0	0	0	0	0	3336	0	3268	3147	2829	0	300	4290	150	3430	0	3916	0	3954	4060	0	3924	0	3232	236	5185	3537	2389	7880	2622	2589	0	3395	3169	3218	3808	0	0	280	0	0	0	0	0	0	0	551	0	0	0	0
TG1:bin_000032	1407	1280	1256	1593	0	0	1433	1643	1623	1367	1506	0	811	1456	1948	0	0	2234	632	1842	0	998	0	1150	806	1350	150	696	1299	1026	0	0	1441	1529	1835	0	1551	0	2366	1860	0	0	0	0	0	0	0	0	2329	300	1111	1837	1534	0	637	1395	381	692	0	1590	0	1115	2031	0	1231	0	1220	0	2000	1590	860	1842	1544	935	0	1042	1488	1599	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG1:bin_000047	1130859	1061646	1058187	1135544	5612	5375	1114035	957075	1077114	1081844	766307	9555	991155	668371	1360641	823	1264	1041348	845229	1241887	24107	792440	3240	1088353	485857	993807	11555	428982	1227950	382685	900	2081	948384	959282	912742	8292	1012105	4196	1031026	1229093	5957	3107	10124	16118	27155	1500	10934	2241	1139028	48581	1045301	1332511	1151946	23393	208678	1214978	91841	1104186	10271	1293757	12051	1112190	1050331	43531	1086057	15569	1034843	7501	1071522	986974	937114	1071812	873622	892931	690	902645	856191	847537	1356139	4131	2121	7162	516	890	289	1128	0	1314	1541	1833	1343	1444	896	1255
TG2_21:bin_000001	651637	645683	379096	586663	1200	3949	455304	789789	706040	444927	230931	4648	771447	461293	167350	0	0	626257	522828	785890	5015	407974	776	686160	343501	574410	4896	122587	363829	252885	0	1199	292786	826737	597417	3447	825924	2222	925703	815047	1574	1574	4395	3375	4946	287	3024	502	419667	2534	588986	596985	334643	10469	78587	463279	17453	340787	5745	1149993	4627	565876	524087	17739	441828	5559	503796	2719	989228	489979	370999	809309	303764	398756	0	342183	182839	298630	970786	750	1332	1363	0	0	0	230	0	0	0	203	542	0	150	421
TG2_21:bin_000003	42359	46927	36859	39256	462	783	28331	33417	42454	35877	29498	1808	25531	19856	34705	0	1122	41572	36653	46647	2171	28802	792	38423	35469	46771	1390	12576	38486	19078	343	775	38398	40640	36813	1677	33366	1038	50557	49022	1365	1339	1983	3505	2903	0	1155	1090	47140	2350	37784	43396	32043	4398	5858	46107	11757	29644	1155	40303	1621	37413	39682	6551	49072	2258	36498	1844	40799	41453	29197	46097	33563	27417	742	36503	32634	43560	45118	1044	1770	1089	0	263	742	289	205	535	0	691	0	0	0	0
TG2_21:bin_000011	634	503	437	461	0	0	465	482	493	472	407	0	613	463	579	0	0	432	479	654	150	418	0	462	486	497	0	434	476	298	0	0	492	643	475	0	430	0	479	501	0	0	0	0	150	0	0	0	501	0	486	471	509	0	212	484	136	426	0	493	0	443	473	0	486	0	510	0	454	473	492	485	494	461	0	424	443	437	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293
TG2_35:bin_000003	415521	532005	400490	418233	5829	5377	365588	411910	708510	426073	401907	17323	330581	309996	423734	1373	4051	354279	479834	692766	15445	312014	1973	492277	662292	555590	11123	423825	390239	284867	350	1520	397144	624103	454190	7932	433459	5639	606723	440706	8211	2571	10070	9897	23223	1050	7395	1262	440326	6021	511103	391822	322298	21607	145135	438947	47254	306773	9737	551257	6844	789109	610174	77632	420583	18429	402090	14613	470199	399102	320829	643559	368478	561435	3253	477379	376975	377580	427036	2663	5714	4630	831	300	397	501	688	1101	464	1073	886	1245	360	430
TG2:bin_000055	16925	17537	15106	17133	0	1532	15221	17506	16519	15705	13854	2035	16130	15375	16202	0	136	15696	16374	18113	2274	17292	1320	17981	15373	18543	1745	12171	17748	13510	412	300	17541	15387	16401	1077	20219	310	17814	19081	978	600	2825	2740	2253	685	1497	956	18288	1655	15917	15508	16376	3579	8584	16892	6454	13668	1357	16401	1510	17150	16987	5136	16925	3744	18511	1878	16532	16722	12624	17823	15691	14571	1190	14593	15384	17186	16677	148	277	1407	0	348	150	688	0	381	0	300	300	300	0	0
TG2:bin_000059	88218	73655	61552	73623	133	852	82046	91863	68608	70137	47831	1351	45767	44771	74073	300	300	69270	55969	81414	768	30194	321	87559	74835	78251	567	39146	70525	39128	0	265	61646	92845	66576	661	78362	283	92530	93283	600	900	1401	840	2171	0	1471	0	64555	289	71821	60622	67369	1829	24656	82765	5204	42553	897	59541	1230	67111	82953	6940	87559	3511	54111	302	51850	75269	68100	59860	68836	79168	150	52777	66559	67336	92700	232	797	874	150	0	0	0	0	209	150	0	251	0	289	0
TG3_07:bin_000023	32739	33051	29932	29540	336	300	31296	32261	33263	31481	23727	300	29685	24798	30106	0	233	29421	26489	36762	1024	21505	300	31012	29554	34089	997	20865	30572	23732	0	300	29826	34746	30304	638	32028	599	37643	38278	150	300	1257	572	1824	300	656	0	34741	386	34164	31015	30146	1819	8814	38173	2691	27055	1146	31917	493	32171	32655	5614	32327	1196	31505	347	32256	36950	24223	34096	31135	30826	300	30081	28189	29298	38219	0	150	0	0	0	0	300	0	0	0	283	0	0	0	0
TG3_14:bin_000007	124758	206315	36782	10989	853	778	8479	9363	9991	8465	6212	735	129680	4964	5834	150	295	125311	7163	74587	2287	183521	0	6174	4734	5771	1174	5688	288110	120620	4415	0	6507	6180	8180	662	6519	283	19537	117961	706	0	639	685	1203	447	1276	794	9512	1297	37197	85047	6175	1691	4534	8791	2715	4443	547	139670	631	9952	104949	2440	201227	1810	7711	1145	6937	181343	5128	8303	9649	5319	259	15388	5350	237371	128848	811	780	743	0	0	0	282	0	0	0	519	0	567	0	0
TG3_28:bin_000041	1124272	870929	656366	1059099	3841	10258	1328612	1391019	982068	877874	691390	9419	705792	864822	964736	1477	2122	1072443	578158	1186841	9702	166645	1954	967086	1308571	806211	11954	169900	351381	262305	1247	2026	706396	1092010	840753	11703	1278344	4134	1371547	1492098	5843	4519	15420	14337	16543	1626	12128	2489	905074	23489	1719006	1147958	679084	23514	70497	1217153	31094	1676948	19970	547421	7667	1381897	753023	93579	1337379	14904	1570519	14814	1059197	1391904	955710	1564093	521829	422186	1614	1270668	603098	630611	1621013	3633	5391	6485	731	388	0	1620	300	660	300	1803	1570	2659	820	400
TG3_28:bin_000042	280902	280696	320089	283449	3806	5817	326207	353682	317316	313220	224450	10442	285336	239530	301468	1059	2800	288194	263841	400040	10881	218574	3395	297265	265467	252117	9339	256697	291140	253556	1095	2214	296956	352062	304430	7836	325265	2621	386939	404732	7051	3154	11482	12074	17809	600	6856	879	350003	9258	332076	319593	252533	19424	107623	371037	50477	262697	8358	353890	11115	328282	296636	65360	377990	16348	222122	11203	286340	356401	285935	376371	296751	265385	1900	351592	242567	250055	350922	3349	2779	4617	1153	826	150	896	342	1525	962	2383	1400	1797	450	668
TG3_35:bin_000025	9894	10511	10646	10527	570	0	10332	11742	10821	10907	9840	262	10877	9769	10687	0	0	11116	10446	12228	288	8063	0	11203	11685	11506	0	8026	11347	8136	0	0	11272	11588	10509	460	11549	0	12741	11599	0	0	0	158	0	0	0	0	12442	300	11804	12179	10208	300	4923	11672	981	10489	0	11389	0	11627	11920	1579	11255	242	11483	0	11135	11487	10322	11478	10585	10682	150	10536	10607	10263	11355	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0
TG3:bin_000050	59727	61288	60927	62401	384	900	56163	63271	59395	55732	49936	300	55563	44359	57086	150	300	53978	55522	62759	1386	36636	409	60098	59624	57874	536	32663	56947	45051	0	288	59390	64220	54507	506	62202	500	66686	68465	996	600	1482	600	1914	236	1277	241	59559	415	59982	59647	55905	3170	13789	65303	5504	49729	759	61954	738	62634	62126	6618	63060	2296	61136	2542	62245	62696	57035	63015	55877	58487	0	59501	57293	55194	64991	0	563	439	0	0	0	136	0	0	0	731	300	204	0	0
TG4_14:bin_000026	210642	212922	198730	205983	1501	3488	193949	223368	205006	188228	160426	3434	180299	168748	195769	150	581	181125	174930	228431	2758	129826	570	204266	205539	193145	3566	144010	180321	137056	0	446	189164	225871	192003	3237	213220	1500	233799	240830	3493	1046	2791	4603	6633	653	3418	450	230513	2119	203464	209927	167336	8844	58945	227666	22256	158583	2663	225175	3258	210434	206292	29652	234587	5060	208720	2962	190056	203181	184341	226602	196647	182261	830	200845	174595	178824	235304	768	1900	1211	0	148	182	0	0	450	720	377	170	426	150	0
TG4_21:bin_000016	23148	23709	21108	23640	547	0	21663	24446	22002	20581	20510	478	22630	18715	21667	0	172	20608	20236	24227	596	15699	0	23366	23908	23685	239	18801	21349	14693	194	0	23764	22700	21719	394	23039	0	24682	23626	684	0	900	798	947	0	421	0	24400	862	23107	23060	21043	1690	8829	23603	2736	21325	729	23188	600	23535	22714	3495	24942	300	22533	584	22713	22048	22865	23892	21062	21599	0	22493	22509	22435	24361	289	0	150	0	150	0	0	0	0	300	0	0	326	0	0
TG4_21:bin_000043	267192	264307	274174	336161	4387	5913	277193	298354	400495	272746	232827	8735	249051	223970	399535	300	2364	266425	245522	417178	11883	250535	2169	267810	269787	251393	13004	268028	264826	227030	382	1516	265228	352832	326819	9037	315680	5772	368044	434355	5871	1101	10102	9033	17844	1814	9021	1469	296947	7269	390982	351990	235895	19272	107423	313740	54552	254034	7828	288303	8023	269491	299634	60245	312228	16412	223073	13253	250615	310482	248265	305015	366920	250034	1716	346764	235388	230377	376801	3822	5098	4103	458	756	199	511	0	726	442	1704	300	738	789	641
TG4_35:bin_000014	193057	195650	183018	168694	970	2758	160863	177023	208645	183310	154571	3720	178938	147668	181128	455	150	175128	172867	201849	5060	141334	785	196805	105229	197911	2116	144082	175011	134953	414	679	194548	194475	182495	1542	198883	1247	194050	208513	2194	417	4275	3987	7463	542	2294	782	209163	3563	210196	176116	172001	8619	57294	209156	14761	143956	2219	206372	1242	199632	182415	23712	215038	7011	191464	3061	198496	202589	169348	187130	179143	207823	2109	189331	189496	179062	207972	1438	1052	1834	150	354	300	150	0	0	532	667	183	0	0	0
TG4:bin_000055	36284	36529	32234	35704	530	838	37240	39187	33868	31110	26515	887	32183	28499	33990	300	150	33878	29967	36272	786	23923	163	34965	35118	35387	408	23763	33604	26174	0	0	34510	36189	30869	1451	37032	0	39126	38922	1260	276	628	1178	2826	0	300	300	32283	1410	35880	34439	34002	2046	15200	38836	2986	29812	1423	33687	1278	33209	34702	7877	38336	1587	32986	1545	32513	36321	34208	35407	33524	35449	300	32530	32275	32349	36142	663	300	0	135	0	0	0	0	182	300	148	0	182	0	0
TG5_14:bin_000008	2298	2823	1471	2000	0	221	744	2503	1634	907	1759	132	832	2137	1631	0	0	2336	1688	2346	447	1565	0	2486	773	2264	0	747	55491	959	148	0	1741	2286	1629	147	2709	146	17250	26797	0	0	0	0	0	0	0	0	1827	0	2065	1514	1096	0	651	3536	588	3033	0	44186	147	2086	2376	7560	3343	184	1274	512	1791	638	72231	22260	2329	1473	0	3592	1732	1039	2134	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
TG5_14:bin_000027	2749935	2969627	2893227	2794653	18708	19141	2855091	3046604	2622351	2543672	2067536	33465	2859432	2084579	2336399	3353	12927	2755321	2422162	2978459	45896	1546447	8714	2800887	3019524	2718748	33580	1357651	2182177	1680627	1980	7071	2473758	2989835	2602719	25965	2777813	24473	3013217	3058912	24382	9999	42172	55188	98998	5739	32636	9672	2820099	45340	2896793	2980089	2770643	76867	274199	2970712	114147	2599989	52938	2852156	27286	2783963	2850680	154839	2914906	68525	2839986	59266	2635374	2929783	2380412	2842352	2680315	2610169	6778	2911185	2667161	2801975	3014868	13438	15563	15202	3108	1272	2794	2690	2508	4953	2514	6574	3099	3126	3464	2823
TG5_21:bin_000003	2489694	2496875	573423	2345879	11727	40469	2162514	2493892	2494088	2433452	1945422	146296	1318727	1934833	2483243	8529	7134	2169391	1197244	2496975	406368	2217156	27101	2275195	929846	1089021	85732	1710288	2496212	2465623	8499	18419	2492804	1508534	2438370	48496	2493299	19609	1998248	2485579	69003	38883	103972	87394	162937	14845	101414	16821	2492754	27814	2469754	1289687	2174068	161354	1867352	2423989	251767	448770	204793	2452457	131061	2229796	1972325	123726	2447621	845324	2497188	94128	2495992	2446791	2211545	2014775	2217782	2497575	15346	2449129	2340496	2482775	2495716	30614	53793	77625	7137	6193	4509	5862	4702	9558	7622	16531	4131	12857	4289	7910
TG5_21:bin_000007	2484847	2388363	922443	2214527	10839	13088	2461456	2543714	2598130	2193702	1432108	18163	2078165	1747187	1734760	1148	5768	2124164	1658965	2704492	26288	1239389	4914	2409153	2269593	2006206	25384	1253383	1737175	1320628	2324	2101	1995525	2891592	1875397	16798	2626797	5697	2918046	3025502	15481	5655	20534	23101	38134	2019	19488	6834	2156067	22965	2346871	2211583	1794095	45401	346576	2670554	49359	2206230	21500	2695036	18310	2516608	2586851	116313	2667888	37941	1972831	24906	2242606	1841349	1565390	2272035	1809398	2212908	4242	2294620	1616495	2104432	3014389	6747	5360	11647	1598	818	856	486	440	1765	2507	3403	2459	1621	1853	783
TG5_28:bin_000004	1790999	1790888	1790703	1791349	176339	382469	1790748	1790273	1791020	1790398	1789509	399304	1790532	1790039	1790609	46176	77205	1790840	1790344	1791054	544882	1790963	142197	1790972	1790144	1790574	461502	1741528	1790610	1788937	41543	107538	1790220	1791292	1791108	368176	1791078	160232	1791607	1791609	352947	178315	464782	498160	759008	64811	448814	158651	1791266	383528	1790534	1790169	1791106	834887	1754218	1791679	1304204	1789333	440353	1791185	423590	1790970	1790931	1148732	1791959	680836	1791073	489725	1790998	1790573	1788706	1791568	1790342	1790845	198828	1790998	1791504	1790574	1791684	167826	150808	271802	23883	24725	20114	33425	28197	47511	38467	95265	42724	54087	26291	34933
TG5_28:bin_000015	1073063	1246929	525014	911747	2043	2754	549300	990716	568652	810685	479680	5615	499644	562623	785632	160	444	601669	313585	1324770	4469	342130	1733	1177739	939194	540934	5291	285021	496058	436889	0	1024	579101	820918	614941	3973	801269	1080	1385826	1603826	3779	2103	5836	5323	12586	718	4571	2921	1020224	5996	924993	402904	426979	12433	61622	1081929	16757	514297	6099	977156	5193	650367	936133	24294	815395	11627	851498	7357	706062	891982	506586	1055051	335550	773758	527	839958	634347	764622	1272670	4379	1268	2590	222	185	0	539	874	646	598	1798	300	546	0	569
TG5_35:bin_000001	1577225	1577224	1577218	1577220	223325	342778	1577218	1577220	1577221	1577239	1577191	421846	1577225	1577188	1577217	49910	121910	1577215	1577235	1577230	611372	1577216	149229	1577247	1577219	1577225	597419	1576796	1577199	1577205	49777	122536	1577224	1577225	1577225	427071	1577226	200652	1577225	1577226	380443	197377	520743	566369	953311	82496	476023	152171	1577226	781570	1577223	1577226	1577232	916873	1572975	1577231	1519274	1577184	454703	1577217	476105	1577218	1577224	1148996	1577230	723796	1577210	530490	1577225	1577228	1577208	1577225	1577205	1577221	105759	1577250	1577234	1577224	1577223	202324	184951	297504	32898	37791	23192	41563	27254	50413	42787	108328	50019	55956	34491	42619
TG5_35:bin_000022	1966285	2026881	1899939	2011612	8951	19280	1992333	2097194	1893604	1724878	1261681	20705	1832593	1537574	1712098	3357	12395	1862601	1624050	1962814	48765	1040218	5472	2011958	2089540	1757619	32911	1044647	1880348	1445127	1780	3837	1863891	1999485	1793946	24410	2018996	17979	2081170	2084354	15218	6523	25235	26233	74877	4038	17337	8757	1996579	25590	1906940	1943668	1994928	63698	458664	2065110	76971	1642546	22560	1966480	15875	1997937	2036294	151393	2034957	43890	1752580	34779	1521359	1895349	1816276	1732939	1790834	1733421	6127	1842824	1896694	1870667	2082537	11868	7701	11359	1640	2713	1307	852	1198	3010	2290	5979	1958	2611	1808	1603
TG5:bin_000003	2550377	2578168	2464483	2548885	18434	38255	2489924	2586536	2543953	2493971	2288527	52993	2460094	2366904	2522423	5648	20496	2450986	2400819	2600948	71085	1699327	11317	2574096	2546759	2560825	67838	1542820	2453410	2024851	4305	9183	2521980	2609757	2520684	51029	2552972	26891	2599590	2609934	42322	16879	67981	70044	129124	6595	50818	16485	2580103	62268	2588996	2557425	2518140	141283	537087	2593511	305154	2406160	68043	2598738	48458	2587254	2585443	251337	2599257	85259	2571452	54571	2567681	2532186	2470973	2584900	2422318	2445332	13803	2490219	2463207	2522827	2618383	22396	19361	21740	3692	2828	3095	4447	1753	4044	4361	12293	5547	7875	3380	5576
TG5:bin_000047	3124212	3130172	3082242	3116483	31431	55303	3048773	3140485	3106277	3048201	2968270	79888	3070929	2813428	3090396	6312	22996	2997161	3078821	3139644	121659	2657395	18985	3124529	3103433	3111245	93435	2989515	3037945	2443566	5040	14544	3104014	3142465	3097298	86026	3121843	35900	3134017	3144100	60295	32951	94285	96373	183225	10882	74391	25938	3136002	85118	3134881	3108594	3052246	191910	1004541	3134793	588384	2937904	116078	3132380	92159	3130749	3130842	424690	3125744	149816	3130474	97948	3130894	3131290	2964578	3132884	2943438	3068754	22444	3095043	3052421	3089648	3144775	30115	32264	40367	5065	4281	4038	4283	2953	6953	4328	16906	4386	9726	6005	8285
