sequence_id	M301570.lib1	M301571.lib1	M301572.lib1	M301573.lib1	M301574.lib1	M301575.lib1	M301576.lib1	M301577.lib1	M301578.lib1	M301579.lib1	M301580.lib1	M301581.lib1	M301582.lib1	M301583.lib1	M301584.lib1	M301585.lib1	M301586.lib1	M301587.lib1	M301588.lib1	M301589.lib1	M301590.lib1	M301591.lib1	M301592.lib1	M301593.lib1	M301594.lib1	M301595.lib1	M301596.lib1	M301597.lib1	M301598.lib1	M301599.lib1	M301600.lib1	M301601.lib1	M301602.lib1	M301603.lib1	M301604.lib1	M301605.lib1	M301606.lib1	M301607.lib1	M301608.lib1	M301609.lib1	M301610.lib1	M301611.lib1	M301612.lib1	M301613.lib1	M301614.lib1	M301615.lib1	M301616.lib1	M301617.lib1	M301618.lib1	M301619.lib1	M301620.lib1	M301621.lib1	M301622.lib1	M301623.lib1	M301624.lib1	M301625.lib1	M301626.lib1	M301627.lib1	M301628.lib1	M301629.lib1	M301630.lib1	M301631.lib1	M301632.lib1	M301633.lib1	M301634.lib1	M301635.lib1	M301636.lib1	M301637.lib1	M301638.lib1	M301639.lib1	M301640.lib1	M301641.lib1	M301642.lib1	M301643.lib1	M301644.lib1	M301645.lib1	M301646.lib1	M301647.lib1	M301648.lib1	M301649.lib1	M301650.lib1	M301651.lib1	M301652.lib1	M301653.lib1	M301654.lib1	M301655.lib1	M301656.lib1	M301657.lib1	M301658.lib1	M301659.lib1	M301660.lib1	M301661.lib1	M301663.lib1	M301664.lib1
GPB:bin_000140	1133977	1713719	1256863	1793505	6540	9735	1420978	1708214	1162595	1462004	933983	13104	1174456	1121442	1009183	1927	3808	1348739	1142234	1654927	22857	835040	4165	1608476	1540982	1560906	15103	471453	1247948	621154	600	2796	1200694	1955336	1341394	9128	1444722	7631	1805841	2001160	10236	5935	13830	14809	26176	2458	12560	2035	1397635	8133	1531963	1697417	1167262	27354	298366	1476383	45203	861870	12584	1623403	19050	1527416	1586836	66013	1933139	23262	1196992	11648	1775697	1703075	1047378	1488342	1296025	1388467	2462	1199443	724652	1261790	1955195	3016	3836	6257	210	450	300	1414	0	585	713	4447	1923	1373	251	1170
GPB:bin_000141	144415	141534	145461	143412	737	1555	137911	156446	140505	131519	120737	3533	132955	113768	131270	438	272	128227	136396	147333	2598	105173	1014	143759	138427	141974	3763	94902	132412	106780	457	738	143215	148684	137469	2093	152028	1141	152862	155327	2173	1469	2703	2737	6431	300	2468	750	145951	5527	140099	134035	141361	6122	55206	147496	18590	112491	3535	151911	2213	135872	144175	25764	150650	8256	146409	2862	143545	141615	133282	139095	130907	137453	1289	138147	128415	138987	154356	0	740	1572	450	226	0	856	0	795	299	647	300	213	0	300
GPB:bin_000142	1088147	1202836	1127305	1016334	5865	3945	1011690	1434761	1031346	982371	589844	7764	1058853	587553	1046168	821	3574	936715	876674	1148269	16255	477050	5969	925500	1416727	1253374	10031	540646	1033104	655702	0	1566	1060823	1104431	1015961	10609	1159790	6004	1363893	1366035	8049	3491	10230	10634	21611	651	9526	3028	985211	11433	1286929	1158615	855661	16125	186292	1046152	50065	673080	8035	1235425	4782	1013201	1277584	69087	1236687	16337	1177122	13490	779196	1066342	959289	1107982	940241	892837	592	995346	950300	925005	1369402	3840	4203	6532	811	611	300	1476	210	551	0	2418	889	1069	836	600
GPB:bin_000143	3910	4752	2850	3132	0	0	3251	3649	4324	3220	3376	0	2192	2859	3747	0	144	3625	2340	4539	0	3396	0	3771	1841	2529	0	3032	4299	3260	0	0	4554	3011	3399	0	4009	0	3199	3853	0	0	0	0	300	0	0	0	3442	0	3047	3408	2618	150	1976	4123	0	1175	0	3461	0	2948	3235	914	3455	351	5008	0	4445	3948	2626	3548	2724	5256	0	3213	3517	3804	4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000144	4624	4894	4629	5718	0	0	5587	5348	5548	5763	4488	300	4787	5118	4673	0	0	5221	4196	5567	149	3861	0	5130	5081	5211	0	2662	4803	4302	0	0	5174	5661	4458	150	5549	0	5105	5150	746	0	180	538	272	0	182	0	5378	0	5283	4704	5430	318	2394	5664	509	4385	0	5755	300	5790	4966	535	5395	214	5375	300	5256	4757	4761	5466	4398	5082	0	4937	4602	4687	5627	0	0	0	0	0	0	0	0	0	0	0	170	150	0	0
GPB:bin_000145	1124568	1151427	1117915	1198467	9200	25554	1113993	1120952	1148398	1109608	941095	21906	1010500	1072941	1227389	4103	5349	1145502	1015470	1185385	37929	1117745	16849	1142249	992689	1106010	19894	704223	1119966	816219	3175	7391	1077973	1172960	1063699	22763	1202765	11981	1169809	1272696	18780	11313	33857	32707	58891	3677	23745	10626	1157705	18931	1161239	1095275	1140799	62995	238873	1195612	108959	962414	22838	1173388	25691	1147392	1160406	66186	1182387	50748	1135780	24314	1158825	1153640	851262	1143183	1063589	1108022	6287	1025621	1024776	1103086	1192518	10890	7426	11833	1750	1361	2022	1987	1092	2065	3328	5382	1615	3138	2881	2908
GPB:bin_000146	2387146	2402809	2389549	2395438	55889	53852	2370253	2406870	2393284	2381518	2335712	98826	2388094	2296873	2390607	9606	21264	2371606	2368525	2407642	179965	2003825	23545	2385960	2391449	2398574	146346	2015682	2379209	2285195	7742	18272	2388111	2415782	2387009	110137	2396281	54122	2413976	2419188	73450	34970	180426	142255	220365	16134	97753	31355	2403939	79737	2405043	2393141	2375158	275713	1636660	2402847	908767	2299077	113545	2410247	133386	2398681	2404116	550876	2405804	221354	2394556	124253	2396687	2401629	2382972	2407638	2378462	2388008	33765	2388048	2379290	2377554	2407898	49387	40846	51640	6228	5840	4163	10355	5936	11092	8926	20510	10181	13569	7222	7692
GPB:bin_000147	85392	88814	86001	86970	2414	3160	83233	100666	85901	83240	76948	5489	83194	74356	86728	300	805	79683	75291	94895	7637	61838	1334	90185	95221	83213	5396	59079	82732	65989	0	1089	86498	96193	84859	4646	92373	3164	100077	103059	3745	1861	6503	5260	10260	1334	4985	1657	95445	5742	87249	98250	84815	10689	34620	95412	17279	77040	5850	97016	5101	88390	91521	18459	87421	8935	86332	7695	83682	94702	77833	98947	87180	82996	1391	83344	82396	85526	98404	2306	1536	2068	270	448	735	472	737	307	446	1266	0	913	161	150
GPB:bin_000148	674959	669945	593940	633085	3500	5952	591437	758465	632353	587275	554459	8049	570959	534700	625955	886	2836	568569	594352	716027	13552	409362	3964	608869	713142	633391	12116	391734	605683	418991	1499	1575	659317	665166	602147	7354	699659	4667	768927	817952	5966	1497	12217	10783	20637	2618	7663	2883	741642	11064	689864	685250	634158	17528	183991	697581	67837	510090	11918	701151	9135	656296	668617	83195	649598	18604	655020	11508	596203	685124	585789	684425	582837	628538	3221	614297	626548	617341	706916	3069	4081	4950	0	735	300	1038	0	929	640	1720	746	1501	596	520
GPB:bin_000149	300	299	153	150	0	100	299	752	450	450	300	0	300	0	0	0	215	0	568	0	0	0	0	0	355	509	0	150	150	300	0	0	481	150	0	0	150	0	147	654	0	0	0	0	0	0	0	0	150	0	469	150	472	0	0	150	0	0	0	150	0	0	550	0	782	0	150	0	657	452	450	150	345	450	0	0	597	480	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000150	4128958	4126110	4127493	4127865	81598	150286	4128025	4130064	4129140	4127741	4108010	214188	4125402	4097813	4127245	17673	69994	4123563	4127837	4129559	317442	3972638	55038	4127223	4123726	4129376	287270	3950068	4123487	4046043	17914	43782	4128985	4128880	4129041	190430	4129308	103569	4128653	4131291	156744	78931	246448	270130	518264	29469	230988	70369	4129094	211659	4129113	4128496	4128250	509460	2469340	4128898	867968	4076169	250351	4129118	191496	4129006	4128255	1603007	4129516	448458	4129978	277038	4128174	4126107	4128520	4128249	4122854	4127792	52704	4127397	4119207	4128181	4129543	100470	84440	116167	13796	16181	10539	14731	11157	20492	18679	44575	18239	29121	12841	19902
GPB:bin_000151	343672	371046	365451	357165	3566	3218	342068	395809	349109	296876	268114	5846	300255	251571	349430	150	1592	335309	331819	371107	8535	223020	2354	324204	368398	335038	5828	223872	310801	216083	468	1764	327684	360026	307093	6833	359608	2859	398888	410560	5506	2352	6759	7451	9279	850	4557	1780	348328	7136	344826	356422	304766	11489	104393	383975	45266	255817	6705	365755	3965	336138	367211	47064	380867	12391	369193	5759	334434	370579	313830	383891	323645	311794	1499	329117	353832	307766	411017	1803	1570	2939	473	481	246	300	319	450	249	1022	430	785	809	456
GPB:bin_000152	552935	556606	539205	544249	4688	6187	519859	589864	544844	523742	479220	11289	523780	470047	536790	1937	4506	516715	514973	582890	18531	420163	2930	543986	583184	529648	11980	402969	567620	433916	1680	2192	549762	576522	540224	11759	561679	6278	604529	608428	8623	4595	12563	11084	24825	834	7082	4658	573246	14637	544709	550445	519871	26442	233816	582498	78118	482278	11927	581474	11883	550546	573124	104295	571414	20395	570247	13473	539858	561358	504923	572667	523240	548275	2900	539896	543109	536419	589384	3793	4494	5077	387	965	450	1029	353	546	900	1633	257	1572	724	929
GPB:bin_000153	172085	173492	175555	170049	3078	2525	173087	176029	182364	191920	156957	6549	169504	142896	172276	974	2584	166357	170101	190379	8237	137354	1126	198666	195166	189341	5785	147625	184247	144084	0	1626	184065	203517	165717	6201	179725	3318	214444	214743	4646	2483	6215	7976	10059	1031	4047	1870	210171	9403	192081	185763	166197	10997	83391	191842	27878	150240	5672	184509	4616	178627	172828	41089	188343	8615	179830	5490	175945	182284	159443	192802	158223	172894	1048	167116	164725	170358	203035	2237	2798	1852	600	399	0	450	599	0	0	2227	1385	1310	441	165
GPB:bin_000154	246711	413587	250748	293466	1576	4304	240724	264885	255926	234759	215002	6454	243373	223549	240253	449	1640	280628	231532	285361	5387	183590	841	253085	330134	256140	6801	321148	244793	186855	1194	470	259131	277672	295658	4365	266398	2999	274373	284455	4045	2328	3836	5427	12588	677	4836	982	274458	8041	272260	252868	231757	8158	101583	272703	40132	213180	5232	271928	3962	258449	275392	56664	277576	11362	260986	6371	266188	262781	234639	423486	242671	235324	1590	254284	246183	243610	293599	2065	3344	2683	0	514	0	0	383	0	242	600	525	868	0	710
GPB:bin_000155	175309	164702	142058	156534	1074	2622	149152	202690	148290	136357	133176	3232	148402	126218	149809	0	300	133642	144552	180520	4368	100493	1654	153327	190705	148081	2769	81463	177241	102920	150	385	157695	179106	147047	3621	174487	2355	201276	203313	1176	750	3395	3800	5026	446	2183	594	168496	2546	156789	166070	153086	8079	39532	178668	14684	128314	3906	173437	2347	168383	177869	15606	172944	4629	179595	4424	163199	169864	130865	175009	137459	163997	1462	148703	156425	149991	201010	886	1122	3072	0	422	0	0	300	150	250	255	150	384	300	300
GPB:bin_000156	205951	208665	203070	205093	1241	2541	192591	219151	218559	196791	186143	4112	199694	181099	206445	960	2468	186957	186611	228973	10369	153675	1145	201126	216999	209579	5934	157694	195076	157479	905	600	205293	219614	197576	3981	205550	3384	217956	228813	3635	1182	4637	6089	13438	965	5352	2437	211071	7697	202547	203936	186608	11528	87703	218783	35625	183072	7265	213065	5109	203952	215191	41259	214675	6765	209694	8073	199155	203137	191752	216059	193167	194113	1025	192653	206141	194685	220259	2108	2707	2436	0	0	283	450	290	580	935	1289	300	920	450	149
GPB:bin_000157	1575524	1928963	1283031	1797041	7692	8571	1623166	2031149	1021316	1383507	1417594	17910	1438992	1188802	1897640	1444	20553	1398247	1559631	2333387	17963	732131	6026	1914492	2070534	1506985	15743	1073991	1264392	891492	2090	2955	1382826	2365531	1036124	17662	1967468	9386	2409990	2320806	9573	6922	19199	16320	29600	3327	13224	3336	1545525	16050	1821644	1923378	1141837	38688	173762	2054615	162773	635292	21275	1920495	17195	2115076	1744711	91177	1952809	26988	2060662	11687	1797761	1768620	1137244	1946766	1238532	1195774	6381	1205689	1687103	1756382	1926741	9956	6510	7596	1967	3582	2340	980	809	2705	1439	4425	560	2520	1568	2497
GPB:bin_000158	828074	803411	757854	771835	7191	13019	730888	889632	757290	705355	649260	19941	725452	628140	723397	1111	5592	731999	711321	816518	31744	537494	4887	760406	841925	752737	25520	506196	719269	544639	1029	4047	738732	807119	725874	17450	758197	13232	855556	885896	15416	5944	23621	25098	48299	1977	13841	4835	782179	22957	848015	843712	848027	43638	297188	807339	127534	661636	20500	800342	18277	772301	791597	144535	804073	38280	780446	25510	724160	791948	672666	800231	733322	730972	7762	772438	721204	746929	858961	6938	7800	9488	424	300	451	2232	900	1369	564	4738	775	2250	1112	2018
GPB:bin_000159	1879853	1941179	1814038	1888326	11168	18496	1805964	1994891	1835793	1867892	1685949	22251	1713435	1610224	1892472	4707	9997	1800086	1793566	1960020	43722	1321551	5809	1920634	1984875	1876760	35023	1142932	1798835	1561020	3208	4941	1805162	1969473	1858973	25756	1867591	17494	2047172	2021165	22195	5356	26627	35822	60084	1297	19087	7151	1971662	42779	1913823	1917857	1786656	61126	453626	1952451	213132	1678112	36393	1979721	22132	1918981	1874877	255075	1968509	53404	1928321	30795	1860155	1974311	1635422	1915125	1771701	1759129	4272	1861591	1834033	1776249	2014964	13102	7661	10587	300	651	1115	2309	1505	2769	1409	6777	2456	3730	1924	2270
GPB:bin_000160	177958	178026	176738	179902	1430	1138	174816	186509	178497	180932	160169	4957	167865	159132	177888	0	1821	172268	168555	190390	7314	142764	532	180385	173636	182746	5023	115264	173708	151724	972	596	176014	186946	174032	5598	187205	2613	194209	201569	1941	1656	6524	6811	12364	982	1873	1412	185319	6786	181086	180309	174610	9812	81405	193644	30192	160426	5140	180858	4900	179264	183924	36276	191436	11368	181889	4240	180879	184865	169054	185803	169695	175763	1563	175405	172305	173445	193254	1444	2726	1252	150	0	150	300	587	1102	326	974	144	873	356	234
GPB:bin_000161	3385183	3377789	3340529	3379687	32595	53975	3344631	3396667	3372740	3290986	3234706	85743	3330872	3188753	3363443	7548	28263	3309972	3305006	3399148	137007	2985935	51279	3376535	3380105	3338888	92993	3380547	3322924	2972409	8271	22174	3365493	3396797	3337929	90592	3370538	41870	3393844	3398540	64077	28480	99236	101666	193646	14595	78474	33305	3387098	81012	3389091	3381752	3326524	215479	1264973	3396176	672195	3242818	88820	3386298	82589	3384232	3391014	509900	3397196	150241	3376560	99443	3380757	3392275	3323875	3391460	3348130	3313032	17707	3351530	3360516	3339427	3399353	37428	30004	38812	5264	3872	3768	6222	3590	9416	7000	14419	6746	9260	5176	6126
GPB:bin_000162	71140	71664	70555	72706	1097	1161	68737	73840	73511	67369	63273	1461	68929	64145	69711	0	433	64869	66495	75785	2560	59443	0	70601	68858	70194	3017	57006	69990	59677	0	707	73237	74188	68825	1109	72998	152	79649	78984	1118	1122	1708	2177	3396	0	1570	150	72403	1593	69691	73602	69717	3622	35980	75231	11557	68594	1619	73647	1396	73126	72335	16538	72927	4894	73672	1345	72716	72554	68411	72058	67531	70355	618	68820	69934	69829	74280	890	583	930	182	0	0	0	0	0	0	0	476	0	0	0
GPB:bin_000163	1876209	1904794	1645531	1844567	5372	10294	1418071	2029320	1923368	1577055	1253124	16461	1596443	1297190	1723091	835	4860	1752883	1588954	1947846	23231	1115866	5425	1994951	1949398	1723778	10595	941007	1554873	1064278	1514	4386	1656991	1975066	1099123	15013	1797201	7665	2107592	2196069	11139	5495	20591	19733	32492	2513	18960	4276	1735917	22797	1960577	1853322	1354547	40705	226487	1768388	39873	1336325	14294	1909314	16044	1940734	1778008	118000	1721358	28432	1736462	20375	1884601	1797921	1121454	2025687	1349318	1483586	2774	1710678	1778706	1658376	2075965	5409	4940	9305	750	1883	300	1314	0	457	1419	3876	2328	1659	1666	509
GPB:bin_000164	412324	440911	380149	401062	1200	4644	367913	455481	405962	372844	336074	5266	379369	346037	391180	1063	1353	363165	360148	486098	9415	233945	1472	447439	461552	410682	6216	200868	400089	278777	300	0	412229	492481	385866	4129	423121	2230	494625	479423	4529	1255	6910	7765	11896	765	5031	1078	460523	8040	459547	415732	441104	12159	92593	474795	45165	354671	8089	484761	4463	451381	449127	49835	488748	10471	476991	9642	450884	405285	377955	464840	346835	350532	1710	397978	383388	412186	487952	2145	1174	928	600	154	0	533	150	620	603	850	300	623	482	118
GPB:bin_000165	142295	146896	136494	142425	1414	3485	138730	143503	144911	132605	131137	5796	133236	131338	137296	167	975	135245	136856	152160	5663	125196	686	142797	141400	151712	3239	102725	141558	115646	0	635	143204	143891	137413	4490	144533	2428	145254	150236	2551	669	3565	4057	7248	509	2204	1802	146512	3816	147409	142481	134880	7621	76982	154362	30008	139766	3648	155323	3384	143256	146127	31021	155585	8520	145747	4590	140299	138778	141868	141202	132197	137191	1570	142885	136180	135565	145256	1691	2378	1787	0	423	0	0	0	0	597	752	300	877	146	0
GPB:bin_000166	79202	79349	75267	77129	386	2282	71579	79965	76663	71916	73332	3790	73339	71031	72365	0	1804	73079	71318	82075	6099	59920	450	77627	79206	78599	2539	58570	76413	65137	250	800	77461	77742	73588	1763	78665	649	77948	80492	3470	643	2620	1468	4457	274	1791	550	77855	3189	76735	77717	74565	6341	42133	84914	13768	71999	3212	83461	2749	79293	79184	18204	80398	5912	79186	4125	75045	75781	77337	77499	71400	77428	596	76022	72687	72854	80104	300	300	1003	225	0	0	0	0	0	202	1187	0	227	204	140
GPB:bin_000167	251719	295256	276849	778222	1141	3134	400893	431291	785430	400653	363969	14160	238620	326314	338376	300	1725	294217	419149	1788150	6600	451797	570	604323	534006	315789	4401	100078	420357	247805	300	738	512402	504084	383299	2310	437067	722	550789	612660	2379	1053	4220	4532	7680	388	3464	900	653290	3711	486746	330820	235422	6554	80843	303238	20039	180386	4339	711889	4607	230622	666376	23270	345118	6670	499171	9096	733494	408705	221836	644963	245659	414547	915	559025	180332	277297	658566	1417	1499	2846	0	0	0	0	0	405	300	1374	300	642	300	0
GPB:bin_000168	479808	369854	373577	486506	1549	2202	243435	643476	266248	395893	421307	3160	258994	121621	372018	392	244	495305	388132	677876	1600	163962	742	637362	341700	136100	4580	166716	268273	250719	291	111	510888	550360	448167	3079	254593	0	807033	951626	2087	1454	3139	2321	6276	540	2244	1332	557043	2814	571847	453843	321636	9844	31942	544669	10190	122002	1853	512627	2260	786597	602992	6785	790208	8506	116651	5592	406454	456770	310555	659035	320414	651809	1495	525936	538750	385178	688511	1269	300	1667	300	0	0	0	0	0	0	941	300	185	0	209
GPB:bin_000169	2566363	2653146	2416698	2575482	21181	25368	2617238	2753387	2647137	2250638	1599764	44647	2527701	1993015	2501326	3073	13324	2354488	2194654	2716549	66096	1659963	10522	2702873	2662729	2560027	42640	1229391	2298698	1618979	4882	9574	2495184	2702573	2238675	45631	2622788	24572	2721621	2755759	30513	13067	47133	55439	106399	6443	38240	8952	2486412	47360	2625782	2675621	2489199	105339	606898	2584448	170981	2310909	57163	2677129	41241	2654776	2650846	281454	2546057	76328	2685814	55665	2535255	2653044	2237822	2521274	2310946	2458352	25645	2528895	2493768	2254836	2752571	15753	24426	18090	4243	1895	2092	2458	1018	4693	3374	9043	2834	4001	2847	3056
GPB:bin_000170	5473	6339	3764	9465	0	0	7779	5466	7298	6788	5455	0	2021	4015	8506	0	0	3538	3203	7990	0	3504	0	7026	5227	5436	300	993	3787	2560	0	148	6451	5249	4573	148	6971	150	8001	8767	0	0	300	300	0	0	0	0	6695	0	8097	5739	6019	600	150	9393	107	2947	300	7179	0	6773	7978	0	6776	0	6391	0	4049	5704	4310	9546	4255	6812	0	8098	2808	6101	6113	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000171	1857	2280	150	4678	2653	2819	6118	0	5879	2298	598	4133	0	1833	632	5035	0	400	149	150	0	1088	3196	129	113	147	448	250	1481	1702	915	1195	1041	460	872	2373	2517	2212	1903	2347	1857	134	0	0	0	0	0	0	420	271	2075	4177	2396	0	0	804	1679	3485	0	1929	3659	360	1440	0	748	909	450	0	4906	4571	450	150	1471	150	0	300	947	1323	300	2634	149	0	0	0	0	0	0	0	0	0	0	0	0	438
GPB:bin_000172	755712	769646	651244	743831	3522	7065	645309	938156	659272	636714	667211	14525	613502	602297	737302	1445	4848	639114	640783	811513	19366	460428	3770	686790	813224	658665	18531	421695	717497	477135	900	3028	817260	686737	648399	14936	935461	8152	945366	1096625	8449	3517	16670	15895	27918	1856	7709	2767	1000618	15471	821150	808322	876842	26478	222190	844592	90702	572640	11640	837766	11589	747745	688715	104561	690151	29101	698118	18185	633461	915734	721549	730404	619532	728390	4591	666245	750672	729466	743474	4983	3971	4048	1188	581	150	710	1063	2008	920	2130	451	1401	300	1037
GPB:bin_000173	21317	22192	22846	24951	142	840	21439	25170	23082	21073	19331	1222	22218	16700	22894	184	0	18567	19214	25841	242	13442	384	21561	25625	20509	563	16245	22280	13512	0	862	22788	24011	21234	635	22540	330	27308	30560	798	152	600	300	1463	0	333	0	22754	450	22960	23492	19426	786	6060	24260	2013	17531	300	24122	328	21324	22434	2530	21610	684	24395	300	21842	22304	19390	24942	21928	21704	161	22952	20276	22193	24321	328	570	126	0	0	0	0	0	0	0	300	0	0	0	289
GPB:bin_000174	259874	259487	260436	261234	2624	5303	251601	270440	261618	257672	245492	10672	259062	236547	258968	501	2495	253057	254027	269609	15608	225349	2367	261087	267424	260298	11061	216685	257830	226907	1878	2064	260393	271133	258854	7104	261719	1839	272290	278713	6860	2844	8669	11334	20661	975	7238	2552	272311	8585	263722	264642	258751	16428	148212	269447	63086	244432	11050	268735	6842	265820	266794	70709	269034	21136	267309	11917	264806	267042	251687	275382	254315	258783	1830	260883	260070	258069	271738	4326	5453	3611	519	0	0	0	813	219	448	2225	1165	678	600	450
GPB:bin_000175	134137	5503	2298	303174	3249	4096	155792	3024	11560	4996	14523	3778	2571	4573	148567	5742	737	91754	9802	3200	1648	4231	3477	4528	3520	2698	433	2202	288072	5796	2180	1837	117992	4520	6220	3115	8141	3134	182517	351136	2984	447	294	153	567	161	743	150	64240	1133	6234	8278	8628	688	6195	174741	4614	6364	0	6464	5079	4615	71375	1110	167054	2169	2788	884	262992	12676	4722	5023	4123	2972	0	155538	4908	7638	50409	3094	147	551	0	0	0	0	0	168	0	106	182	0	0	514
GPB:bin_000176	126410	128318	125755	121004	970	2585	125449	132440	124539	124382	108158	3861	116281	105946	123165	729	1575	122975	117888	137774	5042	95045	450	130617	127148	128935	4083	99502	119923	108523	1263	974	118126	134832	122115	5484	129861	1523	138032	140561	3737	1931	5956	5978	9449	600	2394	728	128464	3863	131541	128448	124963	8883	62350	135868	27702	108707	4211	126664	2808	129166	124428	34147	135211	6237	126667	4489	122255	134395	118739	129616	117585	126536	1010	120665	123912	126720	137751	1808	2234	2595	0	450	300	0	0	150	450	1214	0	124	0	144
GPB:bin_000177	2679044	2703651	2631713	2673909	55293	79006	2660835	2797352	2667683	2576435	2513195	124845	2625237	2398905	2594850	12896	42388	2583679	2491839	2761150	193973	2320551	28928	2730469	2780642	2708794	172864	2343812	2604374	2336982	10734	23240	2652927	2698928	2665593	119683	2736004	69512	2815210	2794470	104487	41749	138657	160916	312011	19296	119181	36135	2707647	136056	2719104	2681774	2654492	291599	1418094	2709616	688140	2455640	152503	2743223	124104	2734085	2711438	618686	2800368	248597	2730958	161660	2679611	2734626	2500208	2781792	2574372	2644389	54258	2671801	2733187	2571159	2818445	51252	55215	62136	6742	7517	6019	7014	6584	13025	10085	27355	12270	15420	7895	5279
GPB:bin_000178	63085	60314	58102	64445	300	228	51682	66458	71304	62103	47803	628	55867	48676	62613	0	205	56387	56721	67767	1973	39730	893	63714	60734	64982	2099	38550	56304	46621	0	0	70730	67612	52893	450	60586	450	72973	76008	159	0	146	1436	1346	300	999	0	68217	1813	63842	59235	56291	1599	19195	68480	2221	48517	1662	65909	723	61214	63400	6816	73531	1996	58604	754	63949	68326	56555	64003	70991	58661	287	59551	57442	61619	70548	762	568	300	0	0	0	0	480	300	0	0	0	0	0	150
GPB:bin_000179	35607	35197	34504	35355	616	600	31955	37522	36022	32923	30186	938	34646	32333	33820	0	0	31241	33233	36490	1315	28122	200	33478	37635	34328	1237	24731	34446	27563	0	309	35570	36650	33581	554	34051	0	34675	37139	808	1346	2210	794	1839	0	658	0	34721	949	33043	34946	31194	3412	15749	35441	7765	29829	382	36152	514	34383	36171	7430	34989	1631	36234	1489	35797	35778	31281	35726	33394	32132	465	33187	36171	33796	37105	706	450	0	0	0	0	0	0	0	150	428	0	0	0	0
GPB:bin_000180	3234212	3239740	3179420	3227968	76017	120883	3190606	3298927	3221520	3146912	3071178	193644	3175534	3008388	3162498	17986	65612	3146988	3069412	3292301	259191	2896975	35304	3243978	3289460	3223513	231071	2921646	3161703	2941625	15639	39667	3217915	3246592	3199087	184273	3256434	93209	3310713	3313556	135645	59009	190685	220781	441199	23268	161093	54965	3259304	191312	3239156	3219869	3183978	397533	1943203	3252906	971117	3028527	209593	3269408	190146	3247760	3262082	845602	3320925	331347	3256326	214518	3197573	3249883	3099400	3286297	3135239	3191872	76259	3185117	3230331	3163848	3320682	69581	82666	87278	8906	9796	5261	13526	9933	17156	14801	37142	14264	22599	13062	16331
GPB:bin_000181	2907606	3194347	3087429	3043047	22207	31375	3102295	3178971	3070331	2930887	2680762	48298	2950483	2240253	2895854	4210	23740	2884482	2772219	3127216	70898	2230880	11135	3105984	3204404	3140215	61046	1704425	2682709	2571774	3542	9618	3013348	3195810	2974135	44674	3110030	27946	3203545	3228148	43671	20121	63420	71559	140230	7645	55455	16218	3164475	47352	3126943	3096843	3069089	121468	677309	3153485	218935	2517254	46911	3019475	55882	3068739	3176876	255087	3194339	131857	2840869	81946	3163218	3170558	2769603	3130150	2731898	3113087	11916	3095348	2960949	2914898	3221052	22666	22378	25217	3261	5143	2340	4598	3056	5720	4844	13473	5349	6576	3107	4872
GPB:bin_000182	1896931	1895063	1951205	1738999	6628	10331	1883423	2470389	2105145	2134993	1323644	28857	1642232	1390169	2102502	2627	9058	1738224	1329691	2725314	40505	883207	4355	2050729	2368111	1896093	32424	991460	1921002	1194251	1487	4920	2113244	2479482	1855709	19702	1878111	12182	2244524	2802006	17682	8954	28715	27091	59594	2350	18821	6165	1771025	26332	2158063	2049091	2058013	47953	361339	2602856	130216	1532622	26551	1931478	24192	1985346	2455655	156751	1779907	43294	1870204	29556	1833969	2644497	1518617	2298883	2015323	1566781	6681	1387499	2080893	2116913	2615930	10975	11528	12235	1939	456	854	1123	1612	1753	2846	5587	1096	3952	1405	1965
GPB:bin_000183	23124	26800	19724	18492	192	0	21368	26311	17363	18138	18549	0	20005	12910	25398	0	0	13700	16779	27209	1151	9779	0	21194	30173	18240	322	5783	35184	14481	0	0	24043	29924	18445	0	26314	0	29320	32959	150	0	375	300	150	0	0	0	25387	150	19987	23124	19267	494	1886	30985	1023	17414	384	26171	0	27417	27837	1334	21665	300	21783	0	22756	25262	12539	25014	15910	27885	0	18283	20743	21926	32978	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000184	24196	24733	23255	25079	150	300	24269	24958	24039	23965	22761	0	23075	22881	22624	0	542	23224	23286	25329	1874	21004	196	24191	24233	25906	1798	19136	23921	22118	150	150	24906	24696	25055	984	25317	348	26343	25113	450	0	599	1284	577	0	0	0	24388	1079	24814	23859	23694	2206	17112	26044	8301	22716	619	25597	1411	24561	24712	10371	25922	1151	25049	1754	25088	24332	25017	25766	24126	23558	0	23679	23829	24286	25372	300	383	598	0	0	0	0	0	0	0	300	0	0	0	129
GPB:bin_000185	61483	62028	60556	62137	300	668	57607	70625	65218	59122	52712	857	57954	52136	60692	0	512	57358	57364	68262	3416	38829	0	57306	66600	61664	1892	41489	58930	40537	0	148	60169	66224	60390	430	62155	0	67686	70666	1135	529	1475	1158	2185	296	798	580	64101	1704	62340	62937	53999	3031	21144	69030	5747	51386	1717	62829	377	60976	63495	6545	64919	2191	67111	1740	55440	61357	56221	66661	61508	61179	292	61757	59625	60185	70330	1063	698	1262	0	0	0	0	150	121	427	0	0	0	600	0
