sequence_id	M301570.lib1	M301571.lib1	M301572.lib1	M301573.lib1	M301574.lib1	M301575.lib1	M301576.lib1	M301577.lib1	M301578.lib1	M301579.lib1	M301580.lib1	M301581.lib1	M301582.lib1	M301583.lib1	M301584.lib1	M301585.lib1	M301586.lib1	M301587.lib1	M301588.lib1	M301589.lib1	M301590.lib1	M301591.lib1	M301592.lib1	M301593.lib1	M301594.lib1	M301595.lib1	M301596.lib1	M301597.lib1	M301598.lib1	M301599.lib1	M301600.lib1	M301601.lib1	M301602.lib1	M301603.lib1	M301604.lib1	M301605.lib1	M301606.lib1	M301607.lib1	M301608.lib1	M301609.lib1	M301610.lib1	M301611.lib1	M301612.lib1	M301613.lib1	M301614.lib1	M301615.lib1	M301616.lib1	M301617.lib1	M301618.lib1	M301619.lib1	M301620.lib1	M301621.lib1	M301622.lib1	M301623.lib1	M301624.lib1	M301625.lib1	M301626.lib1	M301627.lib1	M301628.lib1	M301629.lib1	M301630.lib1	M301631.lib1	M301632.lib1	M301633.lib1	M301634.lib1	M301635.lib1	M301636.lib1	M301637.lib1	M301638.lib1	M301639.lib1	M301640.lib1	M301641.lib1	M301642.lib1	M301643.lib1	M301644.lib1	M301645.lib1	M301646.lib1	M301647.lib1	M301648.lib1	M301649.lib1	M301650.lib1	M301651.lib1	M301652.lib1	M301653.lib1	M301654.lib1	M301655.lib1	M301656.lib1	M301657.lib1	M301658.lib1	M301659.lib1	M301660.lib1	M301661.lib1	M301663.lib1	M301664.lib1
TG2:bin_000055	6005	5813	7605	6869	0	40	6088	5154	6598	7451	5859	25	6484	5788	7851	0	1	6806	8063	6961	30	10205	29	6039	4187	7179	16	1745	7340	4378	5	2	7151	6782	7174	15	7128	3	8625	6849	9	4	26	25	25	6	12	7	8838	20	6736	6133	6139	47	2898	8416	739	6232	14	8042	17	5481	5918	441	9251	52	11296	19	6848	6659	5090	7420	7448	6445	30	7169	7169	7950	5498	22	2	10	0	4	1	9	0	23	0	2	4	2	0	0
TG2:bin_000059	3890	2774	3483	3459	2	12	4177	3336	3814	3773	3462	12	3198	2442	3550	2	2	3567	3581	3605	9	2996	3	3767	3396	4252	6	7820	4470	3241	0	2	4579	4318	4077	5	4202	2	4683	4330	4	6	14	8	29	0	11	0	3585	4	4245	3232	4447	18	2356	3441	274	3040	16	3624	12	3147	3747	503	4801	36	5094	3	3544	3856	4404	3605	4230	5299	1	3412	4150	4328	3187	2	6	6	11	0	0	0	0	2	1	0	2	0	2	0
TG3_07:bin_000023	2185	2214	2593	2319	5	4	2798	2059	2782	2903	2143	4	3085	1821	2598	0	2	2412	2660	2793	12	2496	2	2532	2294	3092	10	5631	2928	2560	0	4	3289	2647	3403	6	2663	5	3331	3297	1	2	9	4	18	2	6	0	2949	4	3009	2865	3391	55	1000	2753	159	2880	13	3227	4	2333	2548	377	3585	11	4113	6	2872	3158	2646	2991	2923	3345	3	2791	2797	2885	2394	0	5	0	0	0	0	2	0	0	0	2	0	0	0	0
TG3_14:bin_000007	4776	4522	3207	2838	10	6	3001	2274	3166	4326	3112	10	6351	2496	3193	1	2	6526	4873	3982	23	17018	0	3596	1850	4191	21	1740	11889	8078	176	0	3677	3438	4273	7	2645	2	4522	5640	6	0	8	10	23	3	12	7	3804	45	3694	4503	4540	41	1218	3348	536	2759	8	6079	13	2831	4523	213	7959	31	4874	12	3220	6407	2358	3822	2849	2900	4	3580	3347	10175	3922	8	10	12	0	0	0	2	0	0	0	4	0	14	0	0
TG3_28:bin_000041	38385	22437	28238	36810	48	121	57806	40186	37301	41853	41143	80	35210	41247	38478	10	24	47738	31452	39444	123	18434	19	32605	54066	35482	122	25532	23517	19549	9	17	35379	35010	38040	113	49107	43	54570	48363	53	34	135	135	220	12	96	22	35406	304	80333	44958	38408	206	8216	41156	1461	149908	215	25657	65	47555	25172	7574	56215	228	131552	160	41436	54545	45581	74533	28877	23863	43	61481	31156	33829	43734	31	85	48	6	4	0	12	2	6	4	20	16	27	10	3
TG3_28:bin_000042	28632	26387	37304	30048	36	62	33832	31040	34782	33547	30952	104	39047	22069	33609	12	23	31911	33739	38112	109	29658	64	31169	31501	34154	98	122742	38087	32797	10	17	40133	37645	37774	84	36294	31	50565	46615	80	24	128	133	171	4	61	8	40702	183	46301	40042	37901	194	13553	36637	2406	33391	88	41121	95	32595	33931	4260	45632	189	51800	116	39747	42223	40138	42785	41831	36590	22	41948	37217	38098	30104	42	49	36	10	8	1	8	3	14	8	23	12	16	3	5
TG3_35:bin_000025	473	420	501	463	4	0	553	609	522	536	527	2	570	553	550	0	0	611	715	619	2	541	0	481	836	612	0	666	667	369	0	0	713	591	568	6	475	0	716	626	0	0	0	2	0	0	0	0	565	4	671	558	677	2	335	570	18	602	0	647	0	476	562	73	674	4	994	0	729	686	572	624	646	560	1	571	600	561	535	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0
TG3:bin_000050	3237	3122	4215	3774	5	7	3171	3469	3711	3595	3286	2	4147	2272	3577	1	2	3474	3821	3409	22	2814	3	3267	3953	3947	4	2132	4219	3493	0	2	4341	4367	3601	4	3685	5	5652	4825	13	4	14	6	16	2	13	4	4386	4	4844	4731	4259	27	1167	3927	337	3566	10	4727	13	3491	3921	467	4687	18	6455	22	4274	4512	4971	4635	4580	4297	0	4176	3591	3693	3217	0	16	4	0	0	0	1	0	0	0	5	2	2	0	0
TG4_14:bin_000026	10298	8714	11598	10267	25	39	10406	10366	11040	11586	10270	42	11398	8376	11014	1	5	10488	11105	12350	51	9934	15	10319	12366	12369	30	18170	12268	9151	0	4	12906	11738	12154	31	11515	27	15269	13827	28	8	26	44	65	5	26	3	13378	24	13046	12506	11684	74	4001	11987	691	11177	24	13575	35	10787	10949	1340	14914	52	18738	27	10964	12161	11696	14629	13027	11725	10	12699	12160	11882	10120	6	21	9	0	1	2	0	0	3	6	4	2	4	2	0
TG4_21:bin_000016	1963	1620	1767	2169	5	0	2090	1832	1809	1828	2174	8	1743	1595	1834	0	2	1702	1971	2371	8	1654	0	2099	2303	2587	2	1381	1895	1227	2	0	2344	2110	2097	4	1945	0	2714	2149	5	0	6	8	10	0	4	0	2544	23	2529	2045	1944	13	976	2200	121	2219	5	2494	7	1972	1905	141	2939	2	2894	4	2026	1709	2480	2479	1816	2005	0	2504	1857	2091	1902	6	0	1	0	1	0	0	0	0	2	0	0	3	0	0
TG4_21:bin_000043	25403	24366	34268	30155	47	52	29143	28446	32115	31161	28469	71	33433	22491	35221	2	20	31749	31818	34035	155	30553	35	26916	31563	33347	119	113197	31984	29845	3	11	35474	35884	36342	101	32549	69	45026	41189	56	10	91	79	173	13	63	12	36608	103	43943	37320	35650	194	10582	31715	2679	31661	71	35979	75	29247	30948	3378	39160	185	46567	122	38992	39525	35553	39170	44142	31468	13	40591	33104	34983	28162	35	63	35	4	6	2	6	0	7	3	15	2	7	7	5
TG4_35:bin_000014	10238	8209	10648	7081	8	37	7538	6957	12215	12044	10595	41	11245	8115	10595	4	1	11446	12178	10767	46	14012	33	10621	3992	12675	39	12284	13194	9614	3	5	14392	8940	11889	16	11340	29	11323	10738	17	4	32	33	86	4	22	6	13440	69	12038	8684	12400	137	6464	11780	736	10816	22	13068	16	10466	8019	1626	15156	58	20382	36	11756	11485	9688	10937	12134	19650	64	13206	13455	12864	8592	13	21	13	1	3	2	1	0	0	5	6	2	0	0	0
TG4:bin_000055	3159	2880	4195	3248	4	15	3337	2834	3927	3177	2982	8	4117	2588	3646	2	1	3618	3615	3983	13	3021	10	3365	2539	3758	3	9088	3609	3816	0	0	4234	4072	4044	12	3942	0	4438	4390	10	2	5	9	31	0	4	2	4525	14	4789	3966	4444	17	1600	3975	113	3620	11	4321	14	3570	3341	522	4709	13	5840	14	4537	4334	4058	4101	4388	4043	2	4136	4096	4207	3145	6	4	0	2	0	0	0	0	2	2	1	0	2	0	0
TG5_14:bin_000008	182	174	242	192	0	6	133	210	225	177	255	1	186	206	275	0	0	235	308	242	8	271	0	223	181	236	0	66	1771	129	2	0	251	263	220	1	245	2	615	636	0	0	0	0	0	0	0	0	284	0	205	207	208	0	113	308	19	311	0	1240	3	188	185	599	299	2	375	10	205	193	2344	658	298	238	0	315	230	232	179	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TG5_14:bin_000027	123594	134955	200549	136855	193	200	187911	184962	114554	141781	126863	350	224804	105417	97902	29	123	182547	149734	164263	516	118562	155	128780	246955	152890	365	86269	113292	99961	18	73	131730	158915	152314	281	136643	300	203574	199958	230	77	383	497	1130	64	275	87	147792	751	160202	204242	225001	701	21368	167532	5455	222525	565	162953	276	121807	124845	9870	175165	778	285388	575	118657	165273	124142	165508	182648	143162	83	239243	179460	195712	131538	141	280	113	24	10	34	19	26	38	28	66	30	32	37	22
TG5_21:bin_000003	437799	636493	21562	162750	111	419	129113	395065	580222	450073	176280	1575	67810	152379	460542	63	78	200539	72593	758428	5358	365595	307	196252	32772	44319	959	170999	1449072	676076	78	143	748152	48984	332550	550	462493	316	161037	276281	717	342	1029	779	1801	129	801	162	403198	477	256664	45482	203999	1574	422101	224808	15983	25594	2469	272672	1413	113853	81107	8489	257870	11659	1581991	1060	662653	311403	229174	108177	210810	2779436	195	353071	267380	704331	300347	278	1060	662	71	54	36	73	44	84	83	157	37	118	40	64
TG5_21:bin_000007	77301	50592	28183	67638	118	142	94336	60428	90283	91486	70393	183	85593	75491	55088	8	74	86254	74059	76813	341	89460	54	68663	79692	70230	268	79055	73350	71097	18	17	80271	83591	74019	165	91358	87	107517	85903	168	42	188	208	432	18	158	60	67315	277	70616	70145	82824	402	34989	77062	2011	134593	294	100983	167	74329	71199	8117	97118	410	112699	291	73533	50222	58637	79589	78359	85097	98	96765	64497	87315	70298	65	83	92	16	6	6	6	4	28	24	35	20	14	21	6
TG5_28:bin_000004	1789848	1723396	2083402	1960864	1970	8701	1859819	1476976	1950984	2209633	1769741	4648	1870526	1644520	2304219	405	785	1886206	2285403	2126013	7786	2913487	3488	1654558	973022	2158881	6240	427087	2098422	1230715	355	1067	2248455	2040230	2106105	4654	2172335	2571	2393907	2047687	3805	1602	5076	5291	11434	640	4241	1511	2661625	8458	1978071	1765097	1809700	10585	866641	2356480	156527	1773542	5926	2472028	5096	1714561	1818089	141364	2886170	10244	3395616	6620	2049868	2035981	1583847	2193865	2145986	1940348	6622	2281618	2011369	2388016	1703288	1731	2946	2356	234	224	187	356	256	449	381	1007	452	512	277	306
TG5_28:bin_000015	26744	22616	14355	22219	18	24	14869	17380	13349	27502	21036	77	16410	21467	21998	2	4	18636	11526	30569	44	23813	24	28048	25810	15221	50	16739	17638	21436	0	8	19243	15216	19916	52	19594	24	36919	34669	38	25	53	46	125	8	41	25	26945	56	22871	9040	15880	115	6201	23496	1173	23637	64	26493	43	13528	19068	1632	20905	118	41798	62	18016	21155	15931	30377	11547	23749	6	28648	22332	26866	19948	58	16	21	2	2	0	4	7	6	6	18	2	6	0	6
TG5_35:bin_000001	1916489	1471463	1946055	2071237	2575	4182	1893032	1670889	2205593	3043413	2300057	5032	2366336	1845507	2147003	486	1269	2270551	3397394	2218680	8898	3361542	3033	2654270	1921587	2907809	8431	1302849	2291410	1725728	449	1103	2550383	2572485	2878842	5371	1849482	2935	3169735	3132186	4310	1845	5610	6347	16941	735	4657	1451	2795164	50269	2174200	2319377	3348339	12604	1050825	2430051	405638	2213187	5881	2445812	5924	1969967	1996144	143205	2872342	10610	3301338	7225	2394689	2291026	1828489	2865213	2048038	2103389	1842	2551988	2694632	2582289	1977295	2335	3479	2643	362	351	234	515	266	599	459	1117	476	544	339	373
TG5_35:bin_000022	102721	87119	114306	123480	89	196	143806	148302	92695	95486	70907	222	114394	85613	77134	31	117	115235	96756	85981	523	78423	79	113704	208298	86099	380	68686	137130	101433	16	49	117251	89552	103539	283	127414	245	166730	126503	167	50	224	235	852	34	145	75	118289	456	91172	103788	196458	596	48030	134755	3697	125435	222	114318	168	104079	110710	10914	138681	467	135399	397	52806	86006	110918	74936	112355	87950	69	113115	139282	122095	101517	108	120	84	14	25	14	10	16	29	19	62	20	27	14	12
TG5:bin_000003	201560	151302	190584	205981	176	416	205454	210824	202500	235978	225294	530	226633	217438	211841	54	214	204875	220988	260432	762	172622	146	195504	314200	271634	770	120797	238464	180221	52	100	256746	235829	272604	536	223426	328	275442	235417	420	160	654	635	1509	66	420	153	256411	1106	271338	237248	296532	1381	54716	226267	22701	280515	741	301121	445	237698	219977	19056	305801	972	465439	583	232145	186008	228113	296027	218283	194997	220	232362	237704	256613	210329	201	399	205	40	21	28	57	20	86	40	117	46	67	44	44
TG5:bin_000047	319564	237697	307773	307883	312	588	263992	311413	297479	310789	356827	881	354413	232051	297514	54	223	266868	411989	363294	1370	350510	266	329510	378530	357014	972	558948	341319	213304	38	145	388415	373695	382509	910	333429	456	432980	398049	567	295	902	890	2063	119	603	235	426459	2001	373444	310129	387887	1806	115216	340790	48122	359114	1306	411189	891	327820	312546	32694	359259	1712	741046	1071	367351	363575	263736	448164	265452	303628	319	367638	344679	365097	319470	263	600	325	48	36	34	32	30	73	34	148	41	89	73	70
