sequence_id	M301570.lib1	M301571.lib1	M301572.lib1	M301573.lib1	M301574.lib1	M301575.lib1	M301576.lib1	M301577.lib1	M301578.lib1	M301579.lib1	M301580.lib1	M301581.lib1	M301582.lib1	M301583.lib1	M301584.lib1	M301585.lib1	M301586.lib1	M301587.lib1	M301588.lib1	M301589.lib1	M301590.lib1	M301591.lib1	M301592.lib1	M301593.lib1	M301594.lib1	M301595.lib1	M301596.lib1	M301597.lib1	M301598.lib1	M301599.lib1	M301600.lib1	M301601.lib1	M301602.lib1	M301603.lib1	M301604.lib1	M301605.lib1	M301606.lib1	M301607.lib1	M301608.lib1	M301609.lib1	M301610.lib1	M301611.lib1	M301612.lib1	M301613.lib1	M301614.lib1	M301615.lib1	M301616.lib1	M301617.lib1	M301618.lib1	M301619.lib1	M301620.lib1	M301621.lib1	M301622.lib1	M301623.lib1	M301624.lib1	M301625.lib1	M301626.lib1	M301627.lib1	M301628.lib1	M301629.lib1	M301630.lib1	M301631.lib1	M301632.lib1	M301633.lib1	M301634.lib1	M301635.lib1	M301636.lib1	M301637.lib1	M301638.lib1	M301639.lib1	M301640.lib1	M301641.lib1	M301642.lib1	M301643.lib1	M301644.lib1	M301645.lib1	M301646.lib1	M301647.lib1	M301648.lib1	M301649.lib1	M301650.lib1	M301651.lib1	M301652.lib1	M301653.lib1	M301654.lib1	M301655.lib1	M301656.lib1	M301657.lib1	M301658.lib1	M301659.lib1	M301660.lib1	M301661.lib1	M301663.lib1	M301664.lib1
D300418:bin_000013	257	158	363	354	0	0	233	288	168	164	339	0	215	134	189	0	0	299	288	171	0	296	0	211	284	189	2	168	241	81	0	0	318	308	473	0	194	0	330	375	0	0	0	0	2	0	3	0	485	0	178	339	225	2	68	279	10	236	0	336	0	306	279	26	377	0	308	0	297	281	233	338	339	210	0	339	304	239	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300429:bin_000001	6215	6303	6009	7098	4	13	6316	6204	6238	6368	8101	13	6294	5212	6744	2	20	5892	6855	7124	13	4697	9	5999	8365	9012	30	2493	7094	4756	0	6	8762	6534	7513	9	6698	12	8042	7478	18	7	26	21	48	1	18	2	8536	23	8279	7235	6903	36	2487	8162	340	7515	5	10116	7	6971	6322	569	9460	40	9690	15	6244	5375	7765	7698	6351	6408	4	8136	5907	7181	6478	7	10	2	0	1	2	0	0	0	5	2	2	2	2	0
D300432:bin_000001	1937	1678	2469	1915	0	11	2090	1914	2396	2324	2572	4	1945	1752	2377	0	4	2139	2435	2591	1	1958	0	1848	2780	2229	15	2876	2544	1580	0	0	2859	2231	2476	12	2202	18	2814	2537	6	0	9	2	28	0	0	0	2844	3	2192	2277	3210	9	502	2374	212	2222	6	2861	9	1913	2107	69	2667	20	4352	20	2229	2255	1896	2435	2336	2743	3	2199	2588	2433	2137	0	14	2	0	0	0	1	0	4	0	0	2	0	0	0
D300440:bin_000012	20936	19775	26420	22180	19	56	22620	22735	24687	23370	22443	85	27803	16109	23851	5	11	22238	25337	26057	87	22360	5	22759	23957	26099	94	94458	25794	22373	8	21	28208	27503	26431	57	25497	28	35953	32820	43	25	59	85	153	3	47	21	30681	61	33914	28539	29029	114	9743	25675	1931	23773	92	29705	44	23664	24477	2949	31165	130	41007	94	30479	30457	28792	29420	28111	26375	11	29243	28307	28397	22502	20	62	15	8	2	2	2	2	6	4	9	2	8	8	3
D300442:bin_000001	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300443:bin_000002	3964	6563	9534	4066	6	8	3060	4062	5145	3873	3305	21	8934	2067	3644	3	0	4392	3614	5780	15	5320	32	2946	1630	4353	22	3741	3843	3886	0	0	8408	5920	3377	8	3385	0	3497	4706	9	4	19	2	38	0	8	0	4737	8	4235	2528	4596	36	1956	3556	220	2982	21	3831	11	3868	4202	389	5753	31	11877	23	4071	3251	3112	5309	9582	7095	22	4524	3957	4417	3803	4	8	13	0	0	0	0	0	0	0	4	2	0	2	0
D300444:bin_000010	149940	142190	182108	208757	241	296	181711	190466	179678	162168	174947	509	181105	139034	141540	40	159	167219	172268	183260	717	175545	104	163999	223857	216983	525	245787	174667	92885	31	75	247962	183376	200518	478	176980	251	271338	218316	374	126	531	551	1171	58	362	117	265120	460	222031	204759	189385	932	59775	206781	20394	197909	601	182214	493	167765	167897	15592	277479	834	295961	709	227851	183265	187382	262160	160414	179560	170	211227	181720	179686	158706	184	375	195	20	32	45	18	15	32	23	70	50	29	31	22
D300459:bin_000001	100	71	123	120	0	0	93	175	123	88	114	0	109	47	75	0	1	163	140	173	0	68	0	108	203	169	0	209	158	37	6	0	128	103	168	0	109	10	200	168	0	0	1	0	0	0	2	0	91	1	143	103	200	2	70	125	0	144	2	151	0	104	129	3	124	0	205	0	74	83	123	192	92	77	0	126	192	233	104	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300463:bin_000012	22209	22416	31251	26518	51	60	23045	28743	27145	26069	25955	66	31723	20488	24059	6	25	24708	29336	27766	126	21687	14	23785	29296	28284	87	77795	26641	22758	14	11	35053	28441	32841	62	28677	29	40575	35767	61	8	94	78	160	16	63	26	34275	156	37665	33374	30190	140	9976	26994	2268	27766	64	34096	86	26707	27984	2947	33502	106	43811	89	32446	33215	30439	33662	31780	25872	46	32317	28729	31581	24484	50	31	18	5	19	1	3	1	6	7	17	3	5	0	5
D300464:bin_000017	1002483	806256	1024385	994564	1021	1884	1076457	1241136	991862	1065476	1232877	2615	1033796	876332	1052320	208	832	957651	1141698	1142352	4138	887747	649	917139	1640795	1185824	3578	709516	1096644	761874	162	459	1231050	1123869	1241201	2594	1134581	1772	1525815	1304382	1874	676	2708	2952	6762	330	1831	588	1296170	5225	1107993	1224920	1392596	5743	351708	1032818	78171	1126380	3046	1351642	2548	1072662	1090553	67973	1464572	4823	1862914	3505	1069508	1064536	970435	1350591	1108700	951292	1346	1266738	1185674	1152741	1007228	966	1730	990	164	177	81	200	101	244	177	556	213	308	153	158
D300472:bin_000003	5218	4987	4274	5839	8	7	5135	4982	5205	5193	6575	10	4856	4230	5288	0	0	4764	5565	5450	7	3875	26	4986	6691	7054	7	2564	5928	4001	0	3	6661	5439	5763	14	5198	5	6351	5497	6	2	18	17	19	0	22	8	6669	18	6827	4875	5489	24	2297	5977	340	5926	10	7408	10	5646	4885	519	8094	36	7678	30	4961	4515	6180	6146	4902	5642	0	6699	4755	5218	5217	2	8	1	0	1	0	0	0	0	0	0	4	0	0	0
D300474:bin_000002	636	591	596	871	0	0	675	684	709	729	757	0	844	699	751	0	4	725	729	803	2	627	0	664	901	912	2	607	771	512	0	0	882	653	809	2	775	0	948	819	0	0	1	0	8	0	1	0	801	2	779	723	844	1	277	704	99	629	6	888	2	700	699	88	955	0	1100	4	758	612	668	953	746	697	0	837	895	822	736	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
D300474:bin_000012	12855	11622	14544	13263	8	18	14953	14011	15349	15383	13293	23	15753	10118	14121	1	12	13080	14686	15681	39	12769	20	13449	17697	15391	56	19632	16791	10513	5	7	16396	14826	16454	58	15074	17	20524	17837	35	15	41	27	69	13	28	15	16606	78	15968	16287	17697	65	6110	15563	805	16028	19	16931	33	12846	14690	1051	17952	53	27603	40	15063	17063	13985	17452	17043	15802	6	16425	17660	15995	13345	23	7	15	2	0	0	2	2	2	10	10	5	5	2	6
D300479:bin_000001	158142	133638	185003	214583	185	492	170985	122651	182394	196316	152856	393	147104	183539	221725	54	74	224395	183353	185206	882	359105	967	163397	124020	188554	548	91488	229165	121897	37	67	182122	172209	181846	477	229415	201	203851	211879	319	117	528	437	1146	53	384	161	213408	786	180251	145629	243081	925	48731	213705	14035	152350	583	209272	482	154366	160944	8394	221070	1490	306430	505	192277	184059	109456	195169	174930	170316	216	153331	163008	196810	151025	108	219	192	38	30	20	41	18	51	39	68	64	34	23	49
D300479:bin_000012	216870	192142	289828	237561	310	432	320942	254375	244491	289668	245457	601	282841	196661	313415	45	254	238998	291963	283918	1262	197121	486	225978	458511	314326	1069	236175	297902	213362	44	133	316533	246508	380489	659	262534	392	361218	308883	421	170	793	766	1669	56	445	232	343163	1581	331793	313356	255931	1316	82064	317095	20348	274846	776	342865	729	261721	263833	22617	353287	1326	493417	869	326913	236056	189450	378338	230207	272543	235	299912	299416	228598	258507	264	516	284	31	52	14	41	30	91	32	155	48	62	48	40
D300482:bin_000009	39962	35952	45250	40808	66	70	45312	42116	45144	43070	40287	148	49794	27289	44772	6	31	42578	43235	49383	229	39971	59	42056	42292	47929	113	134519	51612	38248	10	24	52512	48437	49669	113	47985	61	64695	60086	95	47	142	139	257	13	95	33	51459	159	58949	50771	50200	295	19651	48217	3814	41557	175	52271	114	41358	46032	5365	57909	265	76517	153	51607	53149	51819	52352	52958	50964	37	51316	51612	54127	40907	32	50	63	18	12	4	5	4	5	10	28	18	8	5	11
D300491:bin_000007	2030	1605	2262	1994	2	0	1895	2583	1958	1835	2142	12	2157	1442	2144	2	0	2191	2457	2316	12	1462	2	1704	2868	2347	4	1743	2499	1554	0	0	2365	2344	2431	4	2167	0	3174	2621	0	0	7	7	15	0	7	2	2457	16	2792	2404	2384	12	955	2135	119	2516	6	2665	3	1959	2288	147	2707	10	3406	4	2341	2485	2156	2798	2372	2046	4	2548	2310	2322	1963	3	0	0	0	0	0	0	0	0	0	0	6	2	6	0
D300492:bin_000001	1459	912	136	118	6	6	128	774	115	141	202	0	2327	5697	150	0	6	144	3993	647	16	226	47	1719	99	157	3	58	1731	153	0	0	1886	149	116	3	2031	16	777	188	2	2	24	1	17	2	0	0	172	34	155	111	5161	119	149	144	35	3394	2	91	0	1733	126	52	1706	31	7331	38	132	561	90	2271	3019	3357	8	638	144	345	1331	0	0	0	0	0	0	0	14	0	0	0	0	0	0	26
D300492:bin_000003	86270	79138	110997	103560	121	274	93881	102324	87510	112274	86152	231	130217	112626	102419	31	68	115215	150387	108516	480	78092	73	132376	168503	115533	307	78752	105451	52741	18	85	123192	117049	96857	254	115212	171	170285	145034	218	75	306	336	725	44	223	87	134380	213	109453	123940	142978	581	41850	137420	2015	80945	317	119570	377	103398	134335	7788	134075	647	200824	356	153468	87067	100246	236946	108517	118843	74	107287	118287	160459	111452	137	96	118	32	12	8	10	19	29	13	58	21	38	24	22
D300494:bin_000016	37799	34490	44312	39422	56	55	42447	38861	43894	41068	39276	113	50027	28323	43071	4	13	40648	43619	47528	195	38648	21	40760	41333	46064	131	153271	47279	39176	5	28	48927	47927	48210	83	46027	47	63054	57367	55	24	132	127	325	18	101	42	51870	204	58673	51372	50281	267	18640	45049	3604	42705	118	52111	112	40777	45019	5112	55202	281	75449	131	51773	53902	51072	52956	49911	45824	97	51019	49958	49942	39001	46	53	42	5	12	2	18	4	12	8	20	2	6	4	2
D300495:bin_000001	3137	2764	3400	3635	3	6	3707	3707	3496	3442	3506	3	3439	2572	3285	0	4	3507	3958	4088	4	2929	4	3678	4656	3656	8	2562	3779	2517	4	0	4235	3535	4070	8	3628	0	5107	4487	19	6	5	6	14	0	4	2	3889	6	3565	3598	4269	24	1494	3720	212	3363	17	4697	6	3053	3548	363	4867	21	6122	13	3519	3557	3914	4157	3831	3719	6	3975	3639	3824	3312	3	4	4	0	0	0	0	0	0	2	0	0	7	0	0
D300497:bin_000007	123509	117109	132124	158284	186	232	151348	175384	119942	125465	145460	301	151673	95837	148574	18	106	105860	157236	144168	446	107854	470	129163	201761	141112	491	94990	129229	101016	27	59	147234	156395	167503	375	132677	173	163066	153257	268	94	328	375	945	31	240	64	174511	644	149892	149622	175154	908	53740	125841	4907	110800	433	175248	316	164210	151115	10491	179278	590	219602	492	151090	143600	99260	135199	104133	112168	79	137732	164699	156436	121595	116	201	93	10	28	12	17	12	9	16	58	30	34	22	14
D300499:bin_000015	1647325	1473179	1918547	1575397	1847	3270	1501054	2144246	1732884	2103190	2576886	4811	1854076	1497155	1831713	387	1892	2032103	2073639	2131641	7397	2082170	2599	1901779	3255136	1750461	5829	1309475	2049567	1015290	332	905	2512012	2101964	1984197	4991	2029313	2936	2719420	2274691	3393	1321	5131	5159	12616	665	3757	1261	2115441	11361	1959330	1799931	2321751	11465	1012799	1983602	179498	2071194	5649	2125397	5218	2053156	1905006	130329	2534469	13570	3359524	5946	2326598	1775827	1727461	2756880	1764031	2120346	2787	2031262	2302045	2167630	1733983	1823	3218	1992	275	284	170	332	245	485	344	991	345	496	301	301
D300503:bin_000003	1128780	879459	1040406	1198250	1285	2141	1286502	1321609	1187664	1159376	1293472	3027	1145741	1081453	1182597	230	1058	1167881	1574241	1353121	5330	1343324	981	1319209	1741247	1440881	4208	666522	1463415	839846	194	484	1563306	1355160	1445781	3105	1365175	2080	1788351	1467205	2353	936	3138	3195	6656	347	2219	785	1429794	5991	1330448	1273371	1215423	6415	609588	1300339	95274	1364863	3419	1592799	3100	1145715	1286428	124414	1877285	6577	2059758	4556	1379115	1194793	1010347	1540644	1396880	1177841	2241	1578399	1098121	1465426	1189249	1193	1839	1120	179	193	120	244	118	383	262	576	246	305	216	172
D300509:bin_000001	142789	107133	150676	100678	210	294	102663	86588	170827	161318	158691	352	166726	113418	143483	39	32	159611	185233	145178	577	190994	576	154042	47820	189871	529	175579	159159	138464	21	81	197756	135885	166981	429	153720	247	160991	157229	266	127	443	384	1092	64	292	56	199562	802	176375	125178	171406	1128	80473	167980	10189	156409	441	184126	368	152790	114856	28006	220381	947	266185	589	161281	170358	141548	156692	174850	219971	946	188141	192465	166841	120623	138	254	188	31	21	14	25	10	22	24	83	46	26	24	42
D300513:bin_000002	1108014	974871	1279360	1114683	1464	2562	1210946	1175337	1217697	1302733	1268359	2608	1238457	1002380	1227086	279	1101	1089997	1347774	1210116	5183	1001318	991	1054987	1835384	1301394	4186	1721504	1394748	789321	232	554	1467922	1220616	1417640	3058	1225470	1853	1609181	1422624	2429	910	2982	3357	9228	376	2422	749	1582747	6057	1228493	1219960	1932834	6771	334430	1257308	83505	1293425	3782	1602979	3066	1136817	1186754	98110	1586110	7275	2181180	3671	1238974	1300198	1145470	1518575	1185818	1396507	848	1268537	1527866	1417958	1129126	1171	2219	1321	192	154	125	171	160	306	208	621	288	322	183	197
D300514:bin_000001	2271912	1907175	2589388	2296450	2351	4717	2345832	2417569	2244446	2390064	2407189	5507	2211573	2137911	2437185	480	1939	2361204	2834129	2484123	9033	2477237	1556	2251705	3461293	2503496	7655	1397823	2377495	1911942	392	1150	2845095	2709095	2615586	6322	2492133	4107	3440344	2813304	4574	1781	5969	6437	15131	744	4699	1722	2919470	8507	2292666	2446226	2763597	13049	1414848	2628749	225429	2453461	6751	3071752	6218	2376805	2363801	169397	2967602	12037	4021803	8578	2459845	2627650	2352133	3267172	2433729	2346224	6336	3016675	2946808	2823868	2276639	2320	3849	2254	309	356	207	514	254	529	474	1130	446	687	362	351
D300514:bin_000003	234	213	65	47	0	0	93	127	220	122	76	0	67	47	125	0	0	119	57	240	2	125	0	90	14	65	0	72	409	225	0	0	225	42	133	0	197	0	59	113	0	0	0	0	2	0	0	0	206	0	113	28	101	2	91	98	4	22	0	93	0	100	52	3	113	2	441	0	261	124	75	101	124	827	0	144	141	213	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D300519:bin_000004	10793	9265	12754	11579	14	27	13057	11712	12519	13166	12091	51	12929	9914	12406	1	6	11095	13424	13593	56	11817	16	11334	17355	14068	43	12971	13640	9297	6	4	14860	12137	15723	24	12442	34	16392	14735	24	8	31	45	81	2	32	19	15444	58	13603	13806	14983	70	4613	13267	1207	13217	32	14938	20	11685	12302	1222	15681	79	22915	35	13771	13973	10618	15189	13271	13092	56	13421	14869	14319	12193	16	7	21	1	4	0	2	0	2	4	10	1	4	7	0
D300521:bin_000006	2797	2020	2901	2700	5	14	2727	3212	2519	2717	2956	22	2836	2224	2936	0	2	2407	2968	2764	14	2353	4	2320	3938	2731	10	2830	3003	2036	0	12	3097	2905	3258	8	2699	4	3974	3423	6	1	13	6	10	0	4	5	3336	8	3241	3053	3277	13	1093	2770	175	3025	23	3332	13	2959	2797	168	3351	10	4672	12	2955	3081	2581	3763	2953	2486	0	3247	2997	2881	2487	7	6	1	0	0	0	0	2	0	0	0	1	2	0	0
D300526:bin_000014	15114	12974	18459	15964	10	16	16993	15659	17682	16010	17650	28	17966	13807	17985	10	18	17429	19265	17710	58	16681	3	15096	19919	20754	69	38931	19457	14031	2	3	20473	19038	19798	36	18794	13	22433	20350	31	20	39	34	119	8	31	14	20460	74	18436	17822	23114	122	6262	18131	1101	18238	49	20487	44	17213	17187	1567	21134	110	29896	52	18272	19088	16311	19840	21317	20347	14	18964	20955	18517	16391	28	20	20	4	2	4	2	5	3	6	4	2	4	1	0
GPB:bin_000001	125969	96251	226546	119501	132	227	170778	129962	127100	111546	131067	302	103703	90248	194223	32	133	146516	196015	122266	638	96943	117	101590	165174	114365	352	109975	136007	75316	28	46	141719	107424	109642	348	134561	291	164149	142597	233	88	301	377	843	53	204	107	136085	454	115945	123462	123006	691	40406	152123	7214	94040	504	157330	249	100841	136906	7708	142353	587	320871	496	104343	136401	103275	170167	165159	111458	147	145994	227623	123853	128671	152	227	159	6	21	20	23	12	28	33	52	21	36	15	16
GPB:bin_000002	18	1852	3559	1442	109	24	54	17	75	39	42	38	17	62	37	80	37	30	35	19	36	40	66	65	22	45	27	102	65	42	24	87	20	10	18	66	54	32	26	751	120	60	481	65	50	35	3	0	29	74	12	26	39	75	136	16	212	51	190	34	48	37	18	53	41	236	108	39	67	82	22	186	36	51	26	23	68	21	18	214	9	8	16	20	8	23	5	46	15	18	12	33	12	34
GPB:bin_000003	22270	18357	24875	21388	21	40	23764	22703	25454	25426	23929	70	26351	17909	24659	5	10	23485	25160	27500	137	22389	34	23987	26102	26744	91	33864	29095	20912	8	23	28148	26178	26527	51	25269	32	33063	31426	56	29	52	74	152	8	47	15	29613	157	27192	25735	27572	189	9917	27654	1450	23554	89	28304	41	22788	23058	2517	31365	118	44120	67	25049	28475	23218	30077	27314	31464	50	27744	28619	28954	22375	18	33	21	0	6	0	5	0	2	8	14	8	5	0	2
GPB:bin_000004	31114	25810	33999	33968	32	55	32493	32231	31628	33544	30170	62	36908	26372	33256	4	33	32348	35453	33552	167	31845	33	30909	45255	33515	108	68574	34952	23134	6	12	36724	33632	39535	82	33520	65	49712	39986	81	29	119	99	238	17	64	11	39584	136	34241	39794	48246	162	10929	32112	2549	37500	82	41953	78	32180	31224	3469	42126	226	53438	103	34742	38823	32157	43249	35722	33273	25	35309	40886	34357	31001	32	90	29	3	4	3	8	3	6	3	14	11	12	8	9
GPB:bin_000005	63323	57223	80641	68590	88	137	71670	68172	71787	68226	79568	161	78894	57230	76716	12	60	71810	79867	77127	398	71427	45	63347	82714	91842	220	178423	83706	53694	17	46	87814	83220	81855	159	78886	133	92463	85595	107	68	213	212	531	24	173	26	88193	343	82977	78553	99294	406	23658	77493	5496	78630	264	89014	277	73333	73327	7652	90951	424	127446	257	80497	79667	65594	91698	84396	84882	100	85490	88251	83708	68780	97	108	88	12	12	8	11	8	10	12	23	18	31	3	6
GPB:bin_000006	1323	1180	861	1211	2	2	1138	1076	1073	1047	1538	1	976	982	1065	1	0	1020	1176	1174	5	892	0	1099	1561	1525	1	476	1327	940	4	0	1506	1161	1067	2	1217	2	1408	1291	0	0	4	3	13	0	0	2	1252	0	1498	1030	1299	12	272	1562	36	1256	0	1548	46	1278	916	63	1519	0	1483	6	1005	829	1407	1173	1059	1123	4	1344	998	1114	1050	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000007	36853	31070	40538	38213	35	67	40904	41755	40424	41239	41442	100	41975	32794	40680	14	32	39659	46544	45242	162	38714	23	38992	53861	45680	129	43016	46080	30677	4	10	48547	42327	47581	137	42716	63	57178	50055	71	20	103	140	271	6	72	23	49828	157	44879	44104	49935	197	16335	43438	2973	42490	140	51447	113	38272	39930	3955	52589	240	69964	187	42442	44077	39149	51426	44983	42673	32	47847	47264	46932	38245	47	82	55	6	4	7	3	2	5	8	19	10	12	4	9
GPB:bin_000008	294121	269551	248594	332848	276	482	322377	303958	268524	273978	389485	626	288622	248159	299972	52	195	262766	321547	315219	1089	214297	254	271456	419434	406816	913	127511	318154	214989	93	116	355103	298672	330166	769	306336	457	375173	325722	556	173	817	809	1671	91	585	212	369118	1402	399814	283779	307797	1540	122424	330734	17664	319745	769	442294	700	305809	293015	20679	436726	1792	422691	1143	291754	237495	350772	365206	256778	296080	274	382630	261524	324131	301121	309	335	257	22	52	40	81	21	58	64	133	50	66	46	38
GPB:bin_000009	422	452	426	453	32	38	452	2277	492	433	544	27	532	633	608	43	26	243	785	572	11	543	86	538	619	566	16	597	534	283	40	251	6181	665	698	56	448	48	518	526	227	69	359	34	92	34	0	0	2169	60	791	671	340	107	122	465	211	320	74	830	90	519	450	42	617	398	804	45	790	616	674	506	519	981	45	459	179	448	348	174	11	81	22	7	23	10	7	72	13	11	8	17	8	48
GPB:bin_000010	208173	169724	229080	219316	371	595	168571	190539	189768	198302	236464	677	246535	219186	265831	108	449	138041	306613	271802	1031	189329	274	225834	269720	238558	1022	179012	234697	168789	86	170	253778	258113	309869	759	179441	441	237452	217490	624	293	1277	657	1281	348	428	121	224288	1045	195631	240295	201460	1394	88422	200665	10978	113603	771	322675	847	232429	194814	16228	260455	1280	302341	820	349631	234448	208011	230618	192080	200265	254	240258	141184	219208	160866	470	414	299	78	42	101	46	68	182	60	161	81	102	47	49
GPB:bin_000011	14	41	16	24	0	0	52	17	13	20	12	0	2	28	36	0	0	31	15	10	0	0	0	23	18	12	0	2	29	7	0	0	25	11	39	1	32	0	11	24	0	0	0	0	0	0	0	0	39	0	16	9	8	0	0	51	13	21	0	34	0	26	13	0	6	0	80	0	10	30	6	66	11	49	0	9	11	30	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000012	18608	16585	21749	19954	22	35	20401	21081	20293	21395	21783	57	21044	16607	21352	7	13	19713	23090	22931	127	20391	18	19275	28964	21724	56	20149	23484	14732	2	12	25491	22793	24488	29	21509	37	29262	25287	37	15	70	58	148	11	35	14	25565	68	22345	22981	26308	176	9408	22617	1792	21120	69	26404	44	20508	21278	2075	26673	149	37698	48	21607	23120	20657	27783	22603	22227	19	24097	25511	24291	19843	23	45	25	0	4	6	5	0	5	5	6	7	10	0	8
GPB:bin_000013	106623	79646	105774	104090	142	215	115392	100679	119885	101531	124802	482	96807	78727	115489	24	81	104659	111154	228455	451	113188	110	145948	140443	109868	375	85512	118553	82980	15	46	134296	104596	120026	231	104935	170	140528	119043	199	52	244	289	653	25	196	78	134218	387	102025	106533	128549	630	46721	109655	6721	97077	344	161149	259	93398	94782	14372	124802	584	177503	438	111435	102591	95289	129251	108800	100977	71	136330	116684	116859	95438	85	183	104	12	21	14	18	8	24	20	53	16	16	6	19
GPB:bin_000014	110665	63121	85071	93073	177	169	81229	80881	166268	114895	85728	254	89816	57465	112945	47	62	95701	99738	96297	433	93729	1618	81400	89470	122126	289	97234	116526	99321	57	173	238333	102384	87520	255	81732	412	130367	118852	260	98	324	326	587	46	198	52	130436	445	92944	83779	107259	5670	37230	98281	5902	79339	331	103841	306	89945	85895	12415	129418	546	167725	403	102034	96656	93164	88180	371595	96355	83	113757	108457	118779	87407	239	245	143	12	40	14	28	16	65	26	53	38	29	8	44
GPB:bin_000015	34060	28233	38107	40039	54	45	38298	44511	35128	36924	39350	109	40640	29427	32497	11	38	39711	49073	39875	184	31209	24	31685	57350	38402	145	39651	40292	24564	6	22	43982	38427	43766	92	40867	42	55551	47974	72	19	111	103	222	6	66	17	39283	155	38856	45915	45618	199	13796	36211	2285	37555	131	47343	61	34845	39885	3018	42669	209	77048	136	33519	38970	34456	50293	42441	40018	28	45427	42797	45770	37023	101	58	40	7	1	14	2	0	10	12	21	4	2	12	3
GPB:bin_000016	35688	30088	38915	35986	33	61	38463	40519	37233	39319	40659	75	38746	30176	38616	18	42	37018	44515	40489	136	33417	42	36098	53923	42655	135	42841	42950	27341	0	17	46231	39327	45108	109	39769	70	52830	46517	70	29	102	103	246	10	76	26	47696	183	41435	40375	48414	166	13058	41004	3317	40118	121	48386	103	34827	37475	3911	47918	195	66241	116	37717	40104	34721	48136	41472	41052	43	43691	46854	44425	35742	45	72	47	2	0	2	4	7	8	7	32	4	9	5	1
GPB:bin_000017	9669	12595	8091	10905	0	15	112281	14333	15370	10156	14558	85	5516	6241	12934	2	16	5383	2330	25233	140	4018	4	7232	6225	2998	39	9570	38342	11795	0	6	22457	3520	9696	29	25131	8	12247	8918	20	11	33	37	111	2	39	4	9074	9	14980	14480	40796	144	6339	14883	516	1390	70	18580	56	5854	9673	5814	16742	219	33258	26	25104	6282	7288	4687	13938	49297	14	9876	5650	15105	15676	6	34	31	4	4	2	4	0	22	0	16	0	0	4	4
GPB:bin_000018	1026	1016	908	1072	1	13	1099	933	1142	910	1160	4	1113	859	978	0	2	1009	1128	1221	11	758	0	1128	1275	1314	0	840	1218	723	0	2	1329	994	1182	2	1052	0	1243	1191	0	1	4	2	6	0	0	2	1344	3	1328	1010	1013	2	434	1090	82	1052	2	1566	1	1166	984	83	1417	5	1624	7	1088	963	1229	1256	926	987	2	1284	980	1114	999	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000019	30379	26703	25519	41464	57	87	30570	28269	35409	23427	40411	86	40512	42443	39900	8	33	40870	35970	34316	171	30408	12	25958	41987	54798	64	8122	47382	23719	2	18	46852	32228	24693	63	26336	70	64483	50553	64	19	90	89	112	8	62	28	40119	109	47133	28823	27754	139	12127	37341	9179	51932	152	29670	56	21892	42219	4757	30506	175	77917	182	24354	52074	26193	41444	40292	33301	23	48774	27615	26852	31271	23	77	24	0	2	0	4	15	18	2	17	4	0	1	2
GPB:bin_000020	439	448	324	355	0	9	318	330	548	472	317	0	282	231	612	0	0	377	297	470	1	409	0	376	206	431	0	360	788	541	0	0	572	361	448	0	501	0	406	452	2	4	0	0	2	1	0	0	546	1	387	343	358	0	188	428	48	163	4	455	0	357	307	12	528	2	1206	3	537	472	298	465	488	1178	0	467	487	586	414	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0
GPB:bin_000021	69630	94918	280989	229743	99	120	49027	217976	44783	128978	256137	203	68976	34829	102212	40	89	151233	55122	95057	612	325596	109	47955	131837	61627	1182	44175	169318	57851	38	78	241119	140294	394586	431	55735	405	156485	355542	657	123	247	729	481	56	258	152	615961	785	54031	429885	78461	928	19394	226972	4170	344853	168	358250	134	189461	68355	6367	181817	472	63863	942	43949	71647	101334	290504	252359	43097	120	323014	43183	56140	137997	182	103	121	18	16	7	16	10	24	28	93	32	27	28	22
GPB:bin_000022	67844	61940	85166	67185	54	136	78135	84593	70707	78004	62960	136	82991	49572	75620	17	67	72307	79534	72746	360	64690	479	57507	116363	97921	251	70071	90546	58938	12	21	92520	67569	89113	165	79585	114	103440	89014	106	46	221	225	472	29	169	35	81170	484	88544	80415	85129	368	22502	69064	3713	73456	282	97409	166	63548	76794	6051	95123	347	137281	307	56837	70963	74032	88581	80617	68178	42	85801	84390	76918	71509	109	136	57	4	17	10	20	13	20	12	25	11	28	5	13
