Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
Sscrofa11.1 | M301149.lib1	1718034	0	0	0	0	0	0	0	110	0	0.01	nan	1718034	0	859017	0	859017	0	16	0	0.0	nan	16	0	94	0	0.01	nan	0	0	0	0	1718034
Sscrofa11.1 | M301150.lib1	182612	0	0	0	0	0	0	0	433	0	0.24	nan	182612	0	91306	0	91306	0	404	0	0.22	nan	408	0	25	0	0.01	nan	0	0	0	0	182612
Sscrofa11.1 | M301151.lib1	4529748	0	0	0	0	0	0	0	434	0	0.01	nan	4529748	0	2264874	0	2264874	0	242	0	0.01	nan	242	0	192	0	0.0	nan	0	0	0	0	4529748
Sscrofa11.1 | M301152.lib1	19632782	0	0	0	0	0	0	0	1169	0	0.01	nan	19632782	0	9816391	0	9816391	0	72	0	0.0	nan	72	0	1097	0	0.01	nan	0	0	0	0	19632782
Sscrofa11.1 | M301153.lib1	18646862	0	0	0	0	0	0	0	444	0	0.0	nan	18646862	0	9323431	0	9323431	0	10	0	0.0	nan	10	0	434	0	0.0	nan	0	0	0	0	18646862
Sscrofa11.1 | M301154.lib1	20036088	0	0	0	0	0	0	0	1118	0	0.01	nan	20036088	0	10018044	0	10018044	0	12	0	0.0	nan	12	0	1106	0	0.01	nan	0	0	0	0	20036088
Sscrofa11.1 | M301155.lib1	1471416	0	0	0	0	0	0	0	136	0	0.01	nan	1471416	0	735708	0	735708	0	30	0	0.0	nan	30	0	106	0	0.01	nan	0	0	0	0	1471416
Sscrofa11.1 | M301156.lib1	302520	0	0	0	0	0	0	0	116	0	0.04	nan	302520	0	151260	0	151260	0	90	0	0.03	nan	102	0	14	0	0.0	nan	0	0	0	0	302520
Sscrofa11.1 | M301157.lib1	19221014	0	0	0	0	0	0	0	975	0	0.01	nan	19221014	0	9610507	0	9610507	0	16	0	0.0	nan	16	0	959	0	0.0	nan	0	0	0	0	19221014
Sscrofa11.1 | M301158.lib1	12612932	0	0	0	0	0	0	0	1814	0	0.01	nan	12612932	0	6306466	0	6306466	0	1164	0	0.01	nan	1218	0	596	0	0.0	nan	14	0	8	0	12612932
Sscrofa11.1 | M301159.lib1	19385658	0	0	0	0	0	0	0	1308	0	0.01	nan	19385658	0	9692829	0	9692829	0	34	0	0.0	nan	34	0	1274	0	0.01	nan	0	0	0	0	19385658
Sscrofa11.1 | M301160.lib1	245258	0	0	0	0	0	0	0	82	0	0.03	nan	245258	0	122629	0	122629	0	56	0	0.02	nan	74	0	8	0	0.0	nan	0	0	0	0	245258
Sscrofa11.1 | M301161.lib1	15057956	0	0	0	0	0	0	0	1421	0	0.01	nan	15057956	0	7528978	0	7528978	0	266	0	0.0	nan	298	0	1123	0	0.01	nan	2	0	0	0	15057956
Sscrofa11.1 | M301162.lib1	31755858	0	0	0	0	0	0	0	1172	0	0.0	nan	31755858	0	15877929	0	15877929	0	56	0	0.0	nan	58	0	1114	0	0.0	nan	0	0	0	0	31755858
Sscrofa11.1 | M301163.lib1	17606056	0	0	0	0	0	0	0	445	0	0.0	nan	17606056	0	8803028	0	8803028	0	4	0	0.0	nan	4	0	441	0	0.0	nan	0	0	0	0	17606056
Sscrofa11.1 | M301164.lib1	24570182	0	0	0	0	0	0	0	1000	0	0.0	nan	24570182	0	12285091	0	12285091	0	14	0	0.0	nan	14	0	986	0	0.0	nan	0	0	0	0	24570182
Sscrofa11.1 | M301165.lib1	911308	0	0	0	0	0	0	0	89	0	0.01	nan	911308	0	455654	0	455654	0	30	0	0.0	nan	30	0	59	0	0.01	nan	0	0	0	0	911308
Sscrofa11.1 | M301166.lib1	15908784	0	0	0	0	0	0	0	886	0	0.01	nan	15908784	0	7954392	0	7954392	0	22	0	0.0	nan	24	0	862	0	0.01	nan	0	0	0	0	15908784
Sscrofa11.1 | M301167.lib1	160198	0	0	0	0	0	0	0	48	0	0.03	nan	160198	0	80099	0	80099	0	20	0	0.01	nan	36	0	12	0	0.01	nan	0	0	0	0	160198
Sscrofa11.1 | M301168.lib1	23110660	0	0	0	0	0	0	0	1080	0	0.0	nan	23110660	0	11555330	0	11555330	0	18	0	0.0	nan	18	0	1062	0	0.0	nan	0	0	0	0	23110660
Sscrofa11.1 | M301169.lib1	17033286	0	0	0	0	0	0	0	888	0	0.01	nan	17033286	0	8516643	0	8516643	0	0	0	0.0	nan	0	0	888	0	0.01	nan	0	0	0	0	17033286
Sscrofa11.1 | M301170.lib1	285390	0	0	0	0	0	0	0	60	0	0.02	nan	285390	0	142695	0	142695	0	44	0	0.02	nan	44	0	16	0	0.01	nan	0	0	0	0	285390
Sscrofa11.1 | M301171.lib1	6224078	0	0	0	0	0	0	0	71	0	0.0	nan	6224078	0	3112039	0	3112039	0	2	0	0.0	nan	2	0	69	0	0.0	nan	0	0	0	0	6224078
Sscrofa11.1 | M301172.lib1	18370484	0	0	0	0	0	0	0	647	0	0.0	nan	18370484	0	9185242	0	9185242	0	38	0	0.0	nan	38	0	609	0	0.0	nan	0	0	0	0	18370484
Sscrofa11.1 | M301173.lib1	19318630	0	0	0	0	0	0	0	1124	0	0.01	nan	19318630	0	9659315	0	9659315	0	24	0	0.0	nan	24	0	1100	0	0.01	nan	0	0	0	0	19318630
Sscrofa11.1 | M301174.lib1	402644	0	0	0	0	0	0	0	208	0	0.05	nan	402644	0	201322	0	201322	0	172	0	0.04	nan	190	0	18	0	0.0	nan	0	0	0	0	402644
Sscrofa11.1 | M301175.lib1	1264634	0	0	0	0	0	0	0	311	0	0.02	nan	1264634	0	632317	0	632317	0	234	0	0.02	nan	234	0	77	0	0.01	nan	0	0	0	0	1264634
Sscrofa11.1 | M301176.lib1	9730	0	0	0	0	0	0	0	23	0	0.24	nan	9730	0	4865	0	4865	0	16	0	0.16	nan	16	0	7	0	0.07	nan	0	0	0	0	9730
Sscrofa11.1 | M301177.lib1	20515918	0	0	0	0	0	0	0	673	0	0.0	nan	20515918	0	10257959	0	10257959	0	18	0	0.0	nan	18	0	655	0	0.0	nan	0	0	0	0	20515918
Sscrofa11.1 | M301178.lib1	15899038	0	0	0	0	0	0	0	575	0	0.0	nan	15899038	0	7949519	0	7949519	0	38	0	0.0	nan	38	0	537	0	0.0	nan	0	0	0	0	15899038
Sscrofa11.1 | M301179.lib1	21933760	0	0	0	0	0	0	0	436	0	0.0	nan	21933760	0	10966880	0	10966880	0	6	0	0.0	nan	6	0	430	0	0.0	nan	0	0	0	0	21933760
Sscrofa11.1 | M301180.lib1	144264	0	0	0	0	0	0	0	95	0	0.07	nan	144264	0	72132	0	72132	0	92	0	0.06	nan	92	0	3	0	0.0	nan	0	0	0	0	144264
Sscrofa11.1 | M301181.lib1	26156402	0	0	0	0	0	0	0	633	0	0.0	nan	26156402	0	13078201	0	13078201	0	32	0	0.0	nan	32	0	601	0	0.0	nan	0	0	0	0	26156402
Sscrofa11.1 | M301182.lib1	21110674	0	0	0	0	0	0	0	827	0	0.0	nan	21110674	0	10555337	0	10555337	0	4	0	0.0	nan	4	0	823	0	0.0	nan	0	0	0	0	21110674
Sscrofa11.1 | M301183.lib1	227724	0	0	0	0	0	0	0	29	0	0.01	nan	227724	0	113862	0	113862	0	10	0	0.0	nan	10	0	19	0	0.01	nan	0	0	0	0	227724
Sscrofa11.1 | M301184.lib1	26033012	0	0	0	0	0	0	0	636	0	0.0	nan	26033012	0	13016506	0	13016506	0	2	0	0.0	nan	6	0	630	0	0.0	nan	0	0	0	0	26033012
Sscrofa11.1 | M301185.lib1	17226728	0	0	0	0	0	0	0	1170	0	0.01	nan	17226728	0	8613364	0	8613364	0	48	0	0.0	nan	48	0	1122	0	0.01	nan	0	0	0	0	17226728
