Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
Sscrofa11.1 | M300822.lib1	14580880	0	0	0	0	0	0	0	169	0	0.0	nan	14580880	0	7290440	0	7290440	0	4	0	0.0	nan	4	0	165	0	0.0	nan	0	0	0	0	14580880
Sscrofa11.1 | M300823.lib1	2185552	0	0	0	0	0	0	0	297	0	0.01	nan	2185552	0	1092776	0	1092776	0	126	0	0.01	nan	156	0	141	0	0.01	nan	0	0	0	0	2185552
Sscrofa11.1 | M300824.lib1	11074300	0	0	0	0	0	0	0	187	0	0.0	nan	11074300	0	5537150	0	5537150	0	10	0	0.0	nan	10	0	177	0	0.0	nan	0	0	0	0	11074300
Sscrofa11.1 | M300825.lib1	10643298	0	0	0	0	0	0	0	93	0	0.0	nan	10643298	0	5321649	0	5321649	0	4	0	0.0	nan	4	0	89	0	0.0	nan	0	0	0	0	10643298
Sscrofa11.1 | M300826.lib1	137766	0	0	0	0	0	0	0	105	0	0.08	nan	137766	0	68883	0	68883	0	94	0	0.07	nan	94	0	11	0	0.01	nan	0	0	0	0	137766
Sscrofa11.1 | M300827.lib1	4961538	0	0	0	0	0	0	0	65	0	0.0	nan	4961538	0	2480769	0	2480769	0	4	0	0.0	nan	4	0	61	0	0.0	nan	0	0	0	0	4961538
Sscrofa11.1 | M300828.lib1	9477514	0	0	0	0	0	0	0	288	0	0.0	nan	9477514	0	4738757	0	4738757	0	2	0	0.0	nan	2	0	286	0	0.0	nan	0	0	0	0	9477514
Sscrofa11.1 | M300829.lib1	11447848	0	0	0	0	0	0	0	173	0	0.0	nan	11447848	0	5723924	0	5723924	0	4	0	0.0	nan	4	0	169	0	0.0	nan	0	0	0	0	11447848
Sscrofa11.1 | M300830.lib1	380094	0	0	0	0	0	0	0	258	0	0.07	nan	380094	0	190047	0	190047	0	246	0	0.06	nan	246	0	12	0	0.0	nan	0	0	0	0	380094
Sscrofa11.1 | M300831.lib1	14494600	0	0	0	0	0	0	0	111	0	0.0	nan	14494600	0	7247300	0	7247300	0	0	0	0.0	nan	0	0	111	0	0.0	nan	0	0	0	0	14494600
Sscrofa11.1 | M300832.lib1	222944	0	0	0	0	0	0	0	149	0	0.07	nan	222944	0	111472	0	111472	0	132	0	0.06	nan	132	0	17	0	0.01	nan	0	0	0	0	222944
Sscrofa11.1 | M300833.lib1	7747774	0	0	0	0	0	0	0	147	0	0.0	nan	7747774	0	3873887	0	3873887	0	38	0	0.0	nan	40	0	107	0	0.0	nan	0	0	0	0	7747774
Sscrofa11.1 | M300834.lib1	11673220	0	0	0	0	0	0	0	158	0	0.0	nan	11673220	0	5836610	0	5836610	0	2	0	0.0	nan	4	0	154	0	0.0	nan	0	0	0	0	11673220
Sscrofa11.1 | M300835.lib1	12225530	0	0	0	0	0	0	0	307	0	0.0	nan	12225530	0	6112765	0	6112765	0	8	0	0.0	nan	8	0	299	0	0.0	nan	0	0	0	0	12225530
Sscrofa11.1 | M300836.lib1	17665096	0	0	0	0	0	0	0	184	0	0.0	nan	17665096	0	8832548	0	8832548	0	32	0	0.0	nan	32	0	152	0	0.0	nan	0	0	0	0	17665096
Sscrofa11.1 | M300837.lib1	9304960	0	0	0	0	0	0	0	122	0	0.0	nan	9304960	0	4652480	0	4652480	0	22	0	0.0	nan	26	0	96	0	0.0	nan	0	0	0	0	9304960
Sscrofa11.1 | M300838.lib1	278	0	0	0	0	0	0	0	0	0	0.0	nan	278	0	139	0	139	0	0	0	0.0	nan	0	0	0	0	0.0	nan	0	0	0	0	278
Sscrofa11.1 | M300839.lib1	8378262	0	0	0	0	0	0	0	411	0	0.0	nan	8378262	0	4189131	0	4189131	0	180	0	0.0	nan	180	0	231	0	0.0	nan	0	0	0	0	8378262
Sscrofa11.1 | M300840.lib1	9067972	0	0	0	0	0	0	0	119	0	0.0	nan	9067972	0	4533986	0	4533986	0	6	0	0.0	nan	6	0	113	0	0.0	nan	0	0	0	0	9067972
Sscrofa11.1 | M300841.lib1	433982	0	0	0	0	0	0	0	285	0	0.07	nan	433982	0	216991	0	216991	0	280	0	0.06	nan	280	0	5	0	0.0	nan	0	0	0	0	433982
Sscrofa11.1 | M300886.lib1	10126854	0	0	0	0	0	0	0	182	0	0.0	nan	10126854	0	5063427	0	5063427	0	10	0	0.0	nan	10	0	172	0	0.0	nan	0	0	0	0	10126854
Sscrofa11.1 | M301037.lib1	8933158	0	0	0	0	0	0	0	242	0	0.0	nan	8933158	0	4466579	0	4466579	0	2	0	0.0	nan	4	0	238	0	0.0	nan	0	0	0	0	8933158
Sscrofa11.1 | M301038.lib1	30056052	0	0	0	0	0	0	0	717	0	0.0	nan	30056052	0	15028026	0	15028026	0	4	0	0.0	nan	4	0	713	0	0.0	nan	0	0	0	0	30056052
Sscrofa11.1 | M301039.lib1	13618596	0	0	0	0	0	0	0	194	0	0.0	nan	13618596	0	6809298	0	6809298	0	2	0	0.0	nan	2	0	192	0	0.0	nan	0	0	0	0	13618596
Sscrofa11.1 | M301040.lib1	513666	0	0	0	0	0	0	0	136	0	0.03	nan	513666	0	256833	0	256833	0	114	0	0.02	nan	130	0	6	0	0.0	nan	0	0	0	0	513666
Sscrofa11.1 | M301041.lib1	18277716	0	0	0	0	0	0	0	186	0	0.0	nan	18277716	0	9138858	0	9138858	0	42	0	0.0	nan	42	0	144	0	0.0	nan	0	0	0	0	18277716
Sscrofa11.1 | M301042.lib1	17407780	0	0	0	0	0	0	0	664	0	0.0	nan	17407780	0	8703890	0	8703890	0	366	0	0.0	nan	370	0	294	0	0.0	nan	0	0	0	0	17407780
Sscrofa11.1 | M301043.lib1	420370	0	0	0	0	0	0	0	789	0	0.19	nan	420370	0	210185	0	210185	0	754	0	0.18	nan	762	0	27	0	0.01	nan	0	0	0	0	420370
Sscrofa11.1 | M301044.lib1	11194706	0	0	0	0	0	0	0	2025	0	0.02	nan	11194706	0	5597353	0	5597353	0	1600	0	0.01	nan	1618	0	407	0	0.0	nan	0	0	0	0	11194706
Sscrofa11.1 | M301045.lib1	16095888	0	0	0	0	0	0	0	388	0	0.0	nan	16095888	0	8047944	0	8047944	0	110	0	0.0	nan	110	0	278	0	0.0	nan	0	0	0	0	16095888
Sscrofa11.1 | M301046.lib1	16876412	0	0	0	0	0	0	0	470	0	0.0	nan	16876412	0	8438206	0	8438206	0	38	0	0.0	nan	38	0	432	0	0.0	nan	0	0	0	0	16876412
Sscrofa11.1 | M301047.lib1	1306136	0	0	0	0	0	0	0	207	0	0.02	nan	1306136	0	653068	0	653068	0	172	0	0.01	nan	172	0	35	0	0.0	nan	0	0	0	0	1306136
Sscrofa11.1 | M301048.lib1	8370438	0	0	0	0	0	0	0	319	0	0.0	nan	8370438	0	4185219	0	4185219	0	50	0	0.0	nan	50	0	269	0	0.0	nan	0	0	0	0	8370438
Sscrofa11.1 | M301049.lib1	13508500	0	0	0	0	0	0	0	753	0	0.01	nan	13508500	0	6754250	0	6754250	0	0	0	0.0	nan	0	0	753	0	0.01	nan	0	0	0	0	13508500
Sscrofa11.1 | M301050.lib1	14399104	0	0	0	0	0	0	0	324	0	0.0	nan	14399104	0	7199552	0	7199552	0	56	0	0.0	nan	58	0	266	0	0.0	nan	2	0	0	0	14399104
Sscrofa11.1 | M301051.lib1	13140122	0	0	0	0	0	0	0	418	0	0.0	nan	13140122	0	6570061	0	6570061	0	60	0	0.0	nan	62	0	356	0	0.0	nan	0	0	0	0	13140122
Sscrofa11.1 | M301052.lib1	12183954	0	0	0	0	0	0	0	371	0	0.0	nan	12183954	0	6091977	0	6091977	0	14	0	0.0	nan	16	0	355	0	0.0	nan	0	0	0	0	12183954
Sscrofa11.1 | M301053.lib1	162562	0	0	0	0	0	0	0	59	0	0.04	nan	162562	0	81281	0	81281	0	34	0	0.02	nan	52	0	7	0	0.0	nan	0	0	0	0	162562
Sscrofa11.1 | M301054.lib1	12971852	0	0	0	0	0	0	0	437	0	0.0	nan	12971852	0	6485926	0	6485926	0	12	0	0.0	nan	14	0	423	0	0.0	nan	0	0	0	0	12971852
Sscrofa11.1 | M301055.lib1	282436	0	0	0	0	0	0	0	1807	0	0.64	nan	282436	0	141218	0	141218	0	0	0	0.0	nan	0	0	1807	0	0.64	nan	0	0	0	0	282436
Sscrofa11.1 | M301056.lib1	345940	0	0	0	0	0	0	0	43	0	0.01	nan	345940	0	172970	0	172970	0	38	0	0.01	nan	38	0	5	0	0.0	nan	0	0	0	0	345940
Sscrofa11.1 | M301057.lib1	13699768	0	0	0	0	0	0	0	396	0	0.0	nan	13699768	0	6849884	0	6849884	0	8	0	0.0	nan	8	0	388	0	0.0	nan	0	0	0	0	13699768
Sscrofa11.1 | M301058.lib1	16521932	0	0	0	0	0	0	0	325	0	0.0	nan	16521932	0	8260966	0	8260966	0	8	0	0.0	nan	8	0	317	0	0.0	nan	0	0	0	0	16521932
Sscrofa11.1 | M301059.lib1	12395126	0	0	0	0	0	0	0	314	0	0.0	nan	12395126	0	6197563	0	6197563	0	16	0	0.0	nan	18	0	296	0	0.0	nan	0	0	0	0	12395126
Sscrofa11.1 | M301060.lib1	12364412	0	0	0	0	0	0	0	318	0	0.0	nan	12364412	0	6182206	0	6182206	0	64	0	0.0	nan	74	0	244	0	0.0	nan	6	0	5	0	12364412
Sscrofa11.1 | M301061.lib1	4468	0	0	0	0	0	0	0	1	0	0.02	nan	4468	0	2234	0	2234	0	0	0	0.0	nan	0	0	1	0	0.02	nan	0	0	0	0	4468
Sscrofa11.1 | M301062.lib1	697262	0	0	0	0	0	0	0	49	0	0.01	nan	697262	0	348631	0	348631	0	34	0	0.0	nan	34	0	15	0	0.0	nan	0	0	0	0	697262
Sscrofa11.1 | M301063.lib1	18426206	0	0	0	0	0	0	0	285	0	0.0	nan	18426206	0	9213103	0	9213103	0	110	0	0.0	nan	110	0	175	0	0.0	nan	0	0	0	0	18426206
Sscrofa11.1 | M301064.lib1	6261764	0	0	0	0	0	0	0	4935	0	0.08	nan	6261764	0	3130882	0	3130882	0	4472	0	0.07	nan	4718	0	217	0	0.0	nan	6	0	2	0	6261764
Sscrofa11.1 | M301065.lib1	15049632	0	0	0	0	0	0	0	357	0	0.0	nan	15049632	0	7524816	0	7524816	0	8	0	0.0	nan	8	0	349	0	0.0	nan	0	0	0	0	15049632
Sscrofa11.1 | M301066.lib1	8200400	0	0	0	0	0	0	0	162	0	0.0	nan	8200400	0	4100200	0	4100200	0	0	0	0.0	nan	0	0	162	0	0.0	nan	0	0	0	0	8200400
Sscrofa11.1 | M301067.lib1	188834	0	0	0	0	0	0	0	91	0	0.05	nan	188834	0	94417	0	94417	0	86	0	0.05	nan	86	0	5	0	0.0	nan	0	0	0	0	188834
Sscrofa11.1 | M301068.lib1	13892306	0	0	0	0	0	0	0	473	0	0.0	nan	13892306	0	6946153	0	6946153	0	6	0	0.0	nan	6	0	467	0	0.0	nan	0	0	0	0	13892306
Sscrofa11.1 | M301069.lib1	12956856	0	0	0	0	0	0	0	290	0	0.0	nan	12956856	0	6478428	0	6478428	0	8	0	0.0	nan	8	0	282	0	0.0	nan	0	0	0	0	12956856
Sscrofa11.1 | M301070.lib1	13117198	0	0	0	0	0	0	0	441	0	0.0	nan	13117198	0	6558599	0	6558599	0	80	0	0.0	nan	84	0	357	0	0.0	nan	0	0	0	0	13117198
Sscrofa11.1 | M301071.lib1	294020	0	0	0	0	0	0	0	114	0	0.04	nan	294020	0	147010	0	147010	0	96	0	0.03	nan	96	0	18	0	0.01	nan	0	0	0	0	294020
Sscrofa11.1 | M301072.lib1	9280544	0	0	0	0	0	0	0	65	0	0.0	nan	9280544	0	4640272	0	4640272	0	2	0	0.0	nan	2	0	63	0	0.0	nan	0	0	0	0	9280544
Sscrofa11.1 | M301073.lib1	13602876	0	0	0	0	0	0	0	401	0	0.0	nan	13602876	0	6801438	0	6801438	0	2	0	0.0	nan	2	0	399	0	0.0	nan	0	0	0	0	13602876
Sscrofa11.1 | M301074.lib1	44386	0	0	0	0	0	0	0	69	0	0.16	nan	44386	0	22193	0	22193	0	60	0	0.14	nan	62	0	7	0	0.02	nan	0	0	0	0	44386
Sscrofa11.1 | M301075.lib1	12975462	0	0	0	0	0	0	0	415	0	0.0	nan	12975462	0	6487731	0	6487731	0	6	0	0.0	nan	8	0	407	0	0.0	nan	0	0	0	0	12975462
Sscrofa11.1 | M301076.lib1	9437914	0	0	0	0	0	0	0	226	0	0.0	nan	9437914	0	4718957	0	4718957	0	0	0	0.0	nan	0	0	226	0	0.0	nan	0	0	0	0	9437914
Sscrofa11.1 | M301077.lib1	11401584	0	0	0	0	0	0	0	278	0	0.0	nan	11401584	0	5700792	0	5700792	0	30	0	0.0	nan	30	0	248	0	0.0	nan	0	0	0	0	11401584
Sscrofa11.1 | M301078.lib1	129152	0	0	0	0	0	0	0	112	0	0.09	nan	129152	0	64576	0	64576	0	106	0	0.08	nan	106	0	6	0	0.0	nan	0	0	0	0	129152
Sscrofa11.1 | M301079.lib1	12298146	0	0	0	0	0	0	0	350	0	0.0	nan	12298146	0	6149073	0	6149073	0	12	0	0.0	nan	12	0	338	0	0.0	nan	0	0	0	0	12298146
Sscrofa11.1 | M301080.lib1	14754256	0	0	0	0	0	0	0	437	0	0.0	nan	14754256	0	7377128	0	7377128	0	10	0	0.0	nan	10	0	427	0	0.0	nan	0	0	0	0	14754256
Sscrofa11.1 | M301081.lib1	17833888	0	0	0	0	0	0	0	350	0	0.0	nan	17833888	0	8916944	0	8916944	0	0	0	0.0	nan	0	0	350	0	0.0	nan	0	0	0	0	17833888
Sscrofa11.1 | M301082.lib1	12211550	0	0	0	0	0	0	0	181	0	0.0	nan	12211550	0	6105775	0	6105775	0	6	0	0.0	nan	6	0	175	0	0.0	nan	0	0	0	0	12211550
Sscrofa11.1 | M301083.lib1	40986	0	0	0	0	0	0	0	18	0	0.04	nan	40986	0	20493	0	20493	0	18	0	0.04	nan	18	0	0	0	0.0	nan	0	0	0	0	40986
Sscrofa11.1 | M301084.lib1	12125504	0	0	0	0	0	0	0	397	0	0.0	nan	12125504	0	6062752	0	6062752	0	2	0	0.0	nan	10	0	387	0	0.0	nan	0	0	0	0	12125504
Sscrofa11.1 | M301085.lib1	16916702	0	0	0	0	0	0	0	309	0	0.0	nan	16916702	0	8458351	0	8458351	0	4	0	0.0	nan	4	0	305	0	0.0	nan	0	0	0	0	16916702
Sscrofa11.1 | M301086.lib1	1865540	0	0	0	0	0	0	0	38	0	0.0	nan	1865540	0	932770	0	932770	0	2	0	0.0	nan	2	0	36	0	0.0	nan	0	0	0	0	1865540
Sscrofa11.1 | M301087.lib1	14318500	0	0	0	0	0	0	0	582	0	0.0	nan	14318500	0	7159250	0	7159250	0	304	0	0.0	nan	306	0	276	0	0.0	nan	2	0	0	0	14318500
Sscrofa11.1 | M301089.lib1	14602696	0	0	0	0	0	0	0	524	0	0.0	nan	14602696	0	7301348	0	7301348	0	4	0	0.0	nan	4	0	520	0	0.0	nan	0	0	0	0	14602696
Sscrofa11.1 | M301090.lib1	2295146	0	0	0	0	0	0	0	16662	0	0.73	nan	2295146	0	1147573	0	1147573	0	12842	0	0.56	nan	14330	0	2332	0	0.1	nan	904	0	500	0	2295146
Sscrofa11.1 | M301091.lib1	978126	0	0	0	0	0	0	0	59	0	0.01	nan	978126	0	489063	0	489063	0	26	0	0.0	nan	26	0	33	0	0.0	nan	0	0	0	0	978126
Sscrofa11.1 | M301092.lib1	23481050	0	0	0	0	0	0	0	416	0	0.0	nan	23481050	0	11740525	0	11740525	0	20	0	0.0	nan	22	0	394	0	0.0	nan	0	0	0	0	23481050
Sscrofa11.1 | M301093.lib1	21974104	0	0	0	0	0	0	0	489	0	0.0	nan	21974104	0	10987052	0	10987052	0	14	0	0.0	nan	14	0	475	0	0.0	nan	0	0	0	0	21974104
Sscrofa11.1 | M301094.lib1	23088640	0	0	0	0	0	0	0	463	0	0.0	nan	23088640	0	11544320	0	11544320	0	18	0	0.0	nan	18	0	445	0	0.0	nan	0	0	0	0	23088640
Sscrofa11.1 | M301095.lib1	17846308	0	0	0	0	0	0	0	447	0	0.0	nan	17846308	0	8923154	0	8923154	0	24	0	0.0	nan	24	0	423	0	0.0	nan	0	0	0	0	17846308
Sscrofa11.1 | M301096.lib1	86102	0	0	0	0	0	0	0	57	0	0.07	nan	86102	0	43051	0	43051	0	56	0	0.07	nan	56	0	1	0	0.0	nan	0	0	0	0	86102
Sscrofa11.1 | M301097.lib1	17715628	0	0	0	0	0	0	0	656	0	0.0	nan	17715628	0	8857814	0	8857814	0	182	0	0.0	nan	182	0	474	0	0.0	nan	0	0	0	0	17715628
Sscrofa11.1 | M301098.lib1	2494088	0	0	0	0	0	0	0	340	0	0.01	nan	2494088	0	1247044	0	1247044	0	244	0	0.01	nan	258	0	82	0	0.0	nan	0	0	0	0	2494088
Sscrofa11.1 | M301099.lib1	24948110	0	0	0	0	0	0	0	1503	0	0.01	nan	24948110	0	12474055	0	12474055	0	648	0	0.0	nan	652	0	851	0	0.0	nan	0	0	0	0	24948110
Sscrofa11.1 | M301100.lib1	1097830	0	0	0	0	0	0	0	517	0	0.05	nan	1097830	0	548915	0	548915	0	438	0	0.04	nan	450	0	67	0	0.01	nan	0	0	0	0	1097830
Sscrofa11.1 | M301101.lib1	9055820	0	0	0	0	0	0	0	322	0	0.0	nan	9055820	0	4527910	0	4527910	0	44	0	0.0	nan	46	0	276	0	0.0	nan	0	0	0	0	9055820
Sscrofa11.1 | M301102.lib1	30966048	0	0	0	0	0	0	0	621	0	0.0	nan	30966048	0	15483024	0	15483024	0	6	0	0.0	nan	6	0	615	0	0.0	nan	0	0	0	0	30966048
Sscrofa11.1 | M301103.lib1	29692874	0	0	0	0	0	0	0	792	0	0.0	nan	29692874	0	14846437	0	14846437	0	14	0	0.0	nan	14	0	778	0	0.0	nan	0	0	0	0	29692874
Sscrofa11.1 | M301104.lib1	25197710	0	0	0	0	0	0	0	584	0	0.0	nan	25197710	0	12598855	0	12598855	0	24	0	0.0	nan	24	0	560	0	0.0	nan	0	0	0	0	25197710
Sscrofa11.1 | M301105.lib1	1412402	0	0	0	0	0	0	0	160	0	0.01	nan	1412402	0	706201	0	706201	0	92	0	0.01	nan	96	0	64	0	0.0	nan	0	0	0	0	1412402
Sscrofa11.1 | M301106.lib1	160448	0	0	0	0	0	0	0	182	0	0.11	nan	160448	0	80224	0	80224	0	150	0	0.09	nan	150	0	32	0	0.02	nan	0	0	0	0	160448
Sscrofa11.1 | M301107.lib1	22990192	0	0	0	0	0	0	0	571	0	0.0	nan	22990192	0	11495096	0	11495096	0	106	0	0.0	nan	112	0	459	0	0.0	nan	0	0	0	0	22990192
Sscrofa11.1 | M301108.lib1	3134	0	0	0	0	0	0	0	0	0	0.0	nan	3134	0	1567	0	1567	0	0	0	0.0	nan	0	0	0	0	0.0	nan	0	0	0	0	3134
Sscrofa11.1 | M301109.lib1	20636504	0	0	0	0	0	0	0	453	0	0.0	nan	20636504	0	10318252	0	10318252	0	12	0	0.0	nan	14	0	439	0	0.0	nan	0	0	0	0	20636504
Sscrofa11.1 | M301110.lib1	18160664	0	0	0	0	0	0	0	488	0	0.0	nan	18160664	0	9080332	0	9080332	0	42	0	0.0	nan	42	0	446	0	0.0	nan	0	0	0	0	18160664
Sscrofa11.1 | M301111.lib1	24159328	0	0	0	0	0	0	0	694	0	0.0	nan	24159328	0	12079664	0	12079664	0	8	0	0.0	nan	8	0	686	0	0.0	nan	0	0	0	0	24159328
Sscrofa11.1 | M301112.lib1	17460662	0	0	0	0	0	0	0	609	0	0.0	nan	17460662	0	8730331	0	8730331	0	20	0	0.0	nan	22	0	587	0	0.0	nan	0	0	0	0	17460662
Sscrofa11.1 | M301113.lib1	9858638	0	0	0	0	0	0	0	565	0	0.01	nan	9858638	0	4929319	0	4929319	0	2	0	0.0	nan	4	0	561	0	0.01	nan	2	0	2	0	9858638
Sscrofa11.1 | M301114.lib1	1714078	0	0	0	0	0	0	0	140	0	0.01	nan	1714078	0	857039	0	857039	0	82	0	0.0	nan	82	0	58	0	0.0	nan	0	0	0	0	1714078
Sscrofa11.1 | M301115.lib1	32987136	0	0	0	0	0	0	0	862	0	0.0	nan	32987136	0	16493568	0	16493568	0	14	0	0.0	nan	14	0	848	0	0.0	nan	0	0	0	0	32987136
Sscrofa11.1 | M301116.lib1	25403758	0	0	0	0	0	0	0	1079	0	0.0	nan	25403758	0	12701879	0	12701879	0	194	0	0.0	nan	194	0	885	0	0.0	nan	0	0	0	0	25403758
Sscrofa11.1 | M301117.lib1	1593558	0	0	0	0	0	0	0	250	0	0.02	nan	1593558	0	796779	0	796779	0	198	0	0.01	nan	198	0	52	0	0.0	nan	0	0	0	0	1593558
Sscrofa11.1 | M301118.lib1	19699496	0	0	0	0	0	0	0	659	0	0.0	nan	19699496	0	9849748	0	9849748	0	22	0	0.0	nan	22	0	637	0	0.0	nan	0	0	0	0	19699496
Sscrofa11.1 | M301119.lib1	22340562	0	0	0	0	0	0	0	548	0	0.0	nan	22340562	0	11170281	0	11170281	0	10	0	0.0	nan	10	0	538	0	0.0	nan	0	0	0	0	22340562
Sscrofa11.1 | M301120.lib1	299308	0	0	0	0	0	0	0	63	0	0.02	nan	299308	0	149654	0	149654	0	54	0	0.02	nan	54	0	9	0	0.0	nan	0	0	0	0	299308
Sscrofa11.1 | M301121.lib1	18151448	0	0	0	0	0	0	0	760	0	0.0	nan	18151448	0	9075724	0	9075724	0	6	0	0.0	nan	8	0	752	0	0.0	nan	0	0	0	0	18151448
Sscrofa11.1 | M301122.lib1	23553662	0	0	0	0	0	0	0	567	0	0.0	nan	23553662	0	11776831	0	11776831	0	30	0	0.0	nan	30	0	537	0	0.0	nan	0	0	0	0	23553662
Sscrofa11.1 | M301123.lib1	939064	0	0	0	0	0	0	0	97	0	0.01	nan	939064	0	469532	0	469532	0	76	0	0.01	nan	76	0	21	0	0.0	nan	0	0	0	0	939064
Sscrofa11.1 | M301124.lib1	22460026	0	0	0	0	0	0	0	387	0	0.0	nan	22460026	0	11230013	0	11230013	0	28	0	0.0	nan	28	0	359	0	0.0	nan	0	0	0	0	22460026
Sscrofa11.1 | M301125.lib1	64689472	0	0	0	0	0	0	0	1832	0	0.0	nan	64689472	0	32344736	0	32344736	0	236	0	0.0	nan	236	0	1596	0	0.0	nan	0	0	0	0	64689472
Sscrofa11.1 | M301126.lib1	17338714	0	0	0	0	0	0	0	601	0	0.0	nan	17338714	0	8669357	0	8669357	0	12	0	0.0	nan	12	0	589	0	0.0	nan	0	0	0	0	17338714
Sscrofa11.1 | M301127.lib1	293174	0	0	0	0	0	0	0	57	0	0.02	nan	293174	0	146587	0	146587	0	52	0	0.02	nan	52	0	5	0	0.0	nan	0	0	0	0	293174
Sscrofa11.1 | M301128.lib1	24482448	0	0	0	0	0	0	0	744	0	0.0	nan	24482448	0	12241224	0	12241224	0	38	0	0.0	nan	40	0	704	0	0.0	nan	0	0	0	0	24482448
Sscrofa11.1 | M301129.lib1	8135776	0	0	0	0	0	0	0	380	0	0.0	nan	8135776	0	4067888	0	4067888	0	32	0	0.0	nan	32	0	348	0	0.0	nan	0	0	0	0	8135776
Sscrofa11.1 | M301130.lib1	22014634	0	0	0	0	0	0	0	1562	0	0.01	nan	22014634	0	11007317	0	11007317	0	1162	0	0.01	nan	1188	0	374	0	0.0	nan	0	0	0	0	22014634
Sscrofa11.1 | M301131.lib1	15768	0	0	0	0	0	0	0	165	0	1.05	nan	15768	0	7884	0	7884	0	0	0	0.0	nan	0	0	165	0	1.05	nan	0	0	0	0	15768
Sscrofa11.1 | M301132.lib1	542442	0	0	0	0	0	0	0	348	0	0.06	nan	542442	0	271221	0	271221	0	310	0	0.06	nan	312	0	36	0	0.01	nan	0	0	0	0	542442
Sscrofa11.1 | M301133.lib1	25273768	0	0	0	0	0	0	0	530	0	0.0	nan	25273768	0	12636884	0	12636884	0	8	0	0.0	nan	10	0	520	0	0.0	nan	0	0	0	0	25273768
Sscrofa11.1 | M301134.lib1	5846270	0	0	0	0	0	0	0	286	0	0.0	nan	5846270	0	2923135	0	2923135	0	130	0	0.0	nan	130	0	156	0	0.0	nan	0	0	0	0	5846270
Sscrofa11.1 | M301135.lib1	20454	0	0	0	0	0	0	0	48	0	0.23	nan	20454	0	10227	0	10227	0	0	0	0.0	nan	0	0	48	0	0.23	nan	0	0	0	0	20454
Sscrofa11.1 | M301136.lib1	20592892	0	0	0	0	0	0	0	520	0	0.0	nan	20592892	0	10296446	0	10296446	0	12	0	0.0	nan	12	0	508	0	0.0	nan	0	0	0	0	20592892
Sscrofa11.1 | M301137.lib1	21479454	0	0	0	0	0	0	0	465	0	0.0	nan	21479454	0	10739727	0	10739727	0	0	0	0.0	nan	0	0	465	0	0.0	nan	0	0	0	0	21479454
Sscrofa11.1 | M301138.lib1	3354100	0	0	0	0	0	0	0	416	0	0.01	nan	3354100	0	1677050	0	1677050	0	280	0	0.01	nan	318	0	98	0	0.0	nan	6	0	1	0	3354100
Sscrofa11.1 | M301139.lib1	21706224	0	0	0	0	0	0	0	925	0	0.0	nan	21706224	0	10853112	0	10853112	0	18	0	0.0	nan	18	0	907	0	0.0	nan	0	0	0	0	21706224
Sscrofa11.1 | M301140.lib1	7597992	0	0	0	0	0	0	0	425	0	0.01	nan	7597992	0	3798996	0	3798996	0	184	0	0.0	nan	184	0	241	0	0.0	nan	0	0	0	0	7597992
Sscrofa11.1 | M301141.lib1	24385936	0	0	0	0	0	0	0	1013	0	0.0	nan	24385936	0	12192968	0	12192968	0	114	0	0.0	nan	114	0	899	0	0.0	nan	0	0	0	0	24385936
Sscrofa11.1 | M301142.lib1	9242182	0	0	0	0	0	0	0	525	0	0.01	nan	9242182	0	4621091	0	4621091	0	176	0	0.0	nan	206	0	319	0	0.0	nan	0	0	0	0	9242182
Sscrofa11.1 | M301143.lib1	24526356	0	0	0	0	0	0	0	745	0	0.0	nan	24526356	0	12263178	0	12263178	0	32	0	0.0	nan	32	0	713	0	0.0	nan	0	0	0	0	24526356
Sscrofa11.1 | M301144.lib1	21337824	0	0	0	0	0	0	0	843	0	0.0	nan	21337824	0	10668912	0	10668912	0	208	0	0.0	nan	210	0	633	0	0.0	nan	0	0	0	0	21337824
Sscrofa11.1 | M301145.lib1	316370	0	0	0	0	0	0	0	161	0	0.05	nan	316370	0	158185	0	158185	0	138	0	0.04	nan	142	0	19	0	0.01	nan	0	0	0	0	316370
Sscrofa11.1 | M301146.lib1	15476690	0	0	0	0	0	0	0	2126	0	0.01	nan	15476690	0	7738345	0	7738345	0	1580	0	0.01	nan	1588	0	538	0	0.0	nan	0	0	0	0	15476690
Sscrofa11.1 | M301147.lib1	8326	0	0	0	0	0	0	0	12	0	0.14	nan	8326	0	4163	0	4163	0	2	0	0.02	nan	2	0	10	0	0.12	nan	0	0	0	0	8326
Sscrofa11.1 | M301148.lib1	5717916	0	0	0	0	0	0	0	374	0	0.01	nan	5717916	0	2858958	0	2858958	0	82	0	0.0	nan	86	0	288	0	0.01	nan	0	0	0	0	5717916
