Sample	raw_total_sequences	filtered_sequences	sequences	is_sorted	1st_fragments	last_fragments	reads_mapped	reads_mapped_and_paired	reads_unmapped	reads_properly_paired	reads_paired	reads_duplicated	reads_MQ0	reads_QC_failed	non-primary_alignments	supplementary_alignments	total_length	total_first_fragment_length	total_last_fragment_length	bases_mapped	bases_mapped_(cigar)	bases_trimmed	bases_duplicated	mismatches	error_rate	average_length	average_first_fragment_length	average_last_fragment_length	maximum_length	maximum_first_fragment_length	maximum_last_fragment_length	average_quality	insert_size_average	insert_size_standard_deviation	inward_oriented_pairs	outward_oriented_pairs	pairs_with_other_orientation	pairs_on_different_chromosomes	percentage_of_properly_paired_reads_(%)	reads_mapped_percent	reads_mapped_and_paired_percent	reads_unmapped_percent	reads_properly_paired_percent	reads_paired_percent	reads_duplicated_percent	reads_MQ0_percent	reads_QC_failed_percent
REF0009-mgg-pbdrep | M301090.lib1	2276152.0	0.0	2276152.0	1.0	1138076.0	1138076.0	1882412.0	1844190.0	393740.0	1759168.0	2276152.0	0.0	47976.0	0.0	0.0	0.0	333970106.0	166983032.0	166987074.0	276461197.0	276461197.0	0.0	0.0	2273635.0	0.008224066	147.0	147.0	147.0	150.0	150.0	150.0	39.1	236.2	92.2	840400.0	67213.0	3944.0	10538.0	77.3	82.70150675350328	81.02226916304359	17.29849324649672	77.28692987111582	100.0	0.0	2.1077678467870333	0.0
REF0009-mgg-pbdrep | M301091.lib1	978034.0	0.0	978034.0	1.0	489017.0	489017.0	783790.0	746154.0	194244.0	692196.0	978034.0	0.0	26856.0	0.0	0.0	0.0	143831910.0	71915307.0	71916603.0	115473032.0	115473032.0	0.0	0.0	1174591.0	0.01017199	147.0	147.0	147.0	150.0	150.0	150.0	39.2	244.0	96.1	335850.0	23488.0	6735.0	7004.0	70.8	80.13934075911472	76.29121277992381	19.860659240885287	70.77422666287674	100.0	0.0	2.7459168086181056	0.0
REF0009-mgg-pbdrep | M301092.lib1	23480240.0	0.0	23480240.0	1.0	11740120.0	11740120.0	20284305.0	20071956.0	3195935.0	19448890.0	23480240.0	0.0	437367.0	0.0	0.0	0.0	3473282269.0	1736640778.0	1736641491.0	3000557659.0	3000557659.0	0.0	0.0	22081329.0	0.007359075	148.0	148.0	148.0	150.0	150.0	150.0	39.1	245.3	87.2	9418037.0	529781.0	4949.0	83211.0	82.8	86.38883163034109	85.48445842120864	13.611168369658913	82.83088247820295	100.0	0.0	1.8627024255288702	0.0
REF0009-mgg-pbdrep | M301093.lib1	21973140.0	0.0	21973140.0	1.0	10986570.0	10986570.0	19016331.0	18802238.0	2956809.0	17868556.0	21973140.0	0.0	421130.0	0.0	0.0	0.0	3250619204.0	1625306422.0	1625312782.0	2813271918.0	2813271918.0	0.0	0.0	21514789.0	0.007647604	148.0	148.0	148.0	150.0	150.0	150.0	39.0	256.7	95.6	8808596.0	464506.0	6535.0	121482.0	81.3	86.54352996431098	85.56919038426005	13.456470035689028	81.31999341013619	100.0	0.0	1.916567227078151	0.0
REF0009-mgg-pbdrep | M301094.lib1	23087732.0	0.0	23087732.0	1.0	11543866.0	11543866.0	19959653.0	19750398.0	3128079.0	19006688.0	23087732.0	0.0	455034.0	0.0	0.0	0.0	3410576753.0	1705286550.0	1705290203.0	2948337720.0	2948337720.0	0.0	0.0	22766186.0	0.007721703	148.0	148.0	148.0	150.0	150.0	150.0	39.0	243.4	89.2	9205353.0	561816.0	5004.0	103026.0	82.3	86.45133701309423	85.544989867346	13.548662986905773	82.3237553173261	100.0	0.0	1.9708908609992526	0.0
REF0009-mgg-pbdrep | M301095.lib1	17845438.0	0.0	17845438.0	1.0	8922719.0	8922719.0	15447028.0	15262062.0	2398410.0	14496426.0	17845438.0	0.0	347666.0	0.0	0.0	0.0	2633556005.0	1316779530.0	1316776475.0	2279670378.0	2279670378.0	0.0	0.0	16718066.0	0.007333545	148.0	148.0	148.0	150.0	150.0	150.0	39.1	251.6	95.8	7097395.0	428523.0	8050.0	97063.0	81.2	86.56009451827408	85.52360552876314	13.439905481725917	81.23323170885467	100.0	0.0	1.9482065948731548	0.0
REF0009-mgg-pbdrep | M301096.lib1	86044.0	0.0	86044.0	1.0	43022.0	43022.0	4722.0	4658.0	81322.0	4516.0	86044.0	0.0	151.0	0.0	0.0	0.0	12435782.0	6217765.0	6218017.0	690363.0	690363.0	0.0	0.0	5798.0	0.00839848	145.0	145.0	145.0	150.0	150.0	150.0	39.0	244.0	100.2	2169.0	153.0	0.0	7.0	5.2	5.48788991678676	5.413509367300451	94.51211008321324	5.248477523127702	100.0	0.0	0.17549160894426108	0.0
REF0009-mgg-pbdrep | M301097.lib1	17714498.0	0.0	17714498.0	1.0	8857249.0	8857249.0	15171259.0	14960522.0	2543239.0	13923852.0	17714498.0	0.0	389663.0	0.0	0.0	0.0	2617050432.0	1308525161.0	1308525271.0	2241473823.0	2241473823.0	0.0	0.0	19829335.0	0.008846561	148.0	148.0	148.0	150.0	150.0	150.0	39.0	256.6	101.3	6940672.0	395697.0	10601.0	133291.0	78.6	85.6431776954673	84.45354759700218	14.356822304532704	78.60144837296546	100.0	0.0	2.1996841231402664	0.0
REF0009-mgg-pbdrep | M301098.lib1	2493666.0	0.0	2493666.0	1.0	1246833.0	1246833.0	1874840.0	1849212.0	618826.0	1721608.0	2493666.0	0.0	42500.0	0.0	0.0	0.0	366290898.0	183143393.0	183147505.0	277795007.0	277795007.0	0.0	0.0	2149412.0	0.007737403	147.0	147.0	147.0	150.0	150.0	150.0	39.0	256.0	99.7	862299.0	43618.0	1757.0	16932.0	69.0	75.18408640130635	74.15636256018247	24.81591359869365	69.03923781292282	100.0	0.0	1.7043180602374177	0.0
REF0009-mgg-pbdrep | M301099.lib1	24945756.0	0.0	24945756.0	1.0	12472878.0	12472878.0	21348321.0	21075422.0	3597435.0	19760132.0	24945756.0	0.0	488061.0	0.0	0.0	0.0	3695365087.0	1847683263.0	1847681824.0	3162876486.0	3162876486.0	0.0	0.0	24918442.0	0.007878412	148.0	148.0	148.0	150.0	150.0	150.0	39.0	252.4	96.7	9846002.0	506489.0	12455.0	172765.0	79.2	85.57896982556873	84.48500017397748	14.421030174431273	79.21239989680008	100.0	0.0	1.9564891118152523	0.0
REF0009-mgg-pbdrep | M301100.lib1	1097246.0	0.0	1097246.0	1.0	548623.0	548623.0	162662.0	160614.0	934584.0	157594.0	1097246.0	0.0	4431.0	0.0	0.0	0.0	160516063.0	80256230.0	80259833.0	23675523.0	23675523.0	0.0	0.0	168410.0	0.007113253	146.0	146.0	146.0	150.0	150.0	150.0	38.9	217.3	79.6	71926.0	7873.0	73.0	435.0	14.4	14.824569877675561	14.63792075797041	85.17543012232444	14.362686216217693	100.0	0.0	0.40382922334645105	0.0
REF0009-mgg-pbdrep | M301101.lib1	9055222.0	0.0	9055222.0	1.0	4527611.0	4527611.0	7859776.0	7759602.0	1195446.0	7346556.0	9055222.0	0.0	177630.0	0.0	0.0	0.0	1331027809.0	665512312.0	665515497.0	1155757540.0	1155757540.0	0.0	0.0	8950941.0	0.007744653	147.0	147.0	147.0	150.0	150.0	150.0	39.0	244.5	97.1	3568745.0	257023.0	4970.0	49063.0	81.1	86.79826955098395	85.6920128518108	13.20173044901605	81.13060066335204	100.0	0.0	1.9616305376058147	0.0
REF0009-mgg-pbdrep | M301102.lib1	30964812.0	0.0	30964812.0	1.0	15482406.0	15482406.0	26904807.0	26612730.0	4060005.0	25696978.0	30964812.0	0.0	564691.0	0.0	0.0	0.0	4593934513.0	2296974757.0	2296959756.0	3991622329.0	3991622329.0	0.0	0.0	28624516.0	0.007171148	148.0	148.0	148.0	150.0	150.0	150.0	39.1	249.7	86.8	12593925.0	580115.0	8429.0	123896.0	83.0	86.88832665930606	85.94507210313435	13.111673340693947	82.98767646320604	100.0	0.0	1.8236538946207717	0.0
REF0009-mgg-pbdrep | M301103.lib1	29691304.0	0.0	29691304.0	1.0	14845652.0	14845652.0	25409097.0	25120406.0	4282207.0	23625004.0	29691304.0	0.0	570147.0	0.0	0.0	0.0	4372856956.0	2186419902.0	2186437054.0	3742370477.0	3742370477.0	0.0	0.0	28387008.0	0.007585301	147.0	147.0	147.0	150.0	150.0	150.0	39.0	248.8	99.2	11573574.0	785747.0	9887.0	190995.0	79.6	85.57757180351527	84.60526354787247	14.422428196484734	79.56876531930023	100.0	0.0	1.920249107280704	0.0
REF0009-mgg-pbdrep | M301104.lib1	25196566.0	0.0	25196566.0	1.0	12598283.0	12598283.0	21706697.0	21452576.0	3489869.0	20357954.0	25196566.0	0.0	479458.0	0.0	0.0	0.0	3730770212.0	1865386553.0	1865383659.0	3213992013.0	3213992013.0	0.0	0.0	24388154.0	0.007588119	148.0	148.0	148.0	150.0	150.0	150.0	39.0	255.8	96.1	10052840.0	528121.0	8389.0	136938.0	80.8	86.14942607655345	85.14087197437937	13.850573923446552	80.79654187796861	100.0	0.0	1.902870414960515	0.0
REF0009-mgg-pbdrep | M301105.lib1	1412178.0	0.0	1412178.0	1.0	706089.0	706089.0	11430.0	10722.0	1400748.0	10086.0	1412178.0	0.0	670.0	0.0	0.0	0.0	207516968.0	103755903.0	103761065.0	1664504.0	1664504.0	0.0	0.0	18556.0	0.01114807	147.0	147.0	147.0	150.0	150.0	150.0	38.9	229.2	94.9	4623.0	563.0	78.0	97.0	0.7	0.80938805164788	0.7592527287636545	99.19061194835213	0.7142159132913839	100.0	0.0	0.047444443972360424	0.0
REF0009-mgg-pbdrep | M301106.lib1	160234.0	0.0	160234.0	1.0	80117.0	80117.0	96757.0	94176.0	63477.0	89506.0	160234.0	0.0	3029.0	0.0	0.0	0.0	22982496.0	11486967.0	11495529.0	14068260.0	14068260.0	0.0	0.0	127145.0	0.00903772	143.0	143.0	143.0	150.0	150.0	150.0	39.1	227.2	93.9	41525.0	4660.0	316.0	587.0	55.9	60.38481221213975	58.774042962167826	39.61518778786026	55.859555400227165	100.0	0.0	1.890360347991063	0.0
REF0009-mgg-pbdrep | M301107.lib1	22989162.0	0.0	22989162.0	1.0	11494581.0	11494581.0	19926532.0	19707454.0	3062630.0	18907680.0	22989162.0	0.0	426506.0	0.0	0.0	0.0	3408689986.0	1704353277.0	1704336709.0	2954726483.0	2954726483.0	0.0	0.0	22581288.0	0.007642429	148.0	148.0	148.0	150.0	150.0	150.0	39.0	256.3	90.4	9324827.0	415761.0	5990.0	107149.0	82.2	86.67793980485239	85.72497770906133	13.322060195147609	82.24606012172171	100.0	0.0	1.855248138231398	0.0
REF0009-mgg-pbdrep | M301108.lib1	3134.0	0.0	3134.0	1.0	1567.0	1567.0	53.0	52.0	3081.0	50.0	3134.0	0.0	8.0	0.0	0.0	0.0	411862.0	205830.0	206032.0	7556.0	7556.0	0.0	0.0	125.0	0.01654314	131.0	131.0	131.0	150.0	150.0	150.0	39.1	208.8	81.7	19.0	6.0	0.0	1.0	1.6	1.691129546904914	1.6592214422463305	98.30887045309508	1.595405232929164	100.0	0.0	0.2552648372686663	0.0
REF0009-mgg-pbdrep | M301109.lib1	20635612.0	0.0	20635612.0	1.0	10317806.0	10317806.0	17759281.0	17561136.0	2876331.0	16702348.0	20635612.0	0.0	382034.0	0.0	0.0	0.0	3058998912.0	1529503058.0	1529495854.0	2632803343.0	2632803343.0	0.0	0.0	19582242.0	0.007437791	148.0	148.0	148.0	150.0	150.0	150.0	39.0	262.8	93.8	8307619.0	354480.0	4028.0	114441.0	80.9	86.06132447150101	85.1011154890875	13.938675528498983	80.93943615532217	100.0	0.0	1.8513335102443291	0.0
REF0009-mgg-pbdrep | M301110.lib1	18159730.0	0.0	18159730.0	1.0	9079865.0	9079865.0	15548792.0	15353918.0	2610938.0	14499254.0	18159730.0	0.0	363942.0	0.0	0.0	0.0	2688979280.0	1344491329.0	1344487951.0	2302520356.0	2302520356.0	0.0	0.0	18697732.0	0.00812055	148.0	148.0	148.0	150.0	150.0	150.0	39.0	259.0	97.3	7201425.0	359441.0	6629.0	109464.0	79.8	85.62237434146873	84.54926367297311	14.377625658531269	79.84289413994591	100.0	0.0	2.004115699958094	0.0
REF0009-mgg-pbdrep | M301111.lib1	24157948.0	0.0	24157948.0	1.0	12078974.0	12078974.0	20883221.0	20650086.0	3274727.0	19501178.0	24157948.0	0.0	474787.0	0.0	0.0	0.0	3559178635.0	1779581522.0	1779597113.0	3076651073.0	3076651073.0	0.0	0.0	23588176.0	0.007666835	147.0	147.0	147.0	150.0	150.0	150.0	39.0	244.7	96.9	9507741.0	658156.0	8536.0	150610.0	80.7	86.44451507222385	85.47947035898909	13.55548492777615	80.72365252214301	100.0	0.0	1.9653449042940239	0.0
REF0009-mgg-pbdrep | M301112.lib1	17459466.0	0.0	17459466.0	1.0	8729733.0	8729733.0	15060838.0	14885892.0	2398628.0	14214188.0	17459466.0	0.0	332136.0	0.0	0.0	0.0	2577685116.0	1288852740.0	1288832376.0	2223652665.0	2223652665.0	0.0	0.0	16564233.0	0.00744911	148.0	148.0	148.0	150.0	150.0	150.0	39.1	251.9	94.8	6943141.0	409197.0	4507.0	86101.0	81.4	86.26173331990795	85.25972100177634	13.738266680092048	81.41250139036326	100.0	0.0	1.902326222348381	0.0
REF0009-mgg-pbdrep | M301113.lib1	9857512.0	0.0	9857512.0	1.0	4928756.0	4928756.0	8501081.0	8387288.0	1356431.0	7741582.0	9857512.0	0.0	201476.0	0.0	0.0	0.0	1453411020.0	726704639.0	726706381.0	1253481800.0	1253481800.0	0.0	0.0	10055244.0	0.00802185	147.0	147.0	147.0	150.0	150.0	150.0	39.0	252.8	104.3	3856842.0	249739.0	5585.0	81478.0	78.5	86.23962111331946	85.08524260482767	13.760378886680533	78.5348473326738	100.0	0.0	2.0438828783571354	0.0
REF0009-mgg-pbdrep | M301114.lib1	1713880.0	0.0	1713880.0	1.0	856940.0	856940.0	1365733.0	1353616.0	348147.0	1261602.0	1713880.0	0.0	23375.0	0.0	0.0	0.0	251212119.0	125603562.0	125608557.0	201141757.0	201141757.0	0.0	0.0	1357940.0	0.006751159	147.0	147.0	147.0	150.0	150.0	150.0	39.0	241.9	96.1	617976.0	44277.0	681.0	13874.0	73.6	79.68661749947488	78.97962517795878	20.313382500525123	73.61087123952669	100.0	0.0	1.363864447919341	0.0
REF0009-mgg-pbdrep | M301115.lib1	32985426.0	0.0	32985426.0	1.0	16492713.0	16492713.0	28488897.0	28159006.0	4496529.0	26880314.0	32985426.0	0.0	639261.0	0.0	0.0	0.0	4890230394.0	2445131341.0	2445099053.0	4223808911.0	4223808911.0	0.0	0.0	32060299.0	0.007590376	148.0	148.0	148.0	150.0	150.0	150.0	39.1	251.6	92.2	13249727.0	654375.0	9146.0	166255.0	81.5	86.36813421782092	85.36802283529703	13.631865782179077	81.49148657349461	100.0	0.0	1.9380104413385473	0.0
REF0009-mgg-pbdrep | M301116.lib1	25401794.0	0.0	25401794.0	1.0	12700897.0	12700897.0	21800179.0	21531190.0	3601615.0	20726170.0	25401794.0	0.0	482685.0	0.0	0.0	0.0	3769877329.0	1884952520.0	1884924809.0	3235530856.0	3235530856.0	0.0	0.0	24390768.0	0.007538413	148.0	148.0	148.0	150.0	150.0	150.0	39.0	257.4	88.0	10234657.0	410277.0	5935.0	114726.0	81.6	85.82141481818174	84.76247779979634	14.17858518181826	81.59333155760574	100.0	0.0	1.9002004346622132	0.0
REF0009-mgg-pbdrep | M301117.lib1	1593256.0	0.0	1593256.0	1.0	796628.0	796628.0	520141.0	514694.0	1073115.0	496768.0	1593256.0	0.0	9932.0	0.0	0.0	0.0	235188443.0	117593000.0	117595443.0	77215150.0	77215150.0	0.0	0.0	542813.0	0.007029877	148.0	148.0	148.0	150.0	150.0	150.0	39.0	252.0	87.6	244242.0	10447.0	244.0	2414.0	31.2	32.64641714828	32.30453863032683	67.35358285171999	31.179421260613488	100.0	0.0	0.6233775363155701	0.0
REF0009-mgg-pbdrep | M301118.lib1	19698200.0	0.0	19698200.0	1.0	9849100.0	9849100.0	17141503.0	16935186.0	2556697.0	15931480.0	19698200.0	0.0	364134.0	0.0	0.0	0.0	2926371128.0	1463198325.0	1463172803.0	2546646562.0	2546646562.0	0.0	0.0	19415627.0	0.007623998	149.0	149.0	149.0	150.0	150.0	150.0	39.0	264.5	95.5	8022064.0	302630.0	6074.0	136825.0	80.9	87.02065670975013	85.97326659288666	12.97934329024987	80.8778467068057	100.0	0.0	1.8485648434882374	0.0
REF0009-mgg-pbdrep | M301119.lib1	22339476.0	0.0	22339476.0	1.0	11169738.0	11169738.0	19231692.0	18995688.0	3107784.0	18221008.0	22339476.0	0.0	432103.0	0.0	0.0	0.0	3312328751.0	1656170362.0	1656158389.0	2851755186.0	2851755186.0	0.0	0.0	21606597.0	0.007576596	148.0	148.0	148.0	150.0	150.0	150.0	39.1	253.7	90.2	8976553.0	409240.0	8070.0	103981.0	81.6	86.08837557335723	85.0319318143362	13.911624426642774	81.56416918642138	100.0	0.0	1.9342575448054375	0.0
REF0009-mgg-pbdrep | M301120.lib1	299236.0	0.0	299236.0	1.0	149618.0	149618.0	125426.0	123732.0	173810.0	118872.0	299236.0	0.0	2721.0	0.0	0.0	0.0	43819899.0	21909268.0	21910631.0	18569245.0	18569245.0	0.0	0.0	153549.0	0.008268996	146.0	146.0	146.0	150.0	150.0	150.0	39.0	250.5	90.3	57973.0	3182.0	83.0	628.0	39.7	41.91541124730981	41.34930289136334	58.08458875269018	39.7251667580104	100.0	0.0	0.9093157240438984	0.0
REF0009-mgg-pbdrep | M301121.lib1	18149936.0	0.0	18149936.0	1.0	9074968.0	9074968.0	15602539.0	15400212.0	2547397.0	14358512.0	18149936.0	0.0	363923.0	0.0	0.0	0.0	2682437616.0	1341216688.0	1341220928.0	2306150136.0	2306150136.0	0.0	0.0	18121520.0	0.007857909	148.0	148.0	148.0	150.0	150.0	150.0	39.0	249.4	99.4	7138756.0	419295.0	8791.0	133264.0	79.1	85.96470533009042	84.84995208798533	14.035294669909579	79.1105379104367	100.0	0.0	2.0050924697475514	0.0
REF0009-mgg-pbdrep | M301122.lib1	23552558.0	0.0	23552558.0	1.0	11776279.0	11776279.0	20306523.0	20086768.0	3246035.0	19408300.0	23552558.0	0.0	450240.0	0.0	0.0	0.0	3475803019.0	1737906564.0	1737896455.0	2996791653.0	2996791653.0	0.0	0.0	22398708.0	0.00747423	148.0	148.0	148.0	150.0	150.0	150.0	39.1	241.1	88.6	9326698.0	617701.0	6152.0	92833.0	82.4	86.21790889974669	85.28486799607924	13.782091100253313	82.4042127398646	100.0	0.0	1.9116394915575623	0.0
REF0009-mgg-pbdrep | M301123.lib1	938946.0	0.0	938946.0	1.0	469473.0	469473.0	766526.0	757158.0	172420.0	720528.0	938946.0	0.0	17023.0	0.0	0.0	0.0	138075992.0	69037338.0	69038654.0	113055078.0	113055078.0	0.0	0.0	875994.0	0.007748383	147.0	147.0	147.0	150.0	150.0	150.0	39.0	247.6	94.6	350145.0	23068.0	511.0	4855.0	76.7	81.63685664564309	80.63914218709063	18.363143354356907	76.73795937146545	100.0	0.0	1.8129903104118872	0.0
REF0009-mgg-pbdrep | M301124.lib1	22459280.0	0.0	22459280.0	1.0	11229640.0	11229640.0	19397595.0	19177766.0	3061685.0	18589604.0	22459280.0	0.0	425902.0	0.0	0.0	0.0	3327074128.0	1663543508.0	1663530620.0	2873572270.0	2873572270.0	0.0	0.0	21152477.0	0.007361038	148.0	148.0	148.0	150.0	150.0	150.0	39.1	245.5	86.3	9024149.0	478068.0	6744.0	79922.0	82.8	86.36783993075468	85.38905076209032	13.63216006924532	82.77025799580396	100.0	0.0	1.8963297131519798	0.0
REF0009-mgg-pbdrep | M301125.lib1	64686044.0	0.0	64686044.0	1.0	32343022.0	32343022.0	57165768.0	56593612.0	7520276.0	54241060.0	64686044.0	0.0	1244435.0	0.0	0.0	0.0	9462862730.0	4731384108.0	4731478622.0	8362823362.0	8362823362.0	0.0	0.0	60868423.0	0.007278454	146.0	146.0	146.0	150.0	150.0	150.0	39.1	228.4	89.3	25621946.0	2340439.0	20255.0	314166.0	83.9	88.37419088420371	87.48967860826363	11.625809115796292	83.85280138633922	100.0	0.0	1.9238075526770502	0.0
REF0009-mgg-pbdrep | M301126.lib1	17337524.0	0.0	17337524.0	1.0	8668762.0	8668762.0	15096366.0	14915168.0	2241158.0	13985978.0	17337524.0	0.0	341922.0	0.0	0.0	0.0	2568736783.0	1284370161.0	1284366622.0	2236634514.0	2236634514.0	0.0	0.0	17426653.0	0.007791461	148.0	148.0	148.0	150.0	150.0	150.0	39.0	252.3	96.2	6970313.0	356161.0	5963.0	125147.0	80.7	87.07336756967142	86.02824717070327	12.926632430328574	80.66883137407626	100.0	0.0	1.9721501178599665	0.0
REF0009-mgg-pbdrep | M301127.lib1	293112.0	0.0	293112.0	1.0	146556.0	146556.0	178859.0	176558.0	114253.0	165264.0	293112.0	0.0	4813.0	0.0	0.0	0.0	43282553.0	21640872.0	21641681.0	26545451.0	26545451.0	0.0	0.0	228309.0	0.008600682	148.0	148.0	148.0	150.0	150.0	150.0	39.0	264.6	98.0	83049.0	3546.0	60.0	1624.0	56.4	61.02070198422446	60.235677829635094	38.97929801577554	56.382543191681	100.0	0.0	1.6420344441715113	0.0
REF0009-mgg-pbdrep | M301128.lib1	24481000.0	0.0	24481000.0	1.0	12240500.0	12240500.0	21117885.0	20868006.0	3363115.0	19803572.0	24481000.0	0.0	472714.0	0.0	0.0	0.0	3629171338.0	1814594418.0	1814576920.0	3130826578.0	3130826578.0	0.0	0.0	22633375.0	0.007229201	148.0	148.0	148.0	150.0	150.0	150.0	39.2	257.8	94.9	9812023.0	475423.0	6876.0	139681.0	80.9	86.26234630938279	85.24164045586373	13.737653690617213	80.89363996568768	100.0	0.0	1.9309423634655445	0.0
REF0009-mgg-pbdrep | M301129.lib1	8135048.0	0.0	8135048.0	1.0	4067524.0	4067524.0	6032232.0	5396730.0	2102816.0	4645680.0	8135048.0	0.0	349565.0	0.0	0.0	0.0	1203659333.0	601829467.0	601829866.0	893420700.0	893420700.0	0.0	0.0	14168902.0	0.01585916	148.0	148.0	148.0	150.0	150.0	150.0	38.9	261.2	109.2	2371252.0	128970.0	84127.0	114016.0	57.1	74.1511543631949	66.33925208554393	25.848845636805095	57.10697711924995	100.0	0.0	4.297024430587257	0.0
REF0009-mgg-pbdrep | M301130.lib1	22012698.0	0.0	22012698.0	1.0	11006349.0	11006349.0	18399716.0	18198138.0	3612982.0	17505236.0	22012698.0	0.0	407771.0	0.0	0.0	0.0	3271838444.0	1635926353.0	1635912091.0	2735083501.0	2735083501.0	0.0	0.0	19986023.0	0.007307281	149.0	149.0	149.0	150.0	150.0	150.0	39.1	254.2	88.4	8648284.0	351662.0	4470.0	94653.0	79.5	83.58682792995207	82.67109283923307	16.41317207004793	79.52335511076379	100.0	0.0	1.8524353534491773	0.0
REF0009-mgg-pbdrep | M301131.lib1	15438.0	0.0	15438.0	1.0	7719.0	7719.0	84.0	68.0	15354.0	64.0	15438.0	0.0	2.0	0.0	0.0	0.0	1535563.0	732002.0	803561.0	12288.0	12288.0	0.0	0.0	121.0	0.009847005	99.0	95.0	104.0	150.0	150.0	150.0	34.7	275.7	100.7	32.0	1.0	0.0	1.0	0.4	0.5441119315973572	0.440471563674051	99.45588806840264	0.4145614716932245	100.0	0.0	0.012955045990413265	0.0
REF0009-mgg-pbdrep | M301132.lib1	542058.0	0.0	542058.0	1.0	271029.0	271029.0	72245.0	71316.0	469813.0	69800.0	542058.0	0.0	2580.0	0.0	0.0	0.0	78148076.0	39072025.0	39076051.0	10635144.0	10635144.0	0.0	0.0	89651.0	0.008429693	144.0	144.0	144.0	150.0	150.0	150.0	39.0	230.0	81.8	32876.0	2498.0	2.0	282.0	12.9	13.327909559493634	13.156525685443254	86.67209044050637	12.876850816702271	100.0	0.0	0.47596382674916704	0.0
REF0009-mgg-pbdrep | M301133.lib1	25272718.0	0.0	25272718.0	1.0	12636359.0	12636359.0	21952436.0	21716188.0	3320282.0	20769802.0	25272718.0	0.0	469263.0	0.0	0.0	0.0	3751652810.0	1875834740.0	1875818070.0	3258883982.0	3258883982.0	0.0	0.0	24144411.0	0.007408797	148.0	148.0	148.0	150.0	150.0	150.0	39.1	255.0	91.0	10263105.0	458144.0	5377.0	131468.0	82.2	86.86218870483182	85.92739411724533	13.137811295168172	82.18269993753738	100.0	0.0	1.8567967244362085	0.0
REF0009-mgg-pbdrep | M301134.lib1	5845828.0	0.0	5845828.0	1.0	2922914.0	2922914.0	4920329.0	4840658.0	925499.0	4555574.0	5845828.0	0.0	125479.0	0.0	0.0	0.0	863900348.0	431950476.0	431949872.0	728008867.0	728008867.0	0.0	0.0	5918660.0	0.008129928	148.0	148.0	148.0	150.0	150.0	150.0	39.1	251.8	96.9	2249945.0	128707.0	5527.0	36150.0	77.9	84.16821363885492	82.80534425576668	15.831786361145076	77.92863560132115	100.0	0.0	2.146470953302081	0.0
REF0009-mgg-pbdrep | M301135.lib1	20358.0	0.0	20358.0	1.0	10179.0	10179.0	394.0	366.0	19964.0	366.0	20358.0	0.0	45.0	0.0	0.0	0.0	2729894.0	1357376.0	1372518.0	55796.0	55796.0	0.0	0.0	773.0	0.01385404	134.0	133.0	135.0	150.0	150.0	150.0	38.8	226.2	101.0	149.0	34.0	0.0	0.0	1.8	1.9353571077709009	1.7978190391983495	98.0646428922291	1.7978190391983495	100.0	0.0	0.22104332449160036	0.0
REF0009-mgg-pbdrep | M301136.lib1	20591864.0	0.0	20591864.0	1.0	10295932.0	10295932.0	17581970.0	17369138.0	3009894.0	16476654.0	20591864.0	0.0	434307.0	0.0	0.0	0.0	3042943158.0	1521470757.0	1521472401.0	2598325050.0	2598325050.0	0.0	0.0	21023445.0	0.008091153	148.0	148.0	148.0	150.0	150.0	150.0	39.0	244.5	93.0	8063992.0	493461.0	6518.0	120598.0	80.0	85.38309110821633	84.34951784840847	14.616908891783668	80.01535946430106	100.0	0.0	2.1091194075485347	0.0
REF0009-mgg-pbdrep | M301137.lib1	21478524.0	0.0	21478524.0	1.0	10739262.0	10739262.0	18518236.0	18303128.0	2960288.0	17458900.0	21478524.0	0.0	455582.0	0.0	0.0	0.0	3158865023.0	1579428619.0	1579436404.0	2723722408.0	2723722408.0	0.0	0.0	21483923.0	0.007887707	147.0	147.0	147.0	150.0	150.0	150.0	39.1	236.3	92.1	8387455.0	645229.0	7505.0	111375.0	81.3	86.21745144126291	85.21594873092769	13.78254855873709	81.28538069003251	100.0	0.0	2.1211047835503036	0.0
REF0009-mgg-pbdrep | M301138.lib1	3353586.0	0.0	3353586.0	1.0	1676793.0	1676793.0	2517588.0	2495946.0	835998.0	2335420.0	3353586.0	0.0	40484.0	0.0	0.0	0.0	493011446.0	246502754.0	246508692.0	371792714.0	371792714.0	0.0	0.0	2352883.0	0.006328481	147.0	147.0	147.0	150.0	150.0	150.0	39.0	238.8	91.9	1144699.0	74916.0	1284.0	27074.0	69.6	75.07152045601335	74.4261814070073	24.928479543986644	69.63948442055758	100.0	0.0	1.2071853830496668	0.0
REF0009-mgg-pbdrep | M301139.lib1	21704392.0	0.0	21704392.0	1.0	10852196.0	10852196.0	19827121.0	19646208.0	1877271.0	18098230.0	21704392.0	0.0	328922.0	0.0	0.0	0.0	3212127720.0	1606073845.0	1606053875.0	2936421517.0	2936421517.0	0.0	0.0	19090210.0	0.006501182	148.0	148.0	148.0	150.0	150.0	150.0	39.0	246.7	95.2	9055361.0	496865.0	10110.0	260768.0	83.4	91.35073214674708	90.51720038967228	8.649267853252928	83.38510472903364	100.0	0.0	1.515462861157318	0.0
