Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
M300824.lib1_1	M300824.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5679271.0	851.8 Mbp	0.0	150.0	54.0	74.64310704460135	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M300824.lib1_2	M300824.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5679271.0	851.8 Mbp	0.0	150.0	54.0	73.71655618812004	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	warn
M300825.lib1_1	M300825.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5395148.0	809.2 Mbp	0.0	150.0	53.0	81.67439144190367	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M300825.lib1_2	M300825.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5395148.0	809.2 Mbp	0.0	150.0	53.0	80.81057673791517	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	warn
M300826.lib1_1	M300826.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	165858.0	24.8 Mbp	0.0	150.0	51.0	21.372499366928334	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	fail
M300826.lib1_2	M300826.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	165858.0	24.8 Mbp	0.0	150.0	51.0	20.283616105343125	150.0	150	pass	pass	warn	pass	warn	fail	pass	pass	fail	warn	fail
M300827.lib1_1	M300827.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2560426.0	384 Mbp	0.0	150.0	52.0	52.86686019924507	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M300827.lib1_2	M300827.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2560426.0	384 Mbp	0.0	150.0	53.0	51.87570054223192	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	warn
M300828.lib1_1	M300828.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4876411.0	731.4 Mbp	0.0	150.0	53.0	72.39448385925775	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M300828.lib1_2	M300828.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4876411.0	731.4 Mbp	0.0	150.0	54.0	70.72332872766943	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	fail	warn
M300829.lib1_1	M300829.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5841184.0	876.1 Mbp	0.0	150.0	53.0	60.605271875205204	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M300829.lib1_2	M300829.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5841184.0	876.1 Mbp	0.0	150.0	54.0	59.24581832547181	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	warn
M300830.lib1_1	M300830.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	300851.0	45.1 Mbp	0.0	150.0	55.0	16.465625841363334	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	pass	fail
M300830.lib1_2	M300830.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	300851.0	45.1 Mbp	0.0	150.0	55.0	15.329182884550823	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M300831.lib1_1	M300831.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7357844.0	1.1 Gbp	0.0	150.0	54.0	58.925001851389545	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M300831.lib1_2	M300831.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7357844.0	1.1 Gbp	0.0	150.0	54.0	57.57266335157757	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M300832.lib1_1	M300832.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	435636.0	65.3 Mbp	0.0	150.0	47.0	23.038296274595304	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M300832.lib1_2	M300832.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	435636.0	65.3 Mbp	0.0	150.0	48.0	22.16713035653619	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	fail
M300833.lib1_1	M300833.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4539138.0	680.8 Mbp	0.0	150.0	52.0	83.20943696354655	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
M300833.lib1_2	M300833.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4539138.0	680.8 Mbp	0.0	150.0	52.0	82.17829336314554	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
M300834.lib1_1	M300834.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5955006.0	893.2 Mbp	0.0	150.0	53.0	63.785198926217056	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M300834.lib1_2	M300834.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5955006.0	893.2 Mbp	0.0	150.0	53.0	62.30185781427935	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	warn
M300835.lib1_1	M300835.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6275719.0	941.3 Mbp	0.0	150.0	52.0	65.77460086272299	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	pass
M300835.lib1_2	M300835.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6275719.0	941.3 Mbp	0.0	150.0	53.0	64.3331781604428	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	pass
M300836.lib1_1	M300836.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8971849.0	1.3 Gbp	0.0	150.0	53.0	62.312279132709655	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	pass
M300836.lib1_2	M300836.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8971849.0	1.3 Gbp	0.0	150.0	53.0	61.00661329011544	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	pass
M300837.lib1_1	M300837.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4746138.0	711.9 Mbp	0.0	150.0	53.0	73.44945241872757	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
M300837.lib1_2	M300837.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4746138.0	711.9 Mbp	0.0	150.0	53.0	72.54429961134076	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	pass
M300838.lib1_1	M300838.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22863.0	3.4 Mbp	0.0	150.0	48.0	15.588505445479594	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
M300838.lib1_2	M300838.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22863.0	3.4 Mbp	0.0	150.0	48.0	14.709355727594803	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
M300839.lib1_1	M300839.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6232005.0	934.8 Mbp	0.0	150.0	51.0	22.916151961381903	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	warn
M300839.lib1_2	M300839.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6232005.0	934.8 Mbp	0.0	150.0	52.0	22.000466854697834	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	warn
M300840.lib1_1	M300840.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4721887.0	708.2 Mbp	0.0	150.0	54.0	51.47346328112315	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M300840.lib1_2	M300840.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4721887.0	708.2 Mbp	0.0	150.0	54.0	50.36004408664321	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	warn
M300841.lib1_1	M300841.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	338313.0	50.7 Mbp	0.0	150.0	54.0	14.830053825894957	150.0	150	pass	pass	warn	pass	pass	warn	pass	pass	fail	pass	fail
M300841.lib1_2	M300841.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	338313.0	50.7 Mbp	0.0	150.0	54.0	13.719248151859373	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M300886.lib1_1	M300886.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5167745.0	775.1 Mbp	0.0	150.0	53.0	67.85810166460429	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M300886.lib1_2	M300886.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5167745.0	775.1 Mbp	0.0	150.0	54.0	66.6603616097963	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M301037.lib1_1	M301037.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4572975.0	685.9 Mbp	0.0	150.0	54.0	74.9276985171978	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M301037.lib1_2	M301037.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4572975.0	685.9 Mbp	0.0	150.0	54.0	73.62165368639731	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	warn
M301038.lib1_1	M301038.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15311756.0	2.2 Gbp	0.0	150.0	54.0	60.68044549693739	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M301038.lib1_2	M301038.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15311756.0	2.2 Gbp	0.0	150.0	55.0	58.77443968768644	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M301039.lib1_1	M301039.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6933749.0	1 Gbp	0.0	150.0	54.0	56.350359194673594	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M301039.lib1_2	M301039.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6933749.0	1 Gbp	0.0	150.0	54.0	55.13312557690373	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M301040.lib1_1	M301040.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	362754.0	54.4 Mbp	0.0	150.0	57.0	14.652353936827712	150.0	150	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	fail
M301040.lib1_2	M301040.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	362754.0	54.4 Mbp	0.0	150.0	57.0	13.699366512843413	150.0	150	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
M301041.lib1_1	M301041.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9258417.0	1.3 Gbp	0.0	150.0	53.0	62.105970723664726	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M301041.lib1_2	M301041.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9258417.0	1.3 Gbp	0.0	150.0	53.0	60.8157262609891	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M301042.lib1_1	M301042.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9013428.0	1.3 Gbp	0.0	150.0	51.0	29.41889023660259	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	pass
M301042.lib1_2	M301042.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9013428.0	1.3 Gbp	0.0	150.0	52.0	27.917809766099488	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	warn	pass
M301043.lib1_1	M301043.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	380044.0	57 Mbp	0.0	150.0	52.0	14.661460251970823	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	pass	fail
M301043.lib1_2	M301043.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	380044.0	57 Mbp	0.0	150.0	52.0	13.26583237730368	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M301044.lib1_1	M301044.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5742878.0	861.4 Mbp	0.0	150.0	50.0	40.23611314861368	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	warn
M301044.lib1_2	M301044.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5742878.0	861.4 Mbp	0.0	150.0	50.0	38.61778069311542	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	fail	warn
M301045.lib1_1	M301045.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8232139.0	1.2 Gbp	0.0	150.0	51.0	44.24583998238006	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	pass
M301045.lib1_2	M301045.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8232139.0	1.2 Gbp	0.0	150.0	52.0	42.716735260077584	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	warn	pass
M301046.lib1_1	M301046.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8632159.0	1.2 Gbp	0.0	150.0	52.0	35.83258232856114	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	warn
M301046.lib1_2	M301046.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8632159.0	1.2 Gbp	0.0	150.0	52.0	34.46313283215199	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	fail	warn
M301047.lib1_1	M301047.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	790194.0	118.5 Mbp	0.0	150.0	55.0	12.678298474924855	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	fail
M301047.lib1_2	M301047.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	790194.0	118.5 Mbp	0.0	150.0	55.0	12.055520543056515	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	fail
M301048.lib1_1	M301048.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4306064.0	645.9 Mbp	0.0	150.0	52.0	41.03789567485271	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	warn
M301048.lib1_2	M301048.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4306064.0	645.9 Mbp	0.0	150.0	52.0	39.83663159432615	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	fail	warn
M301049.lib1_1	M301049.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7015974.0	1 Gbp	0.0	150.0	51.0	63.45840070779122	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301049.lib1_2	M301049.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7015974.0	1 Gbp	0.0	150.0	52.0	61.67528490332819	150.0	150	pass	pass	warn	pass	pass	warn	pass	pass	warn	fail	warn
M301050.lib1_1	M301050.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7351214.0	1.1 Gbp	0.0	150.0	51.0	58.2747024485659	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	pass
M301050.lib1_2	M301050.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7351214.0	1.1 Gbp	0.0	150.0	52.0	56.87124802184959	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	pass
M301051.lib1_1	M301051.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6895533.0	1 Gbp	0.0	150.0	51.0	55.65569132553825	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301051.lib1_2	M301051.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6895533.0	1 Gbp	0.0	150.0	52.0	54.06210273162807	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	warn
M301052.lib1_1	M301052.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6251186.0	937.6 Mbp	0.0	150.0	52.0	53.4374246952007	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	pass
M301052.lib1_2	M301052.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6251186.0	937.6 Mbp	0.0	150.0	52.0	51.950404778440365	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	pass
M301053.lib1_1	M301053.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	157540.0	23.6 Mbp	0.0	150.0	52.0	24.923828868858703	150.0	150	pass	pass	fail	pass	pass	fail	pass	pass	fail	pass	fail
M301053.lib1_2	M301053.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	157540.0	23.6 Mbp	0.0	150.0	53.0	23.40865811857306	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M301054.lib1_1	M301054.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6702542.0	1 Gbp	0.0	150.0	52.0	58.44073710425629	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	warn
M301054.lib1_2	M301054.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6702542.0	1 Gbp	0.0	150.0	52.0	56.70454034332793	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	warn
M301055.lib1_1	M301055.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4131584.0	619.7 Mbp	0.0	150.0	73.0	3.8905555872088446	150.0	150	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	fail
M301055.lib1_2	M301055.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4131584.0	619.7 Mbp	0.0	150.0	95.0	3.909343556853135	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
M301056.lib1_1	M301056.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	248889.0	37.3 Mbp	0.0	150.0	53.0	18.660125598158213	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	fail
M301056.lib1_2	M301056.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	248889.0	37.3 Mbp	0.0	150.0	53.0	17.32539405116337	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	fail
M301057.lib1_1	M301057.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7030982.0	1 Gbp	0.0	150.0	52.0	34.57944764665337	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	warn
M301057.lib1_2	M301057.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7030982.0	1 Gbp	0.0	150.0	53.0	33.04863732404595	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	fail	warn
M301058.lib1_1	M301058.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8528348.0	1.2 Gbp	0.0	150.0	50.0	54.99348121647277	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	pass
M301058.lib1_2	M301058.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8528348.0	1.2 Gbp	0.0	150.0	50.0	53.430236181535285	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	pass
M301059.lib1_1	M301059.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6403505.0	960.5 Mbp	0.0	150.0	51.0	43.319417969363876	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	pass
M301059.lib1_2	M301059.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6403505.0	960.5 Mbp	0.0	150.0	51.0	42.07719460409336	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	pass
M301060.lib1_1	M301060.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6329335.0	949.4 Mbp	0.0	150.0	51.0	42.1650507578128	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	warn
M301060.lib1_2	M301060.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6329335.0	949.4 Mbp	0.0	150.0	51.0	40.64798766575371	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	warn	warn
M301061.lib1_1	M301061.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28176.0	4.2 Mbp	0.0	150.0	54.0	23.818143100511076	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
M301061.lib1_2	M301061.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28176.0	4.2 Mbp	0.0	150.0	55.0	21.990346394094264	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
M301062.lib1_1	M301062.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	434864.0	65.2 Mbp	0.0	150.0	57.0	16.966683836785755	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	pass	fail
M301062.lib1_2	M301062.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	434864.0	65.2 Mbp	0.0	150.0	57.0	15.716867802347402	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M301063.lib1_1	M301063.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9349150.0	1.4 Gbp	0.0	150.0	51.0	55.046390533680444	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301063.lib1_2	M301063.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9349150.0	1.4 Gbp	0.0	150.0	51.0	53.74903394739148	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	warn	warn
M301064.lib1_1	M301064.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3216980.0	482.5 Mbp	0.0	150.0	51.0	64.55520440876542	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301064.lib1_2	M301064.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3216980.0	482.5 Mbp	0.0	150.0	51.0	63.15964226058619	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	warn
M301065.lib1_1	M301065.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7706134.0	1.1 Gbp	0.0	150.0	49.0	55.72547722814987	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301065.lib1_2	M301065.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7706134.0	1.1 Gbp	0.0	150.0	50.0	53.85210108371552	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	warn
M301066.lib1_1	M301066.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4188497.0	628.2 Mbp	0.0	150.0	50.0	85.0331428237556	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
M301066.lib1_2	M301066.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4188497.0	628.2 Mbp	0.0	150.0	50.0	83.87552876457424	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
M301067.lib1_1	M301067.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	220052.0	33 Mbp	0.0	150.0	48.0	15.138694490393178	150.0	150	pass	pass	warn	pass	pass	warn	pass	pass	fail	pass	fail
M301067.lib1_2	M301067.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	220052.0	33 Mbp	0.0	150.0	48.0	13.523167251376947	150.0	150	pass	pass	warn	pass	pass	fail	pass	pass	fail	warn	fail
M301068.lib1_1	M301068.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7166056.0	1 Gbp	0.0	150.0	50.0	72.05159999622913	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M301068.lib1_2	M301068.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7166056.0	1 Gbp	0.0	150.0	50.0	70.18802390266214	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	fail	warn
M301069.lib1_1	M301069.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6606031.0	990.9 Mbp	0.0	150.0	50.0	69.12126306678226	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301069.lib1_2	M301069.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6606031.0	990.9 Mbp	0.0	150.0	51.0	67.9691093993949	150.0	150	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	warn
M301070.lib1_1	M301070.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6720684.0	1 Gbp	0.0	150.0	51.0	62.7414553806564	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	pass	warn
M301070.lib1_2	M301070.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6720684.0	1 Gbp	0.0	150.0	51.0	61.00704146444356	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	warn	fail	warn
M301071.lib1_1	M301071.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	240773.0	36.1 Mbp	0.0	150.0	51.0	17.094109389341828	150.0	150	pass	pass	warn	pass	pass	warn	pass	pass	fail	pass	fail
M301071.lib1_2	M301071.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	240773.0	36.1 Mbp	0.0	150.0	52.0	15.90626856001296	150.0	150	pass	pass	warn	pass	pass	warn	pass	pass	fail	warn	fail
M301072.lib1_1	M301072.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4711504.0	706.7 Mbp	0.0	150.0	51.0	86.88207179834653	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	warn
M301072.lib1_2	M301072.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4711504.0	706.7 Mbp	0.0	150.0	51.0	86.13243617961494	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	warn
M301073.lib1_1	M301073.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6989218.0	1 Gbp	0.0	150.0	50.0	42.92174856189494	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	pass	warn
M301073.lib1_2	M301073.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6989218.0	1 Gbp	0.0	150.0	51.0	41.21498888351191	150.0	150	pass	pass	warn	pass	pass	pass	pass	pass	fail	fail	fail
M301074.lib1_1	M301074.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	77407.0	11.6 Mbp	0.0	150.0	50.0	40.709496557158914	150.0	150	pass	pass	fail	pass	pass	fail	pass	pass	fail	warn	fail
